# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.9 on 2026-07-14 at 08:30:13
#
# Requested input R.A. = 313.22651 degrees
# Requested input Dec. = -14.84044 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2461236.5 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# diffimgstatus = Difference-image quality filtering (0=bad,1=good)
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://irsa.ipac.caltech.edu/data/ZTF/docs/forcedphot.pdf
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 9 338 14 3 ZTF_g 526418775515 0 2.103 137.467 5.18997 26.1943 1.8136e-06 0.0228274 -0.0446409 4.35603e-06 1847 30. 0.047071 0.056583 20.6856 26.1943 1 2458280.9187731 338120155 1 -39.8814195140474 19.9267827599601 -2.22632325541589 1.07443129356683 -33.1155910963051 36.0821724188553 -0.923963948751034 1.06131533465183 null null null null null 2458263.959769 2458375.781632 57
 10 338 14 3 ZTF_r 529379835515 0 2.2654 203.032 6.3903 26.1566 1.3059e-06 0.0194516 0.0837068 3.1764e-06 1910 30. 0.051179 0.057882 20.3067 26.1566 1 2458283.879838 338120255 1 30.2883787363315 29.2346847323552 1.15247738911907 0.935465368506566 4.73683005195727 52.1883729752519 0.0913753888658621 1.04385963967278 null null null null null 2458280.874201 2458363.789398 57
 11 338 14 3 ZTF_g 529418655515 0 2.3088 136.778 4.71795 26.2035 1.6332e-06 0.0219788 -0.0511113 3.96356e-06 1907 30. 0.047024 0.052853 20.6871 26.2035 1 2458283.9186574 338120155 1 14.0585661065222 21.7649006397376 0.718520460570766 1.03847610373099 6.23697579258582 37.7470800317044 0.166343520561561 1.06056605263137 null null null null null 2458263.959769 2458375.781632 57
 12 338 14 3 ZTF_g 532435495515 0 3.2481 140.816 4.27693 26.2328 2.9036e-06 0.0292341 -0.0516595 7.028e-06 1905 30. 0.059312 0.057118 20.4933 26.2328 1 2458286.9354977 338120155 1 31.2848644874403 29.7581809610022 1.16945280209908 0.945751352940763 74.5072667187575 41.8381045543586 1.79284119693857 1.11290408865776 null null null null null 2458263.959769 2458375.781632 57
 13 338 14 3 ZTF_r 532461035515 0 2.1234 208.815 5.37081 26.1689 1.2356e-06 0.018947 0.0925722 3.00148e-06 1914 30. 0.04344 0.044201 20.6533 26.1689 1 2458286.9610301 338120255 1 -21.5551233002 21.3161133652585 -1.12485693781503 0.990592463938715 4.75867169519303 38.0508320260311 0.125903202841202 1.05811615842763 null null null null null 2458280.874201 2458363.789398 57
 14 338 14 3 ZTF_r 535459975515 0 2.3243 210.238 5.88974 26.173 1.2721e-06 0.0192039 0.0898057 3.06916e-06 1897 30. 0.045699 0.051152 20.3852 26.173 1 2458289.9599769 338120255 1 -30.0701294519122 28.5756697018839 -1.17056000546166 0.974540114422694 -63.709720607357 49.0165322436729 -1.30851380759314 1.06023583710622 null null null null null 2458280.874201 2458363.789398 57
 15 338 14 3 ZTF_r 538332845515 0 2.2084 202.86 9.4706 26.1342 1.6156e-06 0.0216559 0.0867653 3.9219e-06 1897 30. 0.045025 0.050653 19.8949 26.1342 1 2458292.8328472 338120255 1 -41.5028473189971 39.1927476860761 -1.17795034075669 0.940708648301547 -147.07867948722 70.9689596102395 -2.08639472339625 1.05032317574855 null null null null null 2458280.874201 2458363.789398 57
 16 338 14 3 ZTF_r 544335155515 0 2.3804 200.432 21.3499 26.1211 5.5648e-06 0.0386246 0.0954917 1.30278e-05 1717 30. 0.050977 0.067108 18.8721 26.1211 1 2458298.8351505 338120255 1 -112.91799937985 107.251377295158 -1.17115694478277 1.01609859752924 -125.671558542293 180.009743664191 -0.702839530484512 1.0675604944973 null null null null null 2458280.874201 2458363.789398 57
 17 338 14 3 ZTF_g 548419315515 0 1.9554 136.826 11.6511 26.1803 4.982e-06 0.0365317 -0.0152077 1.28487e-05 1788 30. 0.04296 0.049219 19.7608 26.1803 1 2458302.9193171 338120155 1 71.3403717617454 53.6491175733665 1.47920234354338 1.05754946468486 156.486358772035 93.7464132536949 1.68049419635352 1.08913010042567 null null null null null 2458263.959769 2458375.781632 57
 18 338 14 3 ZTF_r 551397995515 0 2.5778 168.356 9.0362 25.9435 2.6869e-06 0.0278302 0.0890992 6.52545e-06 1895 30. 0.057842 0.056412 19.6182 25.9435 1 2458305.8979977 338120255 1 35.1236800052247 43.2102688250362 0.904206958152961 0.940884692241953 63.9566784424057 70.2715907358696 0.916265444928812 1.07098364631521 null null null null null 2458280.874201 2458363.789398 57
 19 338 14 3 ZTF_g 551440625515 0 2.2 119.501 7.51488 26.059 3.1364e-06 0.0301497 -0.0569836 7.66555e-06 1880 30. 0.047076 0.047296 20.0767 26.059 1 2458305.940625 338120155 1 38.0265689137972 31.7772602391524 1.33114538807873 1.00592930435997 34.0139085668591 56.9477122707675 0.601305879246385 1.05379490300161 null null null null null 2458263.959769 2458375.781632 57
 20 338 14 3 ZTF_g 560376525515 0 2.0997 117.057 4.8359 26.0115 2.411e-06 0.0265087 -0.0269169 5.87956e-06 1897 30. 0.05302 0.060823 20.6215 26.0115 1 2458314.8765278 338120155 1 -13.2368001774579 20.3245215067484 -0.724465125225811 1.02975407724598 15.8676181243281 34.8944845742437 0.457794050843451 1.08290531572779 null null null null null 2458263.959769 2458375.781632 57
 21 338 14 3 ZTF_r 560417825515 0 1.6373 182.584 6.26538 26.0162 1.3311e-06 0.019654 0.0890612 3.22649e-06 1902 30. 0.055801 0.057045 20.4009 26.0162 1 2458314.9178241 338120255 1 4.72168817416609 23.0347738557389 0.228017484680691 1.00657563927684 -36.5353826409858 44.483548421164 -0.826855137474446 1.04549851797354 null null null null null 2458280.874201 2458363.789398 57
 22 338 14 3 ZTF_r 563397895515 0 2.2093 158.507 6.35903 25.8422 3.9193e-06 0.0335843 0.0914131 9.50696e-06 1898 30. 0.051105 0.064079 20.1191 25.8422 1 2458317.8978935 338120255 1 35.0963528956083 31.3994409170755 1.24335422385804 1.00988552177946 35.6197741979799 52.8658420602328 0.678314655155345 1.08899864476502 null null null null null 2458280.874201 2458363.789398 57
 23 338 14 3 ZTF_r 566379755515 0 1.9462 193.622 5.84573 26.1008 1.1814e-06 0.0185175 0.0782337 2.84925e-06 1904 30. 0.043782 0.042959 20.4818 26.1008 1 2458320.8797569 338120255 1 -7.52011255081172 21.3633585585888 -0.391570181146605 0.972096161169472 48.8493267080375 42.1085455646888 1.16789428545823 1.03066044614855 null null null null null 2458280.874201 2458363.789398 57
 24 338 14 3 ZTF_g 566418515515 0 1.8663 109.139 5.09682 25.9111 2.9528e-06 0.0294427 -0.0263157 7.12117e-06 1891 30. 0.044191 0.049428 20.4241 25.9111 1 2458320.9185185 338120155 1 -10.662310600613 22.5551574122775 -0.525848050754655 0.955449164544824 60.8464177416116 40.7212200531807 1.50428257763141 1.07161210775023 null null null null null 2458263.959769 2458375.781632 57
 25 338 14 3 ZTF_r 576355785515 0 1.9952 195.668 16.5136 26.132 2.7267e-06 0.0280565 0.0696633 6.60255e-06 1882 30. 0.043093 0.055024 19.2511 26.132 1 2458330.855787 338120255 1 57.4647573984296 64.8218867255475 0.98613122610621 1.01239725303434 -24.0871173177857 128.226246940804 -0.189113742445927 1.02933729146881 null null null null null 2458280.874201 2458363.789398 57
 26 338 14 3 ZTF_g 576442105515 0 4.7387 108.269 19.9399 26.0048 4.3064e-05 0.0483698 -0.105434 0.000143342 590 30. 0.100401 0.093876 18.2025 26.0048 1 2458330.9421065 338120155 1 -147.861958720737 131.182756989083 -1.25381800508368 0.967066303427049 6.04372860144433 168.464860011029 0.0361169294350294 1.07291654784864 null null null null null 2458263.959769 2458375.781632 57
 27 338 14 3 ZTF_g 579308595515 0 2.283 119.913 8.06369 26.0669 3.3792e-06 0.0311371 -0.0630316 8.20146e-06 1862 30. 0.049327 0.053678 19.9443 26.0669 1 2458333.8085995 338120155 1 -54.5772069518397 32.3813532379669 -1.87486979847646 0.978922272601456 -111.138220534292 58.0879673154731 -1.92616040833837 1.04636944629281 null null null null null 2458263.959769 2458375.781632 57
 28 338 14 3 ZTF_r 579316445515 0 1.968 189.25 8.78302 26.0762 1.6101e-06 0.0214426 0.0807643 3.89291e-06 1876 30. 0.04274 0.048904 19.9342 26.0762 1 2458333.8164468 338120255 1 -12.911443201278 33.5773299302628 -0.427743513182665 0.947458047821393 -14.4165337267994 65.8835410562138 -0.220292195565503 1.03446543690907 null null null null null 2458280.874201 2458363.789398 57
 29 338 14 3 ZTF_g 582272075515 0 2.1462 139.322 5.13003 26.2107 1.9305e-06 0.0237904 -0.0472657 4.65624e-06 1906 30. 0.042902 0.052502 20.7271 26.2107 1 2458336.7720718 338120155 1 -17.9347446485126 21.6499370213049 -0.921495802696027 0.986226175626092 -70.2796695367047 38.1262836910828 -1.85575409677594 1.0722023262657 null null null null null 2458263.959769 2458375.781632 57
 30 338 14 3 ZTF_r 582338255515 0 2.3028 213.471 6.4394 26.2154 1.2331e-06 0.0188788 0.0742622 2.99292e-06 1907 30. 0.042326 0.046298 20.3051 26.2154 1 2458336.8382523 338120255 1 -14.8144338512479 27.9418625856713 -0.58977248555021 0.934925801473408 16.2193584296919 50.6276405197383 0.322523360248817 1.03853204768267 null null null null null 2458280.874201 2458363.789398 57
 31 338 14 3 ZTF_r 584322125515 0 2.3579 201.081 6.55455 26.1507 1.3947e-06 0.0200636 0.0772952 3.36018e-06 1886 30. 0.051723 0.053165 20.198 26.1507 3 2458338.8221296 338120255 1 -47.020784577504 26.6714766915284 -1.96109038771658 1.11283835300136 -49.6479538220365 47.661856123652 -1.04868630205769 1.04296541589609 null null null null null 2458280.874201 2458363.789398 57
 32 338 14 3 ZTF_g 584357005515 0 3.0637 130.479 5.2014 26.1869 3.4869e-06 0.0318785 -0.114759 8.36228e-06 1882 30. 0.058173 0.060857 20.225 26.1869 3 2458338.8570023 338120155 1 -15.1301183114458 28.0994101601219 -0.598962898129612 0.880186368618488 52.4471716708307 43.7137590987625 1.20786698463257 1.04378134790252 null null null null null 2458263.959769 2458375.781632 57
 33 338 14 3 ZTF_g 588309225515 0 2.1565 110.974 4.85987 25.9716 2.4204e-06 0.0265741 -0.0440368 5.88276e-06 1891 30. 0.044226 0.05796 20.5223 25.9716 1 2458342.8092245 338120155 1 9.52857722268389 19.2292665711247 0.551213872588316 0.991393927779083 32.4787028814992 34.3911551052855 0.950751689321425 1.05792441240895 null null null null null 2458263.959769 2458375.781632 57
 34 338 14 3 ZTF_r 588315065515 0 1.9961 181.348 6.69869 26.017 1.6947e-06 0.0220733 0.0928681 4.11848e-06 1893 30. 0.045048 0.05152 20.3336 26.017 3 2458342.8150694 338120255 1 42.2944760038009 26.7614294284983 1.75804158135776 0.923738187937666 147.872163402627 47.5209191822184 3.13268542555168 1.06458556428991 null null null null null 2458280.874201 2458363.789398 57
 35 338 14 3 ZTF_r 588316445515 0 2.1844 180.07 6.71801 26.0242 1.655e-06 0.0219025 0.0838517 4.00132e-06 1897 30. 0.045988 0.052666 20.1569 26.0242 1 2458342.8164468 338120255 1 64.707221342692 25.8341809695763 2.78620363405578 1.10268454332507 -4.36108611822559 46.6726063725349 -0.0940692758639283 1.04395207089149 null null null null null 2458280.874201 2458363.789398 57
 36 338 14 3 ZTF_r 591334545515 0 2.7001 195.404 6.11874 26.0968 1.6996e-06 0.0222976 0.066767 4.10702e-06 1903 30. 0.056437 0.054643 20.0846 26.0968 1 2458345.8345486 338120255 1 -9.6533287939754 29.0578691589758 -0.369545685143502 0.989900849086388 -3.85959460049591 48.4017213033922 -0.0802779134203922 1.03815446550379 null null null null null 2458280.874201 2458363.789398 57
 37 338 14 3 ZTF_r 594330485515 0 2.163 198.757 5.85816 26.1322 1.4319e-06 0.0203604 0.0720213 3.45993e-06 1890 30. 0.051374 0.051953 20.3404 26.1322 1 2458348.8304861 338120255 1 -9.08464538985348 25.6165655315999 -0.394495340778845 0.978751826313155 -9.83806600764667 48.1401384336729 -0.205739457145237 1.03352560913825 null null null null null 2458280.874201 2458363.789398 57
 38 338 14 3 ZTF_r 597209345515 0 2.3824 203.644 11.6223 26.1465 2.4179e-06 0.0263833 0.0686918 5.83845e-06 1880 30. 0.050183 0.049582 19.5031 26.1465 1 2458351.7093403 338120255 1 8.89250142329872 48.6046713378748 0.203517019441944 1.00347087980697 16.0242209079453 87.6044254800361 0.184147602924337 1.03547308411907 null null null null null 2458280.874201 2458363.789398 57
 39 338 14 3 ZTF_g 606357155515 0 3.5956 134.98 12.21 26.1662 1.00736e-05 0.0401655 -0.0214927 2.98256e-05 1213 30. 0.065794 0.076063 19.1709 26.1662 1 2458360.8571528 338120155 1 -55.8857245347118 80.1720068063468 -0.775412739999135 1.14126701136612 22.621129556682 106.052034512831 0.214738776774674 1.1420583204831 null null null null null 2458263.959769 2458375.781632 57
 40 338 14 3 ZTF_r 609289395515 0 2.5139 204.309 7.04158 26.1485 2.666e-06 0.0277649 0.0773214 6.45033e-06 1887 30. 0.057904 0.058843 20.0407 26.1485 1 2458363.7893981 338120255 1 13.795788016494 35.4602510517891 0.432772351813595 0.949877155860501 24.0624825813089 60.5567160608308 0.400030687951978 1.04409093436668 null null null null null 2458280.874201 2458363.789398 57
 41 338 14 3 ZTF_g 609293785515 0 2.9898 133.531 6.73152 26.1758 4.866e-06 0.0372681 -0.057112 1.19603e-05 1845 30. 0.062154 0.072055 19.977 26.1758 1 2458363.7937847 338120155 1 -23.7227371242211 39.9029504781005 -0.66132446350447 0.969825620514249 -92.0158813057466 60.0203756387996 -1.54340276238762 1.07215639977275 null null null null null 2458263.959769 2458375.781632 57
 42 338 14 3 ZTF_r 612316135515 0 2.6937 208.598 5.79381 26.176 1.5119e-06 0.0209302 0.0712211 3.6628e-06 1888 30. 0.053278 0.066485 20.1787 26.176 1 2458366.8161343 338120255 1 -1.99597002026755 29.5177459092486 -0.0752186656511745 1.08780950714559 -21.9025238007948 49.2730151863032 -0.447507392745924 1.04109419900638 null null null null null 2458280.874201 2458363.789398 57
 43 338 14 3 ZTF_r 615188985515 0 2.7904 203.072 6.49478 26.1458 1.526e-06 0.0209923 0.0725921 3.69361e-06 1884 30. 0.053031 0.053724 20.0398 26.1458 1 2458369.6889815 338120255 1 24.0831324512697 32.3115372290384 0.829106185357552 1.02035949480142 71.8652938901142 53.6149056333527 1.34942531231875 1.04225008605834 null null null null null 2458280.874201 2458363.789398 57
 44 338 14 3 ZTF_g 615272845515 0 2.0313 136.919 5.11402 26.1776 1.6913e-06 0.0222359 -0.0458129 4.10741e-06 1875 30. 0.043205 0.049668 20.7076 26.1776 1 2458369.7728472 338120155 1 -7.89068763764936 23.1035125124642 -0.379919548486691 0.936417467951726 -11.2208402821337 41.7528288395744 -0.27055444148294 1.06760438651538 null null null null null 2458263.959769 2458375.781632 57
 45 338 14 3 ZTF_g 618252255515 0 2.3748 143.75 5.04802 26.2507 1.9287e-06 0.0237003 -0.0650881 4.66444e-06 1887 30. 0.043923 0.050639 20.5948 26.2507 1 2458372.7522569 338120155 1 -13.8583010524222 23.0504627950283 -0.668782874011567 0.995489162594854 -22.9900852658121 39.5483837640283 -0.585230611468415 1.05663406491445 null null null null null 2458263.959769 2458375.781632 57
 46 338 14 3 ZTF_r 618293845515 0 1.9772 213.581 6.81265 26.1961 1.2887e-06 0.0193341 0.0809006 3.1145e-06 1891 30. 0.041948 0.042938 20.3084 26.1961 1 2458372.7938426 338120255 1 -51.0808321298155 27.6599394982152 -2.0542889910674 0.998364230770915 -15.8392927840815 54.0115664345402 -0.295232528603302 1.03511202405903 null null null null null 2458280.874201 2458363.789398 57
 47 338 14 3 ZTF_r 621155575515 0 2.5473 211.202 7.18804 26.1916 1.6824e-06 0.0220155 0.0669786 4.06619e-06 1881 30. 0.047746 0.051498 19.9956 26.1916 1 2458375.6555787 338120255 1 -22.2217817979779 37.9633770969121 -0.651131702661299 0.859201918716367 -55.1057308137226 65.0277144397285 -0.853126571635474 1.03810124506139 null null null null null 2458280.874201 2458363.789398 57
 48 338 14 3 ZTF_g 621281635515 0 2.5265 141.292 5.42722 26.2481 2.1418e-06 0.0249857 -0.0981496 5.16389e-06 1894 30. 0.047556 0.052165 20.4309 26.2481 1 2458375.7816319 338120155 1 37.0730922746246 24.6607750992633 1.67227189430953 1.02445040792607 45.1030398420188 42.3613710239143 1.07189192211745 1.04438784286232 null null null null null 2458263.959769 2458375.781632 57
 49 338 14 3 ZTF_g 624188995515 0 2.2894 143.77 7.8335 26.2622 2.5892e-06 0.0274316 -0.0868798 6.27878e-06 1882 30. 0.044646 0.051059 20.0839 26.2622 1 2458378.6889931 338120155 1 10.8782490157219 37.4559374162865 0.323067392507933 0.949396082070792 115.188554097556 68.0955712452646 1.70296472319895 1.04234424066323 null null null null null 2458263.959769 2458375.781632 57
 50 338 14 3 ZTF_r 624230915515 0 1.9206 214.621 8.03604 26.2009 1.215e-06 0.0187346 0.0807533 2.93827e-06 1879 30. 0.040108 0.043866 20.1754 26.2009 1 2458378.7309144 338120255 1 -6.4632844655352 31.3868543347844 -0.229065814253236 1.00281238945465 -16.0504755194856 61.848273993309 -0.261261557554864 1.03739573344643 null null null null null 2458280.874201 2458363.789398 57
 51 338 14 3 ZTF_g 633209355515 0 2.3829 142.461 15.1842 26.2274 5.9824e-06 0.037581 -0.032102 1.64782e-05 1593 30. 0.049284 0.055996 19.3305 26.2274 3 2458387.7093519 338120155 1 68.1685109563381 70.7254640656335 1.07216790566832 0.973717642617858 69.4697514764925 120.438951733546 0.580689496570423 1.06209992234369 null null null null null 2458263.959769 2458375.781632 57
