# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.9 on 2026-07-14 at 14:17:34
#
# Requested input R.A. = 334.24962 degrees
# Requested input Dec. = -18.20795 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2461236.5 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# diffimgstatus = Difference-image quality filtering (0=bad,1=good)
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://irsa.ipac.caltech.edu/data/ZTF/docs/forcedphot.pdf
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 9 341 6 2 ZTF_g 537438942215 0 2.2971 142.604 4.4412 26.1898 6.6221e-06 0.0270037 -0.087672 1.17591e-05 673 30. 0.046799 0.066129 20.6844 26.1898 1 2458291.9389468 341120122 1 25.0500632141743 21.2657128021529 1.31033904723972 0.962919774181257 64.413714227374 37.1796426704186 1.74416803500716 1.0503473677962 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 10 341 6 2 ZTF_g 540377062215 0 3.0075 127.869 13.8146 26.0783 2.56195e-05 0.0412035 -0.0710543 6.54731e-05 446 30. 0.071054 0.083157 19.0975 26.0783 1 2458294.8770602 341120122 1 -41.8948465186361 73.5995217643737 -0.633199280108218 0.998140260332297 -131.336388281598 114.638017878293 -1.15337781357556 1.05919265088576 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 11 341 6 2 ZTF_g 543481162215 0 2.6238 140.613 21.5201 26.1953 2.66876e-05 0.0358415 -0.0627835 7.48257e-05 338 30. 0.055996 0.058686 18.8139 26.1953 1 2458297.981169 341120122 1 -218.495875811625 111.141525155071 -2.18686358477686 1.03871553232142 -160.408648903343 176.406865762646 -0.915434950247835 1.08045974898988 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 12 341 6 2 ZTF_r 549355672215 0 2.727 245.321 14.1381 26.1317 8.641e-06 0.0304041 0.0972312 1.51539e-05 668 30. 0.057127 0.059757 19.2532 26.1317 1 2458303.8556713 341120222 1 13.9822229206818 69.6438924769746 0.223330473457359 0.993142749188407 -94.6419475832822 120.446586196962 -0.791050784865455 1.03823816186163 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 13 341 6 2 ZTF_r 560419212215 2097152 2.1381 238.018 6.36958 26.1011 5.8161e-06 0.0250719 0.103785 9.99597e-06 663 30. 0.053086 0.067633 20.3045 26.1011 1 2458314.919213 341120222 1 -2.58192440931848 25.8001520224981 -0.111320733548335 1.00115106141958 -37.8542157125634 48.6089964510026 -0.783994091952505 1.03529642059492 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 14 341 6 2 ZTF_g 560462662215 0 1.8652 118.891 5.35025 25.9626 7.6192e-06 0.0287449 -0.0282623 1.33967e-05 655 30. 0.046286 0.05591 20.4601 25.9626 1 2458314.962662 341120122 1 -4.3570218794057 19.9578410912979 -0.242846015151915 1.01931255336031 38.6173154683332 35.8240221960353 1.08523283893451 1.06717579660248 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 15 341 6 2 ZTF_r 566376512215 2097152 1.9531 263.543 5.9879 26.1897 5.134e-06 0.0234455 0.105161 8.96836e-06 666 30. 0.046458 0.051971 20.5593 26.1897 1 2458320.8765162 341120222 1 -14.0970041712277 23.7742259506562 -0.659591793201051 1.00801788337502 -5.83600824658556 47.6353243496833 -0.123339437237181 1.03125523255734 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 16 341 6 2 ZTF_g 566440752215 0 1.7835 85.4076 5.417 25.62 9.8549e-06 0.0318975 -0.0402755 1.86905e-05 637 30. 0.048763 0.055778 20.1992 25.62 1 2458320.9407523 341120122 1 25.1119571011673 22.5048608027567 1.24124934062783 0.930696054808817 27.6355880100085 41.2337481036282 0.674731659497597 1.05960030424824 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 17 341 6 2 ZTF_i 567369462215 2097152 1.5455 308.729 7.66357 25.6779 1.6708e-06 0.0201755 0.200458 9.23003e-06 668 30. 0.055291 0.054234 19.8321 25.6779 2 2458321.8694676 341120322 1 -13.8575388977313 32.2295527769277 -0.478284854066463 0.901599826866462 50.6390401052552 65.1236854221485 0.782819593568923 1.03364098236849 1.87582717972658 21.9330000019073 0.193000003695488 0.367000013589859 -0.231000006198883 2458342.856308 2458747.836042 0
 18 341 6 2 ZTF_g 569419502215 0 2.3705 137.85 7.72922 26.1388 1.16819e-05 0.0346406 -0.0119304 2.20172e-05 624 30. 0.05417 0.054313 20.0415 26.1388 1 2458323.9195023 341120122 1 31.6928148668467 39.8281564273637 0.885167399599097 0.919642035971132 71.9831675933051 64.5443839645597 1.12276194948862 1.08076343232014 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 19 341 6 2 ZTF_r 572399142215 1 2.2692 143.572 29.1086 25.5168 3.54914e-05 0.0438019 0.0977395 7.25212e-05 352 30. 0.054914 0.059536 17.925 25.5168 1 2458326.8991435 341120222 1 -103.586549176445 131.778736766267 -0.874405390937481 0.966618524601211 -44.7823350493595 234.201045251078 -0.192501047995459 1.05181168039562 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 20 341 6 2 ZTF_g 572439152215 0 2.6314 100.134 23.1867 25.8339 4.37381e-05 0.040053 -0.0794838 0.000125844 294 30. 0.052868 0.061047 18.4508 25.8339 1 2458326.9391551 341120122 1 -56.3443664207034 114.340971795649 -0.548155052906193 0.96794981867564 -34.82048636319 200.256210926175 -0.17505077210895 1.05178428468186 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 21 341 6 3 ZTF_i 577336372315 33556480 1.5955 773.815 128.616 26.9057 0.00150938 0.334188 0.290295 0.00653466 194 30. 0.072678 0.062229 17.9597 26.9057 2 2458331.8363773 341120323 1 null null null null null null null null null null null null null 2458342.856308 2458747.836042 57,61
 22 341 6 2 ZTF_g 577441792215 0 2.1764 129.248 16.2001 26.1044 1.56703e-05 0.0353699 -0.0528604 3.56969e-05 490 30. 0.049268 0.060635 19.2407 26.1044 1 2458331.941794 341120122 1 null null null null null null null null 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 61
 23 341 6 3 ZTF_g 580333262315 0 2.2544 129.085 7.77736 26.0789 9.1128e-06 0.0321542 -0.032361 1.78205e-05 671 30. 0.05592 0.061697 20.0507 26.0789 1 2458334.8332639 341120123 1 null null null null null null null null null null null null null 2458279.972187 2458430.648079 57,61
 24 341 6 3 ZTF_r 580376132315 2097152 2.326 260.227 8.58357 26.22 4.8885e-06 0.0240888 0.0968977 8.4944e-06 713 30. 0.055431 0.062659 19.9792 26.22 1 2458334.8761343 341120223 1 null null null null null null null null null null null null null 2458276.977755 2458443.640856 57,61
 25 341 6 2 ZTF_r 584346812215 2097152 2.0731 260.836 6.63274 26.2097 4.3365e-06 0.0218272 0.105683 7.41398e-06 672 30. 0.059946 0.065095 20.3622 26.2097 1 2458338.8468171 341120222 1 -15.2497357777158 28.2512569373787 -0.600453450943205 0.84713567131096 25.9247799532465 53.904496036056 0.484178255193294 1.03300537152479 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 26 341 6 2 ZTF_g 584381482215 0 1.9517 133.617 5.24509 26.1098 6.8616e-06 0.0275428 -0.0452737 1.17843e-05 669 30. 0.06081 0.065615 20.6146 26.1098 1 2458338.8814815 341120122 1 8.89552346564208 22.4247023253638 0.441265144577651 1.04917030931506 -43.4057071301148 40.391987332443 -1.08184939516163 1.058178158844 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 27 341 6 2 ZTF_r 588351812215 0 4.3325 237.961 6.70217 26.1221 9.2396e-06 0.0313982 0.100749 1.60342e-05 650 30. 0.065586 0.060258 19.8158 26.1221 1 2458342.8518171 341120222 1 -17.2365531198541 36.8832922964923 -0.519847001006148 0.987556446243934 -9.93289072068459 56.8837745317517 -0.175793350449953 1.04124722082154 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 28 341 6 2 ZTF_i 588356302215 2097152 2.1713 287.074 7.53341 25.6099 2.0254e-06 0.0222453 0.190752 1.08388e-05 663 30. 0.05336 0.056324 19.6162 25.6099 2 2458342.8563079 341120322 1 -23.517739168565 30.8319158897558 -0.848496114524583 0.979637561426296 59.3625794008713 57.4285107998534 1.04063972678723 1.03697116396082 1.87582717972658 21.9330000019073 0.193000003695488 0.367000013589859 -0.231000006198883 2458342.856308 2458747.836042 0
 29 341 6 2 ZTF_g 588400132215 0 2.6698 115.715 5.13916 25.946 1.24811e-05 0.0362581 -0.0170369 2.29803e-05 636 30. 0.05409 0.067708 20.168 25.946 1 2458342.9001389 341120122 1 -4.27226436613781 30.6812938024218 -0.15489566034467 0.919877943655977 37.5215235093273 47.2350143883106 0.799708301524476 1.0946118035159 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 30 341 6 2 ZTF_r 591355852215 2097152 2.0941 247.169 6.44152 26.1338 4.4885e-06 0.0220989 0.101101 7.84446e-06 669 30. 0.059456 0.053798 20.3361 26.1338 1 2458345.8558565 341120222 1 24.8129238363284 25.4594725417714 1.08413494097532 1.05173237359105 18.1804687501015 47.8659774948568 0.382378386717615 1.03373095623536 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 31 341 6 2 ZTF_i 593356852215 2097152 2.2889 279.165 6.4284 25.5704 2.7508e-06 0.0259387 0.191078 1.44363e-05 667 30. 0.061049 0.058654 19.6964 25.5704 2 2458347.8568519 341120322 1 -33.670124597215 26.9489897909633 -1.38981512833448 1.03287893362069 -48.4999614052423 48.9510356367433 -0.99745819063116 1.04073879828991 1.87582717972658 21.9330000019073 0.193000003695488 0.367000013589859 -0.231000006198883 2458342.856308 2458747.836042 0
 32 341 6 2 ZTF_g 594355862215 0 2.5494 135.502 4.8029 26.1037 8.4522e-06 0.0303959 -0.0324631 1.51424e-05 666 30. 0.054964 0.073939 20.4449 26.1037 1 2458348.8558681 341120122 1 -7.76790156981268 27.2874769810009 -0.316661403679135 0.921458606422695 -9.20376627019463 43.6624091396304 -0.212213534437158 1.08248172942915 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 33 341 6 2 ZTF_i 597353152215 2097152 1.5775 312.777 7.41399 25.6801 2.5233e-06 0.0249585 0.192327 1.41025e-05 674 30. 0.043495 0.058133 19.8507 25.6801 2 2458351.8531597 341120322 1 -5.14869877519554 29.7235149602151 -0.192686868855439 0.953682288764839 19.8143339761141 60.9968955543278 0.327029506570418 1.02936429863704 1.87582717972658 21.9330000019073 0.193000003695488 0.367000013589859 -0.231000006198883 2458342.856308 2458747.836042 0
 34 341 6 2 ZTF_r 597357302215 2097152 1.4559 270.484 8.52873 26.2063 5.9542e-06 0.025394 0.107528 1.04457e-05 671 30. 0.052106 0.060421 20.371 26.2063 1 2458351.8573032 341120222 1 3.83289525105627 30.0596853047614 0.141839542590247 1.02268366109333 32.5327298310611 59.4249140412299 0.55114660520194 1.03985115857854 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 35 341 6 2 ZTF_r 600314252215 0 1.806 265.322 23.9231 26.2228 1.07121e-05 0.0339112 0.10314 1.87472e-05 662 30. 0.042925 0.053094 19.018 26.2228 1 2458354.8142593 341120222 1 59.8943495651576 78.1955910756506 0.852036867958873 1.05595656007842 226.111576315746 157.912397828648 1.44152361639489 1.03245914512419 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 36 341 6 2 ZTF_r 600394242215 0 2.482 275.699 19.0292 26.2431 1.07331e-05 0.0336744 0.0936282 1.861e-05 657 30. 0.052607 0.057977 19.0527 26.2431 1 2458354.8942477 341120222 1 -1.43947180300917 91.0407044017172 -0.0175882388176477 0.984407389466888 66.4535960360018 159.101586653828 0.420493385614492 1.04397682672778 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 37 341 6 2 ZTF_r 606293002215 0 1.7671 279.713 10.9842 26.2615 5.5706e-06 0.0246874 0.112291 9.81038e-06 673 30. 0.045821 0.049321 20.0646 26.2615 1 2458360.7930093 341120222 1 85.8093218504604 42.8738696752128 2.22636613501971 0.968084803524228 155.875376003606 83.2483764395775 1.88502421717694 1.04005195445005 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 38 341 6 2 ZTF_g 606355742215 0 3.7321 146.951 12.7493 26.1942 2.74928e-05 0.0393108 -0.0247721 7.22732e-05 384 30. 0.063083 0.070431 19.1601 26.1942 1 2458360.8557407 341120122 1 -98.0696125369366 91.7292561782714 -1.18927253292145 0.92134763742161 -153.360106675667 119.03771795914 -1.29700903599884 1.18860688025351 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 39 341 6 2 ZTF_r 609272612215 2097152 2.6997 267.593 7.01505 26.2166 6.5576e-06 0.0266028 0.103689 1.15161e-05 673 30. 0.055069 0.059848 20.041 26.2166 1 2458363.7726157 341120222 1 37.07971771215 38.8920357608253 1.06054852401878 0.938099867396133 46.5495764258581 63.127941454483 0.742351000548647 1.05318357736504 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 40 341 6 2 ZTF_g 609313472215 0 2.6939 140.108 7.25828 26.1515 1.06729e-05 0.033021 -0.046246 2.0476e-05 631 30. 0.056067 0.066807 19.9906 26.1515 1 2458363.8134722 341120122 1 -42.8873583385005 41.4230010296561 -1.1517084096173 0.969060389885333 -57.6751694117256 65.988055704184 -0.879910983532245 1.07348269986681 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 41 341 6 2 ZTF_i 611316272215 2097152 2.1091 317.907 7.94736 25.6814 1.9482e-06 0.0219736 0.206477 1.08161e-05 677 30. 0.051803 0.06006 19.7259 25.6814 2 2458365.8162731 341120322 1 34.0504689503223 34.7017264542194 1.09150773214318 1.01557519777028 22.1618931900518 61.6150441739833 0.362105636941019 1.05440510168408 1.87582717972658 21.9330000019073 0.193000003695488 0.367000013589859 -0.231000006198883 2458342.856308 2458747.836042 0
 42 341 6 2 ZTF_g 612251802215 0 2.2644 144.494 4.42922 26.1849 7.8885e-06 0.0293126 -0.0514669 1.39624e-05 672 30. 0.055346 0.094781 20.7084 26.1849 1 2458366.7518056 341120122 1 -12.7788787160314 19.7943556880649 -0.71813514197611 1.07069320444073 -23.7223821788471 34.4978312776566 -0.692279859434371 1.05749811653222 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 43 341 6 2 ZTF_r 612314732215 2097152 2.7268 280.621 5.83122 26.2465 8.1517e-06 0.0299488 0.126553 1.43401e-05 675 30. 0.054425 0.075611 20.3067 26.2465 1 2458366.8147338 341120222 1 29.5375042111982 35.3683727888944 0.928995302965009 1.03661053842567 58.7083632317112 55.3599965151211 1.06762592406799 1.07895172703538 1.01322463863312 22.6239999771118 0.352999985218048 1.31400001049042 -0.591000020503998 2458276.977755 2458443.640856 0
 44 341 6 2 ZTF_g 615305172215 0 2.0362 142.62 5.22991 26.1944 6.8307e-06 0.027311 -0.0958987 1.20026e-05 673 30. 0.045621 0.057629 20.6431 26.1944 1 2458369.8051736 341120122 1 31.0805435129252 20.5977755004696 1.6785067247269 0.926299438449521 -21.6875714996447 38.412387950199 -0.568400969234045 1.0400392034829 1.83840242740904 22.9400000095367 0.326999992132187 0.745000004768372 -0.351999998092651 2458279.972187 2458430.648079 0
 45 341 6 2 ZTF_i 615337112215 2097152 2.808 317.372 7.10175 25.7006 3.6285e-06 0.0299079 0.207991 2.01678e-05 672 30. 0.056478 0.066431 19.4731 25.7006 2 2458369.8371181 341120322 1 57.8926037425963 38.7767934005893 1.66075661470062 0.999936914089232 51.2080580088871 60.7996437352513 0.84791528467358 1.07064501270637 1.87582717972658 21.9330000019073 0.193000003695488 0.367000013589859 -0.231000006198883 2458342.856308 2458747.836042 0
