# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.9 on 2026-07-14 at 09:29:25
#
# Requested input R.A. = 332.39126 degrees
# Requested input Dec. = -14.8699 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2461235.5 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Reference image Operations DB identifier
# diffimgstatus = Difference-image quality filtering (0=bad,1=good)
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://irsa.ipac.caltech.edu/data/ZTF/docs/forcedphot.pdf
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, diffimgstatus, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
 9 341 15 3 ZTF_g 537438945915 0 2.2599 145.494 4.15147 26.2376 5.8509e-06 0.0269449 -0.0785991 1.0094e-05 722 30. 0.050672 0.060819 20.7937 26.2376 1 2458291.9389468 341120159 1 -15.9189765165484 19.9426502459158 -0.887947053625012 0.988503493682115 -87.1809255502244 35.565342245045 -2.46779838346641 1.04966834843091 null null null null null 2458279.972187 2458430.648079 57
 10 341 15 3 ZTF_g 540377065915 0 2.7554 132.018 12.9058 26.1591 1.87428e-05 0.0416748 -0.0872314 4.35543e-05 540 30. 0.063787 0.07763 19.3023 26.1591 1 2458294.8770602 341120159 1 -24.9382112452512 66.7624238176673 -0.41551624260767 1.04007739628325 -154.840759677813 109.201444767467 -1.42748680143316 1.04913286796127 null null null null null 2458279.972187 2458430.648079 57
 11 341 15 3 ZTF_g 543481165915 0 2.4289 144.271 20.5926 26.2308 2.39058e-05 0.0406677 -0.0469244 5.88654e-05 420 30. 0.056534 0.057364 18.9652 26.2308 1 2458297.981169 341120159 1 -165.449526862992 104.098355602459 -1.76797639162755 1.07326506363049 -527.070167356286 171.777211583444 -3.08900121481252 1.07465655785628 null null null null null 2458279.972187 2458430.648079 57
 12 341 15 3 ZTF_r 549355675915 0 2.5145 224.102 13.434 26.0736 9.2951e-06 0.0342807 0.092036 1.62081e-05 724 30. 0.059485 0.057391 19.2301 26.0736 1 2458303.8556713 341120259 1 -10.6957776182766 65.1949601938868 -0.182495912338829 0.934643362784448 -180.919173452381 113.822573583597 -1.60018938915469 1.0337729002059 null null null null null 2458276.977755 2458443.640856 57
 13 341 15 3 ZTF_g 552440135915 0 2.4697 114.979 6.78885 26.1012 0.000123214 0.10787 0.0137462 0.000256746 546 30. 0.069394 0.096016 20.1945 26.1012 1 2458306.9401389 341120159 1 -2.22213661456621 33.7136916972622 -0.0733194579365365 1.04340831239677 -101.958141933401 53.853057525993 -1.9060168651693 1.11539166922204 null null null null null 2458279.972187 2458430.648079 57
 14 341 15 3 ZTF_r 566376515915 0 2.2826 234.004 5.6067 26.1443 6.3666e-06 0.0283326 0.0755095 1.10726e-05 724 30. 0.052565 0.054665 20.2309 26.1443 1 2458320.8765162 341120259 1 36.5634798410093 24.586927606177 1.65423825767687 1.02406272763504 1.43397303508044 43.5479296806056 0.0331503916848231 1.02968546635588 null null null null null 2458276.977755 2458443.640856 57
 15 341 15 3 ZTF_g 566440755915 0 1.6963 90.3056 5.36537 25.7002 9.0417e-06 0.0332791 -0.046688 1.6075e-05 708 30. 0.048191 0.053075 20.316 25.7002 1 2458320.9407523 341120159 1 9.79358572931434 19.4120073597361 0.561210881507533 1.01128389828662 45.7741915217939 38.5737368746211 1.19465955515516 1.04526801327666 null null null null null 2458279.972187 2458430.648079 57
 16 341 15 3 ZTF_i 567369465915 0 2.2777 241.38 6.91819 25.5315 2.2556e-06 0.0259256 0.173078 1.03755e-05 727 30. 0.056831 0.053568 19.4982 25.5315 2 2458321.8694676 341120359 1 53.9158773117963 31.1167117109339 1.9274263023708 0.986653250995093 75.5475881878747 56.7180737691182 1.34095536901598 1.03301065112289 null null null null null 2458321.869468 2458703.877674 57
 17 341 15 3 ZTF_g 569419505915 0 2.0304 142.931 7.4334 26.2004 9.0689e-06 0.0331605 -0.032887 1.64958e-05 698 30. 0.054272 0.057311 20.3086 26.2004 1 2458323.9195023 341120159 1 -41.1948181407545 32.8456657672049 -1.39514491909187 0.996671927646496 -80.5826412403888 59.2532661199842 -1.3691290839763 1.06739349414502 null null null null null 2458279.972187 2458430.648079 57
 18 341 15 3 ZTF_r 572399145915 0 2.1534 132.173 24.6933 25.5189 3.22268e-05 0.0478243 0.113602 6.17238e-05 421 30. 0.064498 0.057095 18.1304 25.5189 1 2458326.8991435 341120259 1 -125.986049157093 111.073508647256 -1.26173098165076 0.97532449634279 -123.229445989528 201.837645418485 -0.614649478005159 1.05286263846791 null null null null null 2458276.977755 2458443.640856 57
 19 341 15 3 ZTF_g 572439155915 0 2.2737 123.468 23.3833 26.0555 3.17856e-05 0.0444765 -0.0673732 7.88627e-05 383 30. 0.056794 0.056904 18.6722 26.0555 1 2458326.9391551 341120159 1 41.0623069129676 110.701038169377 0.41261636812189 0.964648148699434 73.2305697927167 199.667819488682 0.36923216811993 1.04730825724269 null null null null null 2458279.972187 2458430.648079 57
 20 341 15 3 ZTF_i 577336375915 33554432 1.9291 606.034 108.748 26.7697 0.00021956 0.129479 0.204468 0.00102122 208 30. 0.065328 0.060615 17.8543 26.7697 2 2458331.8363773 341120359 0 -487.164168983565 398.000166578133 -1.36159166939104 0.908951243694553 -717.491457829101 803.37563742102 -0.899110914537033 1.04851628600177 null null null null null 2458321.869468 2458703.877674 57
 21 341 15 3 ZTF_r 577375825915 0 2.1959 380.974 56.5917 26.8598 0.000220842 0.125154 0.0466847 0.000414659 424 30. 0.061119 0.063747 18.5216 26.8598 1 2458331.8758218 341120259 1 58.9415831018221 112.738887144519 0.581571149357405 0.92370808308707 371.528120189523 213.557825752384 1.75142438417835 1.03001716705262 null null null null null 2458276.977755 2458443.640856 57
 22 341 15 3 ZTF_g 577441795915 0 2.3018 134.838 15.907 26.1643 1.54494e-05 0.0376949 -0.0801619 3.6576e-05 539 30. 0.054627 0.054355 19.2076 26.1643 1 2458331.941794 341120159 1 -30.9063164940538 72.5612481098711 -0.47380245253768 0.999297010335213 -138.989619193678 131.493589853084 -1.06412580591981 1.0384641846714 null null null null null 2458279.972187 2458430.648079 57
 23 341 15 3 ZTF_g 580333265915 0 2.1841 134.178 7.29127 26.1272 9.9e-06 0.0343059 -0.0181788 1.91344e-05 688 30. 0.05834 0.059339 20.1925 26.1272 1 2458334.8332639 341120159 1 -26.4707677216735 34.5605475915176 -0.852002213874721 0.944261848532686 -26.1109649967523 59.6311825202882 -0.440823454060364 1.07700258842123 null null null null null 2458279.972187 2458430.648079 57
 24 341 15 3 ZTF_r 580376135915 0 2.5032 240.792 7.78331 26.1645 6.1164e-06 0.0277478 0.0798126 1.07588e-05 727 30. 0.05418 0.061104 19.9273 26.1645 1 2458334.8761343 341120259 1 -50.5524063972732 36.9619712797794 -1.52139333580545 0.930195817001641 4.50317620959857 64.4668357644883 0.0703230631176307 1.03552774522095 null null null null null 2458276.977755 2458443.640856 57
 25 341 15 3 ZTF_r 584346815915 0 2.5124 240.763 6.28391 26.1599 5.4973e-06 0.0258859 0.0866327 9.5975e-06 715 30. 0.062841 0.065876 20.1394 26.1599 1 2458338.8468171 341120259 1 1.30481124812064 28.7183104408145 0.0505409739946382 1.00701240812312 15.5785574829115 50.1981669168188 0.31243132821679 1.03322259299021 null null null null null 2458276.977755 2458443.640856 57
 26 341 15 3 ZTF_g 584381485915 0 2.0269 138.039 5.1284 26.1751 7.0132e-06 0.0293096 -0.0652258 1.22823e-05 713 30. 0.055957 0.064409 20.642 26.1751 1 2458338.8814815 341120159 1 45.0826144265357 22.449648828456 2.23385172519414 0.92260403517464 114.469193438266 41.2644504640969 2.79272227658321 1.05240646009796 null null null null null 2458279.972187 2458430.648079 57
 27 341 15 3 ZTF_r 588351815915 0 3.1346 220.029 6.26887 26.0676 8.2128e-06 0.0318431 0.0915244 1.42965e-05 713 30. 0.064819 0.06591 19.8499 26.0676 1 2458342.8518171 341120259 1 0.274870751974068 36.0764230950639 0.00847539328692051 0.932683887118 -49.3826060881315 55.7191714354743 -0.892245873378278 1.03930444677017 null null null null null 2458276.977755 2458443.640856 57
 28 341 15 3 ZTF_i 588356305915 0 3.049 225.457 6.80176 25.4494 3.9149e-06 0.0336422 0.173891 1.85884e-05 714 30. 0.069567 0.070722 19.1871 25.4494 2 2458342.8563079 341120359 1 57.6642594337402 36.2256147065495 1.77070313537413 0.964131729188298 83.289421633465 56.9147169177877 1.47326359896221 1.03995607688055 null null null null null 2458321.869468 2458703.877674 57
 29 341 15 3 ZTF_g 588400135915 0 2.3039 121.482 4.91847 26.0275 9.218e-06 0.0336286 -0.0393392 1.64493e-05 702 30. 0.057001 0.064161 20.4294 26.0275 1 2458342.9001389 341120159 1 -1.72703740858618 24.9869966966314 -0.0768851536185506 0.888606357913234 12.3987815808453 42.3432168451811 0.294788375049395 1.07216926758489 null null null null null 2458279.972187 2458430.648079 57
 30 341 15 3 ZTF_r 591355855915 0 2.4852 224.339 5.93452 26.091 5.2404e-06 0.0255249 0.086056 9.07512e-06 723 30. 0.053893 0.053807 20.1777 26.091 1 2458345.8558565 341120259 1 -24.1187240734806 27.6154911052275 -0.971530320790371 0.975780665826512 -73.0739196846126 48.8388236549316 -1.50630320782842 1.03272540101932 null null null null null 2458276.977755 2458443.640856 57
 31 341 15 3 ZTF_i 593356855915 0 2.3745 217.192 5.92745 25.4081 2.2628e-06 0.0254152 0.181295 1.06789e-05 712 30. 0.060847 0.062619 19.5842 25.4081 2 2458347.8568519 341120359 1 -34.7201928166128 23.7499506506485 -1.62620097787799 0.968968290769151 -14.8580630856869 43.511743177496 -0.343772322207549 1.0335495196827 null null null null null 2458321.869468 2458703.877674 57
 32 341 15 3 ZTF_g 594355865915 0 2.2342 138.476 4.54783 26.1706 7.9478e-06 0.0316618 -0.0575198 1.3766e-05 724 30. 0.060797 0.067944 20.6717 26.1706 1 2458348.8558681 341120159 1 22.4321611185179 21.5777592686046 1.15643059521415 0.970789750207156 33.7400881512331 38.0240100895643 0.89331265971568 1.05710443447376 null null null null null 2458279.972187 2458430.648079 57
 33 341 15 3 ZTF_i 597353155915 0 2.2804 238.814 6.82862 25.5132 1.8555e-06 0.023566 0.179604 8.44015e-06 729 30. 0.056318 0.056305 19.547 25.5132 2 2458351.8531597 341120359 1 -58.7818899001585 26.0984567292952 -2.50543718588729 1.13052298062514 -64.5685099858511 48.7045870576799 -1.33464600651612 1.03265992492937 null null null null null 2458321.869468 2458703.877674 57
 34 341 15 3 ZTF_r 597357305915 0 1.7061 242.651 7.77692 26.1559 4.8681e-06 0.0246478 0.102555 8.4354e-06 725 30. 0.043936 0.058457 20.32 26.1559 1 2458351.8573032 341120259 1 39.6647146141246 27.7920182231636 1.58759253858217 0.997981183563591 72.6425983954966 56.1781476660361 1.30178465317021 1.02949431842619 null null null null null 2458276.977755 2458443.640856 57
 35 341 15 3 ZTF_r 600314255915 0 2.2684 247.926 23.5799 26.1875 1.27003e-05 0.0394025 0.0839347 2.19612e-05 712 30. 0.054718 0.052707 18.7696 26.1875 1 2458354.8142593 341120259 1 -63.9276437013743 79.7905979668164 -0.891234066199598 0.976201841755446 -145.169994237023 147.602095666363 -0.990146663167311 1.02993197420997 null null null null null 2458276.977755 2458443.640856 57
 36 341 15 3 ZTF_r 600394245915 0 2.7761 245.398 17.5068 26.1863 1.16164e-05 0.0373634 0.0792308 2.02317e-05 690 30. 0.063874 0.063797 18.9525 26.1863 1 2458354.8942477 341120259 1 5.35293342740584 88.398530085691 0.0673599257587879 0.935815991140251 -80.9853633863818 145.01925498163 -0.562206753017746 1.04065916787162 null null null null null 2458276.977755 2458443.640856 57
 37 341 15 3 ZTF_r 606293005915 0 1.9151 253.27 9.97798 26.2021 5.227e-06 0.0255427 0.103659 9.0695e-06 725 30. 0.044904 0.051587 20.0487 26.2021 1 2458360.7930093 341120259 1 -25.918361545914 36.6561333334143 -0.786530726290026 0.981505673317128 -28.6211164641165 71.1007318171129 -0.405254356654605 1.03829070350401 null null null null null 2458276.977755 2458443.640856 57
 38 341 15 3 ZTF_g 606355745915 0 3.1418 147.826 11.8482 26.2544 1.75029e-05 0.0384256 -0.0430545 4.29109e-05 496 30. 0.065223 0.066505 19.3963 26.2544 1 2458360.8557407 341120159 1 98.059655639164 77.7321608072016 1.40328028720556 0.993414782091032 176.437720966623 109.001694290734 1.62957135964226 1.12792275126673 null null null null null 2458279.972187 2458430.648079 57
 39 341 15 3 ZTF_r 609272615915 0 2.8848 241.526 6.38859 26.1534 5.5532e-06 0.0263964 0.0963862 9.5799e-06 730 30. 0.063281 0.062832 19.9945 26.1534 1 2458363.7726157 341120259 1 51.1065640204379 37.2577608197478 1.52586016179778 1.04920367554263 133.816302591405 58.4396260409821 2.30524341469935 1.0519313513853 null null null null null 2458276.977755 2458443.640856 57
 40 341 15 3 ZTF_g 609313475915 0 2.5354 143.248 6.81362 26.2097 1.05203e-05 0.0357526 -0.0577627 1.96337e-05 697 30. 0.058071 0.073355 20.1363 26.2097 1 2458363.8134722 341120159 1 -25.4298587202805 37.6040140486837 -0.752254063233579 0.95457070837522 -19.2825685294996 62.3387559566028 -0.311402392301197 1.05860519358467 null null null null null 2458279.972187 2458430.648079 57
 41 341 15 3 ZTF_i 611316275915 0 2.0692 226.818 7.20981 25.4643 3.9543e-06 0.0342878 0.179816 1.84734e-05 732 30. 0.054451 0.057519 19.6151 25.4643 2 2458365.8162731 341120359 1 18.5103058965096 25.9559135144143 0.79329018048985 1.02291787070334 78.1488835560084 49.3905682602695 1.59291993500578 1.03567059798516 null null null null null 2458321.869468 2458703.877674 57
 42 341 15 3 ZTF_g 612251805915 0 2.2631 148.067 4.14448 26.2537 7.0951e-06 0.0299841 -0.0804457 1.23015e-05 731 30. 0.056773 0.077182 20.7886 26.2537 1 2458366.7518056 341120159 1 -23.2368196770655 20.7062878925719 -1.24832952065969 1.0022671429434 -39.0181067018381 37.0832101007774 -1.05926363409825 1.04912845630473 null null null null null 2458279.972187 2458430.648079 57
 43 341 15 3 ZTF_r 612314735915 0 2.2258 252.18 5.33467 26.1773 5.4463e-06 0.0263544 0.11784 9.54368e-06 731 30. 0.051366 0.062826 20.5625 26.1773 1 2458366.8147338 341120259 1 -23.001336802368 23.8481890761737 -1.0728832673636 1.07593155102197 -40.5802430604295 41.9619621331051 -0.973585391517987 1.05982782025582 null null null null null 2458276.977755 2458443.640856 57
 44 341 15 3 ZTF_g 615305175915 0 2.742 144.839 4.86944 26.2732 1.01487e-05 0.0356034 -0.134442 1.80029e-05 724 30. 0.056532 0.065432 20.4593 26.2732 1 2458369.8051736 341120159 1 1.03459207965088 26.2224086173345 0.0438885638503826 0.98845339666398 33.6141510194732 42.7590943872368 0.79142331580057 1.04354277596129 null null null null null 2458279.972187 2458430.648079 57
 45 341 15 3 ZTF_i 615337115915 0 2.0565 245.228 6.43073 25.517 1.6839e-06 0.0224821 0.190872 7.86156e-06 739 30. 0.056768 0.062245 19.8398 25.517 2 2458369.8371181 341120359 1 -47.3155368535035 26.4266499232431 -1.99166578002185 0.852905699221169 -47.9243007833915 47.34998788138 -1.01894585120814 1.06218974477802 null null null null null 2458321.869468 2458703.877674 57
 46 341 15 3 ZTF_r 615362635915 0 2.5136 242.262 6.54658 26.1556 5.9128e-06 0.0274717 0.099287 1.03282e-05 735 30. 0.05751 0.060939 20.114 26.1556 1 2458369.8626389 341120259 1 21.4871612399604 32.1962311726135 0.742384347964275 1.00882745838502 117.832780686942 55.1360006793183 2.15152332020453 1.04248389862354 null null null null null 2458276.977755 2458443.640856 57
 47 341 15 3 ZTF_g 618272415915 0 2.4938 151.153 4.87235 26.3188 7.4418e-06 0.0305318 -0.129483 1.29415e-05 726 30. 0.052451 0.060902 20.6017 26.3188 1 2458372.772419 341120159 1 14.2173299510902 24.3730385176397 0.648878177763388 0.935175883820886 45.6083381248259 42.3980863722894 1.08296191726657 1.03956307554125 null null null null null 2458279.972187 2458430.648079 57
 48 341 15 3 ZTF_r 618320335915 0 2.8842 253.655 6.19434 26.2254 6.4402e-06 0.0284534 0.068317 1.11721e-05 728 30. 0.056021 0.057036 20.0958 26.2254 1 2458372.8203356 341120259 1 25.4687652648858 29.0703803290962 0.974567620572326 0.956422657306739 24.9752130027573 47.1763075146991 0.532967157114689 1.03405083758852 null null null null null 2458276.977755 2458443.640856 57
 49 341 15 3 ZTF_i 619336805915 0 2.1399 249.92 6.74612 25.5524 1.6218e-06 0.0221971 0.183793 7.40839e-06 740 30. 0.050877 0.055095 19.7531 25.5524 2 2458373.8368056 341120359 1 -11.7998389259197 27.6598766292222 -0.474548539788181 0.952715751181385 -3.87978931554775 49.4549207075988 -0.0789793990956929 1.05613458921874 null null null null null 2458321.869468 2458703.877674 57
 50 341 15 3 ZTF_g 621292755915 0 1.9287 150.535 5.03795 26.2621 5.2186e-06 0.025718 -0.0524035 9.08476e-06 729 30. 0.045249 0.058817 20.8027 26.2621 1 2458375.7927546 341120159 1 -2.82974478907608 20.9495263514469 -0.150254629349859 1.02073278038362 1.20675694664957 38.9685622234387 0.0311760161216617 1.05856239794925 null null null null null 2458279.972187 2458430.648079 57
 51 341 15 3 ZTF_r 621339025915 0 2.2575 248.427 6.74775 26.1994 4.0993e-06 0.0228224 0.0905462 7.13852e-06 733 30. 0.048643 0.05138 20.21 26.1994 1 2458375.8390278 341120259 1 -23.556715663868 31.8455257541069 -0.822850841736259 0.94133192592507 -33.9446823931819 57.8333444230305 -0.590892712898264 1.03507525395401 null null null null null 2458276.977755 2458443.640856 57
