sdss_id,gid,classification,spectype,g_mag,bprp,MG,snr,sigHa,ewHa,npkHa,lamHa,pkw,sigHb,npkHb
57555773,875941782403757056,CV,CV,18.50079,0.3978599999999979,9.261922800345886,65.01163,553.5348153891717,216.6559123054128,8,6561.45263671875,12.1,288.6887883448511,3
61973347,1558322303741820928,CV,CV,17.36948,0.08146999999999949,11.4734763521542,70.78122,251.9104431971415,67.17560754311667,5,6567.49853515625,12.1,52.09609730497911,1
68030865,2163612727665972096,CV,DQ,17.70451,0.5749299999999984,12.529567366031866,56.91005,238.00878436390752,87.01391395821182,4,6570.52392578125,12.1,53.59478377340235,1
70094850,2495751967528809216,DA,DAZ,15.41269,0.5720899999999993,13.753415154056691,33.26416,228.0639476244283,-10.753342758875988,1,6440.20947265625,25.2,0.2528669337715274,0
75287553,3150339377539742336,CV,,18.39453,0.28293000000000035,10.097043058776071,33.71468,198.09715991490347,139.05296453802788,5,6559.94189453125,12.1,68.3289760939007,3
54878132,465536349940412928,DC:,DA:,19.48079,0.4930899999999987,13.539195433832319,9.463357,193.15218992120967,102.07230628943624,3,6565.98681640625,9.1,31.450532373384497,4
55847889,591207406550605312,DC,DQ,16.66726,0.2068600000000025,12.791249546183987,26.45434,171.5973063699234,14.161901194601183,3,6629.79345703125,29.0,3.2534075895385945,1
73881953,3044836838812715264,CV,,18.69909,0.08592000000000155,11.740756697571019,19.93408,137.81208683908682,82.36790934028039,6,6565.98681640625,12.1,66.51598396797327,2
93488108,4912061050264179328,CV,DC:,18.93114,0.22818000000000183,12.071822274713593,16.39134,135.60919644724936,164.35312553839464,6,6562.9638671875,12.1,54.40767220849605,1
116630646,303379000683514240,CV:,,19.64054,0.13974999999999937,10.070984230336471,13.65338,114.49094406266305,61.491159270641745,4,6565.98681640625,10.6,24.8747519485123,1
80733222,3988140604810755712,CV,,19.95475,0.1359400000000015,11.955113542084055,7.684391,110.76798873345702,341.004566370661,5,6565.98681640625,12.1,50.65131674392976,1
63641160,1815530332977204096,CV,,18.5269,0.34462999999999866,7.5029162083654874,29.79597,100.41544237105605,34.38433473816801,4,6562.9638671875,12.1,33.89960928606307,5
101592400,5761140728513144192,CV,CV,17.6866,0.3673499999999983,8.257425599670327,53.25727,98.79586173649786,41.24780203336618,7,6561.45263671875,12.1,36.70278308213831,2
108544930,6185371175372936064,CV,,17.95123,0.3029500000000027,11.654499819559394,25.22066,95.3234791745055,74.06038868656992,5,6547.869140625,9.0,18.190715414247,1
100527743,5664935458242923392,CV,,18.28633,0.011839999999999407,7.225055230329826,24.84284,89.0260962170247,61.26442203269176,6,6567.49853515625,12.1,54.868200882768214,4
92838408,4807754470945588096,CV,DA:,18.65525,0.13723999999999847,10.959169597180473,17.21085,86.92083149976258,92.07186998599056,4,6561.45263671875,12.1,28.11535358151828,1
66939683,2067328773597569152,DA:,,19.72295,0.05257999999999896,11.385684594965776,7.337911,80.77681889932865,84.52395955891228,4,6564.47509765625,9.1,-3.557499943970595,0
60729601,1350517492310907392,DC,DC,15.54473,0.22271000000000107,13.165586607036454,40.21325,75.2242519174226,5.39072552921935,1,6585.67041015625,15.2,2.887493587794174,0
101459639,5745881603063095680,CV,CV,18.67098,0.37790999999999997,11.018304321883551,20.58023,74.43874604853227,87.4197023231152,5,6559.94189453125,12.1,19.079041429220084,1
59168963,1108570336575480704,DA,DA,16.83916,-0.12234000000000123,11.572005382415679,20.47919,71.75546688004371,9.208119660338587,1,6565.98681640625,12.1,-1.5440046761849766,0
57579228,878968875354903040,CV,CV,19.68281,0.2770399999999995,9.036166531000186,30.86593,71.13694479965768,55.51005671235484,5,6564.47509765625,12.1,32.08562932673717,3
67443458,2104562321825510400,CV,,18.78364,0.1966399999999986,11.398111680861913,9.657292,70.71952973852862,95.7857746047374,3,6565.98681640625,12.1,18.49426578555837,1
67997422,2162171748957864960,DC/CV,DB,18.54124,-0.03170000000000073,11.921452056865604,13.23353,63.23694357586033,43.4302545361995,6,6565.98681640625,9.1,137.2100539315929,4
99176860,5557113770314144896,DA,,19.69072,-0.24255000000000138,11.123977832554916,6.758788,60.518509874826535,47.93403347803562,1,6522.28857421875,18.0,-0.739698730194302,0
62045709,1571768231438756864,CV:,CV,18.74624,0.4328000000000003,10.795963071197484,48.62394,57.24735360292721,47.47531199237511,4,6547.869140625,9.0,20.464392504997825,3
105508863,5962916475308137728,DA,,19.0022,-0.15698000000000079,10.68074388102044,6.532954,55.948461189760906,59.210802218807146,4,6570.52392578125,6.1,-0.2359575521163681,0
112581220,6710537000116221568,DA:,,19.62214,0.22050000000000125,14.277482037782317,26.5889,54.93006930762221,28.741212938515513,5,6511.7841796875,22.5,2.346927427503856,0
96864011,5338675689360848256,DA:,,19.26192,-0.5258000000000003,11.02903894938418,9.175742,46.73622016377881,25.972878281692147,4,6572.037109375,12.1,-1.064315382600241,1
56229895,654539826068054400,CV:,CV,18.61784,0.054299999999997794,11.724763777103183,21.21584,45.82774916738196,18.242485690426356,4,6562.9638671875,12.1,-1.439244016436375,0
116629788,303288016097215872,CV:,,19.89412,0.2194900000000004,11.701828079713586,5.501441,42.86725839444871,51.485428503390864,4,6564.47509765625,12.1,11.907139919468928,1
75040674,3130810161247265792,DA,DA,17.94681,0.3435600000000001,12.847223371231099,23.83472,41.56497836741084,3.487752027106928,4,6559.94189453125,7.6,-0.1690770694409648,0
89847588,4515479025891566720,CV/DC,DA,19.06867,0.3987000000000016,13.852732622082312,20.47248,41.29591014302668,36.60989611503326,6,6569.01123046875,6.1,1.0769334006582505,0
66939955,2067351171848517376,DA/DA_MS,,19.43062,-0.07739999999999725,11.862566927129603,9.842018,39.97933764945866,0.3382667987034433,3,6564.47509765625,9.1,-4.005734774092009,0
63355899,1786138222502901376,DA,DA,17.35584,0.652949999999997,13.938607095332266,22.10775,38.51822477174171,-8.769189977611434,1,6472.91650390625,17.9,1.4431042183311389,0
112596527,6711486217956134784,DA,DA,18.50373,0.41045000000000087,13.103098459142124,12.38266,37.01444004394163,-2.759301525459961,1,6504.29150390625,9.0,2.0536585789713757,0
67150469,2079868802496867072,CV,,19.98286,0.6588199999999986,9.03148626822573,9.008994,35.605952406567035,81.62337041265909,5,6559.94189453125,12.1,24.36888530707467,1
68018189,2163109838539635200,DA,,19.22076,0.13991000000000042,12.534454744511486,10.77458,33.7246955646204,-0.1494479625022146,1,6562.9638671875,10.6,-1.4382480385510903,0
109690339,6348672845649310464,DA,DAZH,13.60591,0.1543600000000005,12.561156641360354,31.91216,31.87055614527327,-26.52878311582903,1,6681.900390625,23.1,-4.479383318033018,0
100024854,5616192114920814080,DA_MS/DZ,,19.06264,0.9611699999999992,12.468778779709002,16.01666,30.45533315425748,12.626454063119,4,6564.47509765625,10.6,0.9712837886633218,0
89349427,4470844316992639488,CV,DC:,19.20878,0.6390200000000021,13.18834893385025,10.12399,30.143461897812188,45.43518392965088,3,6570.52392578125,12.1,20.488216731683416,1
88187426,4318508939464901760,CV,,16.96022,0.10685000000000144,10.292397096585074,31.13782,26.03521946809872,42.57959445838284,4,6564.47509765625,12.1,26.165477649043027,4
110612424,6468131618614808832,DA:,,19.45035,0.17139000000000237,12.193116996863674,5.4652,25.49163653848808,43.83901289187317,3,6572.037109375,12.1,4.375023472883396,1
74637553,3101601493117089408,CV/DC,DZ:,18.92078,0.14357000000000042,12.454636809631722,8.743174,23.450781701258197,18.944792964090823,4,6561.45263671875,12.1,4.298770350303015,1
69280690,2310996145335674240,DA,DA,17.60253,0.5538600000000002,13.873216363958788,19.99033,22.655681764528467,-4.841138740168391,1,6546.36181640625,9.0,1.5388688571503484,0
57921875,921642532239821440,DZ/DA,DZH,18.83518,0.6312700000000007,14.003500796999749,12.71986,22.067244207344352,-3.1830699052087987,1,6645.07666015625,18.4,2.1057713693061215,0
57281138,835516034089277696,DC,DA,16.07857,-0.4969899999999985,8.73936793512244,26.83773,21.96421508079696,5.984041085668394,1,6570.52392578125,10.6,2.352053883298118,0
100039808,5616925592265833856,DZ:,DZ,19.04651,0.5416299999999978,13.9313383593378,11.20904,21.909205788538262,10.508617187480905,1,6565.98681640625,12.1,6.326279226239689,2
86661229,4241785778301099264,DB,DB,17.80413,0.023430000000001172,11.129784462802785,27.13256,21.908038240525805,5.009362638494782,2,6565.98681640625,12.1,1.492720518672756,0
97192489,5362131777028219904,CV,DC,19.16669,0.3660999999999994,11.552063913619012,5.272025,21.08093461386888,67.34692768576332,4,6547.869140625,9.0,12.406831300633254,1
99775805,5604890028746727552,DA_MS,DA,14.57177,0.3499200000000009,8.277271028054999,46.55844,20.435377774249492,20.2915690811872,7,6564.47509765625,12.1,4.606048527433317,3
109588109,6331425871895803904,DA,DA,17.85276,0.2367999999999988,12.387958970447247,28.01754,19.596939367463012,-18.337211263847212,3,6538.8291015625,3.0,-4.020245790441424,0
92189573,4714423732091820288,DA,DA,18.65964,0.3524199999999986,12.851877644636826,18.95765,19.179733736918543,-16.07845648506933,2,6490.82666015625,9.0,-0.0839331282766554,0
116630844,303386254882651520,DA/CV,,19.88239,0.11799000000000248,10.266032656769024,14.31121,19.140618355112892,11.222344482057377,3,6564.47509765625,12.1,1.2134137454475211,0
100038262,5616847011532189952,DA:,,19.05882,-0.5045999999999999,9.293733213791072,6.527643,18.87788433021968,3.572821268905598,2,6570.52392578125,9.1,0.5611577738046114,0
116630622,303378145984844032,DA_MS:,,19.31047,-0.24352000000000018,11.773145419855169,18.99106,18.7430229585031,10.06333895213062,6,6564.47509765625,12.1,1.5041441672661706,1
100904682,5701762977445393664,DA,DA,17.02385,0.2755999999999972,12.581034679659712,21.24173,18.651633821597247,-15.364133797120704,1,6522.28857421875,10.5,-1.6905404855166042,0
67000194,2071479666213524864,DA:,DA,17.65439,0.5272199999999998,14.022014445721751,17.31808,18.432699991925297,7.558292306900538,3,6547.869140625,3.0,1.770258938017231,0
68685526,2210852802376518528,DA:,DA:,19.72679,0.35563000000000144,12.766354945763354,5.721668,18.333996686348144,6.371399244936676,4,6569.01123046875,10.6,1.482967201528924,0
77083757,3377426255666376704,DZ/CV,,19.37986,0.5028100000000002,13.426169004645377,23.99167,18.32743632791322,12.44204622118854,5,6582.63818359375,9.1,2.509295555326809,2
110543139,6459171977533023104,DA,,19.05789,0.5831999999999979,12.495318539838255,15.72045,17.87723494948003,-12.026084417854555,2,6490.82666015625,22.4,0.3004180638991478,0
103208819,5865788710513220736,DC/CV,DC:,17.76457,0.4510799999999975,13.257475430000566,14.25831,17.819027375125,7.36324618034634,2,6547.869140625,6.0,3.887664483362896,6
76155028,3264551560189562112,DC:,DAH,16.39063,0.43459000000000003,13.641372656603297,42.9226,17.363719545898757,-9.282997290735976,1,6446.14404296875,22.3,4.3331025692334775,3
71693882,2803077179868028160,DA_MS:,DA,19.70047,-0.48817999999999984,9.869058045374086,5.565376,17.300275553726305,34.39888339269382,2,6565.98681640625,12.1,0.3902181075859607,0
76302616,3298587423664896640,DZ/DA,DZ,18.53948,0.5214600000000011,13.353210093167977,17.27035,16.890478736210312,-5.043804363855384,1,6516.2841796875,13.5,1.890696490645776,0
78891890,3639139087119564032,DA,DA,19.47736,0.6086400000000012,13.93699405058717,13.06848,16.127247565588384,-0.3089411183362841,2,6582.63818359375,3.0,3.1748729539914127,1
90959008,4642794913229544576,CV:,,19.31957,0.5478999999999985,13.854251397765582,31.38833,15.834888751165954,37.40513425457577,8,6440.20947265625,51.0,1.914277772129924,0
61155015,1414348467334863488,DA,,19.56722,0.3527300000000011,13.090414760548203,7.908946,15.551080666322552,13.227827544135636,6,6517.78466796875,7.5,0.0677884753246886,0
65045343,1961414399043545984,DA,DA,18.07534,0.45556999999999803,12.70411541562951,21.12004,14.956450508857024,-7.105990050022703,2,6590.22119140625,10.6,2.0787243144206298,0
72459842,2912927741629375488,DA,DA,17.09093,0.5918799999999997,13.892527870294419,24.05163,14.552818285744122,-8.04666020708253,2,6504.29150390625,3.0,1.02193558178417,0
117272732,393993847040070272,DA,DA,17.85096,0.32183000000000206,12.865279145785863,24.29145,14.389771569447808,-16.880264983126185,1,6477.38916015625,16.4,0.0143381354709898,0
115644124,183564978087998336,CV/DC,,19.23453,0.10568999999999917,12.005939181834966,7.431017,14.356499559434551,24.411757447168593,4,6561.45263671875,7.6,7.260129148275185,1
76177472,3269671637947408128,DA,DAH,18.47318,0.47767999999999944,13.236053785462264,17.37028,13.6563695709005,-10.317434534141602,1,6474.4072265625,14.9,1.4552999461017824,0
76509691,3329254074273161472,DA:,,19.47061,0.1812100000000001,12.83483055263721,16.16236,13.54578094422119,2.01800368971771,4,6440.20947265625,34.1,1.7015520090657497,0
67726735,2131985103893866752,DZ,DC,17.3318,0.33008999999999844,13.161398663382005,31.98788,13.467505561523796,2.0004747536337155,1,6510.28515625,12.0,2.774046886463014,0
87801522,4303727384333935360,DA_MS,DA:,16.8547,0.08042999999999978,9.058639516472716,21.81569,13.016325395618228,5.6139551176812885,2,6561.45263671875,9.1,0.7617967666876815,0
66944540,2067658210481511936,DA:,DA,19.37395,0.3140199999999993,12.642729551856773,14.67649,12.968713623692588,-0.4992668215146915,4,6582.63818359375,4.5,-1.2819336828970802,0
68713808,2214375942572503168,DA,,19.55227,0.4826200000000007,13.232972359914474,8.485103,12.964943302406825,8.572633763426987,4,6582.63818359375,4.5,3.1116388204069123,2
56672268,717762977319125632,DZ:,DZ,18.06031,0.2449600000000025,13.339671830432284,14.59272,12.796854694713304,2.192161284638914,1,6591.73876953125,12.1,1.7441422723185,0
57468115,867187913203927680,DA,DA,19.60244,-0.22910000000000252,11.083199246096063,8.428081,12.77224033170728,-15.331238341224603,1,6620.640625,10.7,-2.7179917226076107,0
100567093,5671673433001145600,DA:,,19.76732,-0.31003000000000114,6.734643207555957,6.476325,12.616247607493484,10.791289947370483,2,6584.154296875,7.6,1.943506804362788,0
95099189,5210617833465593344,DA,DA,17.46996,0.43327000000000027,12.8370394406432,14.92055,12.279119661986726,-7.903492559634198,1,6505.78955078125,9.0,1.026760482834073,0
68110535,2166424114482036352,DC:,DO,18.08758,0.20224999999999937,10.102226260824743,17.87035,11.8972538355243,5.227720168144714,5,6565.98681640625,12.1,1.5212476906912034,0
59304330,1132527457993881216,DA_MS,DA,16.46869,0.6924899999999994,13.245389095460117,32.78755,11.892066570474237,52.00407353556901,9,6538.8291015625,9.0,4.0819565924865,2
75032411,3130054624958706432,DC,DC:,17.49356,0.30720999999999776,13.287164693364462,31.20268,11.839704794810917,4.291515895124345,6,6547.869140625,23.3,1.8989194813673471,0
114481776,6876033291305510656,DA_MS/DC_MS,,18.2723,0.5291899999999998,11.358379306729612,17.7548,11.72805360542212,97.36605901981892,7,6564.47509765625,12.1,4.644363312173119,3
67172974,2081638676918835200,DA,,19.64108,-0.19331999999999994,10.368982397991111,9.471813,11.717550224712118,8.898706765884114,2,6562.9638671875,3.0,-0.3413072103209079,0
56510167,690925483329849728,DA,DA,18.92371,0.6978600000000021,12.898649995508483,15.29614,11.528663404175862,-6.8664170954289965,1,6483.35791015625,20.9,1.458031386334562,0
79393083,3724279563857965184,DA,DA,17.55395,0.21567000000000291,12.513506606224869,17.50165,11.37212608592665,-21.36491570930441,2,6440.20947265625,37.1,-1.283280292327687,0
91143378,4652407054340122496,DA,DA,17.50608,0.4248599999999989,13.104572691935342,13.29785,11.246908189173707,-7.4315202723302,1,6620.640625,13.7,1.1255384974172402,1
79592429,3763292779032935552,DA,DA,17.55735,0.3104799999999983,12.752936745300193,21.09104,10.981107624910116,-14.94145108082424,1,6616.06884765625,12.2,-1.4241240907675266,0
116291844,254750556324356480,DA,DA,18.81914,0.6673000000000009,13.096206625684463,12.97321,10.718031162622792,-14.101751177818391,2,6609.97802734375,9.1,-2.084586628011168,0
96634834,5329014349363529472,DA_MS,DA,17.77077,0.042500000000000426,9.636212226311962,18.21852,10.208981751362536,-2.818054889713971,4,6562.9638671875,9.1,1.043295053441901,0
74990979,3127156174867632640,DZ,DC:,17.8132,0.5559999999999974,13.85585554261633,43.66041,10.175666929310513,2.3445091485204737,2,6510.28515625,21.0,2.9553143450238735,1
58769112,1039435691120199936,DA,DA,16.25352,0.28947000000000145,12.864125251734299,30.03967,10.013232463850407,-15.551041691845212,1,6540.3349609375,4.5,-1.118277394004752,0
69935431,2463650351166397184,DA,DA,16.80567,0.6127900000000004,13.596570580077517,17.61156,9.77975165364122,-9.936636922323109,1,6440.20947265625,11.9,3.2533423965151584,2
57327879,844172660932900992,DC,DC,18.84337,0.3526399999999974,13.332327986336184,15.81639,9.714398026291676,0.042629861958445,1,6677.2861328125,10.8,1.527492162967262,0
105200819,5952097761930606592,DA,,19.45148,-0.11533000000000015,7.466119647864744,6.649792,9.442174023772516,8.318011366440157,1,6564.47509765625,10.6,2.938540663948585,0
77079397,3377010532896116608,DC:,DA,18.93754,0.42924000000000007,13.659295897309427,15.94566,9.41360633176345,9.870624359536954,5,6559.94189453125,29.4,1.5719513792875413,1
79117708,3677058253865025152,CV:,DZ,19.32176,0.18299999999999983,12.765182059177539,13.5769,9.411448805803808,82.75619978713061,7,6541.84130859375,51.0,1.6978628666733646,0
75645615,3186734243208754048,DA_MS,,18.15736,0.6718200000000003,12.32014756324353,35.97306,9.302661754484784,27.004631860893344,8,6538.8291015625,22.5,0.7381930850192837,0
76157449,3265165117742493056,DZ,DZ,18.29846,0.6207900000000031,14.290575548156953,20.13785,9.231091110622687,0.2437963427131565,2,6478.880859375,14.7,2.1456396939097107,0
