sdss_id,gid,classification,spectype,g_mag,bprp,MG,snr,sigHa,ewHa,npkHa,lamHa,pkw,sigHb,npkHb
111517226,6607227055074392064,DA,DA,17.31034,0.39506000000000085,12.974749302622069,24.24431,9.17153737603268,-12.344242200724455,1,6511.7841796875,12.0,-0.4796384954536866,1
69169578,2288090638070243456,DA,DA,17.50882,0.6810900000000011,13.720919590827553,20.39949,9.13782030202166,-8.625355611328535,1,6678.82421875,16.9,2.0534771398658074,0
74629912,3101096508041289216,DC,DC,17.40376,0.33089999999999975,13.358732009974538,19.47544,9.066688424397148,-0.5031859348907898,3,6492.3212890625,3.0,2.4100615922838022,0
75840074,3216713767772423296,CV/DC,DC:,18.92511,0.18879999999999697,13.131056431469684,10.80556,9.028982499074235,10.354237831863204,4,6559.94189453125,12.1,6.278097571590088,1
55762734,577035178410047616,DC,DC,18.83923,0.5138700000000007,13.979260291327703,26.69403,8.994744425195135,4.048559397540585,1,6510.28515625,13.5,2.353274852918337,0
111707986,6637591580505452160,DA,DA,18.80113,-0.07057999999999964,11.55322394592988,9.087851,8.934711903379435,-20.263616653669377,1,6572.037109375,4.5,-5.221029977268541,0
78995796,3656469211440196736,DC,DAHe,17.56883,0.4375,13.571576432329621,40.9603,8.93264330328864,3.4567820613825218,3,6525.29296875,22.5,7.301385630717731,6
110699598,6477019211621284608,DB:,DB,18.65863,-0.16478000000000037,11.33575574159147,9.505569,8.821963545714384,3.9928871358914866,1,6562.9638671875,9.1,0.4289426466593244,0
68627620,2205458460891188096,DA:,DA,18.92942,0.5003200000000021,13.584620277268316,12.38532,8.677916579023675,7.72232366369844,5,6559.94189453125,1.5,0.8791170979292825,1
61732874,1512564164550670720,DA,DA,19.71705,0.5327299999999973,13.984822894427268,18.46417,8.668917535954217,-12.958099760237191,1,6689.59765625,10.8,2.62578370623427,0
54803259,459005010352603520,DA,DA,18.11847,0.4564699999999995,13.381027845985406,20.97304,8.57830132409645,-15.620191850244034,1,6648.1376953125,12.2,1.7882396294186278,0
94375672,5073802646684020992,DA,DA,17.692,0.3108000000000004,12.66389991109942,17.11936,8.555000925657362,-16.836624734810233,1,6520.78662109375,7.5,-1.2929275039086212,0
116630912,303390579916842880,DA:,,19.94976,0.29743999999999815,12.072092864168365,14.71924,8.552006558640612,1.4827833699341075,3,6562.9638671875,7.6,0.739951084928831,0
75623162,3183409968586482304,DA,DA,18.30461,0.4289999999999985,13.692149009462128,16.77814,8.495804983233318,-12.699764468174788,1,6622.1650390625,7.6,0.2864565878465812,0
56121649,637906753463578752,DA_MS,DA+M,19.67399,0.19181000000000026,9.967581198599737,7.438294,8.493300542697678,-13.69006340418876,1,6520.78662109375,9.0,-1.761311281862287,0
66947686,2067782627083668992,DA_MS:,DA,19.36447,-0.07032999999999845,10.960283558885836,14.67611,8.342095852466993,-16.794840885020907,1,6582.63818359375,4.5,-1.7101442838589378,0
103466289,5875413457339382144,DZ/DA_MS,,19.66198,0.36596999999999724,11.620318349022064,7.739777,8.125710478532556,21.919627420333015,2,6565.98681640625,12.1,2.835407861705465,0
80019379,3846557660732848384,DA,DA,17.22129,0.5426899999999968,13.541366446900376,19.89125,7.908873014512279,-11.358112730215892,1,6489.33203125,7.5,2.031726484636622,0
80210193,3885878502939219712,DA,DA,17.99351,0.46296999999999855,13.1943531009791,22.79688,7.8776125885265,-12.284354884018306,1,6514.78369140625,10.5,1.1668928244790966,0
79961461,3836605980989228928,DA,DA,17.57267,0.35867000000000004,12.930647864741923,30.88618,7.804285906141477,-16.280798827632008,3,6654.263671875,4.7,-1.334653403109163,0
102912013,5854532803810697088,DA_MS/DZ,,19.34856,0.3719499999999982,9.745994770616038,5.667799,7.743466017039222,66.42106757529059,5,6564.47509765625,12.1,2.3830463174088115,1
74896249,3118424948738692352,DA,DA,18.57377,0.6030299999999968,13.699270706178929,30.89918,7.643485910703195,-8.942728030489995,1,6663.46337890625,9.2,0.4468175347045267,0
79864645,3818473629793533312,DA,DA,16.03113,0.4311500000000006,13.135803483537451,58.91753,7.553514171500043,-12.499272280892413,3,6668.06787109375,15.4,0.5739683595958323,0
87233539,4266498844014195840,DA,DA,18.78572,0.6649600000000007,13.767704552182728,14.27081,7.490671557711001,-5.46980458400742,1,6651.19970703125,12.3,0.9568379010177318,0
88492187,4358329681504924800,DC,DC,17.73254,0.2211000000000034,12.947717749893044,43.50743,7.450984461399054,-0.7314017092369786,1,6671.13916015625,15.4,1.0200575489741013,0
94844406,5168084158153227008,DA,DA,18.14604,0.4581400000000002,13.14899770167806,23.03396,7.33050303286251,-11.919871016830369,1,6510.28515625,9.0,3.532906612597577,1
70838047,2645449715440904960,DA,DA,18.22961,0.6918499999999987,14.018031412324596,18.07731,7.15971143520523,-8.86728598678331,4,6484.85107421875,11.9,2.403946447727318,0
92103633,4700505083115341440,DA_MS,DA:,19.02613,0.28319000000000116,12.563183676062305,20.27162,7.087984622447843,9.029886555394892,6,6458.029296875,122.9,0.0283418890341827,0
75659678,3188530845210403840,DZ,DZ,17.21462,0.2374900000000011,12.971093770123616,38.80975,7.068851925180076,0.4076849011418601,1,6689.59765625,20.0,2.536358142976892,0
103628512,5880321574164145536,DA_MS/DZ,,18.85233,-0.20193000000000083,9.850738459599246,13.35839,7.062294128090216,36.93240479991017,4,6562.9638671875,12.1,2.3444292331886483,0
59979152,1243481474159404288,DA,DA,18.68317,0.32484999999999786,12.801388050545535,15.84435,6.954916677040747,-19.2488211183277,1,6472.91650390625,8.9,0.6893001131539541,0
80730309,3987528623509801984,DZ,DZ,17.7087,0.20390000000000086,12.965078258021594,31.25257,6.86635061648843,0.9503626392162918,1,6490.82666015625,7.5,2.95947463737902,0
76104000,3252829357488877696,DA,DA,19.01271,0.35344000000000264,12.835712510182024,21.80707,6.805665115457165,-13.666485368880029,4,6572.037109375,5.8,-3.394332902037675,0
71092104,2689364416012661760,DA,DA,18.26831,0.27246999999999844,12.674677075998218,47.23605,6.799122978954574,-19.49009693097745,2,6640.48828125,7.6,-3.633424395759765,0
57391448,855387061061127168,DC,DQ,17.75735,0.19077000000000055,12.765694116639036,27.08442,6.7976031225931965,4.058933978037064,4,6559.94189453125,3.0,2.1941237838334575,0
71877757,2835470068028446976,DA,DA,17.70434,0.5174299999999974,13.971083343378886,21.59321,6.776423984945744,-11.178267351680969,1,6597.81298828125,3.0,0.5870131823740633,0
103338196,5870151160382175104,DA:,,18.27015,-0.12753000000000014,7.81344377766138,17.15726,6.709643742423554,12.384241548276666,4,6564.47509765625,10.6,2.6354023229991745,2
89800919,4513002380266780416,DA,DA,17.99214,0.6598499999999987,13.377339854706646,21.02242,6.680668437494562,-9.90937377137421,1,6510.28515625,9.0,0.9944279239365942,0
75705460,3196774979098763776,DC,DC,19.01125,0.21458000000000155,12.70946253107518,13.9224,6.5842402721141395,6.367224354129266,4,6572.037109375,13.1,3.004988601753462,1
76045866,3242153305741855744,DA,DA,15.76833,0.6213099999999994,14.109739486146374,37.11502,6.557419449943223,-8.719196632426028,1,6689.59765625,9.2,0.9012791916423206,0
67657083,2126224423175780480,DA_MS:,,19.76111,0.5239100000000008,12.338261595826875,13.47151,6.544604112459939,30.358737273505024,3,6546.36181640625,9.0,1.210326243213694,0
87917449,4308913020461689856,DA,DA:,18.98386,0.43309,13.440205522784511,15.38121,6.519002616402787,-9.69767590258433,1,6611.5,6.1,0.2672610431236288,0
59567028,1176312965948448512,DA,DAH:,18.31661,0.5340699999999998,13.919178590120834,22.66582,6.471668512792733,-2.254991516859222,1,6631.3203125,10.7,0.8342999292508148,0
70991656,2674412569704274560,DA,DA,18.81842,0.24966999999999828,12.858239847365319,13.9523,6.456359334037609,-12.070234957277853,2,6526.79541015625,1.5,0.4969734028105127,0
93699049,4948864143987314176,DA,DA,18.92192,0.49058000000000135,13.827843181371762,14.24629,6.3651940540625995,-10.637815812379207,3,6609.97802734375,1.5,1.868982731133139,0
54745787,455517329408362752,DC,DC,16.15657,0.5580899999999982,13.841155461907555,72.7393,6.279944408493666,1.2852267419151857,2,6526.79541015625,4.5,4.155945149837318,4
69076788,2267640688162618624,DC,DC,16.44144,0.30030999999999963,13.115436198593402,25.62071,6.246326372880381,0.7175841597571069,3,6669.60302734375,10.7,2.389191483417622,0
62773244,1704880950251884928,DA,DA,19.19605,0.2747200000000021,12.77887487045316,12.76573,6.197508590374904,-26.25041007093536,2,6683.43896484375,13.9,-0.6233948142744663,0
59907564,1231105886672621184,DA,DA,18.11013,0.24287999999999954,12.463220950970149,13.62161,6.083847719973193,-22.0886868742509,1,6450.59814453125,10.4,0.0084729881596524,0
116419744,270444366823280768,DA,DA:,18.84448,0.33785999999999916,13.479240702291648,12.05702,6.014292720081286,-14.359267512995086,1,6487.837890625,9.0,0.3314864307558156,0
73893728,3045656039392962048,DA,DA,19.14248,0.3793500000000023,12.804294779961534,13.90401,5.98899330526108,-16.959068235299526,1,6507.28759765625,7.5,1.1300259209626475,0
74864069,3115763615201858048,DA,DA,18.78801,0.3638500000000029,12.637587883191795,12.31385,5.947246406659287,-25.9487873454475,3,6466.95751953125,8.8,-1.148129193912294,0
70039175,2484861712877603968,DZ,DA,18.12986,0.5410900000000005,14.039369354623789,55.30498,5.79298308491628,0.6918335699423467,3,6544.8544921875,7.5,2.622994119889952,0
68743651,2218053813260205952,DA_MS/DC,DA,18.73495,0.31903999999999755,11.886576196068859,19.39908,5.717081861874944,-3.3720084643789865,1,6562.9638671875,7.6,2.1111140361360956,0
56350746,669743220021676416,DA,DA,18.94675,0.4263600000000025,13.228039287005306,18.71281,5.699107502572492,-10.52223408383956,1,6504.29150390625,6.0,-0.5543571252611682,0
70583120,2592302896767271424,DA,DA,18.7857,0.17220000000000013,12.715168122778195,20.31861,5.58911608352242,-21.30256117326699,1,6492.3212890625,4.5,-0.2142076592688549,1
92121325,4703464251158954496,DA_MS,DA,15.73091,0.46875,12.76015593973286,35.08695,5.588348052905723,-13.591534641658392,1,6616.06884765625,7.6,-1.2907844065829892,0
56264105,658781771991055104,DA,DA,17.11782,0.5004200000000019,13.311241364224571,21.19221,5.587453639224555,-12.245792371904114,1,6478.880859375,7.5,0.8231468670449127,0
110722711,6479889972057538688,DA,DA,17.68934,0.3875399999999978,12.730933203375201,40.34872,5.58308938971829,-8.299634956246278,3,6671.13916015625,24.9,0.3981973736022086,0
