tid,mjd,candid,fid,pid,diffmaglim,isdiffpos,nid,distnr,magpsf,magpsf_corr,magpsf_corr_ext,magap,magap_corr,sigmapsf,sigmapsf_corr,sigmapsf_corr_ext,sigmagap,sigmagap_corr,ra,dec,rb,rbversion,drb,magapbig,sigmagapbig,rfid,has_stamp,corrected,dubious,candid_alert,step_id_corr,phase,parent_candid
ztf,60235.16878469987,2481168781415015018,1,2481168781415,20.359556,1,2481,11.857885,20.140839,,,19.9804,,0.18011542,,,0.2766,,326.828315,-13.4747339,0.7242857,t17_f5_c3,0.9999436,20.0629,0.3824,391120114.0,True,False,False,,1.2.1,0.0,
ztf,60237.172604199965,2483172601415015019,2,2483172601415,20.188856,1,2483,0.35088214,19.368116,19.259888,,19.4243,,0.15180326,0.13667166,0.13740082,0.2232,,326.828284,-13.4746663,0.8428571,t17_f5_c3,0.999997,19.2916,0.2532,391120214.0,True,True,False,,1.2.1,0.0,
ztf,60464.420057899784,2710420051415015028,2,2710420051415,20.2561,1,2710,0.503373,20.5592,20.262741,,20.6804,,0.300333,0.22578031,0.22857012,0.5878,,326.8283307,-13.4746448,0.465714,t17_f5_c3,,20.3373,0.5507,,False,True,False,,24.5.1,0.0,2.736439815315015e+18
ztf,60472.39493060019,2718394935315015002,2,2718394935315,20.063734,1,2718,0.62169385,19.432955,19.335314,,19.5193,,0.15356913,0.13960677,0.14036137,0.2334,,326.8282995,-13.4746785,0.86142856,t17_f5_c3,0.9999856,19.6027,0.323,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60473.41452550003,2719414521415015023,2,2719414521415,20.07369,1,2719,0.38579515,18.838682,18.770952,,18.866,,0.10385656,0.097158805,0.09757576,0.1072,,326.8283461,-13.4747037,0.8842857,t17_f5_c3,0.999938,18.714,0.1189,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60473.44120369991,2719441201415015035,1,2719441201415,20.342367,1,2719,11.894456,19.89826,,,19.7721,,0.17105591,,,0.1972,,326.8283879,-13.4746833,0.7442857,t17_f5_c3,0.9998877,19.652,0.226,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60474.411643499974,2720411645315015002,2,2720411645315,19.804384,1,2720,0.48929787,18.956076,18.892145,,19.0497,,0.107007965,0.10042516,0.10088906,0.1689,,326.8283442,-13.4746932,0.89285713,t17_f5_c3,0.99999994,19.0975,0.2261,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60474.45685190009,2720456855315015004,1,2720456855315,20.323435,1,2720,4.2526765,19.28994,,,19.2988,,0.12634811,,,0.1421,,326.8284018,-13.4747468,0.85142857,t17_f5_c3,0.99999404,19.2393,0.1718,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60476.422604199965,2722422601415015023,1,2722422601415,20.312119,1,2722,12.005072,19.898558,,,19.9933,,0.16529058,,,0.2708,,326.8283441,-13.4746723,0.80142856,t17_f5_c3,0.99999833,20.1839,0.4131,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60476.47748839995,2722477481415015021,2,2722477481415,19.8857,1,2722,0.61038,19.9999,19.813253,,20.0076,,0.243889,0.20401548,0.20536833,0.4175,,326.8284123,-13.4747117,0.602857,t17_f5_c3,,19.3433,0.2911,,False,True,False,,24.5.1,0.0,2.750419091415015e+18
ztf,60479.361169000156,2725361165315015001,2,2725361165315,19.42646,1,2725,0.931321,19.117172,19.043358,,19.0988,,0.14644024,0.13636352,0.13681519,0.2376,,326.8282273,-13.4747437,0.80285716,t17_f5_c3,0.99999005,19.3472,0.3831,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60480.38062500022,2726380621415015014,2,2726380621415,19.6156,1,2726,0.541889,19.6269,19.491293,,20.0567,,0.24,0.2110971,0.2118208,0.623,,326.8283873,-13.4746876,0.678571,t17_f5_c3,,19.8286,0.6484,,False,True,False,,24.5.1,0.0,2.755376871415015e+18
ztf,60480.40207180008,2726402071415015012,1,2726402071415,19.621727,1,2726,11.9822235,19.025553,,,19.1388,,0.12358353,,,0.231,,326.8283426,-13.4746789,0.82285714,t17_f5_c3,0.9999499,18.9315,0.2449,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60481.375115700066,2727375115315015001,2,2727375115315,19.483858,1,2727,0.60824317,19.128855,19.054268,,18.9026,,0.16540971,0.15401992,0.15442805,0.2214,,326.8282993,-13.4746466,0.47,t17_f5_c3,0.999224,18.9729,0.303,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60481.375115700066,2727375115315025001,2,2727375115315,19.484455,1,2727,0.6078157,19.125568,19.051199,,18.8833,,0.16250138,0.15133022,0.15174326,0.2174,,326.8282995,-13.4746486,0.45285714,t17_f5_c3,0.99959075,18.9479,0.2959,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60482.38194439979,2728381941415015011,2,2728381941415,19.303726,1,2728,0.23343857,19.1598,19.069704,,18.9444,,0.16238476,0.14898218,0.14945391,0.2597,,326.8283181,-13.474753,0.69,t17_f5_c3,0.99562955,18.7474,0.2781,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60489.399120400194,2735399121415015022,2,2735399121415,19.773539,1,2735,0.4445995,18.641068,18.58432,,18.5819,,0.082113035,0.07756119,0.077931456,0.114,,326.8283217,-13.4746589,0.8814286,t17_f5_c3,0.99999523,18.54,0.1403,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60490.39682869986,2736396825315015004,2,2736396825315,19.932796,1,2736,0.52931446,19.125347,19.050993,,19.3586,,0.12566975,0.11681721,0.117351584,0.2002,,326.8283328,-13.4746957,0.8685714,t17_f5_c3,0.99999905,19.4831,0.2877,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60490.43981479993,2736439815315015002,1,2736439815315,19.97237,1,2736,3.7026665,19.027008,,,19.2074,,0.13582267,,,0.1666,,326.828309,-13.47462,0.83428574,t17_f5_c3,0.9999993,19.2465,0.2212,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60499.35913190013,2745359135315015002,1,2745359135315,19.970026,1,2745,4.0214844,19.1246,,,19.2965,,0.134316,,,0.1677,,326.8283919,-13.4746768,0.8642857,t17_f5_c3,0.99999106,19.3017,0.2157,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60499.40127310017,2745401275315015004,2,2745401275315,20.0796,1,2745,0.471693,18.8773,18.817724,,19.0265,,0.094717,0.08920449,0.08965972,0.1424,,326.8283493,-13.4746921,0.902857,t17_f5_c3,,19.0481,0.1859,,False,True,False,,24.5.1,0.0,2.775374781415015e+18
ztf,60499.40174769983,2745401741415015021,2,2745401741415,20.127493,1,2745,0.40226617,18.663876,18.605955,,18.584,,0.112991214,0.10684134,0.10712137,0.086,,326.8283358,-13.4746855,0.9071429,t17_f5_c3,0.9998613,18.505,0.1017,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60499.43984950008,2745439841415015022,1,2745439841415,20.37992,1,2745,12.055941,19.119307,,,19.2776,,0.0827164,,,0.1345,,326.8283215,-13.4746659,0.9014286,t17_f5_c3,1.0,19.3597,0.185,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60501.41363430023,2747413635315015003,1,2747413635315,20.004084,1,2747,3.952767,19.272383,,,19.3909,,0.14357215,,,0.1761,,326.8283282,-13.4746899,0.8385714,t17_f5_c3,0.99999225,19.4994,0.2488,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60502.37642360013,2748376421415015017,2,2748376421415,19.933636,1,2748,0.55693316,18.622635,18.566818,,18.7219,,0.11141478,0.105568044,0.10583175,0.1152,,326.8283865,-13.4746783,0.92,t17_f5_c3,0.9999478,18.5977,0.1313,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60503.35615740018,2749356155315015007,1,2749356155315,19.8063,1,2749,3.94496,19.2024,,,19.27,,0.140682,,,0.2039,,326.828372,-13.4746634,0.842857,t17_f5_c3,,19.1617,0.2363,,False,False,False,,24.5.1,0.0,2.777358871415015e+18
ztf,60503.40037039993,2749400375315015004,2,2749400375315,19.9417,1,2749,0.673491,19.2134,19.132992,,19.3455,,0.128679,0.11888296,0.119493484,0.2119,,326.82829,-13.4746999,0.884286,t17_f5_c3,,19.618,0.3486,,False,True,False,,24.5.1,0.0,2.777358871415015e+18
ztf,60504.39787039999,2750397871415015011,2,2750397871415,20.19676,1,2750,0.3662941,19.659985,19.520441,,19.8278,,0.18126105,0.15838325,0.1593995,0.2944,,326.8283375,-13.4747017,0.61714286,t17_f5_c3,0.99715847,19.8115,0.3717,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60504.419097200036,2750419091415015011,1,2750419091415,20.199785,1,2750,12.111504,19.108091,,,19.0049,,0.12643121,,,0.1141,,326.8283111,-13.474653,0.7614286,t17_f5_c3,0.99998754,19.0406,0.15,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60508.324548599776,2754324545315015004,2,2754324545315,19.37737,1,2754,0.15328759,19.243937,19.16132,,18.9856,,0.1863918,0.17229043,0.17273483,0.2206,,326.8284358,-13.4746609,0.6557143,t17_f5_c3,0.9990562,18.959,0.2762,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60509.376875000075,2755376871415015009,1,2755376871415,19.737942,1,2755,12.018471,19.310959,,,19.4543,,0.13491808,,,0.3061,,326.8282916,-13.4746943,0.8,t17_f5_c3,0.9999978,19.3928,0.3711,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60510.35541669978,2756355415315015002,2,2756355415315,19.4507,1,2756,0.599483,19.3524,19.261457,,18.8481,,0.190626,0.17478262,0.17530932,0.2335,,326.8283041,-13.4746665,0.357143,t17_f5_c3,,18.9293,0.3229,,False,True,False,,24.5.1,0.0,2.784416601415015e+18
ztf,60511.336620400194,2757336621415015015,2,2757336621415,19.035368,1,2757,0.27554744,18.785183,18.720615,,18.8968,,0.13136905,0.12348505,0.12378434,0.3951,,326.8282933,-13.4746976,0.8242857,t17_f5_c3,0.9999968,19.1266,0.6272,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60511.39760420006,2757397601415015009,1,2757397601415,18.9558,1,2757,12.1336,19.2221,,,19.0183,,0.251194,,,0.3998,,326.8283229,-13.4746415,0.344286,t17_f5_c3,,18.8971,0.4594,,False,False,False,,24.5.1,0.0,2.784416601415015e+18
ztf,60516.389328700025,2762389325315015001,2,2762389325315,18.996702,1,2762,0.54206514,18.657993,18.609072,,18.7902,,0.15131515,0.14445668,0.14464845,0.3254,,326.8283259,-13.4746875,0.8371429,t17_f5_c3,0.99999934,18.8916,0.459,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60516.38979170006,2762389791415015010,2,2762389791415,19.153482,1,2762,0.41888967,18.600815,18.546082,,18.8495,,0.13655822,0.12963791,0.1298447,0.3334,,326.8283065,-13.474661,0.84,t17_f5_c3,0.99922305,18.5826,0.3352,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60519.36895829998,2765368955315015006,2,2765368955315,20.109507,1,2765,0.5096408,19.032516,18.964067,,18.8887,,0.118001014,0.11030918,0.11079139,0.1349,,326.8283306,-13.4746687,0.8971428,t17_f5_c3,0.99997103,18.856,0.1676,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60519.36895829998,2765368955315025006,2,2765368955315,20.1095,1,2765,0.509641,19.0325,18.96405,,18.8887,,0.118001,0.11030929,0.11079149,0.1349,,326.8283306,-13.4746687,0.897143,t17_f5_c3,,18.856,0.1676,,False,True,False,,24.5.1,0.0,2.795357295315015e+18
ztf,60519.3694329001,2765369431415015029,2,2765369431415,20.133171,1,2765,0.27663916,18.977146,18.900522,,19.3081,,0.10594932,0.098206386,0.09872982,0.1852,,326.828293,-13.4746971,0.8757143,t17_f5_c3,0.9992273,19.2667,0.2282,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60519.45543979993,2765455431415015026,1,2765455431415,20.011992,1,2765,12.144238,19.670923,,,19.8773,,0.17101021,,,0.3203,,326.8283348,-13.4746301,0.6857143,t17_f5_c3,0.99998415,20.005,0.4619,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60519.45638890006,2765456385315015005,1,2765456385315,19.929443,1,2765,3.9223385,19.581291,,,19.5266,,0.16070282,,,0.2454,,326.8283724,-13.4746555,0.77,t17_f5_c3,0.9999958,19.3119,0.2585,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60521.3993286998,2767399325315015007,2,2767399325315,20.145615,1,2767,0.6095261,18.923042,18.860973,,18.7763,,0.085965104,0.08064372,0.08118858,0.1155,,326.8283128,-13.4747051,0.91714287,t17_f5_c3,0.99997187,18.766,0.1463,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60521.399803199805,2767399801415015020,2,2767399801415,20.171032,1,2767,0.3482127,18.94861,18.873907,,19.1022,,0.10342292,0.09603656,0.096546225,0.154,,326.8283242,-13.4746922,0.9142857,t17_f5_c3,0.99998784,19.1661,0.2086,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60521.399803199805,2767399801415025020,2,2767399801415,20.171,1,2767,0.348213,18.9486,18.873898,,19.1022,,0.103423,0.0960367,0.09654636,0.154,,326.8283242,-13.4746922,0.914286,t17_f5_c3,,19.1661,0.2086,,False,True,False,,24.5.1,0.0,2.797293665315015e+18
ztf,60525.31252310006,2771312521415015017,2,2771312521415,20.247255,1,2771,0.40084362,19.488243,19.368029,,19.4118,,0.1272567,0.11284312,0.113918655,0.1993,,326.8283136,-13.4746656,0.88285714,t17_f5_c3,0.9999789,19.4099,0.2545,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60525.35312499991,2771353121415015024,1,2771353121415,20.413698,1,2771,11.973861,19.230812,,,19.4143,,0.121576555,,,0.1642,,326.8282816,-13.4747143,0.85,t17_f5_c3,0.9999997,19.3007,0.1892,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60526.356099499855,2772356095315015006,1,2772356095315,20.36899,1,2772,3.909112,18.875774,,,18.6861,,0.089726225,,,0.0871,,326.8283337,-13.4746729,0.9014286,t17_f5_c3,0.9999972,18.5761,0.1005,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60526.378287000116,2772378285315015005,2,2772378285315,20.260647,1,2772,0.56777555,19.203756,19.124033,,19.4342,,0.13290316,0.12291309,0.12349405,0.1944,,326.8283127,-13.474664,0.88714284,t17_f5_c3,0.9999849,19.4643,0.2556,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60527.33560189977,2773335601415015022,1,2773335601415,20.464308,1,2773,11.910612,19.070127,,,19.1228,,0.085391745,,,0.1233,,326.8283106,-13.4747194,0.92,t17_f5_c3,0.99999976,19.01,0.1418,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60527.359525499865,2773359521415015015,2,2773359521415,20.37142,1,2773,0.37328985,19.09485,19.009787,,19.0038,,0.0973478,0.08930908,0.0900121,0.1288,,326.828312,-13.4746781,0.92285717,t17_f5_c3,0.99996066,19.0267,0.168,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60528.3975463002,2774397545315015003,2,2774397545315,20.067715,1,2774,0.4065369,18.973871,18.908916,,19.2805,,0.13875914,0.13033214,0.13070112,0.2059,,326.8283586,-13.4746557,0.8414286,t17_f5_c3,0.9998733,19.1781,0.2401,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60529.37478009984,2775374781415015015,2,2775374781415,19.689627,1,2775,0.3965826,18.564651,18.511667,,18.6665,,0.114542,0.10885545,0.109086536,0.1663,,326.8283199,-13.4746741,0.91714287,t17_f5_c3,0.998139,18.6611,0.2117,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60531.31542820018,2777315425315015005,1,2777315425315,20.348545,1,2777,3.9770782,19.430904,,,19.5311,,0.12959994,,,0.1919,,326.8283502,-13.474686,0.85142857,t17_f5_c3,0.9999959,19.4192,0.2214,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60531.33450229978,2777334501415015024,1,2777334501415,20.536137,1,2777,11.966983,19.428501,,,19.4681,,0.10715425,,,0.1638,,326.8283455,-13.4746821,0.8471429,t17_f5_c3,0.99992555,19.5443,0.2241,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60531.35887729982,2777358871415015024,2,2777358871415,20.29791,1,2777,0.3872019,19.019966,18.940369,,19.0996,,0.11751205,0.10869621,0.10920531,0.1426,,326.8283321,-13.474688,0.8414286,t17_f5_c3,0.99980617,19.0894,0.1803,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60536.21038189996,2782210385315015003,2,2782210385315,19.707937,1,2782,0.5082565,19.201008,19.121479,,19.5151,,0.13449745,0.12442661,0.12499785,0.3163,,326.8283291,-13.4746571,0.8385714,t17_f5_c3,0.9999926,19.6821,0.4736,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60536.27627310017,2782276275315015006,1,2782276275315,20.003267,1,2782,3.9321945,19.293785,,,19.439,,0.16758381,,,0.2296,,326.8283333,-13.4746807,0.82857144,t17_f5_c3,0.99999726,19.5514,0.3264,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60536.4149536998,2782414951415015030,2,2782414951415,20.042147,1,2782,0.5486744,19.573713,19.444218,,19.2991,,0.14473929,0.12736909,0.12846605,0.1859,,326.8284082,-13.474739,0.62285715,t17_f5_c3,0.9999767,19.0399,0.1879,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60538.27429400012,2784274295315015008,2,2784274295315,19.248024,1,2784,0.9283891,19.00556,18.938738,,18.8157,,0.16141151,0.15144141,0.151777,0.1915,,326.8282242,-13.4747339,0.5228571,t17_f5_c3,0.99969643,18.9014,0.2658,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60538.31592589989,2784315921415015018,1,2784315921415,19.559084,1,2784,11.902216,19.507362,,,19.238,,0.1550128,,,0.2445,,326.8282375,-13.4747624,0.61142856,t17_f5_c3,0.9999927,18.9945,0.2509,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60538.336053200066,2784336055315015004,1,2784336055315,19.603104,1,2784,3.9734662,19.11224,,,19.2661,,0.14701995,,,0.2585,,326.8283455,-13.4746868,0.82857144,t17_f5_c3,0.9999871,19.2284,0.3203,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60538.41660880018,2784416601415015019,2,2784416601415,19.977247,1,2784,0.43169874,19.146229,19.057209,,19.4785,,0.14437376,0.13249053,0.1330087,0.2153,,326.8283226,-13.4746636,0.77428573,t17_f5_c3,0.99961096,19.2286,0.2192,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60543.28493059985,2789284935315015003,2,2789284935315,19.28363,1,2789,0.52766156,18.840584,18.782936,,18.5247,,0.12942633,0.12242218,0.1227337,0.2124,,326.828323,-13.4746521,0.78,t17_f5_c3,0.99977314,18.3538,0.233,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60543.28540509986,2789285401415015009,2,2789285401415,19.158834,1,2789,0.4146409,18.646034,18.589033,,19.0354,,0.11738426,0.11111949,0.1113805,0.3327,,326.8283079,-13.4746642,0.8742857,t17_f5_c3,0.9999813,19.2691,0.5299,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60545.272210599855,2791272215315015002,2,2791272215315,19.619572,1,2791,0.57573247,19.133291,19.058409,,19.411,,0.16145113,0.15026984,0.15069133,0.2906,,326.8283227,-13.4747034,0.85571426,t17_f5_c3,0.9999757,19.3167,0.3421,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60545.31689810008,2791316895315015003,1,2791316895315,19.4498,1,2791,3.73483,19.671,,,19.7992,,0.30465,,,0.4535,,326.8283477,-13.4746084,0.428571,t17_f5_c3,,19.6272,0.4972,,False,False,False,,24.5.1,0.0,2.821284181415015e+18
ztf,60545.33215280017,2791332151415015013,1,2791332151415,19.664581,1,2791,11.952559,19.14897,,,18.8747,,0.13048567,,,0.1759,,326.8283588,-13.4746811,0.6785714,t17_f5_c3,0.9998479,18.9793,0.2483,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60545.36138889985,2791361381415015022,2,2791361381415,19.749105,1,2791,0.3872179,19.28509,19.184471,,19.6226,,0.2018652,0.18352506,0.18399827,0.3368,,326.828329,-13.474685,0.7171429,t17_f5_c3,0.99880946,19.5924,0.4204,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60547.31255789986,2793312555315015006,1,2793312555315,19.90454,1,2793,3.913292,19.343285,,,19.257,,0.15517415,,,0.2008,,326.8283291,-13.4746767,0.80142856,t17_f5_c3,0.99995875,19.195,0.2431,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60547.4298843001,2793429885315015003,2,2793429885315,19.47521,1,2793,0.60384387,18.809517,18.753454,,18.8452,,0.11278251,0.106768556,0.10710675,0.1888,,326.8283132,-13.474705,0.89857143,t17_f5_c3,0.9999981,18.7455,0.2208,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60548.31412040023,2794314121415015013,1,2794314121415,20.131153,1,2794,11.959761,19.001806,,,18.7755,,0.107051335,,,0.1143,,326.8283224,-13.4746972,0.84,t17_f5_c3,0.9999836,18.8656,0.1585,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60549.314398100134,2795314395315015001,1,2795314395315,20.22728,1,2795,3.884313,19.442608,,,19.4771,,0.12149639,,,0.1894,,326.8283509,-13.4746502,0.8542857,t17_f5_c3,0.9999995,19.2729,0.2013,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60549.35729169985,2795357295315015006,2,2795357295315,20.077343,1,2795,0.46653804,19.124323,19.050035,,18.8897,,0.1111357,0.1031825,0.10378603,0.1336,,326.8283446,-13.4746671,0.8442857,t17_f5_c3,0.99893105,18.9047,0.1733,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60550.23208330013,2796232081415015036,2,2796232081415,20.202019,1,2796,0.5058172,19.456467,19.339539,,19.3859,,0.13722979,0.12227627,0.12321894,0.1844,,326.8283465,-13.4746524,0.78,t17_f5_c3,0.99968994,19.339,0.2259,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60550.23208330013,2796232081415025036,2,2796232081415,20.202,1,2796,0.505817,19.4565,19.33957,,19.3859,,0.13723,0.12227602,0.12321875,0.1844,,326.8283465,-13.4746524,0.78,t17_f5_c3,,19.339,0.2259,,False,True,False,,24.5.1,0.0,2.826166261415015e+18
ztf,60550.30877309991,2796308771415015021,1,2796308771415,20.543503,1,2796,11.973602,19.391382,,,19.2556,,0.110394485,,,0.1232,,326.8283215,-13.4746935,0.89,t17_f5_c3,0.9999907,19.2366,0.1543,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60551.27106480021,2797271065315015008,2,2797271065315,20.200129,1,2797,0.63627875,19.69272,19.570127,,19.5817,,0.15745896,0.13948472,0.140647,0.227,,326.8282937,-13.4746601,0.7885714,t17_f5_c3,0.99980116,19.7246,0.3317,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60551.2936689998,2797293665315015013,1,2797293665315,20.390291,1,2797,3.9097102,18.933916,,,18.8215,,0.118452296,,,0.093,,326.8283556,-13.474661,0.9114286,t17_f5_c3,0.999987,18.8993,0.1272,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60552.252499999944,2798252501415015026,2,2798252501415,20.128286,1,2798,0.5166413,19.008024,18.929268,,19.1236,,0.12564972,0.11639213,0.1168581,0.1512,,326.8283475,-13.4746523,0.89285713,t17_f5_c3,0.9998566,18.9241,0.161,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60552.294733799994,2798294731415015024,1,2798294731415,20.353886,1,2798,12.108752,19.587112,,,19.577,,0.13779196,,,0.1821,,326.8283402,-13.4746372,0.8157143,t17_f5_c3,0.999986,19.7437,0.2712,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60553.27300930023,2799273005315015008,2,2799273005315,20.220797,1,2799,0.585022,19.323206,19.23458,,19.559,,0.13533482,0.12402116,0.12472663,0.2284,,326.828315,-13.4746941,0.8542857,t17_f5_c3,0.99999464,19.6218,0.3101,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60553.27347220015,2799273471415015020,2,2799273471415,20.33184,1,2799,0.4213773,19.324661,19.22048,,19.3581,,0.16303457,0.14748919,0.14811788,0.1767,,326.8283369,-13.4746791,0.77428573,t17_f5_c3,0.9989677,19.4091,0.2366,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60553.31084490009,2799310841415015015,1,2799310841415,20.47694,1,2799,11.923635,19.865763,,,20.0346,,0.13810873,,,0.275,,326.8283679,-13.4746834,0.7557143,t17_f5_c3,0.99999785,19.9239,0.3181,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60553.31179400021,2799311795315015009,1,2799311795315,20.389221,1,2799,4.000571,19.80077,,,20.4183,,0.14254493,,,0.4133,,326.8283725,-13.4746809,0.75714284,t17_f5_c3,0.9999993,20.2708,0.4627,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60555.19450230012,2801194505315015006,2,2801194505315,20.065378,1,2801,0.53328305,18.852938,18.79465,,19.0352,,0.094094075,0.088737085,0.0891757,0.1608,,326.8283275,-13.4746842,0.91,t17_f5_c3,0.9996915,18.9361,0.1878,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60555.19497689977,2801194971415015012,2,2801194971415,20.10236,1,2801,0.38987628,18.80755,18.741678,,18.9081,,0.10928591,0.10247791,0.10285258,0.1397,,326.8283046,-13.4746669,0.85142857,t17_f5_c3,0.9998697,18.8578,0.1704,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60555.27353010001,2801273535315015007,1,2801273535315,20.273216,1,2801,3.9490323,19.280037,,,19.4237,,0.16011535,,,0.1823,,326.8283646,-13.4746687,0.8814286,t17_f5_c3,0.99999976,19.4637,0.2419,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60555.28111110022,2801281111415015022,1,2801281111415,20.33516,1,2801,11.95646,19.686504,,,19.6703,,0.17148858,,,0.2095,,326.8283404,-13.4746892,0.7342857,t17_f5_c3,0.9999813,19.5747,0.2455,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60557.27378469985,2803273785315015003,1,2803273785315,20.313177,1,2803,4.061045,18.971945,,,18.923,,0.1111661,,,0.1157,,326.8283508,-13.4747125,0.91571426,t17_f5_c3,0.99997556,18.9126,0.1463,340120153.0,True,False,False,,24.5.1,0.0,
ztf,60557.28446759982,2803284461415015015,1,2803284461415,20.38866,1,2803,11.889784,19.388514,,,19.3261,,0.1149029,,,0.1557,,326.8283515,-13.4747055,0.8914286,t17_f5_c3,0.99819577,19.2868,0.1919,391120114.0,True,False,False,,24.5.1,0.0,
ztf,60557.296423600055,2803296425315015001,2,2803296425315,20.220695,1,2803,0.54540694,19.101124,19.028357,,18.963,,0.093869954,0.08709855,0.08778484,0.1328,,326.8283181,-13.4746549,0.92,t17_f5_c3,0.99982953,18.8278,0.1499,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60557.29689810006,2803296891415015015,2,2803296891415,20.10804,1,2803,0.35584337,18.99675,18.918777,,19.0223,,0.09494461,0.08775997,0.08836528,0.1458,,326.8283137,-13.4746839,0.92285717,t17_f5_c3,0.99994195,18.7665,0.1475,391120214.0,True,True,False,,24.5.1,0.0,
ztf,60559.2498031999,2805249805315015005,2,2805249805315,19.76278,1,2805,0.6669961,18.982183,18.916744,,19.0735,,0.13184097,0.123735085,0.12412932,0.195,,326.8282823,-13.4746438,0.8814286,t17_f5_c3,0.9998989,18.949,0.223,340120253.0,True,True,False,,24.5.1,0.0,
ztf,60559.2520486,2805252041415015016,2,2805252041415,20.036394,1,2805,0.301982,18.92639,18.85315,,18.8984,,0.10817312,0.10064857,0.10111678,0.1341,,326.8283133,-13.4747036,0.92,t17_f5_c3,0.9999531,18.8269,0.1605,391120214.0,True,True,False,,24.5.1,0.0,
