mjd,jd,band,mag,magerr,source,note
60120.4390278,2460120.9390278,zi,19.1170101,0.103248164,ZTF-DR,oid=340314200012538
60121.41679400019,2460121.916794,zg,19.190847,0.11687113,ZTF-alert/ALeRCE,magpsf (difference image)
60121.43574069999,2460121.9357407,zg,20.2823,0.261739,ZTF-alert/ALeRCE,magpsf (difference image)
60122.3766319,2460122.8766319,zi,19.8942699,0.163984388,ZTF-DR,oid=391304300038171
60123.38369210018,2460123.8836921,zg,20.4173,0.297281,ZTF-alert/ALeRCE,magpsf (difference image)
60123.4389005,2460123.9389005,zr,20.3295879,0.1714959,ZTF-DR,oid=391204300017629
60123.43890050007,2460123.9389005,zr,20.2831,0.291552,ZTF-alert/ALeRCE,magpsf (difference image)
60123.4632986,2460123.9632986,zr,19.7070599,0.107819051,ZTF-DR,oid=340214200010651
60123.46329860017,2460123.9632986,zr,19.848787,0.18200484,ZTF-alert/ALeRCE,magpsf (difference image)
60123.48458330007,2460123.9845833,zg,19.5826,0.238995,ZTF-alert/ALeRCE,magpsf (difference image)
60145.3817592999,2460145.8817593,zg,19.704212,0.1419375,ZTF-alert/ALeRCE,magpsf (difference image)
60145.39784719981,2460145.8978472,zr,18.804712,0.12310029,ZTF-alert/ALeRCE,magpsf (difference image)
60145.3978472,2460145.8978472,zr,18.9239674,0.0634686872,ZTF-DR,oid=391204300017629
60145.4407407,2460145.9407407,zi,19.0003815,0.089319624,ZTF-DR,oid=391304300038171
60145.4440394,2460145.9440394,zi,19.1183891,0.103353575,ZTF-DR,oid=340314200012538
60146.31635419978,2460146.8163542,zr,19.349176,0.11677803,ZTF-alert/ALeRCE,magpsf (difference image)
60146.3163542,2460146.8163542,zr,19.305275,0.0797901154,ZTF-DR,oid=340214200010651
60146.37702549994,2460146.8770255,zr,18.933294,0.08080624,ZTF-alert/ALeRCE,magpsf (difference image)
60146.3770255,2460146.8770255,zr,18.8883209,0.0580844209,ZTF-DR,oid=340214200010651
60147.44232639996,2460147.9423264,zr,18.767714,0.10908601,ZTF-alert/ALeRCE,magpsf (difference image)
60147.4423264,2460147.9423264,zr,18.8099747,0.0584250987,ZTF-DR,oid=391204300017629
60148.3976389,2460148.8976389,zi,19.1876354,0.108753085,ZTF-DR,oid=340314200012538
60148.42089120019,2460148.9208912,zg,19.559357,0.15532178,ZTF-alert/ALeRCE,magpsf (difference image)
60149.36893519992,2460149.8689352,zg,19.258186,0.10570997,ZTF-alert/ALeRCE,magpsf (difference image)
60149.408993099816,2460149.9089931,zr,19.09953,0.113227025,ZTF-alert/ALeRCE,magpsf (difference image)
60149.4089931,2460149.9089931,zr,19.0950394,0.0719487891,ZTF-DR,oid=391204300017629
60150.3149769,2460150.8149769,zi,19.0548477,0.09298338,ZTF-DR,oid=391304300038171
60150.40069440007,2460150.9006944,zg,19.777164,0.18719387,ZTF-alert/ALeRCE,magpsf (difference image)
60151.40196759999,2460151.9019676,zr,19.35713,0.143901,ZTF-alert/ALeRCE,magpsf (difference image)
60151.4019676,2460151.9019676,zr,19.3201942,0.084941864,ZTF-DR,oid=391204300017629
60151.446041699965,2460151.9460417,zg,19.612116,0.13414489,ZTF-alert/ALeRCE,magpsf (difference image)
60152.33648149995,2460152.8364815,zg,19.4687,0.17819,ZTF-alert/ALeRCE,magpsf (difference image)
60152.3984491,2460152.8984491,zr,19.4122257,0.0865294188,ZTF-DR,oid=340214200010651
60152.39844910009,2460152.8984491,zr,19.498405,0.15384157,ZTF-alert/ALeRCE,magpsf (difference image)
60155.3718403,2460155.8718403,zr,19.0349045,0.0649339631,ZTF-DR,oid=340214200010651
60155.37184030004,2460155.8718403,zr,19.225136,0.16414918,ZTF-alert/ALeRCE,magpsf (difference image)
60155.3779282,2460155.8779282,zi,19.1996784,0.103363946,ZTF-DR,oid=391304300038171
60155.3783912,2460155.8783912,zi,19.4286251,0.129012302,ZTF-DR,oid=340314200012538
60156.3743519,2460156.8743519,zr,18.6037827,0.0504153036,ZTF-DR,oid=391204300017629
60156.37435190007,2460156.8743519,zr,18.51088,0.14316528,ZTF-alert/ALeRCE,magpsf (difference image)
60160.2723958,2460160.7723958,zr,19.5501041,0.0959831774,ZTF-DR,oid=340214200010651
60160.314085599966,2460160.8140856,zg,19.213175,0.19214366,ZTF-alert/ALeRCE,magpsf (difference image)
60160.4216781999,2460160.9216782,zr,19.391693,0.19991416,ZTF-alert/ALeRCE,magpsf (difference image)
60160.4216782,2460160.9216782,zr,19.2935123,0.0832866132,ZTF-DR,oid=391204300017629
60162.3357406999,2460162.8357407,zr,19.10529,0.1411233,ZTF-alert/ALeRCE,magpsf (difference image)
60162.3357407,2460162.8357407,zr,19.1527519,0.0750730038,ZTF-DR,oid=391204300017629
60162.350081,2460162.850081,zr,19.0051384,0.0634781271,ZTF-DR,oid=340214200010651
60162.35008100001,2460162.850081,zr,19.059027,0.094410226,ZTF-alert/ALeRCE,magpsf (difference image)
60162.39263889985,2460162.8926389,zg,18.933287,0.099059284,ZTF-alert/ALeRCE,magpsf (difference image)
60163.3569907,2460163.8569907,zi,19.109623,0.102684557,ZTF-DR,oid=340314200012538
60163.3579282,2460163.8579282,zi,19.1614151,0.100531355,ZTF-DR,oid=391304300038171
60168.337233799975,2460168.8372338,zr,18.98066,0.10730232,ZTF-alert/ALeRCE,magpsf (difference image)
60168.3372338,2460168.8372338,zr,19.006834,0.0674345046,ZTF-DR,oid=391204300017629
60168.37583329994,2460168.8758333,zg,19.691395,0.14235766,ZTF-alert/ALeRCE,magpsf (difference image)
60168.39459489984,2460168.8945949,zg,19.6465,0.154718,ZTF-alert/ALeRCE,magpsf (difference image)
60168.39459489984,2460168.8945949,zg,19.64652,0.15471798,ZTF-alert/ALeRCE,magpsf (difference image)
60169.3806366,2460169.8806366,zi,19.1444092,0.0992932171,ZTF-DR,oid=391304300038171
60170.3351619998,2460170.835162,zg,19.730482,0.15216766,ZTF-alert/ALeRCE,magpsf (difference image)
60170.33563659992,2460170.8356366,zg,19.76363,0.14149284,ZTF-alert/ALeRCE,magpsf (difference image)
60170.3884954,2460170.8884954,zr,19.1139107,0.0729552805,ZTF-DR,oid=391204300017629
60170.38849540008,2460170.8884954,zr,19.108456,0.09346383,ZTF-alert/ALeRCE,magpsf (difference image)
60170.3889583,2460170.8889583,zr,19.193615,0.073287271,ZTF-DR,oid=340214200010651
60170.3889583,2460170.8889583,zr,19.278397,0.10553381,ZTF-alert/ALeRCE,magpsf (difference image)
60172.26921299985,2460172.769213,zg,19.750074,0.19141972,ZTF-alert/ALeRCE,magpsf (difference image)
60172.26921299985,2460172.769213,zg,19.7501,0.19142,ZTF-alert/ALeRCE,magpsf (difference image)
60173.2773495,2460173.7773495,zi,18.8242188,0.0827317238,ZTF-DR,oid=340314200012538
60173.2778241,2460173.7778241,zi,18.9162693,0.0839177594,ZTF-DR,oid=391304300038171
60173.31567130005,2460173.8156713,zr,19.199755,0.11616027,ZTF-alert/ALeRCE,magpsf (difference image)
60174.34629630018,2460174.8462963,zg,19.543264,0.12949789,ZTF-alert/ALeRCE,magpsf (difference image)
60174.3567245,2460174.8567245,zr,19.219799,0.0747644752,ZTF-DR,oid=340214200010651
60174.35672450019,2460174.8567245,zr,19.265837,0.12951094,ZTF-alert/ALeRCE,magpsf (difference image)
60179.2981134,2460179.7981134,zi,19.3065434,0.111612439,ZTF-DR,oid=391304300038171
60179.3571644,2460179.8571644,zr,19.2529564,0.080831632,ZTF-DR,oid=391204300017629
60179.35716440016,2460179.8571644,zr,19.296888,0.10003709,ZTF-alert/ALeRCE,magpsf (difference image)
60181.414919,2460181.914919,zr,20.4482422,0.176697433,ZTF-DR,oid=340214200010651
60181.4220023,2460181.9220023,zi,19.5502033,0.139944941,ZTF-DR,oid=340314200012538
60182.3563889,2460182.8563889,zi,19.4938774,0.127210036,ZTF-DR,oid=391304300038171
60183.324224499986,2460183.8242245,zg,19.7831,0.251698,ZTF-alert/ALeRCE,magpsf (difference image)
60183.3604167,2460183.8604167,zr,19.28549,0.0827952251,ZTF-DR,oid=391204300017629
60183.36041670013,2460183.8604167,zr,19.3125,0.141781,ZTF-alert/ALeRCE,magpsf (difference image)
60183.36087960005,2460183.8608796,zr,19.444386,0.12724453,ZTF-alert/ALeRCE,magpsf (difference image)
60185.18410879979,2460185.6841088,zg,19.2698,0.23504,ZTF-alert/ALeRCE,magpsf (difference image)
60185.298171299975,2460185.7981713,zr,19.096136,0.13163057,ZTF-alert/ALeRCE,magpsf (difference image)
60185.2981713,2460185.7981713,zr,19.063158,0.0702813491,ZTF-DR,oid=391204300017629
60193.31282409979,2460193.8128241,zr,19.696663,0.16067415,ZTF-alert/ALeRCE,magpsf (difference image)
60193.3128241,2460193.8128241,zr,19.7341576,0.114901386,ZTF-DR,oid=391204300017629
60194.2525,2460194.7525,zi,19.3925285,0.125846252,ZTF-DR,oid=340314200012538
60194.2529745,2460194.7529745,zi,19.4550495,0.123865575,ZTF-DR,oid=391304300038171
60194.34671299998,2460194.846713,zr,19.6468,0.17479669,ZTF-alert/ALeRCE,magpsf (difference image)
60194.346713,2460194.846713,zr,19.4851379,0.0914197788,ZTF-DR,oid=340214200010651
60195.27482639998,2460195.7748264,zr,19.829807,0.17407535,ZTF-alert/ALeRCE,magpsf (difference image)
60195.2748264,2460195.7748264,zr,19.6845474,0.110876054,ZTF-DR,oid=391204300017629
60195.33475690009,2460195.8347569,zg,20.1913,0.224183,ZTF-alert/ALeRCE,magpsf (difference image)
60200.1515394,2460200.6515394,zi,19.3243217,0.113031983,ZTF-DR,oid=391304300038171
60200.25260420004,2460200.7526042,zg,19.664381,0.13488898,ZTF-alert/ALeRCE,magpsf (difference image)
60201.2589004999,2460201.7589005,zr,19.188932,0.1147592,ZTF-alert/ALeRCE,magpsf (difference image)
60201.2589005,2460201.7589005,zr,19.1344719,0.0740685314,ZTF-DR,oid=391204300017629
60201.303588000126,2460201.803588,zg,19.1523,0.10899531,ZTF-alert/ALeRCE,magpsf (difference image)
60201.303588000126,2460201.803588,zg,19.1523,0.108995,ZTF-alert/ALeRCE,magpsf (difference image)
60201.303588000126,2460201.803588,zg,19.1523,0.108995,ZTF-alert/ALeRCE,magpsf (difference image)
60202.20505789993,2460202.7050579,zg,19.002878,0.12424932,ZTF-alert/ALeRCE,magpsf (difference image)
60202.2321181,2460202.7321181,zr,19.4084511,0.0862828642,ZTF-DR,oid=340214200010651
60203.1482407,2460203.6482407,zi,19.0321846,0.0969182253,ZTF-DR,oid=340314200012538
60203.1506713,2460203.6506713,zi,19.1158848,0.0972450599,ZTF-DR,oid=391304300038171
60203.24886569986,2460203.7488657,zr,18.73318,0.12463867,ZTF-alert/ALeRCE,magpsf (difference image)
60203.2488657,2460203.7488657,zr,18.8630905,0.0607175417,ZTF-DR,oid=391204300017629
60203.388425900135,2460203.8884259,zg,20.1811,0.253837,ZTF-alert/ALeRCE,magpsf (difference image)
60205.2414699,2460205.7414699,zr,19.6022797,0.0997901857,ZTF-DR,oid=340214200010651
60205.24146990013,2460205.7414699,zr,19.72295,0.14757317,ZTF-alert/ALeRCE,magpsf (difference image)
60205.2419444,2460205.7419444,zr,19.4382553,0.0926561952,ZTF-DR,oid=391204300017629
60205.24194440013,2460205.7419444,zr,19.4486,0.130656,ZTF-alert/ALeRCE,magpsf (difference image)
60205.25373840006,2460205.7537384,zg,19.973642,0.18197356,ZTF-alert/ALeRCE,magpsf (difference image)
60205.27085650014,2460205.7708565,zg,20.574102,0.21320727,ZTF-alert/ALeRCE,magpsf (difference image)
60206.1523148,2460206.6523148,zi,18.9052601,0.0880342051,ZTF-DR,oid=340314200012538
60206.1527894,2460206.6527894,zi,18.8230762,0.0782899559,ZTF-DR,oid=391304300038171
60207.268749999814,2460207.76875,zg,19.809027,0.13416897,ZTF-alert/ALeRCE,magpsf (difference image)
60207.26922449982,2460207.7692245,zg,19.873367,0.20364964,ZTF-alert/ALeRCE,magpsf (difference image)
60207.3108449,2460207.8108449,zr,19.2881756,0.0787594989,ZTF-DR,oid=340214200010651
60207.31084490009,2460207.8108449,zr,19.372564,0.09934639,ZTF-alert/ALeRCE,magpsf (difference image)
60207.3113079,2460207.8113079,zr,19.397686,0.0899326205,ZTF-DR,oid=391204300017629
60207.31130790012,2460207.8113079,zr,19.356302,0.102463596,ZTF-alert/ALeRCE,magpsf (difference image)
60209.2460648,2460209.7460648,zi,19.2155876,0.110989198,ZTF-DR,oid=340314200012538
60211.1846644,2460211.6846644,zr,19.7052345,0.112540126,ZTF-DR,oid=391204300017629
60211.200544,2460211.700544,zr,18.9597225,0.0613214411,ZTF-DR,oid=340214200010651
60211.20054400014,2460211.700544,zr,19.017164,0.10765013,ZTF-alert/ALeRCE,magpsf (difference image)
60215.2512963,2460215.7512963,zr,19.683033,0.105932795,ZTF-DR,oid=340214200010651
60221.24600689998,2460221.7460069,zr,18.936432,0.1163149,ZTF-alert/ALeRCE,magpsf (difference image)
60221.2460069,2460221.7460069,zr,18.8470211,0.0562951751,ZTF-DR,oid=340214200010651
60221.30085649993,2460221.8008565,zg,19.2464,0.247559,ZTF-alert/ALeRCE,magpsf (difference image)
60221.30133099994,2460221.801331,zg,18.87795,0.165572,ZTF-alert/ALeRCE,magpsf (difference image)
60223.27663190011,2460223.7766319,zg,20.2825,0.250359,ZTF-alert/ALeRCE,magpsf (difference image)
60224.230451399926,2460224.7304514,zr,19.289562,0.16532886,ZTF-alert/ALeRCE,magpsf (difference image)
60224.2304514,2460224.7304514,zr,19.2660446,0.0774444789,ZTF-DR,oid=340214200010651
60224.2935764,2460224.7935764,zi,19.1821079,0.108314767,ZTF-DR,oid=340314200012538
60224.3117244998,2460224.8117245,zg,20.0479,0.302373,ZTF-alert/ALeRCE,magpsf (difference image)
60226.211088,2460226.711088,zr,20.7645264,0.213567019,ZTF-DR,oid=391204300017629
60227.12875,2460227.62875,zi,20.1816025,0.194285646,ZTF-DR,oid=340314200012538
60235.16878469987,2460235.6687847,zg,20.140839,0.18011542,ZTF-alert/ALeRCE,magpsf (difference image)
60235.2102315,2460235.7102315,zi,19.8798161,0.170321971,ZTF-DR,oid=340314200012538
60237.172604199965,2460237.6726042,zr,19.368116,0.15180326,ZTF-alert/ALeRCE,magpsf (difference image)
60237.1726042,2460237.6726042,zr,19.3948498,0.0897450224,ZTF-DR,oid=391204300017629
60285.1054861,2460285.6054861,zi,19.6200638,0.146369457,ZTF-DR,oid=340314200012538
60285.1770486,2460285.6770486,zi,18.8749619,0.0813774094,ZTF-DR,oid=391304300038171
60311.0808218,2460311.5808218,zr,19.3003845,0.0794940144,ZTF-DR,oid=340214200010651
60311.0831944,2460311.5831944,zr,19.1573906,0.0712908208,ZTF-DR,oid=340214200010651
60311.0855787,2460311.5855787,zr,19.1552391,0.0711739287,ZTF-DR,oid=340214200010651
60464.420057899784,2460464.9200579,zr,20.5592,0.300333,ZTF-alert/ALeRCE,magpsf (difference image)
60464.4200579,2460464.9200579,zr,20.4600296,0.18516022,ZTF-DR,oid=391204300017629
60469.4600694,2460469.9600694,zi,19.0122795,0.0954781622,ZTF-DR,oid=340314200012538
60472.3949306,2460472.8949306,zr,19.3242741,0.0809501782,ZTF-DR,oid=340214200010651
60472.39493060019,2460472.8949306,zr,19.432955,0.15356913,ZTF-alert/ALeRCE,magpsf (difference image)
60473.4145255,2460473.9145255,zr,18.8878479,0.0618201643,ZTF-DR,oid=391204300017629
60473.41452550003,2460473.9145255,zr,18.838682,0.10385656,ZTF-alert/ALeRCE,magpsf (difference image)
60473.44120369991,2460473.9412037,zg,19.89826,0.17105591,ZTF-alert/ALeRCE,magpsf (difference image)
60474.411643499974,2460474.9116435,zr,18.956076,0.107007965,ZTF-alert/ALeRCE,magpsf (difference image)
60474.4116435,2460474.9116435,zr,18.8904228,0.0581770837,ZTF-DR,oid=340214200010651
60474.45685190009,2460474.9568519,zg,19.28994,0.12634811,ZTF-alert/ALeRCE,magpsf (difference image)
60475.4013889,2460475.9013889,zi,19.7072678,0.154461816,ZTF-DR,oid=340314200012538
60475.4018634,2460475.9018634,zi,19.556654,0.132728815,ZTF-DR,oid=391304300038171
60476.422604199965,2460476.9226042,zg,19.898558,0.16529058,ZTF-alert/ALeRCE,magpsf (difference image)
60476.47748839995,2460476.9774884,zr,19.9999,0.243889,ZTF-alert/ALeRCE,magpsf (difference image)
60479.361169,2460479.861169,zr,19.0718517,0.0667887554,ZTF-DR,oid=340214200010651
60479.36116900016,2460479.861169,zr,19.117172,0.14644024,ZTF-alert/ALeRCE,magpsf (difference image)
60480.38062500022,2460480.880625,zr,19.6269,0.24,ZTF-alert/ALeRCE,magpsf (difference image)
60480.40207180008,2460480.9020718,zg,19.025553,0.12358353,ZTF-alert/ALeRCE,magpsf (difference image)
60481.375115700066,2460481.8751157,zr,19.128855,0.16540971,ZTF-alert/ALeRCE,magpsf (difference image)
60481.375115700066,2460481.8751157,zr,19.125568,0.16250138,ZTF-alert/ALeRCE,magpsf (difference image)
60482.38194439979,2460482.8819444,zr,19.1598,0.16238476,ZTF-alert/ALeRCE,magpsf (difference image)
60482.3819444,2460482.8819444,zr,19.2948246,0.0833672732,ZTF-DR,oid=391204300017629
60488.3727199,2460488.8727199,zr,18.7994175,0.0543060079,ZTF-DR,oid=340214200010651
60488.3782407,2460488.8782407,zi,18.8827991,0.0865357742,ZTF-DR,oid=340314200012538
60489.3991204,2460489.8991204,zr,18.6038723,0.0504184887,ZTF-DR,oid=391204300017629
60489.399120400194,2460489.8991204,zr,18.641068,0.082113035,ZTF-alert/ALeRCE,magpsf (difference image)
60490.39682869986,2460490.8968287,zr,19.125347,0.12566975,ZTF-alert/ALeRCE,magpsf (difference image)
60490.3968287,2460490.8968287,zr,19.0769749,0.0670501813,ZTF-DR,oid=340214200010651
60490.4189005,2460490.9189005,zi,19.2310371,0.105733141,ZTF-DR,oid=391304300038171
60490.43981479993,2460490.9398148,zg,19.027008,0.13582267,ZTF-alert/ALeRCE,magpsf (difference image)
60491.3418634,2460491.8418634,zi,18.8654575,0.0853940472,ZTF-DR,oid=340314200012538
60494.3945139,2460494.8945139,zi,19.3307896,0.113551758,ZTF-DR,oid=391304300038171
60494.3949884,2460494.8949884,zi,19.2574997,0.114401251,ZTF-DR,oid=340314200012538
60499.35913190013,2460499.8591319,zg,19.1246,0.134316,ZTF-alert/ALeRCE,magpsf (difference image)
60499.4012731,2460499.9012731,zr,18.8386002,0.0559376404,ZTF-DR,oid=340214200010651
60499.40127310017,2460499.9012731,zr,18.8773,0.094717,ZTF-alert/ALeRCE,magpsf (difference image)
60499.40174769983,2460499.9017477,zr,18.663876,0.112991214,ZTF-alert/ALeRCE,magpsf (difference image)
60499.4017477,2460499.9017477,zr,18.7418556,0.0556266196,ZTF-DR,oid=391204300017629
60499.43984950008,2460499.9398495,zg,19.119307,0.0827164,ZTF-alert/ALeRCE,magpsf (difference image)
60500.3993981,2460500.8993981,zi,19.0092449,0.0952602029,ZTF-DR,oid=340314200012538
60500.3998727,2460500.8998727,zi,18.9591637,0.0866338834,ZTF-DR,oid=391304300038171
60501.41363430023,2460501.9136343,zg,19.272383,0.14357215,ZTF-alert/ALeRCE,magpsf (difference image)
60502.3764236,2460502.8764236,zr,18.6303787,0.051373072,ZTF-DR,oid=391204300017629
60502.37642360013,2460502.8764236,zr,18.622635,0.11141478,ZTF-alert/ALeRCE,magpsf (difference image)
60503.2950579,2460503.7950579,zi,19.1790199,0.108070366,ZTF-DR,oid=340314200012538
60503.35615740018,2460503.8561574,zg,19.2024,0.140682,ZTF-alert/ALeRCE,magpsf (difference image)
60503.40037039993,2460503.9003704,zr,19.2134,0.128679,ZTF-alert/ALeRCE,magpsf (difference image)
60503.4003704,2460503.9003704,zr,19.1091652,0.0687164664,ZTF-DR,oid=340214200010651
60504.39787039999,2460504.8978704,zr,19.659985,0.18126105,ZTF-alert/ALeRCE,magpsf (difference image)
60504.3978704,2460504.8978704,zr,19.6603374,0.108955145,ZTF-DR,oid=391204300017629
60504.41909720003,2460504.9190972,zg,19.108091,0.12643121,ZTF-alert/ALeRCE,magpsf (difference image)
60508.324548599776,2460508.8245486,zr,19.243937,0.1863918,ZTF-alert/ALeRCE,magpsf (difference image)
60508.3245486,2460508.8245486,zr,19.1509724,0.0709427372,ZTF-DR,oid=340214200010651
60509.376875000075,2460509.876875,zg,19.310959,0.13491808,ZTF-alert/ALeRCE,magpsf (difference image)
60510.35541669978,2460510.8554167,zr,19.3524,0.190626,ZTF-alert/ALeRCE,magpsf (difference image)
60510.3554167,2460510.8554167,zr,19.3505726,0.08258228,ZTF-DR,oid=340214200010651
60511.336620400194,2460511.8366204,zr,18.785183,0.13136905,ZTF-alert/ALeRCE,magpsf (difference image)
60511.39760420006,2460511.8976042,zg,19.2221,0.251194,ZTF-alert/ALeRCE,magpsf (difference image)
60516.3893287,2460516.8893287,zr,18.6453972,0.0483796559,ZTF-DR,oid=340214200010651
60516.389328700025,2460516.8893287,zr,18.657993,0.15131515,ZTF-alert/ALeRCE,magpsf (difference image)
60516.3897917,2460516.8897917,zr,18.5384636,0.0481521338,ZTF-DR,oid=391204300017629
60516.38979170006,2460516.8897917,zr,18.600815,0.13655822,ZTF-alert/ALeRCE,magpsf (difference image)
60519.36895829998,2460519.8689583,zr,19.032516,0.118001014,ZTF-alert/ALeRCE,magpsf (difference image)
60519.36895829998,2460519.8689583,zr,19.0325,0.118001,ZTF-alert/ALeRCE,magpsf (difference image)
60519.3689583,2460519.8689583,zr,18.9816246,0.0623518601,ZTF-DR,oid=340214200010651
60519.3694329,2460519.8694329,zr,19.0227718,0.0682274327,ZTF-DR,oid=391204300017629
60519.3694329001,2460519.8694329,zr,18.977146,0.10594932,ZTF-alert/ALeRCE,magpsf (difference image)
60519.45543979993,2460519.9554398,zg,19.670923,0.17101021,ZTF-alert/ALeRCE,magpsf (difference image)
60519.45638890006,2460519.9563889,zg,19.581291,0.16070282,ZTF-alert/ALeRCE,magpsf (difference image)
60521.3993286998,2460521.8993287,zr,18.923042,0.085965104,ZTF-alert/ALeRCE,magpsf (difference image)
60521.3993287,2460521.8993287,zr,18.8869839,0.0580255948,ZTF-DR,oid=340214200010651
60521.399803199805,2460521.8998032,zr,18.94861,0.10342292,ZTF-alert/ALeRCE,magpsf (difference image)
60521.399803199805,2460521.8998032,zr,18.9486,0.103423,ZTF-alert/ALeRCE,magpsf (difference image)
60521.3998032,2460521.8998032,zr,18.9381733,0.0641301498,ZTF-DR,oid=391204300017629
60525.3125231,2460525.8125231,zr,19.5065918,0.0974191874,ZTF-DR,oid=391204300017629
60525.31252310006,2460525.8125231,zr,19.488243,0.1272567,ZTF-alert/ALeRCE,magpsf (difference image)
60525.35312499991,2460525.853125,zg,19.230812,0.121576555,ZTF-alert/ALeRCE,magpsf (difference image)
60526.356099499855,2460526.8560995,zg,18.875774,0.089726225,ZTF-alert/ALeRCE,magpsf (difference image)
60526.378287,2460526.878287,zr,19.1518536,0.0709904134,ZTF-DR,oid=340214200010651
60526.37828700011,2460526.878287,zr,19.203756,0.13290316,ZTF-alert/ALeRCE,magpsf (difference image)
60527.33560189977,2460527.8356019,zg,19.070127,0.085391745,ZTF-alert/ALeRCE,magpsf (difference image)
60527.359525499865,2460527.8595255,zr,19.09485,0.0973478,ZTF-alert/ALeRCE,magpsf (difference image)
60527.3595255,2460527.8595255,zr,19.0355301,0.0688692927,ZTF-DR,oid=391204300017629
60528.3975463,2460528.8975463,zr,18.9698811,0.0617971644,ZTF-DR,oid=340214200010651
60528.3975463002,2460528.8975463,zr,18.973871,0.13875914,ZTF-alert/ALeRCE,magpsf (difference image)
60529.37478009984,2460529.8747801,zr,18.564651,0.114542,ZTF-alert/ALeRCE,magpsf (difference image)
60531.31542820018,2460531.8154282,zg,19.430904,0.12959994,ZTF-alert/ALeRCE,magpsf (difference image)
60531.33450229978,2460531.8345023,zg,19.428501,0.10715425,ZTF-alert/ALeRCE,magpsf (difference image)
60531.35887729982,2460531.8588773,zr,19.019966,0.11751205,ZTF-alert/ALeRCE,magpsf (difference image)
60531.3588773,2460531.8588773,zr,18.9823933,0.0662377104,ZTF-DR,oid=391204300017629
60536.21038189996,2460536.7103819,zr,19.201008,0.13449745,ZTF-alert/ALeRCE,magpsf (difference image)
60536.2103819,2460536.7103819,zr,19.085371,0.0674808174,ZTF-DR,oid=340214200010651
60536.27627310017,2460536.7762731,zg,19.293785,0.16758381,ZTF-alert/ALeRCE,magpsf (difference image)
60536.4149536998,2460536.9149537,zr,19.573713,0.14473929,ZTF-alert/ALeRCE,magpsf (difference image)
60536.4149537,2460536.9149537,zr,19.5146255,0.0979938209,ZTF-DR,oid=391204300017629
60538.274294,2460538.774294,zr,19.0337791,0.0648783073,ZTF-DR,oid=340214200010651
60538.27429400012,2460538.774294,zr,19.00556,0.16141151,ZTF-alert/ALeRCE,magpsf (difference image)
60538.31592589989,2460538.8159259,zg,19.507362,0.1550128,ZTF-alert/ALeRCE,magpsf (difference image)
60538.336053200066,2460538.8360532,zg,19.11224,0.14701995,ZTF-alert/ALeRCE,magpsf (difference image)
60538.4166088,2460538.9166088,zr,19.1741714,0.0762678534,ZTF-DR,oid=391204300017629
60538.41660880018,2460538.9166088,zr,19.146229,0.14437376,ZTF-alert/ALeRCE,magpsf (difference image)
60543.28493059985,2460543.7849306,zr,18.840584,0.12942633,ZTF-alert/ALeRCE,magpsf (difference image)
60543.2849306,2460543.7849306,zr,18.7666512,0.0529811271,ZTF-DR,oid=340214200010651
60543.28540509986,2460543.7854051,zr,18.646034,0.11738426,ZTF-alert/ALeRCE,magpsf (difference image)
60543.2854051,2460543.7854051,zr,18.5999184,0.0502779447,ZTF-DR,oid=391204300017629
60545.272210599855,2460545.7722106,zr,19.133291,0.16145113,ZTF-alert/ALeRCE,magpsf (difference image)
60545.2722106,2460545.7722106,zr,19.0549583,0.0659341067,ZTF-DR,oid=340214200010651
60545.31689810008,2460545.8168981,zg,19.671,0.30465,ZTF-alert/ALeRCE,magpsf (difference image)
60545.33215280017,2460545.8321528,zg,19.14897,0.13048567,ZTF-alert/ALeRCE,magpsf (difference image)
60545.36138889985,2460545.8613889,zr,19.28509,0.2018652,ZTF-alert/ALeRCE,magpsf (difference image)
60545.3613889,2460545.8613889,zr,19.1970749,0.0775670186,ZTF-DR,oid=391204300017629
60547.31255789986,2460547.8125579,zg,19.343285,0.15517415,ZTF-alert/ALeRCE,magpsf (difference image)
60547.4298843,2460547.9298843,zr,18.7863045,0.0537715182,ZTF-DR,oid=340214200010651
60547.4298843001,2460547.9298843,zr,18.809517,0.11278251,ZTF-alert/ALeRCE,magpsf (difference image)
60548.31412040023,2460548.8141204,zg,19.001806,0.107051335,ZTF-alert/ALeRCE,magpsf (difference image)
60549.314398100134,2460549.8143981,zg,19.442608,0.12149639,ZTF-alert/ALeRCE,magpsf (difference image)
60549.35729169985,2460549.8572917,zr,19.124323,0.1111357,ZTF-alert/ALeRCE,magpsf (difference image)
60549.3572917,2460549.8572917,zr,19.0278816,0.0645874217,ZTF-DR,oid=340214200010651
60550.23208330013,2460550.7320833,zr,19.456467,0.13722979,ZTF-alert/ALeRCE,magpsf (difference image)
60550.23208330013,2460550.7320833,zr,19.4565,0.13723,ZTF-alert/ALeRCE,magpsf (difference image)
60550.30877309991,2460550.8087731,zg,19.391382,0.110394485,ZTF-alert/ALeRCE,magpsf (difference image)
60551.2710648,2460551.7710648,zr,19.5491085,0.0959117785,ZTF-DR,oid=340214200010651
60551.27106480021,2460551.7710648,zr,19.69272,0.15745896,ZTF-alert/ALeRCE,magpsf (difference image)
60551.2936689998,2460551.793669,zg,18.933916,0.118452296,ZTF-alert/ALeRCE,magpsf (difference image)
