id,ra,dec,ndet,nphot,gmag,rmag,imag,zmag,rrms,irms,variable10sig,deltamjd,mjd
121553_39,326.8283370649687,-13.474699224224237,15,15,23.392557,23.136925,20.603865,21.548605,0.449522,0.02355,0,2194.009,57644.29332800501
