ls_id,ra,dec,type,mag_g,mag_r,mag_i,mag_z,mag_w1,mag_w2,shape_r,sersic,pmra,pmdec,parallax,ref_cat,ref_id
10995383192785771,326.828949340052,-13.47701960254576,REX,24.41847,23.991163,23.422766,22.994244,NaN,NaN,0.48748642,1,0,0,0,,0
10995383192785753,326.8283361757109,-13.47469060983648,PSF,23.279337,23.12134,20.805796,21.69776,22.115767,21.840448,0,0,0,0,0,,0
