mjd,fid,magpsf,sigmapsf,ra,dec,isdiffpos,distnr,magpsf_corr,band,yr
60555.28111110022,1,19.686504,0.17148858,326.8283404,-13.4746892,1,11.95646,,g,2024
60557.27378469985,1,18.971945,0.1111661,326.8283508,-13.4747125,1,4.061045,,g,2024
60557.28446759982,1,19.388514,0.1149029,326.8283515,-13.4747055,1,11.889784,,g,2024
60557.296423600055,2,19.101124,0.093869954,326.8283181,-13.4746549,1,0.54540694,19.028357,r,2024
60557.29689810006,2,18.99675,0.09494461,326.8283137,-13.4746839,1,0.35584337,18.918777,r,2024
60559.2498031999,2,18.982183,0.13184097,326.8282823,-13.4746438,1,0.6669961,18.916744,r,2024
60559.2520486,2,18.92639,0.10817312,326.8283133,-13.4747036,1,0.301982,18.85315,r,2024
60559.31052079983,1,19.224237,0.10499012,326.8283677,-13.4746936,1,11.899714,,g,2024
60561.29364580009,2,18.988548,0.103903554,326.8283103,-13.4746738,1,0.5806261,18.922735,r,2024
60561.29412040021,2,18.887722,0.111684844,326.8283416,-13.4747132,1,0.35967374,18.816963,r,2024
60561.33528940007,1,19.369377,0.17820345,326.8283911,-13.4747044,1,11.827251,,g,2024
60561.335763900075,1,19.224413,0.16635732,326.8283526,-13.4747385,1,4.145842,,g,2024
60563.235115699936,2,18.56905,0.12738132,326.828326,-13.4746805,1,0.39214846,18.515856,r,2024
60564.34922449989,2,19.159554,0.14212316,326.8282884,-13.4747049,1,0.6841907,19.082901,r,2024
60565.28738430003,2,19.465237,0.16299,326.8282957,-13.4746707,1,0.36418307,19.34741,r,2024
60565.2931597,1,19.167542,0.09282338,326.8283207,-13.4747221,1,11.8864565,,g,2024
60566.231886600144,2,19.1856,0.240189,326.8283701,-13.4746846,1,0.395044,19.107153,r,2024
60566.29372690013,1,19.1838,0.27821,326.8283781,-13.4746405,1,3.88733,,g,2024
60567.26180560002,1,19.4229,0.217334,326.8283268,-13.4747024,1,11.9378,,g,2024
60571.28991900012,1,19.1341,0.247548,326.8282968,-13.4746611,1,3.81212,,g,2024
60575.190347199794,2,19.287075,0.13256747,326.8283225,-13.4746839,1,0.5496687,19.201239,r,2024
60575.281354200095,1,19.157318,0.13421713,326.8283331,-13.4746691,1,3.8970213,,g,2024
60575.2841897998,1,19.478287,0.14582194,326.8284258,-13.4747425,1,11.651937,,g,2024
60575.3213657001,2,19.315042,0.11647328,326.8283082,-13.4747169,1,0.2568963,19.211739,r,2024
60576.21091439994,2,18.56213,0.11995018,326.8283316,-13.474701,1,0.3678599,18.509266,r,2024
60576.252997700125,1,19.359041,0.15222423,326.828314,-13.474703,1,11.956401,,g,2024
60576.27317130007,3,18.773197,0.11973413,326.8283203,-13.4747049,1,0.41848618,18.648073,i,2024
60576.30579859996,3,18.86919,0.15456887,326.8283054,-13.4746151,1,1.2816609,18.781502,i,2024
60577.244108799845,1,18.968576,0.0998396,326.8283515,-13.4746982,1,11.911303,,g,2024
60577.25376159977,2,18.3656,0.06620721,326.8283185,-13.4746794,1,0.55861723,18.328032,r,2024
60577.25422450015,2,18.424063,0.07497756,326.8283227,-13.4746802,1,0.38532868,18.377378,r,2024
60577.29946759995,3,19.483377,0.1731694,326.8282644,-13.4747271,1,0.4444418,19.254265,i,2024
60578.21268519992,2,19.137651,0.08905177,326.8283585,-13.4746917,1,0.44684532,19.062479,r,2024
60578.213159699924,2,19.099129,0.15187977,326.8283139,-13.4746753,1,0.39538026,19.013742,r,2024
60578.23263890017,1,19.469,0.136268,326.8284114,-13.4747175,1,11.7543,,g,2024
60580.166261599865,2,18.585009,0.093301654,326.8283383,-13.4746773,1,0.44004175,18.531046,r,2024
60580.16672449978,2,18.723524,0.086348355,326.8283495,-13.4746805,1,0.45659,18.67163,r,2024
60591.233703699894,2,18.614513,0.092092164,326.8283134,-13.4746734,1,0.38395217,18.559101,r,2024
60592.12839120021,2,19.370113,0.14069647,326.8283127,-13.4746365,1,0.562185,19.277737,r,2024
60593.20425930014,2,18.620281,0.10490586,326.8283257,-13.4747362,1,0.274473,18.564583,r,2024
60593.2113541998,1,19.43446,0.16222864,326.8283835,-13.474684,1,11.903763,,g,2024
60594.12753470009,1,19.241795,0.18473132,326.8283636,-13.4746506,1,3.8914409,,g,2024
60594.12753470009,1,19.2418,0.184731,326.8283636,-13.4746506,1,3.89144,,g,2024
60594.12753470009,1,19.2418,0.184731,326.8283636,-13.4746506,1,3.89144,,g,2024
60594.20976850018,2,18.955662,0.1079039,326.828336,-13.4746829,1,0.5036396,18.891756,r,2024
60598.12349539995,2,19.386793,0.1822578,326.8282984,-13.4746513,1,0.61227053,19.293047,r,2024
60598.19047449995,1,19.3992,0.240268,326.8282547,-13.4747112,1,3.90874,,g,2024
60600.18951389985,2,19.065119,0.19763476,326.8283597,-13.4746733,1,0.41544405,18.99465,r,2024
60600.212291699834,2,18.8778,0.220494,326.8283774,-13.4746965,1,0.49653,18.807663,r,2024
60603.16936339997,2,19.120937,0.116037466,326.8283407,-13.4747016,1,0.5142989,19.046875,r,2024
60603.1707870001,2,18.909166,0.11931757,326.8283191,-13.4746586,1,0.4543346,18.837042,r,2024
60603.22795139998,1,19.4135,0.306383,326.8283275,-13.4747603,1,11.7557,,g,2024
60607.16847220017,2,18.67462,0.12304739,326.8283633,-13.4747081,1,0.43407625,18.616137,r,2024
60607.1689352002,2,18.900087,0.09960359,326.8283187,-13.4746483,1,0.5413849,18.839283,r,2024
60609.14903939981,2,19.278847,0.120613,326.8283253,-13.4746993,1,0.34274182,19.178778,r,2024
60609.169455999974,1,18.544542,0.088371396,326.8283348,-13.4746845,1,3.9477162,,g,2024
60609.169930600096,1,18.856693,0.11379562,326.8283532,-13.474687,1,11.944027,,g,2024
60615.238217600156,2,19.4082,0.172279,326.8283002,-13.4746945,1,0.310499,19.296103,r,2024
60615.23868060019,2,19.545397,0.21693298,326.8283608,-13.474699,1,0.4454053,19.437614,r,2024
60619.130590300076,2,18.9665,0.124609,326.828319,-13.4746758,1,0.389796,18.890596,r,2024
60619.132939800154,2,19.1577,0.175855,326.8283505,-13.4746661,1,0.440137,19.081173,r,2024
60620.10672450019,2,18.848734,0.1380931,326.8283468,-13.4746985,1,0.48853245,18.790665,r,2024
60620.12378469994,2,19.140831,0.19669738,326.8283456,-13.4747172,1,0.3648247,19.052235,r,2024
60622.10658559995,1,19.30371,0.17345183,326.8282571,-13.4746516,1,12.210184,,g,2024
60622.10704859998,1,19.383627,0.20167574,326.8282918,-13.4748532,1,4.4219637,,g,2024
60622.15444440022,2,18.740814,0.14718011,326.8282491,-13.4747002,1,0.22584757,18.678759,r,2024
60622.15491899988,2,18.735004,0.15317686,326.8282489,-13.4747495,1,0.8720512,18.682571,r,2024
60625.126365699805,2,18.705988,0.11098663,326.8283395,-13.4746793,1,0.48889488,18.654907,r,2024
60626.10000000009,1,19.150248,0.17405182,326.8284439,-13.4747217,1,11.689443,,g,2024
60626.15346059995,2,18.9831,0.219351,326.8283789,-13.4748016,1,0.460832,18.906069,r,2024
60626.15534720011,2,19.098572,0.18222658,326.8283231,-13.4747603,1,0.6750338,19.025969,r,2024
60628.086955999956,1,19.5546,0.245831,326.8283928,-13.4746155,1,3.83945,,g,2024
60629.16928240005,1,18.8335,0.232365,326.8283546,-13.4746944,1,4.01143,,g,2024
60632.10737269977,1,20.1018,0.244068,326.8283684,-13.4747128,1,11.8385,,g,2024
60632.14437500015,1,19.31076,0.21438432,326.828312,-13.4746612,1,3.8369696,,g,2024
60634.14849539986,1,19.556192,0.18894546,326.8284372,-13.4747162,1,4.221374,,g,2024
60634.170520800166,1,19.2919,0.229225,326.828295,-13.4746968,1,12.0075,,g,2024
60635.12684029993,1,19.132828,0.12878092,326.8283402,-13.4746886,1,11.952963,,g,2024
60635.16020830022,2,18.624664,0.08374677,326.8283145,-13.4746621,1,0.42153987,18.568745,r,2024
60635.16067129979,2,18.520254,0.09301196,326.8283091,-13.4746881,1,0.5980401,18.477047,r,2024
60637.08678240003,1,19.457544,0.19844155,326.8283346,-13.4747064,1,4.015887,,g,2024
60637.09755790001,1,19.627768,0.14563785,326.8283382,-13.4747187,1,11.86772,,g,2024
60637.108275500126,2,18.959396,0.12803167,326.8283342,-13.4746566,1,0.491504,18.895277,r,2024
60637.10875000013,2,18.92007,0.105648085,326.8283391,-13.4746982,1,0.39398733,18.847242,r,2024
60640.108645800035,1,19.345116,0.16059276,326.8283667,-13.4746958,1,11.893972,,g,2024
60640.108645800035,1,19.3451,0.160593,326.8283667,-13.4746958,1,11.894,,g,2024
60640.10910880007,1,19.137184,0.1224634,326.8283355,-13.4747146,1,4.0325255,,g,2024
60640.10910880007,1,19.1372,0.122463,326.8283355,-13.4747146,1,4.03253,,g,2024
60640.13979170006,2,19.16525,0.13709648,326.8283363,-13.4746808,1,0.5046307,19.08821,r,2024
60640.14025459997,2,18.937145,0.13966395,326.8283467,-13.4746671,1,0.47537005,18.8632,r,2024
60644.11748840008,2,19.3772,0.169562,326.8283125,-13.4746856,1,0.584324,19.284243,r,2024
60644.11795140011,2,19.2834,0.129127,326.8283606,-13.4746991,1,0.454344,19.18293,r,2024
60646.100532399956,1,19.4618,0.242459,326.8283355,-13.4746621,1,3.87912,,g,2024
60648.155578699894,2,18.760708,0.09798119,326.8283446,-13.4746777,1,0.44340238,18.697538,r,2024
60653.12935189996,1,19.0531,0.236181,326.82829,-13.474691,1,3.89655,,g,2024
60653.16440969985,1,18.9699,0.194083,326.8283811,-13.4746824,1,11.9128,,g,2024
60660.12844910007,2,18.440536,0.14661732,326.8282898,-13.4747168,1,0.21586628,18.393152,r,2024
60664.13012730004,2,18.827784,0.12459184,326.828347,-13.4746585,1,0.5042003,18.76071,r,2024
61161.48559030006,2,19.061024,0.16508082,326.8282409,-13.4746943,1,0.83139753,18.99081,r,2026
61161.48754630005,2,19.088346,0.20034064,326.8283139,-13.4747315,1,0.24413162,19.003773,r,2026
61162.48646989977,2,19.3183,0.261688,326.828443,-13.4746333,1,0.808248,19.2147,r,2026
61163.483680599835,2,19.089037,0.19298251,326.8283614,-13.4748098,1,0.7172534,19.017048,r,2026
61163.48563659983,2,19.10125,0.19924784,326.8283725,-13.4746317,1,0.62881535,19.015703,r,2026
61167.48126159981,2,18.630766,0.112007774,326.828359,-13.4746453,1,0.5614758,18.57454,r,2026
61168.47329859994,3,19.116,0.264495,326.8283231,-13.4747052,1,1.06724,19.007019,i,2026
61168.48032409977,2,19.0845,0.24169,326.8283181,-13.4747229,1,0.272082,19.000214,r,2026
61183.4683333002,3,19.0037,0.129717,326.828323,-13.4747036,1,1.07081,18.904957,i,2026
61183.46880789986,3,19.174992,0.15623301,326.8283509,-13.4747146,1,0.48774946,18.998192,i,2026
61186.46843749983,3,18.9447,0.162574,326.8284573,-13.4746338,1,1.58045,,i,2026
61192.457372699864,3,19.2242,0.199845,326.8282947,-13.4746387,1,1.19157,19.104408,i,2026
61195.42141199997,1,19.3939,0.285532,326.8283264,-13.4746846,1,3.93128,,g,2026
61195.422349500004,1,19.5147,0.265709,326.8284068,-13.4747497,1,11.6508,,g,2026
61199.40687499987,2,18.963932,0.12750201,326.8283042,-13.4746634,1,0.59634036,18.899551,r,2026
61199.43315970013,1,19.05256,0.13604517,326.8283804,-13.4747106,1,4.1036663,,g,2026
61200.423252299894,2,19.149658,0.13561203,326.8283356,-13.4746771,1,0.42356566,19.060368,r,2026
61200.42371529993,2,19.181135,0.12670512,326.8283043,-13.4747224,1,0.66118693,19.102999,r,2026
61200.4519675998,1,19.488892,0.15781905,326.8284125,-13.4747033,1,11.787044,,g,2026
61201.413912000135,2,18.530552,0.10575195,326.8283425,-13.474681,1,0.4305655,18.479168,r,2026
61201.41438659979,2,18.65266,0.092880614,326.8283192,-13.4746716,1,0.5498295,18.603973,r,2026
61201.42908560019,1,20.1089,0.223026,326.8283379,-13.4746814,1,11.9797,,g,2026
61201.429560199846,1,19.722477,0.2156735,326.8283799,-13.4746681,1,3.972831,,g,2026
61201.455544000026,3,19.3311,0.182927,326.8282357,-13.4745737,1,1.30906,19.199636,i,2026
61201.45938660018,3,19.321848,0.14789729,326.8282696,-13.4746694,1,0.23965463,19.121672,i,2026
61202.39234950021,3,19.149073,0.15715712,326.8283344,-13.4747372,1,0.53126395,18.97613,i,2026
61202.43515049992,1,19.115614,0.10663275,326.8282917,-13.4747071,1,11.976336,,g,2026
61202.435624999925,1,19.055283,0.10987565,326.82835,-13.4747206,1,4.0839863,,g,2026
61202.4620254999,2,19.250254,0.110031955,326.8283135,-13.4746666,1,0.5663235,19.167171,r,2026
61202.46249999991,2,19.27297,0.124549985,326.8283816,-13.474732,1,0.46385306,19.173418,r,2026
61203.42473379988,1,18.997433,0.097797066,326.8283517,-13.4746678,1,3.92225,,g,2026
61203.42568290001,1,19.216581,0.10059734,326.8282954,-13.4746951,1,12.000429,,g,2026
61204.411296300124,2,19.090527,0.11507981,326.8283345,-13.4746578,1,0.48380044,19.005789,r,2026
61204.431631899904,3,18.9769,0.117587656,326.8282753,-13.4746183,1,1.2198765,18.88046,i,2026
61204.45438659983,1,18.883755,0.07528262,326.8283148,-13.4746678,1,12.056244,,g,2026
61205.411342599895,2,18.959707,0.09843587,326.8283357,-13.4746629,1,0.46730456,18.884262,r,2026
61205.41228009993,2,18.972271,0.0777258,326.8282704,-13.474633,1,0.70847976,18.907408,r,2026
61205.435902799945,3,18.971886,0.13918655,326.8282894,-13.4746682,1,1.1034216,18.875872,i,2026
61205.43637729995,3,19.177246,0.12281029,326.8283528,-13.4746499,1,0.3324516,19.000107,i,2026
61205.459340299945,1,19.441298,0.1337998,326.8283626,-13.474663,1,3.9270723,,g,2026
61206.408969900105,2,19.49287,0.15733975,326.8283418,-13.4746791,1,0.43725306,19.37217,r,2026
61206.45520830015,1,18.978062,0.099080384,326.828313,-13.4746767,1,12.0315,,g,2026
61207.390474500135,1,19.39471,0.16225754,326.8283356,-13.4745947,1,12.248995,,g,2026
61207.427187500056,2,18.466751,0.119059324,326.828366,-13.4747017,1,0.45321837,18.418236,r,2026
61207.45932869986,3,18.7611,0.111425,326.8282933,-13.474661,1,1.12259,18.681423,i,2026
61208.43086809991,1,19.476133,0.13052262,326.8283417,-13.4747169,1,11.86469,,g,2026
61208.4583101999,3,18.679419,0.11129998,326.8283011,-13.4746955,1,1.0418226,18.605324,i,2026
61208.46031250013,2,18.619717,0.11651153,326.8283531,-13.4746955,1,0.42688885,18.564045,r,2026
61209.39465280017,2,19.07749,0.1402191,326.8282882,-13.4746612,1,0.3855167,18.993725,r,2026
61209.421747699846,1,19.340187,0.18128294,326.8283462,-13.4746822,1,11.965144,,g,2026
61209.45620370004,3,19.159393,0.15627445,326.8283579,-13.4746984,1,0.45767984,18.984924,i,2026
61209.459583300166,3,18.89691,0.16375431,326.828319,-13.4746538,1,1.1960046,18.807045,i,2026
61210.41925929999,1,19.354921,0.16164362,326.8284084,-13.4747086,1,4.147196,,g,2026
61210.4202083,1,19.467056,0.122226074,326.8283589,-13.4747088,1,11.8620405,,g,2026
61210.46092589991,2,18.918114,0.077998266,326.8283303,-13.4746636,1,0.5073244,18.85632,r,2026
61210.46187500004,2,18.73286,0.08169986,326.8283294,-13.4746734,1,0.4188653,18.671246,r,2026
61211.38282410009,2,18.697996,0.08605875,326.8283237,-13.4746788,1,0.39146978,18.638275,r,2026
61211.43351850007,1,19.247307,0.10504381,326.8283624,-13.4746894,1,11.919159,,g,2026
61211.45942129986,3,18.919455,0.1462855,326.8282783,-13.4746833,1,1.0279226,18.827782,i,2026
61212.38796300022,1,19.223724,0.09846978,326.8282878,-13.4746878,1,12.033688,,g,2026
61212.39128470002,1,19.076563,0.11925451,326.8283789,-13.4746825,1,4.014846,,g,2026
61212.43136569997,2,19.165339,0.16879335,326.8283149,-13.47469,1,0.34151894,19.0748,r,2026
61212.43751160009,2,18.681116,0.09094275,326.8283193,-13.4746742,1,0.5517653,18.631165,r,2026
61212.45975690009,3,19.2097,0.153353,326.8283891,-13.4745678,1,1.58624,,i,2026
61213.41096059978,1,19.460674,0.119004436,326.8283156,-13.4747022,1,11.944219,,g,2026
61213.43452550005,2,19.066614,0.11763546,326.8283627,-13.4747222,1,0.43613115,18.983654,r,2026
61214.38942130003,3,19.0868,0.190744,326.8283564,-13.4745825,1,1.47699,,i,2026
61214.455277800094,2,19.241108,0.09105968,326.8283217,-13.4746876,1,0.5586534,19.158697,r,2026
61214.455277800094,2,19.241108,0.09105968,326.8283217,-13.4746876,1,0.5586534,19.158697,r,2026
61214.48901619995,2,18.669546,0.17192313,326.8283385,-13.4746327,1,0.5620354,18.61133,r,2026
61214.48901619995,2,18.669546,0.17192313,326.8283385,-13.4746327,1,0.5620354,18.61133,r,2026
61216.44938659994,3,18.9419,0.138787,326.8283287,-13.4746545,1,1.21492,18.848392,i,2026
61216.48609950021,2,18.749311,0.11077803,326.8283288,-13.4747034,1,0.35520533,18.686783,r,2026
61217.344768499956,3,19.015177,0.19412455,326.8283106,-13.4746304,1,1.2465296,18.915432,i,2026
61217.378344899975,1,19.535315,0.15554151,326.8283185,-13.4748052,1,11.6256695,,g,2026
61217.45714120008,2,18.876799,0.117478505,326.8283725,-13.4746757,1,0.5222286,18.806725,r,2026
61218.417129599955,1,19.663446,0.17567137,326.8284083,-13.4746701,1,11.904295,,g,2026
61218.486018499825,2,19.4238,0.318205,326.8283537,-13.4745305,1,0.900982,19.310163,r,2026
61219.39570599981,2,18.960358,0.20040756,326.8284626,-13.4747565,1,0.73051435,18.884869,r,2026
61219.439919000026,1,19.5151,0.264946,326.8280114,-13.474818,1,12.1454,,g,2026
61220.44009259995,1,18.912287,0.17496322,326.8282845,-13.4746941,1,12.03018,,g,2026
61221.344155100174,2,18.6421,0.177867,326.8284249,-13.4747879,1,0.60551,18.585299,r,2026
61221.418009299785,1,18.954483,0.17391449,326.8284329,-13.4747044,1,11.7567215,,g,2026
61221.44337960007,3,18.98722,0.18988152,326.8283183,-13.4746782,1,1.1270225,18.8899,i,2026
61222.37826390006,1,18.8591,0.25392,326.8283203,-13.4746739,1,12.033,,g,2026
61222.39790510014,2,18.846445,0.20845316,326.8283202,-13.4746749,1,0.39498976,18.778244,r,2026
61222.45276620006,3,18.793922,0.16797864,326.8283452,-13.4746731,1,1.2021539,18.711891,i,2026
61223.45078699989,3,18.967,0.178713,326.828332,-13.4747033,1,1.09338,18.871397,i,2026
61227.41634259978,3,19.351208,0.14382935,326.8283459,-13.4746657,1,1.2236964,19.217432,i,2026
61227.43111110013,2,18.89613,0.09383493,326.8283399,-13.4746646,1,0.4663127,18.824839,r,2026
61228.34927080013,3,18.821676,0.11585713,326.8282771,-13.4746362,1,1.1672763,18.7376,i,2026
61228.414861099795,1,18.953163,0.109864496,326.8283007,-13.4747327,1,11.884346,,g,2026
61228.43601850001,2,18.662394,0.10987447,326.8283469,-13.4746746,1,0.46813017,18.60455,r,2026
61229.39211810008,1,19.796785,0.17773947,326.8282593,-13.4746636,1,12.171387,,g,2026
61229.39259260008,1,19.687658,0.1682511,326.828344,-13.4746539,1,3.8674903,,g,2026
61229.41589119984,2,19.130085,0.09778665,326.8282987,-13.4746679,1,0.6177449,19.055416,r,2026
61229.418310199864,2,19.12189,0.10551806,326.8283345,-13.4746925,1,0.38936332,19.034765,r,2026
61230.32883099979,3,19.357988,0.16212134,326.8282711,-13.4746081,1,1.2454199,19.223425,i,2026
61230.32930559991,3,19.240515,0.15207669,326.8283927,-13.4746458,1,0.45166278,19.053614,i,2026
61230.38307869993,2,18.9819,0.11431817,326.8283255,-13.4746684,1,0.43323323,18.904951,r,2026
61230.383553199936,2,19.19998,0.10569561,326.8282955,-13.4746821,1,0.63810045,19.120523,r,2026
61230.45250000013,1,19.426657,0.16585809,326.8283518,-13.4747142,1,11.853527,,g,2026
61230.45680559985,1,19.591173,0.1671104,326.8283528,-13.4746483,1,3.8657222,,g,2026
61231.33745370014,1,19.633823,0.15327147,326.8283609,-13.4746561,1,3.902634,,g,2026
61231.33791670017,1,19.676111,0.14862369,326.8283658,-13.4747174,1,11.819326,,g,2026
61231.415381900035,2,18.783073,0.0907038,326.8283056,-13.4746992,1,0.62477696,18.728327,r,2026
61231.415856500156,2,18.62288,0.08371325,326.8283408,-13.4746881,1,0.41398364,18.56705,r,2026
61231.419699099846,3,19.0357,0.099515,326.8283373,-13.4746594,1,1.23116,18.934137,i,2026
61231.42017359985,3,18.9761,0.104754,326.8283184,-13.4746966,1,0.381001,18.82696,i,2026
61232.372152800206,2,19.10031,0.11012877,326.828358,-13.4747001,1,0.4319563,19.014833,r,2026
61232.39493060019,3,19.3231,0.157345,326.8283867,-13.4746676,1,1.31777,19.192545,i,2026
61232.395393500105,3,19.759,0.232792,326.8284022,-13.4746536,1,0.492205,19.47178,i,2026
61232.419027800206,1,18.949207,0.09464996,326.8283381,-13.4746807,1,3.940838,,g,2026
61234.46027779998,3,19.071047,0.10731505,326.8283504,-13.4747052,1,0.45228744,18.909246,i,2026
61234.4635648001,3,19.065296,0.11446148,326.8283257,-13.4746791,1,1.1411629,18.961058,i,2026
61235.42004630016,1,19.6618,0.275719,326.8284556,-13.4746504,1,11.8974,,g,2026
61235.43966440018,2,19.189476,0.11438506,326.8283279,-13.4746489,1,0.4860875,19.096989,r,2026
