RAJ2000,DEJ2000,Name,objid,phID,Cat,RAfdeg,DEfdeg,FUVexp,NUVexp,GLON,GLAT,tile,img,sv,r_fov,Obs,b,E(B-V),Sp?,chkf,FUVmag,e_FUVmag,NUVmag,e_NUVmag,FUV_a,e_FUV_a,NUV_a,e_NUV_a,FUV_4,e_FUV_4,NUV_4,e_NUV_4,FUV_6,e_FUV_6,NUV_6,e_NUV_6,Fafl,Nafl,Fexf,Nexf,Fflux,e_Fflux,Nflux,e_Nflux,FXpos,FYpos,NXpos,NYpos,Fima,Nima,Fr,Nr,nS/G,fS/G,nell,fell,nPA,e_nPA,fPA,e_fPA,Fnr,F3r,Nar,Narms,Nbrms,Far,Farms,Fbrms,NUVw,FUVw,Prob,Sep,Nerr,Ferr,Ierr,Nperr,Fperr,CV,G,N,primid,groupid,Gd,Nd,primidd,groupidd,groupTot,OName,Size
326.828134,-13.476881,"GALEX J214718.7-132836",6380028534702737426,6380028534701686784,"AIS",326.818067,-13.397073,207.0,207.0,41.0987,-45.003,50259,801,25,0.080406,1,1,0.0407,0,0,,,22.6951,0.4341,,,2.6151,0.4341,,,2.7598,0.5578,,,3.9542,3.0892,0,0,0,0,,,3.03349,1.21257,,,1877.73,1730.63,,3.066,,0.001,0.7374,0.0,0.2196,,-34.18,-35.53,,,0.0,47.2542992,3.5,4.69E-4,3.66E-4,,,,149.6,194.3,,,1.6,,,0.62,,C,0,1,6380028534702737408,"6380028534702737426                                                                                                                                                                                                                            ",0,1,6380028534702737408,"6380028534702737426                                                                                                                                                                                                                            ","6380028534702737426                                                                                                                                                                                                                            ","N                              ",0.0
