mjd,survey,band,kind,mag,magerr,limit,note
60224.230451399926,ZTF-alert,r,diff_psf,19.289562,0.16532886,,ZTF19abxfaon alert
60224.230451399926,ZTF-forced,r,forced_diff,19.247731165354057,0.0764415361945157,19.8567,ZFPS req479166 snr=14.2
60224.29357639979,ZTF-forced,i,forced_diff,19.510977536704612,0.1776737028210644,19.2131,ZFPS req479166 snr=6.1
60224.3117244998,ZTF-alert,g,diff_psf,20.0479,0.302373,,ZTF19abxfaon alert
60224.3117244998,ZTF-forced,g,forced_diff,20.087177085516323,0.1977581144664194,19.7125,ZFPS req479166 snr=5.5
60226.19079860021,ZTF-forced,g,forced_diff,,,20.3441,ZFPS req479166 snr=2.4
60226.211087999865,ZTF-forced,r,forced_diff,20.977262103948753,0.2949145011705488,20.3123,ZFPS req479166 snr=3.7
60227.12875000015,ZTF-forced,i,forced_diff,,,19.3778,ZFPS req479166 snr=1.9
60227.12969909981,ZTF-forced,i,forced_diff,,,19.6695,ZFPS req479166 snr=1.0
60227.2118981001,ZTF-forced,g,forced_diff,,,20.0936,ZFPS req479166 snr=0.0
60228.22077549994,ZTF-forced,g,forced_diff,,,20.2189,ZFPS req479166 snr=1.4
60228.29201389989,ZTF-forced,r,forced_diff,,,19.884,ZFPS req479166 snr=-0.2
60231.16872690013,ZTF-forced,g,forced_diff,,,20.1011,ZFPS req479166 snr=-1.3
60231.18979169987,ZTF-forced,g,forced_diff,,,20.2577,ZFPS req479166 snr=0.3
60231.2240046002,ZTF-forced,r,forced_diff,,,19.8228,ZFPS req479166 snr=0.6
60232.195983800106,ZTF-forced,i,forced_diff,,,19.4977,ZFPS req479166 snr=0.1
60232.198333300184,ZTF-forced,i,forced_diff,,,19.4075,ZFPS req479166 snr=0.0
60233.189988399856,ZTF-forced,g,forced_diff,,,19.926,ZFPS req479166 snr=-0.1
60233.19045139989,ZTF-forced,g,forced_diff,,,20.0851,ZFPS req479166 snr=-1.7
60235.168310199864,ZTF-forced,g,forced_diff,20.44584488625331,0.1881367185799341,20.2104,ZFPS req479166 snr=5.8
60235.16878469987,ZTF-alert,g,diff_psf,20.140839,0.18011542,,ZTF19abxfaon alert
60235.16878469987,ZTF-forced,g,forced_diff,20.1432867482426,0.1237919666574577,20.3596,ZFPS req479166 snr=8.8
60235.21023150021,ZTF-forced,i,forced_diff,,,19.3463,ZFPS req479166 snr=2.5
60235.210706000216,ZTF-forced,i,forced_diff,,,19.4977,ZFPS req479166 snr=3.0
60237.172604199965,ZTF-forced,r,forced_diff,19.32449489683376,0.0753915695490965,20.1889,ZFPS req479166 snr=14.4
60237.172604199965,ZTF-alert,r,diff_psf,19.368116,0.15180326,,ZTF19abxfaon alert
60237.22945600003,ZTF-forced,g,forced_diff,20.495095532111037,0.1934014458678869,20.1518,ZFPS req479166 snr=5.6
60237.24865739979,ZTF-forced,g,forced_diff,20.449728638639517,0.2420053028014988,19.8909,ZFPS req479166 snr=4.5
60238.28168979986,ZTF-forced,i,forced_diff,,,19.5578,ZFPS req479166 snr=0.3
60239.12618059991,ZTF-forced,r,forced_diff,,,19.9459,ZFPS req479166 snr=-0.8
60239.12665509991,ZTF-forced,r,forced_diff,,,20.0168,ZFPS req479166 snr=1.1
60239.16863430012,ZTF-forced,g,forced_diff,,,19.9307,ZFPS req479166 snr=-1.1
60239.190844899975,ZTF-forced,g,forced_diff,,,19.8157,ZFPS req479166 snr=-1.3
60243.1130903,ZTF-forced,i,forced_diff,,,18.9346,ZFPS req479166 snr=-2.2
60243.12800930021,ZTF-forced,i,forced_diff,,,19.1119,ZFPS req479166 snr=-0.9
60244.150879600085,ZTF-forced,g,forced_diff,,,19.1603,ZFPS req479166 snr=0.2
60244.16877309978,ZTF-forced,r,forced_diff,,,19.3036,ZFPS req479166 snr=1.2
60244.172557900194,ZTF-forced,r,forced_diff,,,19.358,ZFPS req479166 snr=0.2
60249.23179400014,ZTF-forced,i,forced_diff,,,18.7047,ZFPS req479166 snr=2.8
60249.23226850014,ZTF-forced,i,forced_diff,,,18.5926,ZFPS req479166 snr=1.1
60250.19047449995,ZTF-forced,g,forced_diff,,,19.3632,ZFPS req479166 snr=0.9
60250.22031249991,ZTF-forced,g,forced_diff,,,19.4717,ZFPS req479166 snr=0.4
60250.23233800009,ZTF-forced,r,forced_diff,,,19.4877,ZFPS req479166 snr=-1.0
60250.23281250009,ZTF-forced,r,forced_diff,,,19.4067,ZFPS req479166 snr=0.6
60252.14814809989,ZTF-forced,r,forced_diff,,,19.7516,ZFPS req479166 snr=0.2
60252.148611099925,ZTF-forced,r,forced_diff,,,19.9609,ZFPS req479166 snr=-0.6
60252.16876159981,ZTF-forced,g,forced_diff,,,20.1243,ZFPS req479166 snr=-0.6
60253.169733799994,ZTF-forced,i,forced_diff,,,19.3526,ZFPS req479166 snr=-1.0
60253.1702083,ZTF-forced,i,forced_diff,,,19.2432,ZFPS req479166 snr=-1.6
60254.12662040023,ZTF-forced,r,forced_diff,,,20.1935,ZFPS req479166 snr=-1.6
60254.1482406999,ZTF-forced,g,forced_diff,,,20.1924,ZFPS req479166 snr=-0.6
60254.20341440011,ZTF-forced,g,forced_diff,,,20.1133,ZFPS req479166 snr=-2.0
60254.20740740001,ZTF-forced,r,forced_diff,,,19.8003,ZFPS req479166 snr=-0.6
60257.13656250015,ZTF-forced,i,forced_diff,,,19.3663,ZFPS req479166 snr=2.2
60257.13702550018,ZTF-forced,i,forced_diff,,,19.1225,ZFPS req479166 snr=0.3
60257.189375000075,ZTF-forced,g,forced_diff,,,19.4105,ZFPS req479166 snr=1.1
60259.14928240003,ZTF-forced,g,forced_diff,,,19.865,ZFPS req479166 snr=1.6
60259.18265049998,ZTF-forced,g,forced_diff,20.4074123035652,0.3312420474687464,19.5406,ZFPS req479166 snr=3.3
60260.18546300009,ZTF-forced,i,forced_diff,,,19.2528,ZFPS req479166 snr=2.4
60260.185925900005,ZTF-forced,i,forced_diff,20.161234933612093,0.3373391606658913,19.2667,ZFPS req479166 snr=3.2
60261.16954859998,ZTF-forced,g,forced_diff,,,19.478,ZFPS req479166 snr=-0.5
60261.189953700174,ZTF-forced,g,forced_diff,,,19.7853,ZFPS req479166 snr=-1.8
60263.11350690015,ZTF-forced,r,forced_diff,,,20.1561,ZFPS req479166 snr=-2.1
60263.12711809995,ZTF-forced,r,forced_diff,,,19.7836,ZFPS req479166 snr=0.1
60263.16517359996,ZTF-forced,i,forced_diff,,,19.2247,ZFPS req479166 snr=-0.9
60263.165648099966,ZTF-forced,i,forced_diff,,,19.2276,ZFPS req479166 snr=-0.6
60284.162118100096,ZTF-forced,r,forced_diff,,,19.4526,ZFPS req479166 snr=2.4
60285.105486100074,ZTF-forced,i,forced_diff,19.94829219127876,0.2702577943340806,19.3486,ZFPS req479166 snr=4.0
60285.12876159977,ZTF-forced,r,forced_diff,20.17594404570708,0.2819598107351234,19.4053,ZFPS req479166 snr=3.9
60285.17704859981,ZTF-forced,i,forced_diff,18.898717462014627,0.1335554062316362,18.9046,ZFPS req479166 snr=8.1
60307.08896989981,ZTF-forced,r,forced_diff,,,19.5916,ZFPS req479166 snr=0.0
60307.09342590021,ZTF-forced,r,forced_diff,,,19.5465,ZFPS req479166 snr=-0.6
60307.09788190015,ZTF-forced,r,forced_diff,,,19.5385,ZFPS req479166 snr=0.9
60307.1023380002,ZTF-forced,r,forced_diff,,,19.2977,ZFPS req479166 snr=-0.3
60307.10679400014,ZTF-forced,r,forced_diff,,,19.1921,ZFPS req479166 snr=1.2
60308.10101850005,ZTF-forced,r,forced_diff,,,19.3413,ZFPS req479166 snr=0.6
60311.07606479991,ZTF-forced,r,forced_diff,19.10970323987721,0.2461198650911855,18.3836,ZFPS req479166 snr=4.4
60311.07844909979,ZTF-forced,r,forced_diff,19.573277996022114,0.3259644996601406,18.6316,ZFPS req479166 snr=3.3
60311.080821800046,ZTF-forced,r,forced_diff,19.66135365362515,0.3006705356477761,18.9361,ZFPS req479166 snr=3.6
60311.083194400184,ZTF-forced,r,forced_diff,19.370663395139907,0.1926340801972402,19.0241,ZFPS req479166 snr=5.6
60311.08557870006,ZTF-forced,r,forced_diff,19.192698005467783,0.1475039750553432,19.1278,ZFPS req479166 snr=7.4
60315.08047450008,ZTF-forced,r,forced_diff,,,18.2803,ZFPS req479166 snr=0.0
60315.082893500105,ZTF-forced,r,forced_diff,,,18.5731,ZFPS req479166 snr=1.7
60315.08771990007,ZTF-forced,r,forced_diff,,,18.6985,ZFPS req479166 snr=1.3
60316.08577550016,ZTF-forced,r,forced_diff,,,18.7608,ZFPS req479166 snr=0.5
60317.08128469996,ZTF-forced,r,forced_diff,,,18.5998,ZFPS req479166 snr=0.4
60317.08366899984,ZTF-forced,r,forced_diff,,,18.6708,ZFPS req479166 snr=0.2
60317.086053200066,ZTF-forced,r,forced_diff,,,18.7982,ZFPS req479166 snr=0.6
60317.088437499944,ZTF-forced,r,forced_diff,,,18.8423,ZFPS req479166 snr=-0.2
60317.09082179982,ZTF-forced,r,forced_diff,,,18.8478,ZFPS req479166 snr=0.2
60318.08013889985,ZTF-forced,r,forced_diff,,,18.0474,ZFPS req479166 snr=-1.0
60318.08258099994,ZTF-forced,r,forced_diff,,,18.1575,ZFPS req479166 snr=-0.8
60318.08503470011,ZTF-forced,r,forced_diff,,,18.3082,ZFPS req479166 snr=1.1
60318.08991899993,ZTF-forced,r,forced_diff,,,18.5662,ZFPS req479166 snr=-0.7
60319.08974540001,ZTF-forced,r,forced_diff,,,18.6832,ZFPS req479166 snr=0.3
60441.490937499795,ZTF-forced,i,forced_diff,,,18.861,ZFPS req479166 snr=-0.2
60452.48224540008,ZTF-forced,g,forced_diff,,,19.3129,ZFPS req479166 snr=0.7
60456.48408559989,ZTF-forced,g,forced_diff,,,18.9937,ZFPS req479166 snr=-1.0
60457.43543979991,ZTF-forced,g,forced_diff,,,18.9281,ZFPS req479166 snr=0.3
60457.44319440005,ZTF-forced,i,forced_diff,,,19.0514,ZFPS req479166 snr=-0.2
60457.44413190009,ZTF-forced,i,forced_diff,,,19.1809,ZFPS req479166 snr=0.3
60462.41349539999,ZTF-forced,r,forced_diff,,,20.0154,ZFPS req479166 snr=-1.2
60462.44333329983,ZTF-forced,g,forced_diff,,,20.1292,ZFPS req479166 snr=-1.0
60462.44379629986,ZTF-forced,g,forced_diff,,,20.2578,ZFPS req479166 snr=0.7
60463.426041699946,ZTF-forced,i,forced_diff,,,19.2674,ZFPS req479166 snr=0.2
60463.42651619995,ZTF-forced,i,forced_diff,,,19.2801,ZFPS req479166 snr=0.6
60464.420057899784,ZTF-forced,r,forced_diff,20.6433291393848,0.2213390048466233,20.2561,ZFPS req479166 snr=4.9
60464.420057899784,ZTF-alert,r,diff_psf,20.5592,0.300333,,ZTF19abxfaon alert
60464.420520800166,ZTF-forced,r,forced_diff,20.921202308345553,0.2940151384399099,20.0602,ZFPS req479166 snr=3.7
60468.44468750013,ZTF-forced,i,forced_diff,19.59165799148588,0.1687780451099803,19.464,ZFPS req479166 snr=6.4
60469.46006939979,ZTF-forced,i,forced_diff,19.130094455532607,0.1279527902202533,19.335,ZFPS req479166 snr=8.5
60472.39493060019,ZTF-forced,r,forced_diff,19.413134267106315,0.0770785363134851,20.0637,ZFPS req479166 snr=14.1
60472.39493060019,ZTF-alert,r,diff_psf,19.432955,0.15356913,,ZTF19abxfaon alert
60473.41452550003,ZTF-forced,r,forced_diff,18.886878630629973,0.0515265833005282,20.0737,ZFPS req479166 snr=21.1
60473.41452550003,ZTF-alert,r,diff_psf,18.838682,0.10385656,,ZTF19abxfaon alert
60473.44120369991,ZTF-alert,g,diff_psf,19.89826,0.17105591,,ZTF19abxfaon alert
60473.44120369991,ZTF-forced,g,forced_diff,19.947804818578337,0.105709124228716,20.3424,ZFPS req479166 snr=10.3
60474.411643499974,ZTF-alert,r,diff_psf,18.956076,0.107007965,,ZTF19abxfaon alert
60474.411643499974,ZTF-forced,r,forced_diff,18.962894508002968,0.062899082570045,19.8044,ZFPS req479166 snr=17.3
60474.45685190009,ZTF-alert,g,diff_psf,19.28994,0.12634811,,ZTF19abxfaon alert
60474.45685190009,ZTF-forced,g,forced_diff,19.292864732618902,0.0613772765239039,20.3234,ZFPS req479166 snr=17.7
60475.40138889989,ZTF-forced,i,forced_diff,20.089054288868653,0.2639257562666146,19.3849,ZFPS req479166 snr=4.1
60475.40186339989,ZTF-forced,i,forced_diff,19.478828055590697,0.1622431867122607,19.3419,ZFPS req479166 snr=6.7
60476.422604199965,ZTF-alert,g,diff_psf,19.898558,0.16529058,,ZTF19abxfaon alert
60476.422604199965,ZTF-forced,g,forced_diff,19.864496604093812,0.1051634077200116,20.3121,ZFPS req479166 snr=10.3
60476.47748839995,ZTF-alert,r,diff_psf,19.9999,0.243889,,ZTF19abxfaon alert
60476.47748839995,ZTF-forced,r,forced_diff,20.126561344571613,0.2022272132022088,19.8857,ZFPS req479166 snr=5.4
60479.361169000156,ZTF-alert,r,diff_psf,19.117172,0.14644024,,ZTF19abxfaon alert
60479.36116900016,ZTF-forced,r,forced_diff,19.163407811675512,0.1052233652837506,19.4265,ZFPS req479166 snr=10.3
60480.38062500022,ZTF-forced,r,forced_diff,19.602443486731353,0.1553628142892201,19.6156,ZFPS req479166 snr=7.0
60480.38062500022,ZTF-alert,r,diff_psf,19.6269,0.24,,ZTF19abxfaon alert
60480.40207180008,ZTF-forced,g,forced_diff,19.037516228112302,0.0878331015172685,19.6217,ZFPS req479166 snr=12.4
60480.40207180008,ZTF-alert,g,diff_psf,19.025553,0.12358353,,ZTF19abxfaon alert
60481.375115700066,ZTF-alert,r,diff_psf,19.128855,0.16540971,,ZTF19abxfaon alert
60481.375115700066,ZTF-forced,r,forced_diff,19.15124082548728,0.1175249575619,19.4845,ZFPS req479166 snr=9.2
60481.375115700066,ZTF-alert,r,diff_psf,19.125568,0.16250138,,ZTF19abxfaon alert
60481.383333299775,ZTF-forced,i,forced_diff,19.46172022173027,0.2023373458353904,19.0837,ZFPS req479166 snr=5.4
60481.38474539993,ZTF-forced,i,forced_diff,19.481487190494096,0.1914417615852315,19.1213,ZFPS req479166 snr=5.7
60482.38194439979,ZTF-forced,r,forced_diff,19.178932850255435,0.134771082567555,19.3037,ZFPS req479166 snr=8.1
60482.38194439979,ZTF-alert,r,diff_psf,19.1598,0.16238476,,ZTF19abxfaon alert
60482.438518499956,ZTF-forced,g,forced_diff,19.53080086021219,0.1639455417101791,19.3947,ZFPS req479166 snr=6.6
60483.35820600018,ZTF-forced,r,forced_diff,,,18.6005,ZFPS req479166 snr=1.6
60483.41744210012,ZTF-forced,g,forced_diff,,,19.1056,ZFPS req479166 snr=2.0
60488.37271990022,ZTF-forced,r,forced_diff,18.839118287944295,0.0681338197084836,19.5118,ZFPS req479166 snr=15.9
60488.37824069988,ZTF-forced,i,forced_diff,18.88905811218547,0.1068697842176664,19.1434,ZFPS req479166 snr=10.2
60488.417974499986,ZTF-forced,g,forced_diff,19.033272681506396,0.0839815390030627,19.5955,ZFPS req479166 snr=12.9
60489.399120400194,ZTF-alert,r,diff_psf,18.641068,0.082113035,,ZTF19abxfaon alert
60489.399120400194,ZTF-forced,r,forced_diff,18.677226777100564,0.0571764743749356,19.7735,ZFPS req479166 snr=19.0
60489.48254630016,ZTF-forced,g,forced_diff,19.797638470710755,0.2431548401297515,19.0131,ZFPS req479166 snr=4.5
60490.39682869986,ZTF-forced,r,forced_diff,19.15820719457971,0.0747985678128518,19.9328,ZFPS req479166 snr=14.5
60490.39682869986,ZTF-alert,r,diff_psf,19.125347,0.12566975,,ZTF19abxfaon alert
60490.41890050005,ZTF-forced,i,forced_diff,19.365300695056145,0.1119008597435502,19.5958,ZFPS req479166 snr=9.7
60490.43981479993,ZTF-forced,g,forced_diff,19.08677415016068,0.069828826966171,19.9724,ZFPS req479166 snr=15.5
60490.43981479993,ZTF-alert,g,diff_psf,19.027008,0.13582267,,ZTF19abxfaon alert
60491.34186339984,ZTF-forced,i,forced_diff,18.95905326124789,0.1071139195306335,19.3113,ZFPS req479166 snr=10.1
60494.394513899926,ZTF-forced,i,forced_diff,19.333619052124128,0.1071446906311521,19.617,ZFPS req479166 snr=10.1
60494.39498839993,ZTF-forced,i,forced_diff,19.554748496019776,0.1313795029197087,19.6094,ZFPS req479166 snr=8.3
60499.35913190013,ZTF-alert,g,diff_psf,19.1246,0.134316,,ZTF19abxfaon alert
60499.35913190013,ZTF-forced,g,forced_diff,19.185545770350046,0.0711680346925174,19.97,ZFPS req479166 snr=15.3
60499.40127310017,ZTF-alert,r,diff_psf,18.8773,0.094717,,ZTF19abxfaon alert
60499.40127310017,ZTF-forced,r,forced_diff,18.862534801772743,0.0508517842067104,20.0796,ZFPS req479166 snr=21.4
60499.40174769983,ZTF-alert,r,diff_psf,18.663876,0.112991214,,ZTF19abxfaon alert
60499.40174769983,ZTF-forced,r,forced_diff,18.710405879062137,0.0446616502016026,20.1275,ZFPS req479166 snr=24.3
60499.43984950008,ZTF-forced,g,forced_diff,19.1324568187053,0.0511031266634969,20.3799,ZFPS req479166 snr=21.2
60499.43984950008,ZTF-alert,g,diff_psf,19.119307,0.0827164,,ZTF19abxfaon alert
60500.3993981001,ZTF-forced,i,forced_diff,19.156774742659824,0.097990728048383,19.6011,ZFPS req479166 snr=11.1
60500.39987270022,ZTF-forced,i,forced_diff,18.96760876547955,0.0878401801375568,19.5683,ZFPS req479166 snr=12.4
60501.41363430023,ZTF-forced,g,forced_diff,19.328459158290663,0.0796132791679761,20.0041,ZFPS req479166 snr=13.6
60501.41363430023,ZTF-alert,g,diff_psf,19.272383,0.14357215,,ZTF19abxfaon alert
60502.37642360013,ZTF-forced,r,forced_diff,18.63750602903958,0.0520504446132788,19.9336,ZFPS req479166 snr=20.9
60502.37642360013,ZTF-alert,r,diff_psf,18.622635,0.11141478,,ZTF19abxfaon alert
60503.295057899784,ZTF-forced,i,forced_diff,19.477625321839657,0.1858040189240192,19.1212,ZFPS req479166 snr=5.8
60503.35615740018,ZTF-forced,g,forced_diff,19.24207907009409,0.0864546144196194,19.8063,ZFPS req479166 snr=12.6
60503.35615740018,ZTF-alert,g,diff_psf,19.2024,0.140682,,ZTF19abxfaon alert
60503.40037039993,ZTF-alert,r,diff_psf,19.2134,0.128679,,ZTF19abxfaon alert
60503.40037039993,ZTF-forced,r,forced_diff,19.202494906054905,0.0768365940439407,19.9417,ZFPS req479166 snr=14.1
60504.39787039999,ZTF-forced,r,forced_diff,19.61268201572821,0.0969331068319124,20.1968,ZFPS req479166 snr=11.2
60504.39787039999,ZTF-alert,r,diff_psf,19.659985,0.18126105,,ZTF19abxfaon alert
60504.41909720003,ZTF-forced,g,forced_diff,19.09802938745664,0.0547061208168284,20.1998,ZFPS req479166 snr=19.8
60504.419097200036,ZTF-alert,g,diff_psf,19.108091,0.12643121,,ZTF19abxfaon alert
60505.460196800064,ZTF-forced,i,forced_diff,18.696858701007155,0.0687943175364783,19.5879,ZFPS req479166 snr=15.8
60508.324548599776,ZTF-forced,r,forced_diff,19.26269167869892,0.1248651355818819,19.3774,ZFPS req479166 snr=8.7
60508.324548599776,ZTF-alert,r,diff_psf,19.243937,0.1863918,,ZTF19abxfaon alert
60509.376875000075,ZTF-alert,g,diff_psf,19.310959,0.13491808,,ZTF19abxfaon alert
60509.376875000075,ZTF-forced,g,forced_diff,19.245800982661702,0.0954673396780814,19.7379,ZFPS req479166 snr=11.4
60510.35541669978,ZTF-forced,r,forced_diff,19.34856606357292,0.1281167729165503,19.4507,ZFPS req479166 snr=8.5
60510.35541669978,ZTF-alert,r,diff_psf,19.3524,0.190626,,ZTF19abxfaon alert
60511.336620400194,ZTF-alert,r,diff_psf,18.785183,0.13136905,,ZTF19abxfaon alert
60511.336620400194,ZTF-forced,r,forced_diff,18.682310957201217,0.1109847282410192,19.0354,ZFPS req479166 snr=9.8
60511.39760420006,ZTF-alert,g,diff_psf,19.2221,0.251194,,ZTF19abxfaon alert
60511.39760420006,ZTF-forced,g,forced_diff,19.252886337889443,0.1914809615732591,18.9558,ZFPS req479166 snr=5.7
60516.33918979997,ZTF-forced,i,forced_diff,19.047358771908097,0.1544078022087422,18.8202,ZFPS req479166 snr=7.0
60516.34107640013,ZTF-forced,i,forced_diff,18.892669529081697,0.1406276811764913,18.9921,ZFPS req479166 snr=7.7
60516.389328700025,ZTF-forced,r,forced_diff,18.668331238188916,0.1017806792605419,18.9967,ZFPS req479166 snr=10.7
60516.389328700025,ZTF-alert,r,diff_psf,18.657993,0.15131515,,ZTF19abxfaon alert
60516.38979170006,ZTF-alert,r,diff_psf,18.600815,0.13655822,,ZTF19abxfaon alert
60516.38979170006,ZTF-forced,r,forced_diff,18.49802984890018,0.0880325842023339,19.1535,ZFPS req479166 snr=12.3
60519.27709490014,ZTF-forced,i,forced_diff,19.21433726698077,0.1045478431352849,19.5683,ZFPS req479166 snr=10.4
60519.28201390011,ZTF-forced,i,forced_diff,19.38746039049906,0.124530358589798,19.5423,ZFPS req479166 snr=8.7
60519.36895829998,ZTF-alert,r,diff_psf,19.032516,0.118001014,,ZTF19abxfaon alert
60519.36895829998,ZTF-forced,r,forced_diff,19.00283390918802,0.0493124772738203,20.1095,ZFPS req479166 snr=22.0
60519.36895829998,ZTF-alert,r,diff_psf,19.0325,0.118001,,ZTF19abxfaon alert
60519.3694329001,ZTF-alert,r,diff_psf,18.977146,0.10594932,,ZTF19abxfaon alert
60519.3694329001,ZTF-forced,r,forced_diff,18.975795817387105,0.056420563945956,20.1332,ZFPS req479166 snr=19.2
60519.45543979993,ZTF-forced,g,forced_diff,19.670464316516437,0.1109507760780316,20.012,ZFPS req479166 snr=9.8
60519.45543979993,ZTF-alert,g,diff_psf,19.670923,0.17101021,,ZTF19abxfaon alert
60519.45638890006,ZTF-alert,g,diff_psf,19.581291,0.16070282,,ZTF19abxfaon alert
60519.45638890006,ZTF-forced,g,forced_diff,19.61770891346517,0.1062767914301196,19.9294,ZFPS req479166 snr=10.2
60521.3993286998,ZTF-forced,r,forced_diff,18.912863629995677,0.0503104738272237,20.1456,ZFPS req479166 snr=21.6
60521.3993286998,ZTF-alert,r,diff_psf,18.923042,0.085965104,,ZTF19abxfaon alert
60521.399803199805,ZTF-alert,r,diff_psf,18.9486,0.103423,,ZTF19abxfaon alert
60521.399803199805,ZTF-alert,r,diff_psf,18.94861,0.10342292,,ZTF19abxfaon alert
60521.399803199805,ZTF-forced,r,forced_diff,18.915545089497552,0.0514935941412599,20.171,ZFPS req479166 snr=21.1
60522.36837959988,ZTF-forced,i,forced_diff,19.494149280474268,0.1051587609796957,19.8737,ZFPS req479166 snr=10.3
60522.3688542,ZTF-forced,i,forced_diff,19.47610597868141,0.1022664347168707,19.7905,ZFPS req479166 snr=10.6
60525.31252310006,ZTF-forced,r,forced_diff,19.453296302483505,0.0802450562223228,20.2473,ZFPS req479166 snr=13.5
60525.31252310006,ZTF-alert,r,diff_psf,19.488243,0.1272567,,ZTF19abxfaon alert
60525.35312499991,ZTF-forced,g,forced_diff,19.185705274802817,0.0544426311044492,20.4137,ZFPS req479166 snr=19.9
60525.35312499991,ZTF-alert,g,diff_psf,19.230812,0.121576555,,ZTF19abxfaon alert
60525.38393520005,ZTF-forced,i,forced_diff,19.27124555476843,0.1036197122535326,19.7431,ZFPS req479166 snr=10.5
60525.384398099966,ZTF-forced,i,forced_diff,19.090646276031777,0.0796689452637708,19.7421,ZFPS req479166 snr=13.6
60526.356099499855,ZTF-alert,g,diff_psf,18.875774,0.089726225,,ZTF19abxfaon alert
60526.356099499855,ZTF-forced,g,forced_diff,18.84943972617784,0.0402748801399047,20.369,ZFPS req479166 snr=27.0
60526.37828700011,ZTF-forced,r,forced_diff,19.172612785750765,0.0520506114418708,20.2606,ZFPS req479166 snr=20.9
60526.378287000116,ZTF-alert,r,diff_psf,19.203756,0.13290316,,ZTF19abxfaon alert
60527.33560189977,ZTF-alert,g,diff_psf,19.070127,0.085391745,,ZTF19abxfaon alert
60527.33560189977,ZTF-forced,g,forced_diff,19.02268857789941,0.0435270650395634,20.4643,ZFPS req479166 snr=24.9
60527.359525499865,ZTF-alert,r,diff_psf,19.09485,0.0973478,,ZTF19abxfaon alert
60527.359525499865,ZTF-forced,r,forced_diff,19.03167793748371,0.0484681024893535,20.3714,ZFPS req479166 snr=22.4
60528.3975463002,ZTF-forced,r,forced_diff,18.9175494383316,0.0561850727653538,20.0677,ZFPS req479166 snr=19.3
60528.3975463002,ZTF-alert,r,diff_psf,18.973871,0.13875914,,ZTF19abxfaon alert
60529.231875000056,ZTF-forced,i,forced_diff,19.518291551641077,0.1573136477849401,19.3346,ZFPS req479166 snr=6.9
60529.23234950006,ZTF-forced,i,forced_diff,19.242241462615223,0.1190902910812668,19.4034,ZFPS req479166 snr=9.1
60529.37478009984,ZTF-forced,r,forced_diff,18.55034453438503,0.0537625876928052,19.6896,ZFPS req479166 snr=20.2
60529.37478009984,ZTF-alert,r,diff_psf,18.564651,0.114542,,ZTF19abxfaon alert
60531.31542820018,ZTF-forced,g,forced_diff,19.38396368462782,0.0620117549508198,20.3485,ZFPS req479166 snr=17.5
60531.31542820018,ZTF-alert,g,diff_psf,19.430904,0.12959994,,ZTF19abxfaon alert
60531.33450229978,ZTF-alert,g,diff_psf,19.428501,0.10715425,,ZTF19abxfaon alert
60531.33450229978,ZTF-forced,g,forced_diff,19.370012555283523,0.060738039470929,20.5361,ZFPS req479166 snr=17.9
60531.35887729982,ZTF-alert,r,diff_psf,19.019966,0.11751205,,ZTF19abxfaon alert
60531.35887729982,ZTF-forced,r,forced_diff,18.949905268946452,0.0503422282684167,20.2979,ZFPS req479166 snr=21.6
60535.36056709988,ZTF-forced,i,forced_diff,18.722340970967892,0.0697929544961077,19.6615,ZFPS req479166 snr=15.6
60535.36103009991,ZTF-forced,i,forced_diff,18.94701466108781,0.0782235194424024,19.7163,ZFPS req479166 snr=13.9
60536.21038189996,ZTF-forced,r,forced_diff,19.17550047929168,0.0799706725549064,19.7079,ZFPS req479166 snr=13.6
60536.21038189996,ZTF-alert,r,diff_psf,19.201008,0.13449745,,ZTF19abxfaon alert
60536.27627310017,ZTF-forced,g,forced_diff,19.25831434459403,0.0732998423047618,20.0033,ZFPS req479166 snr=14.8
60536.27627310017,ZTF-alert,g,diff_psf,19.293785,0.16758381,,ZTF19abxfaon alert
60536.4149536998,ZTF-forced,r,forced_diff,19.5677084875936,0.0968345141825933,20.0421,ZFPS req479166 snr=11.2
60536.4149536998,ZTF-alert,r,diff_psf,19.573713,0.14473929,,ZTF19abxfaon alert
60538.27429400012,ZTF-forced,r,forced_diff,19.068368861991058,0.1284482459980265,19.248,ZFPS req479166 snr=8.5
60538.27429400012,ZTF-alert,r,diff_psf,19.00556,0.16141151,,ZTF19abxfaon alert
60538.31159720011,ZTF-forced,i,forced_diff,18.875669162853484,0.0928203917702738,19.4238,ZFPS req479166 snr=11.7
60538.31206020014,ZTF-forced,i,forced_diff,19.14467329680128,0.1239440325553032,19.2669,ZFPS req479166 snr=8.8
60538.31592589989,ZTF-forced,g,forced_diff,19.576939381261163,0.1522777726429761,19.5591,ZFPS req479166 snr=7.1
60538.31592589989,ZTF-alert,g,diff_psf,19.507362,0.1550128,,ZTF19abxfaon alert
60538.336053200066,ZTF-forced,g,forced_diff,19.10660238718991,0.096936130729043,19.6031,ZFPS req479166 snr=11.2
60538.336053200066,ZTF-alert,g,diff_psf,19.11224,0.14701995,,ZTF19abxfaon alert
60538.41660880018,ZTF-forced,r,forced_diff,19.214598313650537,0.078047735172344,19.9772,ZFPS req479166 snr=13.9
60538.41660880018,ZTF-alert,r,diff_psf,19.146229,0.14437376,,ZTF19abxfaon alert
