objID,raMean,decMean,gMeanPSFMag,rMeanPSFMag,iMeanPSFMag,zMeanPSFMag,yMeanPSFMag,iMeanKronMag,nDetections,ng,nr,ni,nz,ny,qualityFlag
91833268283750764,326.82837514,-13.47466814,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0,0,0,0,0,0,48
91833268299393365,326.82995532,-13.47253281,-999.0,-999.0,21.486600875854492,-999.0,-999.0,-999.0,1,0,0,1,0,0,36
91823268290799769,326.82908185,-13.47553578,-999.0,-999.0,18.64620018005371,-999.0,-999.0,19.43000030517578,1,0,0,1,0,0,32
