mjd,m,dm,uJy,duJy,filter,err,chiN,ra,dec,mag5sig,obs
60790.371429,-23.310,12.222,-2,21,o,0,0.87,334.24962,-18.20795,18.91,04a60790o0891o
60790.381346,20.754,1.149,18,21,o,0,0.87,334.24962,-18.20795,18.90,04a60790o0912o
60790.385996,-21.372,2.437,-10,25,o,0,0.65,334.24962,-18.20795,18.90,04a60790o0922o
60791.130575,-20.970,1.046,-15,16,c,0,1.02,334.24962,-18.20795,19.07,03a60791o0921c
60791.133749,-21.620,1.660,-8,14,c,0,1.34,334.24962,-18.20795,19.15,03a60791o0928c
60791.139212,-20.521,0.689,-22,16,c,0,1.24,334.24962,-18.20795,19.11,03a60791o0940c
60791.144691,-21.709,2.021,-8,15,c,0,0.88,334.24962,-18.20795,19.16,03a60791o0952c
60792.110418,20.603,0.905,21,19,c,0,1.05,334.24962,-18.20795,19.11,03a60792o0892c
60792.113618,-19.666,0.319,-49,16,c,0,1.20,334.24962,-18.20795,19.14,03a60792o0899c
60792.119086,22.019,2.606,6,15,c,0,1.17,334.24962,-18.20795,19.17,03a60792o0911c
60792.127270,-21.500,1.519,-9,14,c,0,0.94,334.24962,-18.20795,19.21,03a60792o0929c
60792.160647,-23.354,9.000,-2,15,c,0,1.22,334.24962,-18.20795,19.28,03a60792o1001c
60793.149175,-21.786,2.023,-7,14,c,0,1.11,334.24962,-18.20795,19.29,03a60793o0983c
60793.152799,-20.676,0.637,-20,12,c,0,1.11,334.24962,-18.20795,19.32,03a60793o0991c
60793.156883,-22.006,2.444,-6,14,c,0,0.99,334.24962,-18.20795,19.31,03a60793o1000c
60793.163281,21.946,2.333,6,14,c,0,0.90,334.24962,-18.20795,19.29,03a60793o1014c
60793.316646,-19.632,0.903,-51,46,o,0,0.93,334.24962,-18.20795,18.68,04a60793o0766o
60793.319489,19.730,0.642,47,30,o,0,1.21,334.24962,-18.20795,18.75,04a60793o0772o
60793.348072,-22.056,4.600,-6,25,o,0,1.34,334.24962,-18.20795,18.92,04a60793o0832o
60793.376308,-21.177,1.800,-12,22,o,0,0.91,334.24962,-18.20795,19.02,04a60793o0892o
60793.379502,-21.740,3.622,-7,26,o,0,0.80,334.24962,-18.20795,19.02,04a60793o0899o
60793.383648,22.098,3.471,5,18,o,0,1.19,334.24962,-18.20795,19.04,04a60793o0908o
60793.394257,21.716,3.460,8,26,o,0,0.60,334.24962,-18.20795,19.06,04a60793o0930o
60794.367028,-21.271,1.773,-11,20,o,0,1.07,334.24962,-18.20795,18.93,04a60794o0890o
60794.369842,-23.253,10.727,-2,20,o,0,0.87,334.24962,-18.20795,18.96,04a60794o0896o
60794.375848,-20.258,0.550,-29,16,o,0,1.22,334.24962,-18.20795,18.92,04a60794o0908o
60794.386022,-20.797,0.950,-17,17,o,0,1.04,334.24962,-18.20795,18.97,04a60794o0930o
60797.334595,-20.078,1.074,-34,36,o,0,1.02,334.24962,-18.20795,18.29,04a60797o0747o
60797.337851,-19.854,0.932,-42,39,o,0,0.85,334.24962,-18.20795,18.32,04a60797o0754o
60797.343852,19.630,0.677,51,34,o,0,1.31,334.24962,-18.20795,18.32,04a60797o0767o
60797.353637,-19.702,0.603,-48,29,o,0,1.05,334.24962,-18.20795,18.48,04a60797o0788o
60798.370853,-20.127,0.516,-32,17,o,0,1.21,334.24962,-18.20795,18.93,04a60798o0853o
60798.376407,21.071,1.605,14,22,o,0,0.56,334.24962,-18.20795,18.93,04a60798o0865o
60798.380079,-20.875,1.204,-16,20,o,0,0.93,334.24962,-18.20795,18.94,04a60798o0873o
60798.387013,20.795,0.990,18,17,o,0,1.11,334.24962,-18.20795,18.90,04a60798o0887o
60799.111105,-20.389,0.522,-25,13,c,0,0.61,334.24962,-18.20795,19.35,03a60799o0886c
60799.114261,-22.910,5.625,-2,14,c,0,1.01,334.24962,-18.20795,19.37,03a60799o0893c
60799.119717,20.656,0.627,20,12,c,0,1.16,334.24962,-18.20795,19.38,03a60799o0905c
60799.131512,22.427,3.111,4,12,c,0,1.05,334.24962,-18.20795,19.42,03a60799o0931c
60800.122509,-20.906,0.899,-16,14,c,0,0.67,334.24962,-18.20795,19.38,03a60800o0926c
60800.125734,22.451,3.280,4,12,c,0,0.78,334.24962,-18.20795,19.37,03a60800o0933c
60800.131239,-24.286,14.800,-1,10,c,0,1.24,334.24962,-18.20795,19.41,03a60800o0945c
60800.143562,20.768,0.615,18,11,c,0,1.01,334.24962,-18.20795,19.44,03a60800o0971c
60801.153610,-21.028,0.756,-14,11,c,0,1.28,334.24962,-18.20795,19.37,03a60801o0992c
60801.157249,-21.277,0.944,-11,11,c,0,1.31,334.24962,-18.20795,19.37,03a60801o1000c
60801.164723,-21.804,1.911,-7,13,c,0,1.14,334.24962,-18.20795,19.32,03a60801o1015c
60801.170701,-23.292,8.727,-2,15,c,0,0.99,334.24962,-18.20795,19.17,03a60801o1027c
60802.403912,-23.284,9.182,-2,16,o,0,1.54,334.24962,-18.20795,18.98,04a60802o0959o
60802.409147,24.169,30.400,1,24,o,0,0.82,334.24962,-18.20795,18.96,04a60802o0970o
60802.411466,-20.218,0.678,-30,20,o,0,0.89,334.24962,-18.20795,18.99,04a60802o0975o
60802.429253,-21.278,1.838,-11,21,o,0,1.13,334.24962,-18.20795,18.91,04a60802o1013o
60803.120955,-20.831,0.812,-17,14,c,0,0.97,334.24962,-18.20795,19.23,03a60803o0922c
60803.124116,-21.136,1.012,-13,13,c,0,0.97,334.24962,-18.20795,19.27,03a60803o0929c
60803.131884,21.417,1.485,10,15,c,0,0.89,334.24962,-18.20795,19.31,03a60803o0946c
60803.139333,-20.881,0.887,-16,14,c,0,0.87,334.24962,-18.20795,19.29,03a60803o0961c
60804.092444,-20.132,0.658,-32,21,o,0,1.06,334.24962,-18.20795,18.84,03a60804o0861o
60804.095612,-22.534,6.227,-4,22,o,0,0.78,334.24962,-18.20795,18.93,03a60804o0868o
60804.101066,-20.875,1.250,-16,20,o,0,0.80,334.24962,-18.20795,18.92,03a60804o0880o
60804.112878,20.278,0.727,28,20,o,0,0.81,334.24962,-18.20795,18.92,03a60804o0906o
60806.382288,20.756,1.495,18,27,o,0,1.03,334.24962,-18.20795,18.57,04a60806o0933o
60806.384573,-21.520,2.884,-9,26,o,0,1.65,334.24962,-18.20795,18.52,04a60806o0938o
60806.388693,-20.941,2.000,-15,30,o,0,0.83,334.24962,-18.20795,18.54,04a60806o0947o
60806.410321,21.743,3.886,7,28,o,0,0.65,334.24962,-18.20795,18.77,04a60806o0994o
60807.096064,19.938,1.407,38,54,o,0,1.02,334.24962,-18.20795,17.74,03a60807o0879o
60807.098781,-21.448,6.367,-10,61,o,0,1.24,334.24962,-18.20795,17.52,03a60807o0885o
60807.104329,19.795,1.903,44,84,o,0,1.40,334.24962,-18.20795,17.10,03a60807o0897o
60807.114400,-21.930,5.486,-6,34,o,0,1.30,334.24962,-18.20795,18.35,03a60807o0919o
60808.057879,-20.249,0.742,-29,21,o,0,2.00,334.24962,-18.20795,18.41,03a60808o0798o
60808.082097,-21.133,1.894,-13,24,o,0,1.19,334.24962,-18.20795,18.57,03a60808o0848o
60808.098803,20.799,1.291,17,22,o,0,1.13,334.24962,-18.20795,18.60,03a60808o0884o
60808.103744,-20.746,1.420,-18,26,o,0,0.82,334.24962,-18.20795,18.65,03a60808o0894o
60809.157645,-21.614,2.583,-8,21,o,0,0.73,334.24962,-18.20795,18.89,03a60809o1030o
60809.160827,21.480,2.609,9,24,o,0,0.63,334.24962,-18.20795,18.92,03a60809o1037o
60809.167738,21.306,2.085,11,23,o,0,0.79,334.24962,-18.20795,18.89,03a60809o1052o
60809.172994,20.194,0.777,30,24,o,0,0.63,334.24962,-18.20795,18.86,03a60809o1063o
60809.181175,-20.050,0.844,-35,29,o,0,0.83,334.24962,-18.20795,18.42,03a60809o1081o
60809.323557,-17.339,0.568,-421,239,o,0,0.94,334.24962,-18.20795,15.83,04a60809o0811o
60809.326739,20.806,7.488,17,129,o,0,0.83,334.24962,-18.20795,16.89,04a60809o0818o
60809.332227,19.975,3.217,37,120,o,0,1.42,334.24962,-18.20795,16.86,04a60809o0830o
60809.354755,18.892,1.927,101,194,o,0,0.66,334.24962,-18.20795,16.48,04a60809o0877o
60810.353916,-19.059,0.397,-86,34,o,0,0.74,334.24962,-18.20795,18.39,04a60810o0336o
60810.356680,20.297,1.095,28,30,o,0,1.06,334.24962,-18.20795,18.32,04a60810o0342o
60810.361804,18.422,0.389,155,60,o,0,1.36,334.24962,-18.20795,18.36,04a60810o0353o
60810.371664,-23.670,37.429,-1,46,o,0,1.27,334.24962,-18.20795,18.00,04a60810o0373o
60811.069381,-20.554,1.503,-22,33,o,0,0.66,334.24962,-18.20795,18.61,03a60811o0826o
60811.072582,20.434,1.010,24,25,o,0,1.33,334.24962,-18.20795,18.66,03a60811o0833o
60811.079837,22.029,3.565,6,20,o,0,1.23,334.24962,-18.20795,18.71,03a60811o0849o
60811.089977,-20.638,1.164,-20,24,o,0,0.96,334.24962,-18.20795,18.75,03a60811o0870o
60817.351643,22.010,3.833,6,22,o,0,1.24,334.24962,-18.20795,18.87,04a60817o0839o
60817.362900,21.387,2.290,10,23,o,0,1.47,334.24962,-18.20795,18.70,04a60817o0862o
60817.366095,-22.709,9.235,-3,28,o,0,0.98,334.24962,-18.20795,18.85,04a60817o0869o
60817.369747,21.201,2.294,12,28,o,0,0.91,334.24962,-18.20795,18.84,04a60817o0877o
60818.342401,20.989,1.030,15,15,o,0,1.41,334.24962,-18.20795,19.03,04a60818o0836o
60818.345604,-21.493,2.049,-9,19,o,0,0.80,334.24962,-18.20795,19.05,04a60818o0843o
60818.351088,23.073,8.143,2,17,o,0,0.97,334.24962,-18.20795,19.04,04a60818o0855o
60818.361628,-20.204,0.561,-30,17,o,0,0.97,334.24962,-18.20795,19.08,04a60818o0878o
60819.085698,-21.955,2.118,-6,13,o,0,1.44,334.24962,-18.20795,19.18,03a60819o0870o
60819.088870,-20.818,0.871,-17,15,o,0,0.85,334.24962,-18.20795,19.16,03a60819o0877o
60819.095200,-21.645,2.073,-8,16,o,0,0.80,334.24962,-18.20795,19.10,03a60819o0891o
60819.101546,20.136,0.495,32,16,o,0,1.45,334.24962,-18.20795,19.08,03a60819o0905o
60820.104321,-20.889,0.876,-16,14,o,0,0.71,334.24962,-18.20795,19.26,03a60820o0910o
60820.107068,20.532,0.732,22,16,o,0,0.65,334.24962,-18.20795,19.28,03a60820o0916o
60820.114729,-19.985,0.398,-37,15,o,0,1.14,334.24962,-18.20795,19.10,03a60820o0932o
60820.136113,-20.221,0.493,-30,15,o,0,1.25,334.24962,-18.20795,19.22,03a60820o0978o
60826.333471,20.136,0.464,32,15,c,0,0.68,334.24962,-18.20795,19.28,04a60826o0706c
60826.336664,23.900,14.400,1,14,c,0,1.01,334.24962,-18.20795,19.14,04a60826o0713c
60826.341625,20.710,0.613,19,12,c,0,1.19,334.24962,-18.20795,19.27,04a60826o0724c
60826.352890,-22.187,2.333,-5,11,c,0,1.37,334.24962,-18.20795,19.35,04a60826o0746c
60827.101557,-22.409,3.879,-4,15,o,0,0.59,334.24962,-18.20795,19.38,03a60827o0885o
60827.104754,20.568,0.610,22,13,o,0,1.25,334.24962,-18.20795,19.34,03a60827o0892o
60827.108532,-21.467,1.232,-9,12,o,0,0.79,334.24962,-18.20795,19.38,03a60827o0899o
60827.123780,-23.280,6.000,-2,11,o,0,1.65,334.24962,-18.20795,19.32,03a60827o0932o
60828.078938,-21.684,2.000,-8,15,o,0,1.01,334.24962,-18.20795,19.32,03a60828o0850o
60828.080744,24.944,34.333,0,13,o,0,1.06,334.24962,-18.20795,19.33,03a60828o0854o
60828.084807,-21.177,1.090,-12,13,o,0,1.01,334.24962,-18.20795,19.33,03a60828o0863o
60828.094007,-21.284,1.326,-11,15,o,0,0.70,334.24962,-18.20795,19.35,03a60828o0882o
60830.342565,20.748,23.500,18,428,c,0,1.14,334.24962,-18.20795,16.35,04a60830o0666c
60830.345745,-18.359,1.653,-164,272,c,0,1.25,334.24962,-18.20795,15.85,04a60830o0673c
60830.360969,16.607,0.482,826,399,c,0,1.20,334.24962,-18.20795,15.04,04a60830o0705c
60831.081258,21.087,1.193,13,16,o,0,0.83,334.24962,-18.20795,19.29,03a60831o0858o
60831.083070,-21.247,1.260,-12,14,o,0,0.85,334.24962,-18.20795,19.35,03a60831o0862o
60831.108342,-21.628,1.426,-8,12,o,0,1.23,334.24962,-18.20795,19.34,03a60831o0916o
60831.123585,23.510,9.583,1,14,o,0,1.03,334.24962,-18.20795,19.35,03a60831o0948o
60832.077771,-20.757,0.784,-18,14,o,0,0.66,334.24962,-18.20795,19.32,03a60832o0850o
60832.079576,-22.149,3.171,-5,16,o,0,0.71,334.24962,-18.20795,19.28,03a60832o0854o
60832.082748,20.778,0.648,18,12,o,0,1.58,334.24962,-18.20795,19.27,03a60832o0861o
60832.107860,-20.363,0.479,-26,12,o,0,1.08,334.24962,-18.20795,19.30,03a60832o0915o
60833.334798,-20.645,0.969,-20,19,o,0,0.86,334.24962,-18.20795,18.93,04a60833o0756o
60833.337551,-21.143,1.321,-13,17,o,0,1.33,334.24962,-18.20795,18.97,04a60833o0762o
60833.341190,-20.488,0.937,-23,22,o,0,0.71,334.24962,-18.20795,18.98,04a60833o0770o
60833.349278,-20.977,1.121,-15,16,o,0,1.21,334.24962,-18.20795,19.02,04a60833o0786o
60834.403945,-20.910,1.165,-16,18,o,0,0.61,334.24962,-18.20795,19.26,04a60834o0289o
60834.409092,-20.350,0.533,-26,14,o,0,0.80,334.24962,-18.20795,19.23,04a60834o0300o
60834.412117,-20.492,0.572,-23,13,o,0,1.27,334.24962,-18.20795,19.19,04a60834o0306o
60834.435959,-21.058,1.195,-14,16,o,0,0.83,334.24962,-18.20795,19.16,04a60834o0354o
60837.284964,-22.001,6.061,-6,35,o,0,0.89,334.24962,-18.20795,18.32,04a60837o0733o
60837.288137,19.912,0.927,39,36,o,0,0.66,334.24962,-18.20795,18.39,04a60837o0740o
60837.293614,22.101,6.129,5,32,o,0,0.90,334.24962,-18.20795,18.37,04a60837o0752o
60837.308868,19.769,1.046,45,47,o,0,0.98,334.24962,-18.20795,18.30,04a60837o0781o
60839.024269,20.634,1.184,20,24,o,0,1.42,334.24962,-18.20795,18.64,03a60839o0746o
60839.027002,-19.937,0.693,-38,27,o,0,0.91,334.24962,-18.20795,18.67,03a60839o0752o
60839.030170,19.691,0.546,48,26,o,0,0.74,334.24962,-18.20795,18.69,03a60839o0759o
60839.041073,24.384,43.000,1,28,o,0,0.86,334.24962,-18.20795,18.71,03a60839o0783o
60839.045877,-20.452,0.898,-24,22,o,0,1.45,334.24962,-18.20795,18.72,03a60839o0792o
60840.017380,-26.180,211.000,-0,26,o,0,1.27,334.24962,-18.20795,18.53,03a60840o0730o
60840.020552,19.951,0.776,38,30,o,0,0.81,334.24962,-18.20795,18.58,03a60840o0737o
60840.024182,19.760,0.576,45,26,o,0,0.84,334.24962,-18.20795,18.60,03a60840o0745o
60840.029200,20.068,0.799,34,27,o,0,0.88,334.24962,-18.20795,18.63,03a60840o0756o
60850.006277,22.682,4.250,3,13,o,0,1.00,334.24962,-18.20795,19.40,03a60850o0289o
60850.012934,-20.419,0.419,-25,10,o,0,1.45,334.24962,-18.20795,19.45,03a60850o0303o
60850.020154,-23.363,7.200,-2,12,o,0,1.35,334.24962,-18.20795,19.28,03a60850o0318o
60853.317083,-21.585,1.830,-8,15,o,0,0.88,334.24962,-18.20795,19.26,04a60853o0748o
60853.318890,-22.689,4.947,-3,15,o,0,1.21,334.24962,-18.20795,19.29,04a60853o0752o
60853.322087,21.941,3.000,6,18,o,0,0.54,334.24962,-18.20795,19.29,04a60853o0759o
60853.327186,-20.706,0.683,-19,13,o,0,1.16,334.24962,-18.20795,19.29,04a60853o0770o
60854.550021,22.160,2.290,5,11,c,0,0.80,334.24962,-18.20795,19.46,02a60854o0631c
60854.552810,-23.242,6.083,-2,11,c,0,0.89,334.24962,-18.20795,19.49,02a60854o0637c
60854.573070,25.998,69.000,0,10,c,0,1.04,334.24962,-18.20795,19.51,02a60854o0679c
60854.579387,21.394,1.061,10,11,c,0,1.04,334.24962,-18.20795,19.49,02a60854o0692c
60856.022923,22.740,2.895,3,8,c,0,0.94,334.24962,-18.20795,19.71,03a60856o0726c
60856.025645,-21.031,0.490,-14,7,c,0,1.22,334.24962,-18.20795,19.76,03a60856o0732c
60856.035681,-21.475,0.938,-9,9,c,0,0.93,334.24962,-18.20795,19.76,03a60856o0753c
60856.041157,25.282,29.500,0,8,c,0,1.50,334.24962,-18.20795,19.74,03a60856o0765c
60857.243083,-20.073,0.746,-34,25,o,0,1.21,334.24962,-18.20795,18.53,04a60857o0254o
60857.244886,21.137,3.162,13,40,o,0,0.53,334.24962,-18.20795,18.32,04a60857o0258o
60857.248671,-21.171,1.314,-12,16,o,0,0.99,334.24962,-18.20795,19.17,04a60857o0266o
60857.254115,22.028,2.758,6,16,o,0,0.91,334.24962,-18.20795,19.16,04a60857o0278o
60858.381297,-18.389,1.507,-160,241,o,0,1.10,334.24962,-18.20795,16.17,04a60858o0658o
60858.387922,22.676,20.000,3,62,o,0,1.46,334.24962,-18.20795,17.56,04a60858o0672o
60858.392239,-19.036,0.915,-88,81,o,0,1.40,334.24962,-18.20795,17.27,04a60858o0681o
60858.427693,20.870,2.568,16,42,o,0,0.68,334.24962,-18.20795,18.22,04a60858o0757o
60859.032563,23.143,5.583,2,11,c,0,0.81,334.24962,-18.20795,19.41,03a60859o0718c
60859.034824,-21.604,1.652,-8,14,c,0,0.88,334.24962,-18.20795,19.30,03a60859o0723c
60859.077593,22.345,2.250,4,9,c,0,0.73,334.24962,-18.20795,19.74,03a60859o0773c
60859.105472,22.611,3.000,3,10,c,0,0.66,334.24962,-18.20795,19.75,03a60859o0789c
60863.992856,21.996,2.840,6,16,o,0,1.09,334.24962,-18.20795,19.10,03a60864o0664o
60863.994668,23.025,7.263,2,16,o,0,0.97,334.24962,-18.20795,19.08,03a60864o0668o
60863.997833,-20.224,0.552,-30,16,o,0,1.40,334.24962,-18.20795,19.11,03a60864o0675o
60864.002935,20.582,0.904,21,19,o,0,0.87,334.24962,-18.20795,18.95,03a60864o0686o
60865.233458,19.642,0.612,50,31,o,0,1.21,334.24962,-18.20795,18.51,04a60865o0611o
60865.235267,22.149,6.708,5,34,o,0,1.06,334.24962,-18.20795,18.50,04a60865o0615o
60865.251492,19.399,0.674,63,43,o,0,0.76,334.24962,-18.20795,18.36,04a60865o0647o
60865.257023,22.102,8.417,5,44,o,0,0.92,334.24962,-18.20795,18.25,04a60865o0659o
60866.267577,-20.352,1.391,-26,36,o,0,1.02,334.24962,-18.20795,18.41,04a60866o0681o
60866.269345,20.542,1.627,22,36,o,0,1.21,334.24962,-18.20795,18.39,04a60866o0684o
60866.272526,19.296,0.566,69,39,o,0,1.10,334.24962,-18.20795,18.38,04a60866o0691o
60866.277965,19.406,0.564,63,35,o,0,1.10,334.24962,-18.20795,18.41,04a60866o0703o
60866.997966,-20.045,1.374,-35,48,o,0,0.84,334.24962,-18.20795,18.18,03a60867o0669o
60867.013644,-19.587,1.213,-53,64,o,0,0.63,334.24962,-18.20795,18.00,03a60867o0702o
60867.016816,-18.221,0.355,-187,66,o,0,0.94,334.24962,-18.20795,18.05,03a60867o0709o
60871.391020,21.598,5.339,8,44,o,0,1.59,334.24962,-18.20795,18.10,02a60871o0260o
60871.411265,-19.107,1.028,-83,85,o,0,0.89,334.24962,-18.20795,17.84,04a60871o0281o
60871.421244,-23.823,62.600,-1,67,o,0,0.99,334.24962,-18.20795,17.28,04a60871o0301o
60871.457873,-20.790,1.779,-18,31,o,0,0.89,334.24962,-18.20795,18.44,01a60871o0323o
60872.125042,-19.740,0.462,-46,21,o,0,1.20,334.24962,-18.20795,18.92,03a60872o0511o
60872.135797,-19.483,0.392,-58,23,o,0,0.96,334.24962,-18.20795,18.81,03a60872o0533o
60872.149448,-20.486,0.971,-23,22,o,0,0.98,334.24962,-18.20795,18.90,03a60872o0561o
60872.153264,-19.855,0.434,-42,18,o,0,1.11,334.24962,-18.20795,18.97,03a60872o0569o
60872.591256,-20.827,1.184,-17,20,o,0,1.62,334.24962,-18.20795,18.81,02a60872o0745o
60872.597216,21.603,2.673,8,22,o,0,1.21,334.24962,-18.20795,18.76,02a60872o0758o
60872.613587,-20.572,1.172,-21,25,o,0,0.98,334.24962,-18.20795,18.68,02a60872o0791o
60872.616857,20.168,0.933,31,29,o,0,1.09,334.24962,-18.20795,18.50,02a60872o0798o
60872.975939,23.625,13.545,1,18,o,0,0.61,334.24962,-18.20795,19.21,03a60873o0388o
60872.981028,-20.402,0.576,-25,14,o,0,0.93,334.24962,-18.20795,19.19,03a60873o0397o
60874.324728,-22.066,2.813,-5,15,o,0,0.91,334.24962,-18.20795,19.09,04a60874o0779o
60874.327712,-20.216,0.573,-30,17,o,0,0.99,334.24962,-18.20795,19.10,04a60874o0785o
60874.361747,-20.594,0.873,-21,18,o,0,0.96,334.24962,-18.20795,19.11,04a60874o0855o
60874.388551,20.926,1.168,16,18,o,0,0.86,334.24962,-18.20795,19.10,04a60874o0909o
60874.985689,-22.097,2.056,-5,11,o,0,1.05,334.24962,-18.20795,19.56,03a60875o0636o
60874.987491,-21.624,1.490,-8,12,o,0,1.08,334.24962,-18.20795,19.51,03a60875o0640o
60875.016708,-20.891,0.935,-16,15,o,0,0.63,334.24962,-18.20795,19.43,03a60875o0702o
60875.020763,-21.647,1.370,-8,11,o,0,1.34,334.24962,-18.20795,19.53,03a60875o0711o
60875.995646,-17.440,2.503,-384,961,o,0,0.98,334.24962,-18.20795,16.21,03a60876o0656o
60875.997477,-16.966,2.224,-594,1321,o,0,1.00,334.24962,-18.20795,15.66,03a60876o0660o
60876.033067,-21.523,2.923,-9,26,o,0,0.94,334.24962,-18.20795,18.65,03a60876o0736o
60876.059594,-20.074,0.381,-34,13,o,0,1.18,334.24962,-18.20795,19.32,03a60876o0794o
60876.830304,19.279,0.409,71,29,o,0,0.82,334.24962,-18.20795,18.65,03a60877o0278o
60876.831782,20.794,1.623,18,28,o,0,1.17,334.24962,-18.20795,18.57,03a60877o0280o
60877.013775,22.170,2.447,5,12,o,0,0.79,334.24962,-18.20795,19.38,03a60877o0660o
60877.255622,-18.798,0.739,-110,81,c,0,1.22,334.24962,-18.20795,17.28,04a60877o0641c
60877.257430,-22.610,31.500,-3,103,c,0,1.06,334.24962,-18.20795,16.98,04a60877o0645c
60877.261568,-19.009,0.986,-90,89,c,0,1.07,334.24962,-18.20795,17.26,04a60877o0654c
60877.285626,-19.665,0.785,-49,39,c,0,0.91,334.24962,-18.20795,17.87,04a60877o0699c
60879.144479,-23.093,6.000,-2,13,o,0,1.15,334.24962,-18.20795,19.37,03a60879o0071o
60879.147661,-21.053,0.810,-14,11,o,0,1.28,334.24962,-18.20795,19.33,03a60879o0078o
60879.154711,22.068,2.350,5,13,o,0,1.05,334.24962,-18.20795,19.34,03a60879o0092o
60879.175531,-23.920,14.000,-1,14,o,0,1.02,334.24962,-18.20795,19.19,03a60879o0137o
60880.071393,-20.790,0.617,-18,11,o,0,0.84,334.24962,-18.20795,19.48,03a60880o0561o
60880.074652,-21.426,1.153,-10,11,o,0,0.82,334.24962,-18.20795,19.51,03a60880o0568o
60880.094133,-22.323,2.862,-4,12,o,0,0.73,334.24962,-18.20795,19.38,03a60880o0610o
60880.099695,-22.285,2.267,-4,10,o,0,1.38,334.24962,-18.20795,19.47,03a60880o0622o
60881.302707,-17.538,0.949,-350,333,c,0,0.81,334.24962,-18.20795,15.58,04a60881o0727c
60881.306226,20.186,1.226,31,38,c,0,1.00,334.24962,-18.20795,17.94,04a60881o0734c
60881.333292,20.610,3.222,21,67,c,0,0.87,334.24962,-18.20795,17.54,04a60881o0790c
60881.361780,19.344,1.192,66,79,c,0,1.21,334.24962,-18.20795,17.09,04a60881o0850c
60882.302468,19.534,3.190,56,178,c,0,1.22,334.24962,-18.20795,16.15,04a60882o0742c
60882.331228,19.418,0.988,62,61,c,0,0.98,334.24962,-18.20795,17.47,04a60882o0803c
60882.359974,-23.357,105.000,-2,173,c,0,0.72,334.24962,-18.20795,16.68,04a60882o0864c
60882.385270,20.018,1.360,36,49,c,0,0.99,334.24962,-18.20795,17.59,04a60882o0918c
60883.141571,21.307,1.121,11,12,o,0,0.96,334.24962,-18.20795,19.41,03a60883o0760o
60883.169731,21.894,1.942,6,12,o,0,1.16,334.24962,-18.20795,19.34,03a60883o0819o
60883.173402,-22.487,4.000,-4,15,o,0,0.88,334.24962,-18.20795,19.27,03a60883o0827o
60883.186583,-20.637,1.130,-20,23,o,0,1.18,334.24962,-18.20795,18.69,03a60883o0855o
60883.990919,21.504,1.338,9,12,o,0,0.61,334.24962,-18.20795,19.67,03a60884o0635o
60883.992732,-22.357,2.771,-4,12,o,0,0.83,334.24962,-18.20795,19.67,03a60884o0639o
60884.016508,-25.426,39.000,-0,10,o,0,0.98,334.24962,-18.20795,19.68,03a60884o0689o
60884.040688,-22.150,2.406,-5,12,o,0,0.85,334.24962,-18.20795,19.43,03a60884o0739o
60885.233525,-20.427,0.612,-24,15,c,0,1.04,334.24962,-18.20795,19.07,04a60885o0574c
60885.235352,-20.713,0.555,-19,10,c,0,1.12,334.24962,-18.20795,19.45,04a60885o0578c
60885.246255,20.592,0.529,21,11,c,0,1.15,334.24962,-18.20795,19.46,04a60885o0601c
60885.249449,-23.729,11.429,-1,13,c,0,0.77,334.24962,-18.20795,19.48,04a60885o0608c
60886.351409,-20.681,1.522,-19,30,o,0,0.76,334.24962,-18.20795,18.52,02a60886o0231o
60886.359069,20.820,1.180,17,20,o,0,0.84,334.24962,-18.20795,18.94,02a60886o0247o
60886.366608,-21.118,1.207,-13,16,o,0,1.15,334.24962,-18.20795,19.19,02a60886o0261o
60886.372044,-20.534,0.549,-22,12,o,0,1.37,334.24962,-18.20795,19.19,02a60886o0272o
60886.417438,-24.510,20.750,-1,12,o,0,1.36,334.24962,-18.20795,19.36,02a60886o0366o
60886.440080,21.958,2.341,6,14,o,0,1.02,334.24962,-18.20795,19.42,02a60886o0407o
60887.979717,-21.046,0.871,-14,12,o,0,1.00,334.24962,-18.20795,19.48,03a60888o0168o
60887.981526,23.434,8.182,2,13,o,0,1.28,334.24962,-18.20795,19.48,03a60888o0172o
60887.982427,23.027,5.750,2,13,o,0,0.74,334.24962,-18.20795,19.49,03a60888o0174o
60887.985586,-22.379,3.000,-4,12,o,0,0.91,334.24962,-18.20795,19.46,03a60888o0181o
60887.991005,-20.629,0.658,-20,13,o,0,0.76,334.24962,-18.20795,19.52,03a60888o0193o
60887.997387,21.932,2.043,6,12,o,0,0.91,334.24962,-18.20795,19.50,03a60888o0207o
60893.149940,-21.022,4.829,-14,68,o,0,0.52,334.24962,-18.20795,18.69,04a60893o0414o
60893.152232,-19.860,1.000,-41,41,o,0,0.91,334.24962,-18.20795,18.73,04a60893o0419o
60893.181375,21.414,2.938,10,29,o,0,0.90,334.24962,-18.20795,18.79,04a60893o0481o
60894.185454,-20.518,1.468,-22,33,o,0,0.81,334.24962,-18.20795,18.42,04a60894o0471o
60894.187713,-20.590,1.349,-21,28,o,0,0.87,334.24962,-18.20795,18.49,04a60894o0476o
60894.191330,-20.159,0.953,-31,30,o,0,0.86,334.24962,-18.20795,18.54,04a60894o0484o
60894.208785,20.969,2.000,15,30,o,0,0.77,334.24962,-18.20795,18.43,04a60894o0519o
60907.077060,-23.591,9.050,-1,12,o,0,0.84,334.24962,-18.20795,19.56,04a60907o0067o
60907.085366,21.332,0.919,11,10,o,0,1.17,334.24962,-18.20795,19.58,04a60907o0073o
