mjd,m,dm,uJy,duJy,filter,err,chiN,ra,dec,mag5sig,obs
57227.397705,-21.107,2.231,-13,29,o,0,1.20,334.24962,-18.20795,18.94,02a57227o0102o
57227.402637,20.431,1.069,24,26,o,0,1.18,334.24962,-18.20795,18.94,02a57227o0109o
57227.413851,-23.391,15.500,-2,25,o,0,1.60,334.24962,-18.20795,19.03,02a57227o0120o
57227.420806,20.759,1.400,18,25,o,0,1.15,334.24962,-18.20795,19.11,02a57227o0130o
57227.426545,20.222,0.657,30,19,o,0,1.49,334.24962,-18.20795,19.15,02a57227o0138o
57227.435049,19.647,0.391,50,20,o,0,2.31,334.24962,-18.20795,19.21,02a57227o0150o
57227.461057,20.159,0.605,31,19,o,0,1.37,334.24962,-18.20795,19.21,02a57227o0182o
57227.483115,21.102,1.444,13,19,o,0,1.43,334.24962,-18.20795,19.21,02a57227o0213o
57228.512513,-19.972,0.538,-37,20,o,0,1.09,334.24962,-18.20795,19.17,02a57228o0309o
57228.524694,15.506,0.010,2277,23,o,0,264.03,334.24962,-18.20795,19.19,02a57228o0322o
57228.539392,20.283,0.805,28,22,o,0,0.99,334.24962,-18.20795,19.17,02a57228o0338o
57228.566078,21.718,3.000,8,22,o,0,0.95,334.24962,-18.20795,19.17,02a57228o0367o
57228.592524,20.676,1.000,20,20,o,0,1.15,334.24962,-18.20795,19.14,02a57228o0396o
57243.409094,20.103,0.419,33,14,c,0,1.93,334.24962,-18.20795,19.46,02a57243o0239c
57243.440263,22.995,7.333,2,17,c,0,1.20,334.24962,-18.20795,19.48,02a57243o0283c
57243.459592,-22.797,4.750,-3,13,c,0,1.86,334.24962,-18.20795,19.49,02a57243o0308c
57243.478286,23.116,7.333,2,15,c,0,1.26,334.24962,-18.20795,19.51,02a57243o0335c
57244.411131,-19.425,0.220,-62,14,c,0,1.89,334.24962,-18.20795,19.49,02a57244o0206c
57244.442339,-21.725,1.800,-7,13,c,0,1.74,334.24962,-18.20795,19.52,02a57244o0250c
57244.461197,21.302,1.438,11,16,c,0,1.16,334.24962,-18.20795,19.50,02a57244o0275c
57244.480641,22.597,3.800,3,13,c,0,1.75,334.24962,-18.20795,19.52,02a57244o0303c
57245.405058,-21.827,2.444,-7,16,c,0,1.34,334.24962,-18.20795,19.46,02a57245o0229c
57245.430197,-20.960,1.100,-15,16,c,0,1.61,334.24962,-18.20795,19.46,02a57245o0264c
57245.455757,-23.563,10.000,-1,14,c,0,1.75,334.24962,-18.20795,19.45,02a57245o0299c
57245.474899,-24.276,22.000,-1,16,c,0,1.12,334.24962,-18.20795,19.43,02a57245o0326c
57288.333583,21.630,5.111,8,41,o,0,1.04,334.24962,-18.20795,18.59,02a57288o0189o
57288.358091,21.306,3.000,11,33,o,0,1.56,334.24962,-18.20795,18.58,02a57288o0225o
57288.377972,-17.617,1.516,-326,494,o,0,0.84,334.24962,-18.20795,18.53,02a57288o0255o
57289.305068,-18.452,1.886,-151,285,o,0,2.35,334.24962,-18.20795,17.21,02a57289o0175o
57297.362004,20.687,1.632,19,32,o,0,1.22,334.24962,-18.20795,18.79,02a57297o0095o
57297.369647,-21.113,2.333,-13,30,o,0,1.13,334.24962,-18.20795,18.76,02a57297o0107o
57298.325902,19.468,0.403,59,24,o,0,1.58,334.24962,-18.20795,19.04,02a57298o0193o
57298.357321,19.884,0.615,40,25,o,0,1.31,334.24962,-18.20795,18.99,02a57298o0240o
57298.366202,-20.498,1.074,-23,25,o,0,1.15,334.24962,-18.20795,18.94,02a57298o0254o
57298.392637,-22.143,5.167,-5,26,o,0,1.12,334.24962,-18.20795,18.85,02a57298o0294o
57304.325317,-20.056,0.750,-34,26,c,0,1.30,334.24962,-18.20795,18.97,02a57304o0189c
57304.345767,-20.119,0.593,-32,19,c,0,2.22,334.24962,-18.20795,19.11,02a57304o0220c
57304.362046,-20.243,0.741,-29,22,c,0,1.36,334.24962,-18.20795,19.08,02a57304o0244c
57304.388974,-19.309,0.344,-69,24,c,0,1.14,334.24962,-18.20795,19.06,02a57304o0283c
57308.308997,-22.649,6.000,-3,19,c,0,1.20,334.24962,-18.20795,19.34,02a57308o0173c
57308.338205,0.000,20.735,0,18,c,0,1.27,334.24962,-18.20795,19.30,02a57308o0217c
57308.356251,-21.749,2.500,-7,18,c,0,1.31,334.24962,-18.20795,19.30,02a57308o0244c
57308.380388,-22.480,5.750,-4,21,c,0,0.95,334.24962,-18.20795,19.27,02a57308o0280c
57311.303437,22.238,4.500,5,21,c,0,1.35,334.24962,-18.20795,19.27,02a57311o0183c
57311.327826,20.098,0.600,33,20,c,0,1.42,334.24962,-18.20795,19.29,02a57311o0219c
57311.355884,-21.312,2.000,-11,22,c,0,0.81,334.24962,-18.20795,19.26,02a57311o0260c
57311.380227,-20.885,1.353,-16,22,c,0,1.04,334.24962,-18.20795,19.27,02a57311o0296c
57321.273934,-19.823,1.237,-43,53,o,0,1.43,334.24962,-18.20795,18.01,02a57321o0138o
57321.295222,-20.744,2.875,-18,53,o,0,1.26,334.24962,-18.20795,18.08,02a57321o0168o
57321.318790,19.558,0.984,54,54,o,0,1.06,334.24962,-18.20795,18.08,02a57321o0200o
57321.340819,19.289,0.713,70,50,o,0,1.39,334.24962,-18.20795,18.04,02a57321o0232o
57329.271895,-20.590,1.750,-21,37,o,0,1.08,334.24962,-18.20795,18.78,02a57329o0118o
57329.290201,19.662,0.658,50,33,o,0,1.38,334.24962,-18.20795,18.77,02a57329o0147o
57329.314894,19.734,0.805,46,37,o,0,0.86,334.24962,-18.20795,18.62,02a57329o0186o
57329.340688,20.230,1.103,29,32,o,0,1.19,334.24962,-18.20795,18.72,02a57329o0226o
57332.320394,-22.998,7.000,-2,16,c,0,1.58,334.24962,-18.20795,19.32,02a57332o0068c
57333.270867,21.181,1.312,12,16,c,0,1.13,334.24962,-18.20795,19.43,02a57333o0137c
57333.292936,20.818,0.913,17,16,c,0,1.17,334.24962,-18.20795,19.39,02a57333o0169c
57333.316501,21.082,1.368,13,18,c,0,1.07,334.24962,-18.20795,19.25,02a57333o0203c
57333.343532,-20.800,1.167,-17,20,c,0,0.99,334.24962,-18.20795,19.14,02a57333o0242c
57353.281629,-21.896,14.167,-6,90,o,0,1.16,334.24962,-18.20795,17.76,02a57353o0172o
57353.286122,18.701,0.784,120,94,o,0,0.82,334.24962,-18.20795,17.64,02a57353o0179o
57353.291860,18.776,0.544,112,61,o,0,1.27,334.24962,-18.20795,18.00,02a57353o0188o
57353.298876,19.837,1.244,42,52,o,0,1.07,334.24962,-18.20795,18.05,02a57353o0199o
57354.257453,-20.400,1.857,-25,47,o,0,1.61,334.24962,-18.20795,18.12,02a57354o0136o
57354.265734,20.256,1.741,29,50,o,0,1.06,334.24962,-18.20795,18.23,02a57354o0149o
57354.274000,19.654,1.350,50,67,o,0,1.18,334.24962,-18.20795,17.82,02a57354o0162o
57354.282280,-19.482,1.327,-58,78,o,0,1.19,334.24962,-18.20795,17.72,02a57354o0175o
57356.268554,19.378,0.403,64,26,o,0,1.16,334.24962,-18.20795,18.82,02a57356o0068o
57356.276179,0.000,20.384,0,26,o,0,1.13,334.24962,-18.20795,18.87,02a57356o0080o
57356.284417,20.223,1.071,30,32,o,0,0.92,334.24962,-18.20795,18.75,02a57356o0093o
57356.292656,19.100,0.306,83,26,o,0,1.23,334.24962,-18.20795,18.85,02a57356o0106o
57357.243767,19.375,0.361,65,23,o,0,1.02,334.24962,-18.20795,19.02,02a57357o0113o
57357.250107,-20.396,1.083,-25,27,o,0,1.17,334.24962,-18.20795,18.95,02a57357o0123o
57357.256441,20.048,0.750,35,26,o,0,1.24,334.24962,-18.20795,19.01,02a57357o0133o
57357.264686,19.993,0.703,36,26,o,0,1.74,334.24962,-18.20795,18.95,02a57357o0146o
57357.271036,21.494,2.917,9,27,o,0,1.21,334.24962,-18.20795,19.01,02a57357o0156o
57357.288180,24.122,35.000,1,28,o,0,1.01,334.24962,-18.20795,18.98,02a57357o0183o
57358.236345,22.339,7.857,4,33,o,0,1.10,334.24962,-18.20795,18.81,02a57358o0110o
57358.240020,19.294,0.465,70,32,o,0,0.98,334.24962,-18.20795,18.84,02a57358o0116o
57358.247998,-23.691,26.500,-1,32,o,0,1.24,334.24962,-18.20795,18.80,02a57358o0129o
57358.251670,21.954,4.833,6,29,o,0,1.07,334.24962,-18.20795,18.86,02a57358o0135o
57358.265750,-20.082,0.797,-34,27,o,0,1.34,334.24962,-18.20795,18.92,02a57358o0158o
57358.281647,20.068,0.795,34,27,o,0,1.08,334.24962,-18.20795,18.89,02a57358o0184o
57359.257741,20.776,1.941,18,34,o,0,0.78,334.24962,-18.20795,18.82,02a57359o0007o
57359.262588,20.772,1.632,18,29,o,0,1.05,334.24962,-18.20795,18.83,02a57359o0015o
57359.276521,21.891,4.000,6,26,o,0,1.20,334.24962,-18.20795,18.83,02a57359o0038o
57359.291722,20.739,1.600,18,29,o,0,0.96,334.24962,-18.20795,18.81,02a57359o0063o
57368.193400,-18.294,0.480,-175,84,o,0,1.05,334.24962,-18.20795,17.84,02a57368o0031o
57368.197726,-21.027,3.214,-14,45,o,0,1.27,334.24962,-18.20795,18.37,02a57368o0038o
57368.200805,18.715,0.371,119,44,o,0,1.81,334.24962,-18.20795,18.49,02a57368o0043o
57368.208453,-21.298,3.091,-11,34,o,0,1.09,334.24962,-18.20795,18.68,02a57368o0055o
57368.219575,-19.950,0.730,-38,28,o,0,1.81,334.24962,-18.20795,18.69,02a57368o0073o
57368.230638,-21.015,1.812,-14,26,o,0,1.53,334.24962,-18.20795,18.68,02a57368o0091o
57369.229042,19.708,0.544,48,26,o,0,1.26,334.24962,-18.20795,18.73,02a57369o0019o
57370.201955,19.613,0.535,52,28,c,0,1.37,334.24962,-18.20795,18.85,02a57370o0039c
57370.210095,21.000,1.733,14,25,c,0,0.96,334.24962,-18.20795,19.11,02a57370o0052c
57370.212512,-21.165,1.909,-12,24,c,0,1.24,334.24962,-18.20795,19.07,02a57370o0056c
57370.219173,20.384,0.926,26,24,c,0,1.17,334.24962,-18.20795,19.15,02a57370o0067c
57370.231237,21.862,3.286,6,22,c,0,1.35,334.24962,-18.20795,19.18,02a57370o0087c
57370.244484,19.451,0.348,60,21,c,0,1.21,334.24962,-18.20795,19.15,02a57370o0109c
57372.220476,-17.979,0.260,-234,61,c,0,0.85,334.24962,-18.20795,18.64,02a57372o0002c
57372.224713,20.347,1.034,26,27,c,0,1.08,334.24962,-18.20795,18.85,02a57372o0009c
57372.234966,-19.947,0.744,-38,28,c,0,1.33,334.24962,-18.20795,18.78,02a57372o0026c
57372.246419,-20.017,0.833,-36,30,c,0,1.38,334.24962,-18.20795,18.74,02a57372o0045c
57378.194863,17.808,0.516,274,141,o,0,1.27,334.24962,-18.20795,17.51,02a57378o0025o
57378.195476,-18.954,1.277,-95,122,o,0,1.08,334.24962,-18.20795,17.59,02a57378o0026o
57378.199788,-21.382,9.167,-10,93,o,0,0.80,334.24962,-18.20795,17.87,02a57378o0033o
57378.201018,-19.884,1.727,-40,70,o,0,0.98,334.24962,-18.20795,18.06,02a57378o0035o
57378.211051,20.876,3.077,16,50,o,0,1.26,334.24962,-18.20795,18.25,02a57378o0051o
57378.222087,19.339,0.910,67,61,o,0,0.94,334.24962,-18.20795,18.26,02a57378o0069o
57380.226120,19.095,0.838,84,70,o,0,0.88,334.24962,-18.20795,18.10,02a57380o0022o
57520.614178,19.891,1.042,40,42,c,0,0.99,334.24962,-18.20795,18.93,02a57520o0775c
57520.620018,-20.089,1.545,-34,52,c,0,0.98,334.24962,-18.20795,18.49,02a57520o0787c
57539.611967,19.546,0.450,55,25,c,0,1.28,334.24962,-18.20795,18.93,02a57539o0418c
57540.599203,20.787,1.070,18,19,c,0,1.52,334.24962,-18.20795,19.28,02a57540o0703c
57540.612031,-20.753,1.489,-18,27,c,0,1.41,334.24962,-18.20795,18.96,02a57540o0729c
57548.592536,23.406,11.500,2,18,c,0,0.86,334.24962,-18.20795,19.48,02a57548o0702c
57552.562350,22.075,4.385,5,24,o,0,1.19,334.24962,-18.20795,19.09,02a57552o0582o
57552.575104,24.844,58.000,0,24,o,0,1.22,334.24962,-18.20795,19.03,02a57552o0608o
57552.587904,20.922,1.450,16,22,o,0,1.20,334.24962,-18.20795,19.12,02a57552o0634o
57552.600741,-21.119,1.606,-13,21,o,0,1.31,334.24962,-18.20795,19.11,02a57552o0660o
57552.613606,20.531,1.203,22,27,o,0,1.33,334.24962,-18.20795,18.76,02a57552o0686o
57555.548537,18.417,0.911,156,142,o,0,1.22,334.24962,-18.20795,17.32,02a57555o0589o
57555.558567,19.292,0.883,70,62,o,0,1.53,334.24962,-18.20795,17.97,02a57555o0609o
57555.560059,18.015,0.414,226,94,o,0,1.58,334.24962,-18.20795,17.65,02a57555o0612o
57555.570400,18.427,0.512,155,79,o,0,1.00,334.24962,-18.20795,17.87,02a57555o0632o
57555.572487,-21.161,3.118,-12,39,o,0,1.33,334.24962,-18.20795,18.55,02a57555o0636o
57555.582651,20.466,0.978,24,23,o,0,1.29,334.24962,-18.20795,18.95,02a57555o0656o
57555.584727,20.980,1.839,15,27,o,0,1.69,334.24962,-18.20795,19.02,02a57555o0660o
57555.594909,19.639,0.467,51,24,o,0,1.17,334.24962,-18.20795,19.00,02a57555o0680o
57555.596376,19.773,0.564,45,25,o,0,1.21,334.24962,-18.20795,19.05,02a57555o0683o
57555.606572,19.851,0.682,42,28,o,0,1.04,334.24962,-18.20795,18.97,02a57555o0703o
57559.505622,-19.604,1.353,-52,71,o,0,1.14,334.24962,-18.20795,17.94,02a57559o0519o
57559.517868,-20.606,3.224,-21,67,o,0,1.20,334.24962,-18.20795,18.09,02a57559o0544o
57559.530037,-19.712,1.757,-47,83,o,0,0.79,334.24962,-18.20795,18.06,02a57559o0569o
57559.542694,19.147,0.961,80,77,o,0,0.94,334.24962,-18.20795,18.03,02a57559o0595o
57559.555305,-19.343,0.913,-66,61,o,0,1.06,334.24962,-18.20795,18.17,02a57559o0621o
57567.546520,-18.626,1.039,-129,134,o,0,1.03,334.24962,-18.20795,17.09,02a57567o0579o
57567.557833,18.388,0.991,160,159,o,0,1.13,334.24962,-18.20795,16.95,02a57567o0601o
57567.568590,18.481,0.500,147,74,o,0,1.05,334.24962,-18.20795,17.84,02a57567o0623o
57567.579392,18.960,0.636,95,60,o,0,1.06,334.24962,-18.20795,18.05,02a57567o0645o
57567.590181,19.311,0.810,68,55,o,0,1.29,334.24962,-18.20795,18.03,02a57567o0667o
57575.515148,20.344,0.650,26,17,c,0,1.18,334.24962,-18.20795,19.56,02a57575o0543c
57575.526397,20.381,0.623,26,16,c,0,1.33,334.24962,-18.20795,19.57,02a57575o0563c
57575.528660,19.895,0.375,40,15,c,0,1.53,334.24962,-18.20795,19.57,02a57575o0567c
57575.539644,20.227,0.521,30,15,c,0,1.34,334.24962,-18.20795,19.61,02a57575o0587c
57575.541909,-22.834,6.500,-3,17,c,0,1.28,334.24962,-18.20795,19.58,02a57575o0591c
57575.552533,-21.643,2.000,-8,16,c,0,1.10,334.24962,-18.20795,19.62,02a57575o0611c
57575.554483,22.312,3.700,4,16,c,0,1.16,334.24962,-18.20795,19.62,02a57575o0615c
57575.564340,-23.050,7.600,-2,17,c,0,1.59,334.24962,-18.20795,19.56,02a57575o0635c
57575.566327,-21.420,1.522,-10,15,c,0,1.32,334.24962,-18.20795,19.63,02a57575o0639c
57575.576184,23.652,12.333,1,16,c,0,1.27,334.24962,-18.20795,19.64,02a57575o0659c
57576.515097,21.374,1.583,10,16,c,0,1.38,334.24962,-18.20795,19.55,02a57576o0403c
57576.526051,24.129,19.500,1,16,c,0,1.47,334.24962,-18.20795,19.57,02a57576o0423c
57576.528315,-20.666,0.809,-20,16,c,0,1.11,334.24962,-18.20795,19.57,02a57576o0427c
57576.539274,20.612,0.765,21,16,c,0,1.13,334.24962,-18.20795,19.58,02a57576o0447c
57576.541539,21.779,2.647,7,19,c,0,0.98,334.24962,-18.20795,19.56,02a57576o0451c
57576.552535,19.651,0.348,50,17,c,0,1.11,334.24962,-18.20795,19.56,02a57576o0471c
57576.554485,19.973,0.385,37,14,c,0,1.39,334.24962,-18.20795,19.60,02a57576o0475c
57576.564835,20.118,0.524,33,17,c,0,1.09,334.24962,-18.20795,19.63,02a57576o0495c
57576.566821,21.810,2.471,7,17,c,0,0.99,334.24962,-18.20795,19.63,02a57576o0499c
57576.576669,20.782,0.886,18,16,c,0,1.14,334.24962,-18.20795,19.64,02a57576o0519c
57577.508847,20.682,0.813,19,16,c,0,1.20,334.24962,-18.20795,19.60,02a57577o0518c
57577.519831,19.233,0.467,74,34,c,0,1.63,334.24962,-18.20795,18.53,02a57577o0538c
57577.522086,-19.147,0.623,-80,50,c,0,1.17,334.24962,-18.20795,18.36,02a57577o0542c
57577.533062,23.039,14.000,2,31,c,0,1.22,334.24962,-18.20795,18.89,02a57577o0562c
57577.535324,-19.569,0.694,-54,38,c,0,0.86,334.24962,-18.20795,18.78,02a57577o0566c
57577.545421,21.117,1.303,13,17,c,0,0.83,334.24962,-18.20795,19.62,02a57577o0586c
57577.547381,20.493,0.788,23,18,c,0,0.98,334.24962,-18.20795,19.55,02a57577o0590c
57577.557231,20.821,0.860,17,15,c,0,1.36,334.24962,-18.20795,19.65,02a57577o0610c
57577.559224,20.330,0.522,27,14,c,0,1.39,334.24962,-18.20795,19.66,02a57577o0614c
57577.569102,20.304,0.594,28,16,c,0,1.12,334.24962,-18.20795,19.66,02a57577o0634c
57601.459163,20.779,0.881,18,16,c,0,1.13,334.24962,-18.20795,19.57,02a57601o0428c
57601.472416,20.406,0.667,25,17,c,0,1.09,334.24962,-18.20795,19.53,02a57601o0452c
57601.485443,20.495,0.611,23,14,c,0,1.74,334.24962,-18.20795,19.53,02a57601o0476c
57601.498644,-21.227,1.214,-12,14,c,0,1.32,334.24962,-18.20795,19.53,02a57601o0500c
57601.511856,20.367,0.574,26,15,c,0,1.52,334.24962,-18.20795,19.54,02a57601o0524c
57602.469390,20.840,0.854,17,14,c,0,1.71,334.24962,-18.20795,19.55,02a57602o0424c
57602.482907,20.399,0.633,25,16,c,0,1.73,334.24962,-18.20795,19.51,02a57602o0448c
57602.495699,20.510,0.712,23,16,c,0,1.46,334.24962,-18.20795,19.51,02a57602o0471c
57602.508658,20.510,0.792,23,18,c,0,1.10,334.24962,-18.20795,19.56,02a57602o0494c
57602.522081,21.114,1.367,13,18,c,0,0.87,334.24962,-18.20795,19.56,02a57602o0518c
57603.456777,20.744,0.949,18,17,c,0,1.48,334.24962,-18.20795,19.50,02a57603o0420c
57603.468129,-21.225,1.345,-12,16,c,0,1.39,334.24962,-18.20795,19.52,02a57603o0440c
57603.470419,20.571,0.848,22,18,c,0,1.58,334.24962,-18.20795,19.50,02a57603o0444c
57603.481136,21.542,1.800,9,16,c,0,1.35,334.24962,-18.20795,19.51,02a57603o0463c
57603.483279,21.196,1.400,12,17,c,0,1.17,334.24962,-18.20795,19.52,02a57603o0467c
57603.494008,20.000,0.463,36,17,c,0,1.27,334.24962,-18.20795,19.52,02a57603o0486c
57603.496305,20.326,0.576,27,16,c,0,1.54,334.24962,-18.20795,19.52,02a57603o0490c
57603.507014,20.636,0.800,20,16,c,0,1.14,334.24962,-18.20795,19.53,02a57603o0509c
57603.509318,21.277,1.464,11,16,c,0,1.24,334.24962,-18.20795,19.52,02a57603o0513c
57603.520564,20.133,0.528,32,17,c,0,1.13,334.24962,-18.20795,19.53,02a57603o0533c
57604.506578,20.906,0.947,16,15,c,0,1.38,334.24962,-18.20795,19.53,02a57604o0264c
57604.519876,-22.909,6.167,-2,15,c,0,1.04,334.24962,-18.20795,19.54,02a57604o0288c
57608.455330,21.233,1.242,12,14,c,0,1.23,334.24962,-18.20795,19.58,02a57608o0306c
57608.457565,20.512,0.766,23,17,c,0,1.00,334.24962,-18.20795,19.57,02a57608o0309c
57608.468762,20.677,0.810,20,16,c,0,1.44,334.24962,-18.20795,19.59,02a57608o0324c
57608.470995,-21.146,1.220,-13,15,c,0,1.33,334.24962,-18.20795,19.60,02a57608o0327c
57608.494906,-21.032,1.220,-14,17,c,0,1.28,334.24962,-18.20795,19.61,02a57608o0359c
57608.497141,20.657,0.876,20,17,c,0,1.08,334.24962,-18.20795,19.58,02a57608o0362c
57608.507574,-21.826,2.464,-7,17,c,0,1.44,334.24962,-18.20795,19.60,02a57608o0376c
57612.449662,19.756,0.495,46,22,o,0,1.19,334.24962,-18.20795,18.95,02a57612o0402o
57612.463123,19.814,0.596,43,26,o,0,0.73,334.24962,-18.20795,19.08,02a57612o0425o
57612.476616,-21.741,3.059,-7,22,o,0,1.05,334.24962,-18.20795,19.16,02a57612o0448o
57612.490368,20.398,0.913,25,23,o,0,1.17,334.24962,-18.20795,19.04,02a57612o0471o
57612.503987,21.299,2.040,11,22,o,0,1.29,334.24962,-18.20795,19.15,02a57612o0494o
57616.425253,-22.202,16.333,-5,78,o,0,1.07,334.24962,-18.20795,18.18,02a57616o0382o
57616.445214,19.894,1.119,40,45,o,0,1.50,334.24962,-18.20795,18.24,02a57616o0416o
57616.448787,19.676,1.000,49,49,o,0,1.18,334.24962,-18.20795,18.22,02a57616o0422o
57616.465751,21.271,4.333,11,49,o,0,0.98,334.24962,-18.20795,18.24,02a57616o0451o
57616.469309,-23.079,23.250,-2,50,o,0,1.06,334.24962,-18.20795,18.27,02a57616o0457o
57616.483835,-19.767,1.101,-45,50,o,0,0.95,334.24962,-18.20795,18.18,02a57616o0485o
57616.486953,-20.186,1.625,-31,50,o,0,1.09,334.24962,-18.20795,18.27,02a57616o0491o
57616.501428,21.516,5.444,9,49,o,0,0.93,334.24962,-18.20795,18.19,02a57616o0519o
57616.504532,20.186,1.967,31,60,o,0,0.96,334.24962,-18.20795,18.28,02a57616o0525o
57616.521217,20.992,3.720,15,54,o,0,1.29,334.24962,-18.20795,18.23,02a57616o0557o
57627.417239,-24.974,44.000,-0,16,c,0,1.01,334.24962,-18.20795,19.50,02a57627o0340c
57627.430568,21.031,1.175,14,16,c,0,1.01,334.24962,-18.20795,19.52,02a57627o0364c
57627.444155,-21.517,1.760,-9,16,c,0,0.94,334.24962,-18.20795,19.51,02a57627o0388c
57627.457745,-22.175,3.000,-5,15,c,0,1.47,334.24962,-18.20795,19.43,02a57627o0412c
57627.471295,-20.600,0.814,-21,17,c,0,0.90,334.24962,-18.20795,19.51,02a57627o0436c
57639.392258,21.340,1.577,11,17,c,0,0.92,334.24962,-18.20795,19.53,02a57639o0271c
57639.404296,20.417,0.625,25,16,c,0,1.26,334.24962,-18.20795,19.52,02a57639o0295c
57639.406334,-22.042,2.857,-6,16,c,0,1.08,334.24962,-18.20795,19.52,02a57639o0299c
57639.461576,-22.127,3.462,-5,18,c,0,0.83,334.24962,-18.20795,19.50,02a57639o0392c
57643.403446,23.216,15.400,2,29,o,0,1.10,334.24962,-18.20795,18.75,02a57643o0350o
57643.419523,16.340,1.008,1057,1065,o,0,0.97,334.24962,-18.20795,15.48,02a57643o0381o
57643.435022,-16.672,0.439,-778,341,o,0,1.18,334.24962,-18.20795,16.02,02a57643o0411o
57643.450539,-19.083,1.016,-84,86,o,0,0.84,334.24962,-18.20795,17.93,02a57643o0441o
57643.466659,-17.842,1.853,-265,491,o,0,1.07,334.24962,-18.20795,15.76,02a57643o0472o
57651.405081,20.580,4.120,21,88,o,0,1.03,334.24962,-18.20795,17.62,02a57651o0360o
57651.419885,18.383,0.514,161,83,o,0,1.13,334.24962,-18.20795,17.59,02a57651o0389o
57651.435715,19.726,3.148,47,147,o,0,0.81,334.24962,-18.20795,16.98,02a57651o0420o
57651.451046,20.381,4.390,26,112,o,0,1.19,334.24962,-18.20795,17.30,02a57651o0450o
57651.466933,-20.245,2.804,-29,81,o,0,0.91,334.24962,-18.20795,17.67,02a57651o0481o
57659.377173,21.141,1.303,13,16,c,0,0.97,334.24962,-18.20795,19.48,02a57659o0260c
57659.392040,20.022,0.478,36,17,c,0,1.04,334.24962,-18.20795,19.47,02a57659o0289c
57659.406852,-22.842,6.286,-3,17,c,0,1.21,334.24962,-18.20795,19.45,02a57659o0318c
57659.421630,20.362,0.677,26,18,c,0,0.93,334.24962,-18.20795,19.41,02a57659o0347c
57659.436422,-20.264,0.569,-28,16,c,0,1.42,334.24962,-18.20795,19.40,02a57659o0376c
57663.431463,20.188,0.593,30,18,c,0,1.14,334.24962,-18.20795,19.31,02a57663o0028c
57663.446455,20.628,0.902,20,18,c,0,1.21,334.24962,-18.20795,19.24,02a57663o0057c
57667.367769,25.013,39.000,0,14,c,0,1.27,334.24962,-18.20795,19.47,02a57667o0306c
57667.382240,-23.824,14.667,-1,16,c,0,1.03,334.24962,-18.20795,19.46,02a57667o0334c
57667.397164,-21.722,2.143,-7,16,c,0,1.01,334.24962,-18.20795,19.46,02a57667o0363c
57667.412535,21.499,2.353,9,22,c,0,1.35,334.24962,-18.20795,18.98,02a57667o0393c
57667.427956,21.947,2.588,6,16,c,0,1.01,334.24962,-18.20795,19.41,02a57667o0423c
57671.338690,20.076,1.684,34,57,o,0,1.00,334.24962,-18.20795,18.35,02a57671o0256o
57671.353015,-20.229,1.122,-29,33,o,0,1.00,334.24962,-18.20795,18.75,02a57671o0284o
57671.354018,-19.346,21.296,-66,1413,o,0,0.00,334.24962,-18.20795,18.70,02a57671o0286o
57671.368302,-20.479,1.418,-23,33,o,0,1.01,334.24962,-18.20795,18.76,02a57671o0314o
57671.369296,22.443,8.667,4,33,o,0,1.00,334.24962,-18.20795,18.69,02a57671o0316o
57671.383578,18.723,2.037,118,240,o,0,1.38,334.24962,-18.20795,18.23,02a57671o0344o
57671.384611,20.258,1.766,29,50,o,0,0.99,334.24962,-18.20795,18.52,02a57671o0346o
57671.398944,19.577,0.574,54,31,o,0,1.34,334.24962,-18.20795,18.75,02a57671o0374o
57671.399957,18.643,0.315,127,40,o,0,1.55,334.24962,-18.20795,18.65,02a57671o0376o
57671.414761,19.553,0.595,55,33,o,0,1.14,334.24962,-18.20795,18.67,02a57671o0405o
57675.310563,-20.101,1.928,-33,64,o,0,0.72,334.24962,-18.20795,18.20,02a57675o0258o
57675.322570,20.228,1.917,29,56,o,0,1.00,334.24962,-18.20795,18.19,02a57675o0282o
57675.334987,21.066,4.121,14,56,o,0,1.13,334.24962,-18.20795,18.16,02a57675o0307o
57675.347862,20.110,1.728,33,57,o,0,1.12,334.24962,-18.20795,18.16,02a57675o0333o
57675.355829,-19.481,1.031,-59,60,o,0,1.09,334.24962,-18.20795,18.07,02a57675o0349o
57679.288774,-21.013,2.200,-14,31,o,0,1.23,334.24962,-18.20795,18.55,02a57679o0212o
57679.300681,19.017,0.378,90,34,o,0,0.92,334.24962,-18.20795,18.58,02a57679o0236o
57679.313700,22.912,16.167,2,40,o,0,0.85,334.24962,-18.20795,18.52,02a57679o0262o
57679.325661,19.379,0.644,64,41,o,0,0.87,334.24962,-18.20795,18.53,02a57679o0286o
57679.338643,-18.976,0.420,-93,39,o,0,0.93,334.24962,-18.20795,18.46,02a57679o0312o
57687.281591,-21.035,1.308,-14,18,c,0,1.00,334.24962,-18.20795,19.46,02a57687o0189c
57687.294125,-20.151,0.533,-32,17,c,0,1.22,334.24962,-18.20795,19.50,02a57687o0214c
57687.294606,19.537,4.750,56,264,c,0,0.02,334.24962,-18.20795,19.51,02a57687o0215c
57687.306617,-21.070,1.289,-14,18,c,0,1.07,334.24962,-18.20795,19.47,02a57687o0239c
57687.307099,19.220,0.306,74,23,c,0,1.26,334.24962,-18.20795,19.49,02a57687o0240c
57687.319125,21.009,1.250,14,18,c,0,0.97,334.24962,-18.20795,19.47,02a57687o0264c
57687.331562,21.844,2.789,7,18,c,0,1.02,334.24962,-18.20795,19.43,02a57687o0289c
