ra,dec,glon,glat,instrument,filter,depth95,mjd
247.40902991900217,-20.831220291659356,356.41762909212946,18.6807174783965,c4d,i,22.447636,56784.33161937632
101.5432897712512,-20.81222712902894,231.08648854932625,-10.435174319323826,c4d,i,22.96308,58116.33488300629
247.13683036836815,-20.76423820331228,356.2984688093166,18.918442988875828,c4d,i,22.560974,56784.337288052775
101.50647009709596,-20.754418140666075,231.01839591172796,-10.441691118547912,c4d,z,22.339527,57033.23261906812
101.5249919080186,-20.753758182058235,231.02529192016445,-10.425740563820405,c4d,z,22.295618,57033.23399636429
101.52410235366062,-20.737148340004858,231.0096529304658,-10.4194155942809,c4d,z,22.234549,57033.23537713662
101.50683517319864,-20.73696391369942,231.00248706894655,-10.433946296375057,c4d,z,22.222256,57033.236749263946
101.543549307066,-20.72730716291248,231.00848221241836,-10.398768217699184,c4d,z,22.290457,58118.230706359725
101.48932201810776,-20.72580793653722,230.9851288789434,-10.444011998081905,c4d,r,23.711243,58116.32215593243
101.82538585899268,-20.68960591070258,231.0882127818639,-10.14427646376047,c4d,i,22.945538,58116.339005004615
101.24650981430304,-20.66879040251543,230.83433188433736,-10.625297812540168,c4d,i,23.00498,58116.343163126614
101.2758467147562,-20.66073734739376,230.8387894235569,-10.597029006768908,c4d,z,22.133299,58118.24104029825
101.75926969183496,-20.6603317590584,231.03446138060383,-10.187683868812435,c4d,r,23.633446,58116.33246337855
247.54563489138417,-20.56598936617494,356.7188899677818,18.75327497035593,c4d,i,22.445152,56784.332764041144
257.46150468199903,-20.513816545449547,2.5990729483781787,11.403730419084136,c4d,r,23.081425,56360.37191263167
257.44385538389054,-20.513807725175923,2.5894312708033316,11.417292180095131,c4d,r,23.11774,56360.3733970914
257.4436211092287,-20.4970754438586,2.603302492024617,11.427046803262664,c4d,r,22.849724,56360.37043423252
260.9676448723259,-20.496878186524167,4.483890433793955,8.694339466986024,c4d,r,22.563236,56838.21608975483
254.21309095109623,-20.49665180742642,0.7954413153007881,13.885814926113188,c4d,r,23.440138,56745.34887742158
254.21253161574663,-20.49576074132479,0.7958593045217532,13.886765634462442,c4d,r,22.317137,56416.42951493617
250.83765448348993,-20.495689883608843,358.81230814578356,16.40229878574387,c4d,r,23.58684,56745.32395065995
247.45743129194483,-20.495080498893664,356.720313714451,18.862129177656417,c4d,r,23.766912,57083.3448828659
247.45956261467083,-20.495018007985863,356.7217190052711,18.860638833123065,c4d,r,23.71296,56745.29895267449
254.19411534196635,-20.494930231305755,0.7859931480801715,13.901137217077771,c4d,r,22.16735,56416.43101091683
250.8375870949668,-20.49473322005774,358.8130519382303,16.402939158757032,c4d,r,23.270813,56417.28305758396
247.46033010031232,-20.49471836553882,356.72244955240063,18.86028010678864,c4d,r,22.629257,56352.36023077788
260.96916636996934,-20.49384632721864,4.487245157814794,8.69481521130276,c4d,r,22.233532,56838.11990780709
260.9747112454446,-20.493223887029473,4.490658940821767,8.690818108100618,c4d,r,22.644798,56361.39328991715
260.9572492011848,-20.493129682671356,4.481643696094066,8.704534604281845,c4d,r,22.686424,56361.394807014614
254.19663726417673,-20.480003888040564,0.7998092990521011,13.908102400792185,c4d,r,23.440973,56745.34679558175
254.1954511760372,-20.47978318511094,0.7993123481624493,13.909127393375629,c4d,r,22.523252,56416.428011660464
260.94908524280817,-20.4791655314965,4.489192038505616,8.718599225760798,c4d,r,22.531536,56838.21489349473
250.82073066355363,-20.47869354783707,358.8160390937457,16.425263913389113,c4d,r,23.571789,56745.32187629724
260.9527136426525,-20.47820386573226,4.4918950786859915,8.716288371244067,c4d,r,22.062876,56838.11868503131
247.442062445064,-20.478050346447795,356.7243402534819,18.884101394811175,c4d,r,23.722702,56745.296899178065
250.8216871145515,-20.477999990553023,358.81718467718633,16.42498747362306,c4d,r,23.322264,56417.28098004265
247.44255885231277,-20.477894832702127,356.72478186857995,18.88384478298355,c4d,r,22.54942,56352.35873676278
247.4396538049957,-20.477588690825005,356.7231827827793,18.886127531713505,c4d,r,23.772974,57083.34281737311
260.9567697050362,-20.476631761223203,4.495336741482361,8.713978263497749,c4d,r,22.713575,56361.39180370141
101.6818476444016,-20.462799831031585,230.8215483612471,-10.16878261622668,c4d,z,22.21875,58118.23277553776
101.3513477598444,-20.462084911526407,230.68656278979992,-10.448502955740151,c4d,r,23.741339,58116.324215848
101.46812600642156,-20.4487764109211,230.7217524883833,-10.343857339912876,c4d,i,22.99945,58116.34109288035
292.7379462099758,-20.195128688784266,18.74009361331912,-17.500410766872097,c4d,g,22.742195,57526.380451943725
292.7369533513662,-20.194784197430636,18.74004126712,-17.4994185610403,c4d,r,22.412338,57526.38162959879
293.05699364020666,-20.163292322918977,18.894284894130227,-17.763276632342453,c4d,r,22.682034,57526.38614744693
293.05717955737515,-20.16281156273281,18.894821142147283,-17.76324848754735,c4d,g,23.09395,57526.38498100918
136.9216742620062,-19.949251336359342,247.8555996168356,18.23943358248099,c4d,r,23.660667,57752.224741745275
131.6127026096294,-19.94917068644947,244.67543532816717,14.291412585876891,c4d,g,23.764652,57752.23158630403
135.1513857219761,-19.949140951619277,246.76618939336103,16.939160771436825,c4d,r,23.675358,57752.22748196171
135.15186538160336,-19.949088434612637,246.76643732895224,16.93954780560572,c4d,g,23.712164,57752.226110962685
136.92096303830849,-19.948906725534982,247.85487422135293,18.239131820192732,c4d,g,23.712849,57752.22336847242
131.612731523062,-19.94885818679971,244.6751923099196,14.291619795149478,c4d,r,23.73318,57752.23295910284
133.38228199040572,-19.94870563471788,245.70658286143023,15.623513974536694,c4d,r,23.74457,57752.23021250544
133.38235442644967,-19.94834516349633,245.70632767931735,15.62378633631823,c4d,g,23.756468,57752.2288547596
138.69067488095834,-19.9479884352488,248.97381996323645,19.522268777357304,c4d,r,23.695606,57752.22198665887
138.6911713897574,-19.94773298802755,248.97393105820905,19.52279042574592,c4d,g,23.71666,57752.220623201225
255.94401115955029,-19.49290553274193,2.61291487484044,13.157387221289444,c4d,r,23.336388,56745.37804899877
262.65641777740336,-19.491961784579185,6.208029686242456,7.908447233607157,c4d,r,22.713161,56838.21849758923
249.2354998476548,-19.491821918313477,358.6557604207434,18.20566370876689,c4d,r,23.636845,56745.311471571214
252.5903108877,-19.491599048924947,0.6854487923644178,15.709070023893434,c4d,r,23.566189,56745.33221968776
249.2314516227648,-19.49086521790461,358.65403274818675,18.2092393818476,c4d,r,23.757221,57083.38270680653
262.6581373605758,-19.489496091409443,6.211008558644904,7.908405620290571,c4d,r,22.357634,56838.12229344016
252.59071545148336,-19.48891912231643,0.6879102073966303,15.710378865513366,c4d,r,23.395077,56418.19386872649
262.66117114897855,-19.487867480410703,6.213947076252908,7.906869267725114,c4d,r,22.315838,56362.352624700405
262.6437377768593,-19.487862488432253,6.2050321622275035,7.920730317926767,c4d,r,22.326517,56362.354110740125
259.30447566765747,-19.48758390116317,4.458297774133814,10.55464238214178,c4d,r,22.805912,56362.375132134184
259.28700584352305,-19.487498272966903,4.449021827599716,10.568356768045442,c4d,r,22.822813,56362.37661588332
249.24000715544588,-19.487341800812946,358.6622380039586,18.205151484511937,c4d,r,22.953667,56353.37931060465
255.9449657658502,-19.487334348220475,2.618113266484959,13.159882235462332,c4d,r,22.971151,56418.20217773877
255.92677659786,-19.476697626791008,2.616809986254095,13.18002113983838,c4d,r,23.296364,56745.37598769553
249.21722851886233,-19.475718486552985,358.6576402425417,18.229176133866947,c4d,r,23.636805,56745.309390621725
262.6383498307357,-19.47506417484532,6.213170817282659,7.931893644779742,c4d,r,22.65935,56838.21730196895
252.57329287479075,-19.47452180694531,0.6895795515409606,15.732161528958011,c4d,r,23.553968,56745.330148715526
249.213172556427,-19.473904696600897,358.6566108402363,18.23329392392788,c4d,r,23.736578,57083.38064970076
259.2859788480646,-19.47333748203628,4.460425860162343,10.5770626167393,c4d,r,22.808147,56838.11209839629
259.2793200125449,-19.472597385985026,4.457486576176971,10.58268508594653,c4d,r,22.93246,56838.20830692118
262.6407965350206,-19.472266739980743,6.21680447370272,7.931452452506216,c4d,r,22.201519,56838.121105752885
252.57347475152204,-19.47175805025289,0.6919793742485305,15.733688631545249,c4d,r,23.506483,56418.19180176221
262.64336569657195,-19.47124185249176,6.218991711266166,7.929960938587683,c4d,r,22.28385,56362.35114697041
259.2865967737132,-19.47102333310067,4.46271009980035,10.577870548863968,c4d,r,22.803335,56362.37364141503
249.22250244061547,-19.47066936294863,358.66506245679483,18.228456312826086,c4d,r,22.934725,56353.37781499931
255.927324803435,-19.47052163481585,2.6222868489580047,13.183179274910696,c4d,r,22.865023,56418.200120420195
291.2188826238797,-19.47035229845195,18.840789136818856,-15.9010720735432,c4d,g,22.729012,57526.35388611816
247.4095748848854,-19.306531998313048,357.65701683034933,19.65758111947138,c4d,i,22.463306,56785.18255283451
247.2739279470945,-19.040634508778226,357.78767380135776,19.92591449852049,c4d,i,22.419111,56785.18139585806
247.55113841293664,-18.91860192882318,358.0652347803372,19.80156161503717,c4d,i,22.502333,56785.1837033676
287.69159509184084,-18.86597414222711,18.00097290468352,-12.614296682594397,c4d,i,22.347029,56844.11664926866
287.6922706917811,-18.865902862848476,18.00131267543933,-12.61484791195238,c4d,r,22.67341,56844.11249645753
287.6930739653027,-18.86585761551069,18.00167986837159,-12.615519797821094,c4d,g,22.494894,56844.1082340111
287.6958182895595,-18.86383450718305,18.004674420141875,-12.617035508083973,c4d,r,22.668642,56844.11388235213
287.6954581735198,-18.863347869411413,18.004981873945034,-12.616522745149815,c4d,i,22.442331,56844.11878225207
287.69482456143743,-18.86317053331876,18.00489061250019,-12.615903862230908,c4d,z,22.082539,56844.102559332736
287.69551933827324,-18.862436139080454,18.005855672593572,-12.61619486636982,c4d,g,22.526114,56844.10965336952
287.69843676271864,-18.861224579633653,18.008164548479353,-12.618198146985623,c4d,r,22.5896,56844.115256613586
287.6987709217468,-18.861150676360875,18.00836859712703,-12.618454672840814,c4d,i,22.388319,56844.12091110367
287.69850926483434,-18.860381427958902,18.00897907851572,-12.617908641293036,c4d,z,22.070696,56844.10540118441
287.69856239506294,-18.860302209783352,18.00907435151338,-12.61792127317562,c4d,g,22.600183,56844.11107240291
292.94945606051544,-18.495261191535377,20.456764840708455,-17.008748560315674,c4d,g,23.043085,57526.38266269537
292.94968930249115,-18.49518653999942,20.456929010691074,-17.008921344907268,c4d,r,22.696177,57526.383904209826
257.50579647568867,-18.4885889580152,4.325087956012295,12.522782513919102,c4d,r,23.17379,56360.365112605505
257.50601309785947,-18.488424901103865,4.325345689542047,12.522706242202323,c4d,r,23.174227,56360.36659553321
257.5061874442115,-18.488372193314326,4.32548617213077,12.522599891231865,c4d,r,23.172344,56360.36807561619
254.3175676598039,-18.48754073392755,2.5296753027632075,14.992965525804754,c4d,r,23.53497,56745.361440316774
250.9834147875,-18.48683826068683,0.5587612437972242,17.52660582011047,c4d,r,23.69007,56745.32808892988
250.9827354672895,-18.48481155568682,0.5600337515157964,17.528352304172383,c4d,r,23.594547,56418.18969923304
260.9909250837179,-18.48409241495804,6.202399952222079,9.778172446296365,c4d,r,22.767727,56362.37063288642
260.97351204275407,-18.484013726907584,6.193324485460315,9.792056163905484,c4d,r,22.788036,56362.372116981074
254.31938139606976,-18.483396539173373,2.5341935911025417,14.99400703159443,c4d,r,23.303997,56418.19801088609
254.2991536664936,-18.47189519177293,2.53216566924148,15.016289446262968,c4d,r,23.526878,56745.35936492961
260.97213136950063,-18.47080890446421,6.203829661507976,9.800357861259265,c4d,r,22.955662,56838.2221421632
257.6374966402151,-18.469895411564003,4.413320404842892,12.430423301586242,c4d,r,22.964254,56838.11002994934
257.63166040151816,-18.469242563281707,4.410663579707973,12.435356640665308,c4d,r,23.174503,56838.20624111127
250.9661669773056,-18.469013251322135,0.5631149297577416,17.550440708028795,c4d,r,23.635187,56418.18762272084
250.96550863277676,-18.46897771968178,0.5627450603984038,17.550957254341245,c4d,r,23.705711,56745.32601402281
260.97318649409215,-18.46727515113616,6.2073891343476655,9.801447014857402,c4d,r,22.539976,56362.36915200856
254.3024229138939,-18.46721970818187,2.5379691619669784,15.016525910838055,c4d,r,23.293474,56418.195946322754
260.9726324176055,-18.4671921931853,6.207168728226864,9.80193271830876,c4d,r,22.80787,56838.126031195745
134.56461266390437,-18.398669459599347,245.12822676779945,17.451698620368546,c4d,r,23.817804,57752.23848422291
132.81340303931378,-18.398509232778917,244.08260755039177,16.12536500949794,c4d,g,23.835585,57752.23432496237
132.81208646494156,-18.39843608778297,244.0817708633996,16.12440584534155,c4d,r,23.789658,57752.23570625577
136.3143167034221,-18.39836744312241,246.20120165377145,18.76183311313594,c4d,r,23.799828,57752.24122955091
136.31535898108035,-18.39818890954735,246.20170191116728,18.76271947204796,c4d,g,23.822304,57752.23985580681
134.56542861246083,-18.398016707498353,245.12817737893113,17.45271021084145,c4d,g,23.83036,57752.23710202472
294.0436768839616,-17.54814327401376,21.80246203943781,-17.582246087796275,c4d,r,22.510489,57526.40167537099
294.04332277883447,-17.54763450899197,21.80280864586829,-17.58173260968891,c4d,g,23.046223,57526.40035900101
256.0232442841225,-17.484469035254993,4.346819289548408,14.253710131162997,c4d,r,23.516718,56745.37390129641
259.33989713605905,-17.482996981609098,6.175934921338475,11.640287023743012,c4d,r,23.196144,56745.39066915773
252.70665494409317,-17.482796152500878,2.4308326252826324,16.82272316797182,c4d,r,23.603497,56745.34054673556
262.65548025978285,-17.482210944493694,7.923229998560341,8.985835205418574,c4d,r,22.507341,56745.40309220413
249.3905408196219,-17.481944628656798,0.4154347841322544,19.339504362599385,c4d,r,23.710888,56745.30313492147
252.7073397845578,-17.481044836884834,2.432709395543759,16.82323945462975,c4d,r,23.369822,56418.214693800546
262.66196320969095,-17.479302104651666,7.92906202615807,8.982158991081919,c4d,r,22.16518,56362.35714239441
262.6446546155763,-17.47926481376698,7.920171380582967,8.996139233037717,c4d,r,22.323269,56362.358628882095
256.0242781055434,-17.478811621396503,4.352185302465366,14.256145379340396,c4d,r,23.104984,56418.20634327037
259.34440792029716,-17.478070026139907,6.182555354709641,11.639426673425945,c4d,r,22.975286,56362.379637214355
259.32711480224356,-17.478037435544586,6.1732696895324315,11.653187754110776,c4d,r,23.060032,56362.381120799575
249.39654438551693,-17.47796153356666,0.4225016281822262,19.337456908346365,c4d,r,22.958014,56353.38235817989
256.0052239090976,-17.467185719632354,4.351262820727945,14.277702123672896,c4d,r,23.547207,56745.37183608906
252.6893218276355,-17.465955932846065,2.4347049099037803,16.846029889553456,c4d,r,23.641771,56745.338480325416
259.3226309159038,-17.465597139170896,6.181437354695468,11.663631281066582,c4d,r,23.15981,56745.38858854584
252.6907283500673,-17.465060289133923,2.4362909311681715,16.845483932496073,c4d,r,23.367952,56418.21261891769
262.6369056913015,-17.464486797437893,7.9288277257671,9.0102787384953,c4d,r,22.518658,56745.401010994334
249.37393894551707,-17.46426886355033,0.4198152916395143,19.362873663747767,c4d,r,23.71408,56745.30106702726
256.0079192888146,-17.46243327464616,4.35680182112606,14.278320218336294,c4d,r,23.081608,56418.20426903712
259.3267237453684,-17.461351012005096,6.187254301468821,11.662726723942365,c4d,r,22.90727,56362.37816109834
249.3789711730932,-17.461234428276573,0.4254863304014611,19.360969728581292,c4d,r,22.962381,56353.3808555766
289.04407510322176,-17.172263375267608,20.130333556759883,-13.075409748800933,c4d,r,22.228312,56784.43410598207
120.87435405139132,-17.033449038619615,236.4414498079416,7.446254770548085,c4d,i,22.033087,57117.13844029931
288.64327851759356,-16.974882370710255,20.149423608383827,-12.644824725640346,c4d,r,23.048649,56785.40135358134
288.9100777751088,-16.907700531264073,20.32179035479127,-12.84826345329671,c4d,r,22.310844,56784.4329743674
292.23697061603195,-16.85306505227294,21.734920772622335,-15.722779686562228,c4d,r,22.563158,57526.371971921995
135.62780127598552,-16.849112999017724,244.48394860472655,19.199202969902498,c4d,g,23.829037,57752.25637287134
135.6266466136687,-16.848771511912123,244.48294830895537,19.19853554023629,c4d,r,23.847515,57752.2577522411
292.5446426840532,-16.83342961338191,21.87883475368137,-15.98342192086629,c4d,r,22.773031,57526.376954956446
289.1846091307126,-16.78619791173567,20.548005912627858,-13.035862510878202,c4d,r,23.087013,56785.40249599097
289.1841566797318,-16.785979230945994,20.54802340378377,-13.035377568826272,c4d,r,22.056524,56784.43524377607
288.6179809513893,-16.76442021214936,20.33464784179009,-12.534360550504342,c4d,r,23.020117,56785.40022383351
120.8012670293489,-16.717187198042645,236.13236423838265,7.551165764005037,c4d,i,22.149405,57117.12007944938
120.9867286198579,-16.650307694234968,236.16804829082517,7.73766811539056,c4d,i,22.015432,57117.12851364352
120.5786196446976,-16.594043803141787,235.9144837028359,7.432848594215126,c4d,i,22.302023,57117.125199580565
288.83607787959767,-16.543470252641356,20.630114837531085,-12.63090394979084,c4d,r,22.84036,56785.39908586536
89.31837632904194,-16.531072203735402,222.127549864515,-19.23930219752077,c4d,i,22.353418,56423.98549577501
89.31376370376489,-16.530552596825686,222.1251711782567,-19.243146693417604,c4d,r,22.95803,56423.98400647845
89.31450165170385,-16.530541642282685,222.12546040909504,-19.24249398103995,c4d,g,23.348448,56423.9885177738
89.31689462689724,-16.52994038362153,222.12584918294456,-19.240151001845916,c4d,g,23.240679,56422.983253906015
89.3151204227781,-16.529198242025387,222.12440786766547,-19.24141273816956,c4d,i,22.26558,56422.98025743896
89.31604061271906,-16.528876817739537,222.12446980466729,-19.2404756646438,c4d,r,22.62514,56422.978760171216
288.8918390474031,-16.525153827721702,20.67020023928485,-12.671686431828324,c4d,i,22.515139,57265.033418848645
288.84921136102207,-16.525034409529034,20.652683845042088,-12.634564730558033,c4d,r,22.704319,57265.02696992317
288.8510236528165,-16.524943102354754,20.65351820497946,-12.63610231850653,c4d,i,22.634886,57265.043076038826
288.88851522024646,-16.524041554914604,20.66986004988057,-12.668327702649698,c4d,r,22.846712,57265.01729787234
288.8469340551951,-16.52369478178729,20.652987357562395,-12.6320204286915,c4d,g,22.616976,57265.01087816153
288.8890263575109,-16.5220559260065,20.671917607310117,-12.667936656241706,c4d,g,22.763386,57265.00120908441
288.8708303871854,-16.504040205737816,20.68114186425265,-12.644529209115776,c4d,i,22.495838,57265.030191348866
288.8676084373301,-16.502997844793466,20.68077820570924,-12.641288246210154,c4d,r,22.784565,57265.014088041615
288.8692943769222,-16.500585737746196,20.683717912946825,-12.641739191367176,c4d,g,22.82391,57264.99798404006
257.5923793090318,-16.495663342967276,6.062517259664132,13.578214758585666,c4d,r,23.285015,56360.35607698979
257.5755835173268,-16.495423462521597,6.053430174448542,13.59168299552212,c4d,r,23.301449,56360.359249012545
288.8513227872625,-16.484026644224485,20.691675881729783,-12.619137178487016,c4d,i,22.589464,57265.03985285992
288.89242580518567,-16.483508467035897,20.709162271159823,-12.654669816489768,c4d,i,22.494455,57265.03662684327
288.8892077640749,-16.483119096711977,20.708193013960383,-12.651706826269386,c4d,r,22.802038,57265.020529899746
288.8483065022629,-16.482561800900996,20.69178944621542,-12.615896959636697,c4d,r,22.746885,57265.0237527024
288.8478741569518,-16.481312733671494,20.69277152878777,-12.61499498040733,c4d,g,22.604652,57265.00765358424
288.890195839784,-16.481086332860556,20.710491550012836,-12.651710594813034,c4d,g,22.656092,57265.00444078073
267.60459101299386,-16.47954583975708,11.266291834485552,5.462727223948108,c4d,r,22.004637,56838.27284020651
264.3056805403651,-16.47940467412993,9.627537029462324,8.175606390297014,c4d,r,22.20398,56838.25263434276
257.5748511692072,-16.478951805002367,6.067055567534312,13.601502224312048,c4d,r,23.304596,56360.3545948253
254.408593920858,-16.478850192217983,4.275053314125932,16.095200020473314,c4d,r,23.64962,56745.35730820941
257.7085253443657,-16.477888260723937,6.141853299172893,13.495934445634004,c4d,r,23.484667,56745.3697527796
254.413353849863,-16.477498662552627,4.278955500942378,16.092266813373563,c4d,r,23.395754,56418.21051642066
261.0058895723566,-16.47738668411053,7.922789670049157,10.856304076226088,c4d,r,23.08955,56745.39893588796
264.3063113967444,-16.476248365660396,9.630574657202752,8.17674115388221,c4d,r,22.074564,56838.156436474994
264.29447883417737,-16.476063029544022,9.624739814381089,8.18650977131602,c4d,r,22.116224,56362.344154696446
261.01191485299796,-16.475609818118915,7.927493494165522,10.852405412608878,c4d,r,22.826933,56362.36613826733
260.99472175184314,-16.475533913867064,7.9184777636596895,10.866313470082115,c4d,r,22.77575,56362.367623812985
267.58672699392366,-16.46239433132086,11.27244508684208,5.486181978731918,c4d,r,22.166065,56838.27164258994
257.6905274567493,-16.46216963709725,6.1453051731733,13.519036321890413,c4d,r,23.487505,56745.36768964492
264.2880543904995,-16.46203779618742,9.63356252187786,8.199095638110888,c4d,r,22.471752,56838.25144593604
254.3905939314367,-16.461872252509774,4.279019129972232,16.119110034931378,c4d,r,23.602547,56745.35522911744
260.98951055839046,-16.461785960183718,7.927498991290505,10.877953618292231,c4d,r,23.115915,56745.39685687702
254.39632067621525,-16.460852094478483,4.2832013780301645,16.11522935957635,c4d,r,23.429165,56418.20844949782
264.2941579850937,-16.45938500586399,9.638939623914467,8.195493616497409,c4d,r,22.051537,56362.341179479845
260.9944107360889,-16.4590243043012,7.932452773450178,10.875495075317918,c4d,r,22.891249,56362.36465213681
121.0451297379268,-16.37243645580884,235.958050204306,7.930197991885731,c4d,i,22.023571,57117.14175707009
290.7729726903671,-16.089706311429985,21.853878321902677,-14.128902447664,c4d,r,22.267885,57526.34557736944
288.8439075615358,-16.008284435717307,21.130444571837955,-12.41200321554554,c4d,r,22.550402,56784.42920070188
293.3091087779884,-15.93060135169036,23.04899301958469,-16.282526129038484,c4d,g,23.124977,57526.38723206753
293.92917491588776,-15.877713442873969,23.354353123012245,-16.804755616006297,c4d,r,22.684002,57526.399065721314
288.62768194869864,-15.788955113283771,21.243731447802983,-12.130762671263176,c4d,r,22.46496,56784.43033860577
289.1909701853746,-15.768907296698837,21.49714068105227,-12.61342776224031,c4d,r,22.598902,56784.42805886967
288.9157985392546,-15.645321498669114,21.49709475581561,-12.321120708341349,c4d,r,22.659367,56784.42576898169
295.43253765412857,-15.595626664348348,24.243199992226668,-18.010619179573663,k4m,z,22.212029,57923.38648148207
288.65395052938504,-15.579410186164525,21.44877129802836,-12.06477800966249,c4d,r,22.406507,56784.43147176737
295.770069763112,-15.576062310207732,24.40117232218592,-18.299676103437108,k4m,z,22.331753,57923.390289352275
295.3054445793523,-15.56382424370977,24.221320577304137,-17.88585689832563,c4d,i,23.886843,56486.23927909136
297.17689256395033,-15.563430789162258,24.993437870606083,-19.53370270799446,c4d,i,23.62152,56487.286454633344
295.29293188562747,-15.547765434240375,24.23156728999758,-17.868304355890125,c4d,i,23.817047,56486.24657968059
297.1900435031729,-15.547446368339472,25.01438079564228,-19.5388459247426,c4d,i,23.663324,56487.27917164238
297.1642396792194,-15.54738293134028,25.003798922232004,-19.516074442377356,c4d,i,23.548115,56487.29372835206
295.31717215869844,-15.546242054138792,24.243030149996585,-17.88900909900386,c4d,i,23.838474,56486.23198539484
295.3181835299339,-15.530928939703651,24.25814108901772,-17.88365751026415,c4d,i,23.874456,56486.22469057376
297.163232616164,-15.530868159841646,25.019414175074452,-19.508521573729936,c4d,i,23.57575,56487.30100326101
295.29345474745213,-15.530637617991896,24.24821555462131,-17.861782429226324,c4d,i,23.751253,56486.253899450414
297.1893981075075,-15.530012143077,25.031040550766782,-19.531241675332716,c4d,i,23.710627,56487.27187611675
297.19454906952126,-15.52922874979094,25.03392631673391,-19.53546630889428,c4d,i,23.751772,56487.24263417162
297.1616466787908,-15.527602082799058,25.021929995445326,-19.505805220362586,c4d,i,23.660887,56487.23534133099
295.3184998347546,-15.52758106612888,24.261483932468945,-17.882571117089466,c4d,i,23.89948,56486.195562044624
295.2947807381974,-15.526185482907422,24.253033998309135,-17.86113395603124,c4d,i,23.784657,56486.188275264576
297.17713885899286,-15.514162915638838,25.041367236548567,-19.514037229997264,c4d,i,23.744665,56487.26459664758
297.1757564786895,-15.513177134473846,25.04175358861402,-19.512420623592703,c4d,g,24.776947,56486.261209566146
295.3027981304343,-15.513115045493633,24.26888228064888,-17.86285876358576,c4d,i,23.940569,56486.21740122186
297.1881584256551,-15.512417547764947,25.047609103977585,-19.52304715923551,c4d,g,24.697071,56486.27198100323
297.1737458425422,-15.510905320333409,25.04312888600009,-19.509730978129394,c4d,i,23.631641,56487.22806165693
295.3070281254957,-15.508544203541692,24.27501342933897,-17.864716759318913,c4d,i,23.65649,56486.18099236302
295.3124451544954,-15.505794092843294,24.279888005602377,-17.868361599941757,c4d,g,24.61874,56486.13794994075
295.32923793886175,-15.504867350843616,24.287709583878488,-17.882759191524972,c4d,g,24.585327,56486.148713870905
297.162903645455,-15.497515403104002,25.051649371602014,-19.494766486139973,c4d,i,23.820381,56487.25731677236
297.1868683629919,-15.497193192607412,25.061854473243443,-19.515763547752872,c4d,i,23.771101,56487.25003970787
295.2938360970169,-15.496048079935443,24.281554505244134,-17.848013833388862,c4d,i,24.043123,56486.210131463595
297.18738529224197,-15.494826947107748,25.06436459984159,-19.515263877610764,c4d,g,24.521843,56486.282737859525
295.31920720842413,-15.49482000763823,24.29320789753282,-17.86983648486115,c4d,i,23.94834,56486.20283638593
297.1740638100671,-15.493726450162084,25.0599334847113,-19.50307521603872,c4d,g,24.578094,56486.29350774409
295.30656637644995,-15.49252350295004,24.29019167526972,-17.85777744392704,c4d,g,24.73614,56486.17021705024
295.3207573309826,-15.49051729215617,24.29797577269446,-17.869445808434264,c4d,g,24.781427,56486.15947697312
256.09308644201514,-15.48387267820829,6.086501828313349,15.33901336618102,c4d,r,23.403933,56360.35028055543
256.07605499587703,-15.48372841424596,6.076980243796675,15.35261874832483,c4d,r,23.419128,56360.35175575595
259.3737862016876,-15.474462260060353,7.909939714977833,12.718448162287718,c4d,r,23.420795,56745.39478743775
252.80870647153375,-15.473529949786396,4.190066194219969,17.930876963934246,c4d,r,23.702795,56745.33640803676
256.0916001942312,-15.473111720428806,6.094854836090784,15.346290849053846,c4d,r,23.595606,56745.36562000681
265.9213570688304,-15.472960245962197,11.30829825654698,7.367986136817599,c4d,r,22.233253,56745.40764917806
252.81006765502332,-15.472601239554663,4.191665719601658,17.930359795168332,c4d,r,23.364052,56418.21900104266
265.937895175662,-15.47234755978502,11.31707031374095,7.35461703988267,c4d,r,22.300266,56745.406444123946
262.6598134761959,-15.47197178441732,9.651764837483215,10.051221725062064,c4d,r,22.770851,56362.36164166732
262.6427067172532,-15.4718693761775,9.642985151163538,10.065260757912569,c4d,r,22.835592,56362.36312236823
259.3618039459685,-15.468642985953975,7.908449459614347,12.73129761426576,c4d,r,23.159245,56362.385764059145
259.3790278655869,-15.468566390110569,7.917832880474304,12.717448809548358,c4d,r,23.149982,56362.38428351423
256.07569966109884,-15.467276128718291,6.090836410647525,15.362224373203018,c4d,r,23.394402,56360.34880656889
259.3572025137287,-15.45837571557264,7.914767757586062,12.74063057682926,c4d,r,23.445408,56745.39272697829
252.7913905321257,-15.457522112879772,4.19339449860241,17.953784287695658,c4d,r,23.705732,56745.3343170695
262.63877888576945,-15.45685865700342,9.653880294278215,10.07642222190906,c4d,r,23.156374,56838.23062174861
256.0746731088342,-15.456825308992164,6.099185175284123,15.368961630806512,c4d,r,23.618244,56745.363563566
262.6423223540651,-15.45535310351745,9.657014545217455,10.074322647263172,c4d,r,22.756418,56362.36016106745
252.79276062553168,-15.455147249256184,4.196230450904607,17.95410892718967,c4d,r,23.462978,56418.216935622506
265.9196132456997,-15.454687920400932,11.32324625002979,7.378800025212948,c4d,r,22.21757,56745.4052297622
265.94230536660507,-15.454408030201783,11.334797456306356,7.360166423538106,c4d,r,22.330921,56745.40885711275
262.63948381461535,-15.45208980368576,9.658354232080786,10.078371663770062,c4d,r,22.833717,56838.13446907373
