ra,dec,glon,glat,instrument,filter,depth95,mjd
281.0051013854215,-29.862412552811715,5.186655947574165,-11.657883632982196,c4d,r,22.16072,56724.38771774713
281.0091385237512,-29.862402657188344,5.188160838875046,-11.661059417732003,c4d,g,22.537218,56725.38332005264
281.0099216800053,-29.862364863498815,5.188486030689489,-11.66166047793779,c4d,g,22.308626,56724.38669808395
281.0039325201671,-29.86232730867469,5.186301935216511,-11.656927295556503,c4d,g,22.371923,56724.3939066655
281.00698007961716,-29.86232043993791,5.18743741778558,-11.659324875087467,c4d,g,22.274977,56724.38567183027
281.00664058226556,-29.862102386843286,5.187513858902856,-11.65896623028274,c4d,g,22.660192,56726.38472223328
281.00597659306504,-29.86198542730903,5.187376321995382,-11.658394290681604,c4d,g,22.213884,56726.40497323172
281.00822287934665,-29.861816569943628,5.188365150541316,-11.660092976480389,c4d,g,22.144297,56724.38464167295
281.0080535268496,-29.861139745970817,5.188930096119925,-11.659676402828032,c4d,g,22.582588,56726.38368044002
281.00721617872034,-29.86096049137565,5.188786104216819,-11.658941841901294,c4d,g,22.294683,56726.40393342404
105.94018773235356,-29.805088557951407,241.0824926166102,-10.669519491415388,c4d,i,22.860191,56662.33862416027
277.0762448063646,-29.652493074022345,3.882511975966509,-8.491179044016732,c4d,g,22.119122,56449.398193817586
277.005796117806,-29.651774330856288,3.855571037988367,-8.436054712317192,c4d,g,22.068617,56449.396977001335
277.0076624952733,-29.584647164245276,3.917036395642924,-8.407563689680591,c4d,g,22.125591,56449.400614796206
277.07576184480774,-29.58376701786013,3.9445281829210663,-8.46017925726267,c4d,g,22.161934,56449.39941290161
237.20945670560303,-29.537126652651555,343.0243391385976,19.20265582866761,c4d,r,23.17611,56416.36029029172
237.1892403380487,-29.536171233690247,343.01099117496585,19.21496055074128,c4d,r,23.165192,56416.36181297526
244.4611270484638,-29.536003887957733,347.794036783794,14.842910771696555,c4d,r,23.027342,56416.37097625062
244.478945893335,-29.534957445647382,347.80592060519444,14.83244734660706,c4d,r,23.02795,56416.36944398517
237.20538290294675,-29.534938056538167,343.0230421640268,19.206637356065865,c4d,r,23.226074,56867.002922121435
244.48395457071388,-29.532270640728292,347.8110469590461,14.831161819771124,c4d,r,23.074053,57193.21256226674
244.45921500435256,-29.519777993975485,347.804958002836,14.855344916904276,c4d,r,23.13618,56814.286686292384
237.189771675459,-29.51936795726335,343.02308010453146,19.227299954227597,c4d,r,23.219484,56416.358797309455
237.1853438958954,-29.518501242210377,343.0206141379407,19.23048987125735,c4d,r,23.500944,56867.00085329171
244.4594472833461,-29.518062320888163,347.8063836151183,14.856386846428787,c4d,r,23.041609,56416.367959345225
244.46770447733763,-29.51571211533861,347.813284571304,14.852828528042323,c4d,r,22.88521,56814.123167982325
244.46287384220048,-29.515556418506467,347.81039014440427,14.855969930843624,c4d,r,23.575132,56831.071728523355
244.46496785368672,-29.515184907718925,347.8119726250947,14.854912099507668,c4d,r,22.976715,57193.21050998708
105.49940355886416,-29.477531004500257,240.61474801750109,-10.876690880279702,c4d,i,23.145313,56658.34774022829
99.43405992402349,-29.414519300013737,238.3576066661425,-15.680093085150263,c4d,i,22.946672,56707.11287593655
242.2177171033329,-29.413320694303117,346.4625343262343,16.320912029151877,c4d,i,22.722275,56785.25913195731
99.44630943793346,-29.397194860924348,238.3452767973335,-15.663567924452057,c4d,i,22.974064,56707.11424439261
99.45985454855358,-29.380359828892285,238.33387259759107,-15.646186340028413,c4d,i,22.94678,56707.11563532427
146.98598625636356,-29.24937126959068,261.590912906267,18.53272295808233,c4d,r,23.514732,57784.218736078124
145.06355434325687,-29.249053438039553,260.30174064468446,17.38838841100803,c4d,r,23.500751,57784.21598903416
