###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57313.603753 -21.450  2.091   -10   20 c  0   0.80 118.28531   0.59323  4978.77  8963.78 4.45 3.91 -67.2 -0.430 19.28 21.18 02a57313o0499c
57313.627140 -23.289 11.000    -2   19 c  0   0.92 118.28531   0.59323  4975.58  8966.51 4.55 3.94 -65.6 -0.422 19.25 21.15 02a57313o0531c
57313.654112 -19.302  3.337   -69  230 c  0   2.75 118.28531   0.59323  6423.32  7522.50 4.11 3.43 -83.6 -0.512 17.48 17.50 02a57313o0570c
57323.590652  21.812  5.750     7   39 o  0   1.19 118.28531   0.59323  4954.63  8979.96 4.07 3.42 -72.8 -0.512 18.30 19.25 02a57323o0616o
57323.632690 -19.894  1.020   -40   41 o  0   0.95 118.28531   0.59323  4942.94  8992.17 4.06 3.29 -73.2 -0.503 18.40 19.39 02a57323o0673o
57342.575086 -19.445  0.284   -61   17 c  0   1.04 118.28531   0.59323  4975.51  9014.51 3.92 3.69 -86.1 -0.412 19.46 21.30 02a57342o0491c
57342.600103 -19.729  0.358   -47   17 c  0   1.16 118.28531   0.59323  4969.76  9023.15 3.97 3.72  86.9 -0.407 19.39 21.19 02a57342o0528c
57342.628206 -20.187  0.524   -31   16 c  0   1.01 118.28531   0.59323  4334.44  3133.54 4.08 3.76 -21.5 -0.387 19.40 21.19 02a57342o0569c
57342.650451 -19.986  0.569   -37   21 c  0   0.99 118.28531   0.59323  4336.10  3135.01 4.08 3.75 -18.3 -0.382 19.11 20.62 02a57342o0601c
57358.536236 -19.263  0.481   -72   34 o  0   1.03 118.28531   0.59323  9262.71   219.01 4.12 3.57  18.9 -0.498 18.96 20.37 02a57358o0583o
57359.546585 -20.956  2.111   -15   32 o  0   0.82 118.28531   0.59323  9260.10   225.60 3.97 3.34  15.5 -0.506 19.14 20.64 02a57359o0463o
57366.504048 -19.956  0.545   -38   21 o  0   0.93 118.28531   0.59323  4718.56  9320.64 4.04 3.87 -74.9 -0.425 19.25 21.13 02a57366o0472o
57366.524257 -19.708  0.510   -48   24 o  0   0.62 118.28531   0.59323  4426.47  8732.64 4.29 3.98 -66.5 -0.417 19.22 21.18 02a57366o0501o
57388.484710 -21.585  2.944    -8   25 o  0   0.93 118.28531   0.59323  6083.74  1382.85 4.28 3.41  -0.8 -0.521 19.15 20.71 02a57388o0463o
57388.495565 -21.369  2.458   -10   25 o  0   0.84 118.28531   0.59323  6371.58  1967.03 3.99 3.41   1.9 -0.517 19.13 20.68 02a57388o0480o
57388.511172 -19.579  0.603   -54   32 o  0   0.87 118.28531   0.59323  1501.53 10472.63 4.06 3.70 -66.5 -0.434 19.07 20.58 02a57388o0505o
57388.518784 -19.547  0.563   -55   31 o  0   0.74 118.28531   0.59323  5498.20   797.26 4.49 3.47  -5.6 -0.541 19.08 20.60 02a57388o0517o
57388.535934 -23.088 12.200    -2   26 o  0   0.98 118.28531   0.59323  5200.50  2550.13 3.97 3.52 -14.1 -0.493 19.07 20.59 02a57388o0544o
57390.458440 -19.951  0.394   -38   15 c  0   0.95 118.28531   0.59323  4687.15  9322.40 3.88 3.66 -83.4 -0.414 19.66 21.70 02a57390o0411c
57390.492797  21.268  1.345    11   15 c  0   0.96 118.28531   0.59323  6367.70  1970.80 4.09 3.66  -3.2 -0.440 19.51 21.41 02a57390o0460c
57390.502112 -21.896  3.143    -6   20 c  0   0.93 118.28531   0.59323  5500.38   796.88 4.51 3.69  -5.8 -0.475 19.47 21.31 02a57390o0475c
57390.504681 -21.525  2.522    -9   22 c  0   0.98 118.28531   0.59323  1501.84 10473.28 4.07 3.92 -69.9 -0.381 19.45 21.29 02a57390o0479c
57390.513161  21.408  1.852    10   18 c  0   0.91 118.28531   0.59323  5202.52  2549.44 4.00 3.64 -14.8 -0.416 19.45 21.25 02a57390o0492c
57391.458627  24.279 20.000     1   14 c  0   1.18 118.28531   0.59323  4688.77  9317.52 3.83 3.69  87.0 -0.411 19.68 21.77 02a57391o0402c
57391.484247 -20.078  0.385   -34   13 c  0   0.97 118.28531   0.59323  6373.54  1969.17 4.01 3.61   0.8 -0.443 19.70 21.73 02a57391o0439c
57391.493764 -22.564  5.778    -3   20 c  0   1.05 118.28531   0.59323  1505.78 10471.47 4.01 3.90 -63.2 -0.396 19.69 21.72 02a57391o0454c
57391.501277 -20.743  0.833   -18   15 c  0   0.93 118.28531   0.59323  5501.84   795.38 4.43 3.67  -8.3 -0.477 19.69 21.71 02a57391o0466c
57391.518608 -20.258  0.500   -29   14 c  0   1.04 118.28531   0.59323  5201.97  2549.96 4.12 3.71 -13.7 -0.404 19.61 21.60 02a57391o0493c
57392.458753 -19.892  0.416   -40   17 c  0   0.89 118.28531   0.59323  4601.81  9159.88 3.91 3.63 -87.8 -0.419 19.63 21.64 02a57392o0318c
57398.481068 -20.799  0.911   -17   16 c  0   0.95 118.28531   0.59323  1428.89 10407.27 3.99 3.91  24.4 -0.390 19.67 21.71 02a57398o0457c
57399.481776 -19.920  0.396   -39   16 c  0   1.07 118.28531   0.59323  1435.73 10400.62 3.87 3.82  28.1 -0.396 19.61 21.55 02a57399o0468c
57400.462521 -20.515  0.717   -23   16 c  0   0.85 118.28531   0.59323  5961.67  1300.41 4.44 3.71  -0.4 -0.447 19.65 21.71 02a57400o0415c
57400.477521 -21.414  1.269   -10   12 c  0   1.27 118.28531   0.59323  6277.15  1890.97 4.08 3.64  -2.3 -0.437 19.69 21.73 02a57400o0437c
57400.504946 -19.792  0.367   -44   16 c  0   0.93 118.28531   0.59323  5452.11   727.74 4.54 3.65  -6.8 -0.474 19.66 21.69 02a57400o0476c
57400.518223 -22.181  2.692    -5   13 c  0   1.19 118.28531   0.59323  5184.91  2489.38 4.13 3.68 -10.4 -0.400 19.64 21.66 02a57400o0494c
57401.462639 -20.216  0.560   -30   17 c  0   0.73 118.28531   0.59323  6066.76  1388.51 4.19 3.62  -1.3 -0.455 19.70 21.76 02a57401o0429c
57401.479552 -20.607  0.673   -21   14 c  0   0.95 118.28531   0.59323  6353.17  1974.72 4.33 3.91  -2.4 -0.407 19.62 21.69 02a57401o0455c
57401.504594 -21.685  2.278    -8   18 c  0   0.80 118.28531   0.59323  5478.12   802.81 4.37 3.60  -6.0 -0.481 19.67 21.65 02a57401o0491c
57401.519163 -20.929  0.929   -15   14 c  0   1.03 118.28531   0.59323  5184.97  2557.76 4.04 3.66 -12.7 -0.402 19.61 21.56 02a57401o0512c
57408.382821 -21.210  4.656   -12   56 o  0   1.22 118.28531   0.59323  5261.04  8737.73 3.71 3.32 -86.1 -0.491 18.41 19.28 02a57408o0325o
57408.407559 -22.107  8.143    -5   42 o  0   0.97 118.28531   0.59323  5546.57  9332.24 3.66 3.41  89.8 -0.469 18.47 19.34 02a57408o0365o
57408.424489 -21.604  6.250    -8   52 o  0   0.83 118.28531   0.59323  4676.36  8160.64 3.55 3.23  89.4 -0.487 18.49 19.35 02a57408o0390o
57408.453040  21.960  7.385     6   44 o  0   1.07 118.28531   0.59323  6369.75   798.58 4.25 3.40   0.4 -0.527 18.47 19.28 02a57408o0430o
57408.456291 -20.226  1.680   -30   50 o  0   0.82 118.28531   0.59323  2375.77 10467.36 3.73 3.65  10.8 -0.421 18.45 19.27 02a57408o0435o
57421.481386 -20.960  1.000   -15   15 c  0   1.15 118.28531   0.59323  5522.39  2007.66 4.12 3.73  -8.9 -0.409 19.66 21.74 02a57421o0475c
57421.505058 -20.687  0.795   -19   15 c  0   1.00 118.28531   0.59323  5233.11  1424.25 4.37 3.79  -9.1 -0.427 19.61 21.68 02a57421o0514c
57421.526318 -20.062  6.303   -34  216 c  0   0.02 118.28531   0.59323  2415.22 10510.18 4.00 3.83  14.1 -0.373 19.48 21.47 02a57421o0549c
57421.528757 -19.869  0.477   -41   20 c  0   0.90 118.28531   0.59323  6402.43   844.41 4.43 3.77  -3.4 -0.445 19.50 21.45 02a57421o0553c
57421.550011  21.720  3.176     7   24 c  0   0.97 118.28531   0.59323  2366.03 10468.92 4.07 3.94  17.2 -0.376 19.18 20.95 02a57421o0588c
57421.552440 -20.129  0.694   -32   22 c  0   0.90 118.28531   0.59323  6350.56   806.37 4.67 3.94  -3.0 -0.435 19.20 21.00 02a57421o0592c
