cls,source_id,sig,P_d,M2_msun,G,bp_rp,simbad_main,otype,sp_type,has_HD,has_HIP,has_GJ,has_TYC,named_ids
BD,683525873153063680,15.461977005004883,113.6193405871362,0.0682,11.449501991271973,2.0156898498535156,PM J08079+2651,SB*,"",false,false,false,false,""
BD,5591328892847955968,15.448235511779785,576.2263868692479,0.0449,12.798571586608887,1.1802797317504883,,,,false,false,false,false,""
BD,4479592104545123584,15.394843101501465,197.52848813606673,0.0709,12.28134536743164,1.2843971252441406,,,,false,false,false,false,""
BD,573367005758336512,15.208003997802734,691.6333788007049,0.0484,12.698657989501953,1.1285066604614258,UCAC4 868-000438,SB*,"",false,false,false,false,""
BD,685029558383335168,15.18619441986084,119.07331263762376,0.0662,8.525495529174805,1.0572028160095215,HD  77065,SB*,K2,true,true,false,true,HIP 44259|BD+22  2037|HD  77065
BD,254409986895937280,15.130928039550781,501.5424594857243,0.0748,10.080303192138672,0.9336023330688477,BD+47  1017,*,F8,false,false,false,true,BD+47  1017
BD,4673644533741370752,15.029120445251465,549.5120009967592,0.0509,11.616132736206055,1.108673095703125,TYC 8870-565-1,PM*,"",false,false,false,true,""
BD,491509258425541632,14.97088623046875,466.74506908827146,0.0468,12.682051658630371,1.5141973495483398,,,,false,false,false,false,""
BD,3913728032959687424,14.92862319946289,328.8965469220986,0.0782,7.458736896514893,0.5849385261535645,HD  99251,PM*,F5,true,true,false,true,HIP 55751|BD+08  2498|HD  99251
BD,5596249035592238720,14.91565227508545,308.0147253161705,0.0505,8.409942626953125,0.7997288703918457,HD  66434,PM*,G2V,true,true,false,true,HIP 39327|HD  66434
BD,1181993180456516864,14.876543998718262,274.4054092258043,0.078,7.971990585327148,0.7575178146362305,HD 132032,SB*,G5,true,true,false,true,HIP 73128|BD+13  2867|HD 132032
BD,6867228986310875776,14.863840103149414,795.7993554380096,0.079,9.463177680969238,1.1525630950927734,HD 188111,SB*,K2V,true,true,false,true,HIP 97937|BD-19  5640|HD 188111
BD,5654836615739897216,14.73695182800293,313.1295781902041,0.0432,12.12021541595459,1.932718276977539,LP  845-19,PM*,"",false,false,false,false,""
BD,987023930329222656,14.61343002319336,444.09994901645166,0.0489,12.165119171142578,1.2791509628295898,TYC 3781-865-1,PM*,"",false,false,false,true,""
BD,4545802186476906880,14.605525970458984,910.7551637608593,0.0267,6.753650665283203,0.7859663963317871,HD 153376,PM*,F8V,true,true,false,true,HIP 83083|BD+15  3089|HD 153376
BD,5039699889094430080,14.207517623901367,651.8740778635574,0.0305,12.618667602539062,2.0131216049194336,[PS78] 184,PM*,M3+,false,false,false,false,""
BD,547770821740800384,14.094256401062012,512.486859707877,0.0507,9.845244407653809,0.6940212249755859,TYC 4338-562-1,*,"",false,false,false,true,""
BD,4842246017566495232,14.058106422424316,465.42959684702555,0.0154,12.959063529968262,2.6036338806152344,UCAC4 240-004042,PM*,"",false,false,false,false,""
BD,4652393894560537728,13.983476638793945,419.76304231046527,0.0473,9.144448280334473,0.8207921981811523,HD  31251,SB*,G2V,true,true,false,true,HIP 22219|HD  31251
BD,1949775033371812736,13.878185272216797,341.48663634021824,0.0793,12.358277320861816,0.8496742248535156,Gaia DR3 1949775033371812736,*,"",false,false,false,false,""
BD,569225076736085504,13.789416313171387,849.1316960253564,0.0385,12.544856071472168,1.0498046875,UCAC4 860-002369,SB*,"",false,false,false,false,""
BD,2224941806934868992,13.756156921386719,392.9698358620542,0.0776,12.640334129333496,1.1400260925292969,,,,false,false,false,false,""
BD,4641522743915848320,13.635647773742676,306.58423787093744,0.0765,10.896238327026367,0.8392820358276367,TYC 9159-1090-1,*,"",false,false,false,true,""
BD,4035139847814464000,13.4857177734375,569.7256281207106,0.0726,12.322348594665527,0.998356819152832,NGP 41  54,PM*,K0:,false,false,false,false,""
BD,2214819118774573440,13.44268798828125,310.8731563967087,0.0772,9.53977108001709,0.8566789627075195,BD+68  1377,SB*,G0,false,true,false,true,BD+68  1377|HIP 115717
BD,6407914360355718784,13.29783821105957,629.9322384630054,0.0697,11.538176536560059,0.7373809814453125,TYC 8828-1493-1,*,"",false,false,false,true,""
BD,5982288289688601984,13.21448040008545,280.3815193301009,0.0443,8.887550354003906,0.7537136077880859,HD 139986,PM*,G3V,true,false,false,true,HD 139986
BD,6145593421660046336,13.196219444274902,426.48108680723567,0.0789,11.968743324279785,0.916020393371582,TYC 7766-207-1,*,"",false,false,false,true,""
BD,6331686387431978496,13.054640769958496,460.07198652024675,0.0589,9.438258171081543,0.973567008972168,BD-05  3935,PM*,"",true,true,false,true,HIP 71928|BD-05  3935|BDS  6967 B|HD 129431B
BD,1743695699282400640,13.019771575927734,676.9849349488982,0.0469,12.096892356872559,1.126723289489746,TYC 1109-1122-1,*,"",false,false,false,true,""
BD,1436113476099475328,13.019339561462402,766.0236380617005,0.0762,12.441339492797852,0.879521369934082,Gaia DR3 1436113476099475328,*,"",false,false,false,false,""
BD,2328697629707400064,12.97843074798584,475.3571821371674,0.0717,10.19811725616455,1.1604995727539062,HD 220518,SB*,K2(III),true,false,false,true,HD 220518
BD,2165686582703498624,12.934350967407227,809.3244125405089,0.0775,12.693359375,2.0632495880126953,UCAC4 693-091105,Y*?,"",false,false,false,false,""
BD,3242908670229651328,12.880901336669922,750.7255492165002,0.0783,11.6336669921875,0.9221487045288086,UCAC4 407-004555,SB*,"",false,false,false,false,""
BD,1711612538393729792,12.813096046447754,684.2283527009215,0.0723,12.519552230834961,0.8796911239624023,Gaia DR3 1711612538393729792,*,"",false,false,false,false,""
BD,321123400368013696,12.777029991149902,560.1810820327507,0.0465,8.952339172363281,0.7254352569580078,BD+35   228,PM*,G0,false,true,false,true,HIP 5787|BD+35   228
BD,1753288633296985216,12.769039154052734,495.85445313586644,0.0497,11.187703132629395,1.1003265380859375,TYC 1078-1716-1,PM*,"",false,false,false,true,""
BD,5484481960625470336,12.750492095947266,427.9967594088303,0.0559,9.209234237670898,0.7939567565917969,HD  49264,PM*,G3IV/V,true,true,false,true,HIP 32253|HD  49264
BD,5387111375536474368,12.742197036743164,341.57070360913406,0.0779,11.326313972473145,1.158975601196289,TYC 7737-1393-1,PM*,"",false,false,false,true,""
BD,2121086061741691904,12.734468460083008,928.3160414118156,0.0595,12.963011741638184,2.6777572631835938,UCAC4 702-060437,PM*,"",false,false,false,false,""
BD,6675974779811565440,12.649896621704102,244.47546325597105,0.0397,12.701677322387695,2.1132116317749023,,,,false,false,false,false,""
BD,2301712904238821120,12.50067138671875,775.8671478487506,0.0408,12.875679969787598,1.2923173904418945,,,,false,false,false,false,""
BD,1878822452815621120,12.33323860168457,1009.3084576652012,0.0152,9.758149147033691,1.0736141204833984,BD+24  4592,SB*,K2,false,true,false,true,BD+24  4592|HIP 110894
BD,3665298981300771200,12.316574096679688,515.9390243721431,0.0245,10.680112838745117,1.7705068588256836,StKM 2-979,PM*,K4V,false,false,false,true,""
BD,4474368187335444352,12.278728485107422,508.12014300985635,0.0729,11.060382843017578,1.0059099197387695,TYC  438-609-1,PM*,"",false,false,false,true,""
BD,5789582006248252928,12.195810317993164,726.3916896174425,0.0502,11.998172760009766,0.9153070449829102,TYC 9426-3681-1,*,"",false,false,false,true,""
BD,4452822226193403392,12.137226104736328,490.3008044974809,0.0601,11.582660675048828,0.9689483642578125,TYC  963-795-1,SB*,"",false,false,false,true,""
BD,494784119447724032,12.069350242614746,300.26807275760285,0.0785,11.332898139953613,1.023818016052246,TYC 4330-1886-1,*,"",false,false,false,true,""
NS,490783752549167872,375.4859924316406,624.3533304154304,2.0177,6.002260208129883,1.299757480621338,HD  26101,*,K0,true,true,false,true,HIP 19673|BD+68   310|HD  26101|HR  1282
NS,6773505034607787904,303.8406982421875,640.834090929421,2.0295,7.602612495422363,0.5146665573120117,CD-41 14316,SB*,F0,false,true,false,true,HIP 103522
NS,2362914573298241024,240.6261444091797,605.0618212328716,1.3753,11.967987060546875,0.8686790466308594,UCAC2  24018137,SB*,"",false,false,false,false,""
NS,247969700615202816,239.9351806640625,747.5390204353558,1.5101,11.658720970153809,1.1425151824951172,TYC 3317-460-1,SB*,"",false,false,false,true,""
NS,6511135584257748608,239.8817596435547,762.9059647264496,1.6061,12.605457305908203,0.9193544387817383,UCAC4 190-206054,SB*,"",false,false,false,false,""
NS,4168258132908819584,239.31492614746094,903.9881823569057,1.7946,12.064753532409668,1.661320686340332,UCAC4 407-071920,SB*,"",false,false,false,false,""
NS,1544026728439576192,234.56256103515625,606.6832949887248,1.6725,7.635034561157227,1.2206740379333496,HD 108380,SB*,K1III,true,true,false,true,HIP 60728|BD+49  2139|HD 108380
NS,2845078975022673280,222.02957153320312,821.2874532290882,1.2616,10.998274803161621,0.7716293334960938,TYC 2245-1204-1,SB*,"",false,false,false,true,""
NS,1714530637958169600,208.20770263671875,808.7203458102741,1.7776,11.157925605773926,0.9402351379394531,TYC 4562-535-1,SB*,"",false,false,false,true,""
NS,1740783543951089920,206.29473876953125,508.9418145317032,2.128,7.3791327476501465,1.2550816535949707,HD 205630,SB*,K2,true,true,false,true,BD+07  4721|HD 205630|HIP 106677
NS,1848742357301319296,197.49192810058594,523.4963434584372,1.359,10.904570579528809,0.8728847503662109,TYC 2196-121-1,SB*,"",false,false,false,true,""
NS,5290497804200582528,194.4667205810547,1040.3944515100245,2.2465,9.123764991760254,1.1862459182739258,HD  69957,*,G8/K0III,true,false,false,true,HD  69957
NS,823243942431149568,194.2306671142578,668.382759855513,2.0343,9.533764839172363,0.616826057434082,BD+48  1823,SB*,F8,false,true,false,true,HIP 48931|BD+48  1823
NS,1118672855569216896,191.93148803710938,780.4940204004912,2.3186,8.550238609313965,1.116835594177246,HD  75614,SB*,K0,true,false,false,true,BD+70   538|HD  75614
NS,544098964003017728,188.03807067871094,1040.4937993712317,1.421,10.615900993347168,0.8466291427612305,TYC 4321-858-1,SB*,G2V,false,false,false,true,""
NS,3413708799353022720,187.58766174316406,322.8882551865533,1.7774,12.11496353149414,1.4693498611450195,LP  359-97,SB*,"",false,false,false,false,""
NS,4938126175990976000,184.92848205566406,881.0822002271378,1.2387,7.48488187789917,1.179520606994629,HD  13397,SB*,K0III,true,true,false,true,HIP 10080|HD  13397
NS,169521744997530496,184.25100708007812,708.2114213083216,1.431,12.307682991027832,1.0584192276000977,UCAC4 610-012365,SB*,"",false,false,false,false,""
NS,5551709778040603136,183.4842529296875,489.16372191637396,1.2213,10.71431827545166,0.700587272644043,TYC 8121-292-1,SB*,"",false,false,false,true,""
NS,4861587659753392384,179.7145538330078,999.8511435592601,1.2204,6.957626819610596,1.1693367958068848,HD  21988,SB*,K0III,true,true,false,true,HIP 16418|HD  21988
NS,6519991463228737152,179.03195190429688,657.0902739463866,2.3949,5.823702812194824,1.123213291168213,HD 214987,RG*,K0III,true,true,false,true,HD 214987|HIP 112127|HR  8639
NS,1007314764586492544,176.26036071777344,501.8516413390819,1.2676,10.472908020019531,0.7319526672363281,TYC 4101-446-1,SB*,"",false,false,false,true,""
NS,497683050574894208,169.3505401611328,1081.8765371222523,1.5942,7.102981090545654,1.2282466888427734,HD  33164A,SB*,K1IV,true,true,false,true,HIP 24417|HD  33164A|BD+69   307A|HD  33164
NS,5819107879195547904,166.6051025390625,477.2331210639142,2.1625,10.122368812561035,1.1687755584716797,TYC 9264-1657-1,SB*,"",false,false,false,true,""
NS,2056596062649654272,166.4969940185547,628.3470381443825,1.3105,10.422988891601562,0.8688211441040039,BD+35  4153,SB*,"",false,false,false,true,BD+35  4153
NS,3744767558588308608,161.9425811767578,651.9559310729899,1.4475,7.847177982330322,1.3540558815002441,HD 117303,SB*,K2,true,true,false,true,HIP 65793|BD+15  2581|HD 117303
NS,6823778000467791616,161.43328857421875,472.41683191294646,1.6692,11.98015308380127,0.8405246734619141,TYC 6380-740-1,SB*,"",false,false,false,true,""
NS,6433005009545683456,161.43222045898438,942.7518076163416,1.2542,10.902472496032715,0.8725776672363281,TYC 9291-192-1,SB*,"",false,false,false,true,""
NS,2029703485715058304,160.94078063964844,278.3167750027776,1.2116,10.719162940979004,0.8169727325439453,HD 333805,SB*,G0,true,false,false,true,HD 333805
NS,2847870566324824320,159.43096923828125,588.897537816674,1.7298,10.0794677734375,0.6835880279541016,AG+22 2581,SB*,M0,false,false,false,true,""
NS,2638595123730836736,158.82275390625,887.6638759696746,1.3727,7.420230388641357,1.348991870880127,HD 219564,SB*,K3V,true,false,false,true,BD-02  5918|HD 219564
NS,4637979606352273280,155.85418701171875,477.1401758540575,2.7141,9.877153396606445,0.7086915969848633,CD-75    45,SB*,"",false,false,false,true,""
NS,2025645527584130432,155.59210205078125,666.210184489964,1.235,12.28628921508789,0.9734182357788086,UCAC4 585-084105,SB*,"",false,false,false,false,""
NS,2100950602227376768,154.29296875,593.5846913841846,1.5367,11.737991333007812,0.8777647018432617,TYC 3121-751-1,SB*,"",false,false,false,true,""
NS,1399377001618295680,152.94320678710938,840.237459486311,1.6217,7.153803825378418,1.1169648170471191,HD 145727,SB*,G5,true,true,false,true,HIP 79236|BD+49  2469|HD 145727
NS,1042817823246691200,152.09600830078125,649.5935907106189,1.2355,7.163180351257324,1.145918846130371,HD  76592,SB*,K0,true,true,false,true,HIP 44205|BD+62  1036|HD  76592
NS,6779614642766754944,151.40093994140625,673.7750903797696,1.5798,12.071975708007812,0.7913618087768555,UCAC4 274-198817,SB*,"",false,false,false,false,""
NS,5594783519718297728,150.92018127441406,552.1910450135998,1.5537,10.181529998779297,0.6313447952270508,GSC 07123-00365,SB*,"",false,false,false,false,""
NS,1021939403105070592,148.2097625732422,521.8033886924421,1.3321,7.7276763916015625,1.0706467628479004,HD  85459,*,G9III-IV,true,true,false,true,HIP 48515|BD+56  1412|HD  85459
NS,2117213341272105728,142.03627014160156,732.7860241221388,1.829,8.307969093322754,1.2234735488891602,HD 172166,*,K0,true,false,false,true,BD+44  2939|HD 172166
NS,1131659702801602816,141.91331481933594,777.9166968191615,1.3039,7.650540828704834,1.1281952857971191,HD  79262,SB*,G5,true,true,false,true,HIP 45760|BD+78   303|HD  79262
NS,5804011378374864896,141.90895080566406,811.0149457094708,2.0083,11.807394981384277,0.7162952423095703,TYC 9280-1756-1,SB*,"",false,false,false,true,""
NS,1933393413927856384,140.74232482910156,636.6173803959609,1.2596,10.673933029174805,0.7401952743530273,TYC 3209-549-1,*,"",false,false,false,true,""
NS,5429885160995803648,138.80442810058594,699.9303851171002,1.2261,10.865081787109375,0.7137870788574219,TYC 7691-1521-1,SB*,"",false,false,false,true,""
NS,544894602402169984,137.91696166992188,937.1630125271818,2.5389,8.301422119140625,1.159919261932373,BD+74   153,SB*,G0,false,false,false,true,BD+74   153
NS,4555342683235600384,135.95550537109375,460.1020411447289,1.746,12.14080810546875,0.9982881546020508,TYC 1549-448-1,SB*,"",false,false,false,true,""
NS,4323120982743804416,135.75238037109375,754.0831179019882,2.0484,11.443772315979004,0.9776544570922852,TYC 1605-739-1,SB*,"",false,false,false,true,""
NS,420442839764561536,135.6988525390625,558.7247019685104,1.8221,8.604479789733887,1.302393913269043,HD 236291,SB*,K0,true,false,false,true,BD+54  3107|HD 236291
NS,39626987477782912,135.21827697753906,763.3960863546844,1.564,7.620105743408203,1.3541593551635742,HD  24345,SB*,G5,true,true,false,true,HIP 18158|BD+13   613|HD  24345
NS,6630014227400988032,134.36801147460938,844.7204808923246,1.4591,12.077462196350098,0.8031015396118164,TYC 9077-1728-1,SB*,"",false,false,false,true,""
planet,557717892980808960,13.970924377441406,522.5754291547664,0.0121,12.046809196472168,2.384589195251465,PM J04205+8131,PM*,M3.0V,false,false,false,false,""
planet,637329067477530368,12.11954402923584,850.837877194949,0.0074,7.5681352615356445,0.8139252662658691,HD  81040,PM*,G0V,true,true,false,true,HIP 46076|BD+20  2314|HD  81040
planet,5855730584310531200,15.989910125732422,882.128075201982,0.0082,7.419252395629883,0.8791532516479492,HD 111232,PM*,G8VFe-1.0,true,true,false,true,HIP 62534|HD 111232
