date,filter,obj_ra,obj_dec,tel_inst
2014-03-14 14:39:16,i,236.864134,-14.418051,Pan-STARRS1
2014-03-14 14:39:16,i,236.864134,-14.418051,Pan-STARRS1
2014-03-14 14:42:07,i,236.864122,-14.418042,Pan-STARRS1
2014-03-14 15:02:15,i,236.864032,-14.417975,Pan-STARRS1
2014-03-14 15:02:15,i,236.864032,-14.417975,Pan-STARRS1
2014-03-14 15:05:06,i,236.864020,-14.417965,Pan-STARRS1
2014-04-21 17:55:59,u,236.336009,-14.191992,Skymapper
2014-04-21 17:56:58,v,236.335995,-14.191988,Skymapper
2014-05-08 10:15:38,i,235.978683,-14.081818,Pan-STARRS1
2014-05-08 10:33:14,i,235.978407,-14.081738,Pan-STARRS1
2014-05-08 10:50:48,i,235.978131,-14.081659,Pan-STARRS1
2014-05-08 11:08:36,i,235.977853,-14.081578,Pan-STARRS1
2014-05-10 10:12:19,i,235.933479,-14.068862,Pan-STARRS1
2014-05-10 10:29:34,i,235.933206,-14.068786,Pan-STARRS1
2014-05-10 10:46:48,i,235.932933,-14.068709,Pan-STARRS1
2014-05-10 11:04:04,i,235.932659,-14.068632,Pan-STARRS1
2014-05-30 09:55:35,R.MP9601,235.475538,-13.948003,CFHT/MegaCam
2014-05-30 10:02:28,R.MP9601,235.475430,-13.947977,CFHT/MegaCam
2014-05-31 10:50:00,R.MP9601,235.452278,-13.942356,CFHT/MegaCam
2014-06-01 08:09:36,R.MP9601,235.432324,-13.937500,CFHT/MegaCam
2014-06-01 09:11:22,R.MP9601,235.431372,-13.937273,CFHT/MegaCam
2014-06-01 10:13:10,R.MP9601,235.430420,-13.937045,CFHT/MegaCam
2014-06-02 03:26:44,Band-6,235.414387,-13.933173,ALMA
2014-06-17 08:23:19,i,235.095012,-13.861234,Pan-STARRS1
2014-06-17 08:24:28,i,235.094997,-13.861230,Pan-STARRS1
2014-06-17 08:41:39,i,235.094764,-13.861182,Pan-STARRS1
2014-06-17 08:42:48,i,235.094749,-13.861178,Pan-STARRS1
2014-06-17 08:59:59,i,235.094516,-13.861130,Pan-STARRS1
2014-06-17 09:01:07,i,235.094501,-13.861127,Pan-STARRS1
2014-06-17 09:18:17,i,235.094268,-13.861078,Pan-STARRS1
2014-06-17 09:19:26,i,235.094253,-13.861075,Pan-STARRS1
2014-06-20 11:55:25,u,235.034768,-13.848826,Skymapper
2014-06-20 11:56:26,v,235.034755,-13.848823,Skymapper
2014-06-20 11:57:07,g,235.034746,-13.848821,Skymapper
2014-06-20 12:47:24,u,235.034091,-13.848689,Skymapper
2014-06-20 12:48:25,v,235.034078,-13.848686,Skymapper
2014-06-20 12:49:05,g,235.034069,-13.848684,Skymapper
2014-06-20 12:49:37,r,235.034062,-13.848683,Skymapper
2014-06-20 12:50:01,i,235.034057,-13.848682,Skymapper
2014-06-20 12:50:33,z,235.034050,-13.848681,Skymapper
2014-06-22 08:05:27,R.MP9601,235.000514,-13.841940,CFHT/MegaCam
2014-06-22 09:07:10,R.MP9601,234.999744,-13.841790,CFHT/MegaCam
2014-07-03 07:52:20,i,234.817511,-13.808419,Pan-STARRS1
2014-07-03 07:52:20,i,234.817511,-13.808419,Pan-STARRS1
2014-07-03 07:53:17,i,234.817501,-13.808418,Pan-STARRS1
2014-07-03 08:10:33,i,234.817322,-13.808388,Pan-STARRS1
2014-07-03 08:10:33,i,234.817322,-13.808388,Pan-STARRS1
2014-07-03 08:11:30,i,234.817313,-13.808387,Pan-STARRS1
2014-07-03 08:38:10,i,234.817037,-13.808341,Pan-STARRS1
2014-07-03 08:38:10,i,234.817037,-13.808341,Pan-STARRS1
2014-07-03 08:39:07,i,234.817027,-13.808340,Pan-STARRS1
2014-07-03 08:56:23,i,234.816849,-13.808310,Pan-STARRS1
2014-07-03 08:56:23,i,234.816849,-13.808310,Pan-STARRS1
2014-07-03 08:57:20,i,234.816839,-13.808309,Pan-STARRS1
2014-07-19 08:29:44,R.MP9601,234.624506,-13.782923,CFHT/MegaCam
2014-07-21 00:47:37,Band-7,234.609887,-13.781898,ALMA
2014-07-21 00:47:37,Band-7,234.609887,-13.781898,ALMA
2014-07-23 15:05:18,Band-3,234.590306,-13.781149,ALMA
2014-07-23 15:05:18,Band-3,234.590306,-13.781149,ALMA
2014-08-01 23:47:52,Band-3,234.542101,-13.784484,ALMA
2014-08-04 22:25:51,Band-6,234.534993,-13.787621,ALMA
2014-08-15 15:38:37,w1,234.542152,-13.807207,WISE
2014-08-15 15:38:37,w2,234.542152,-13.807207,WISE
2014-08-15 18:47:51,w1,234.542550,-13.807522,WISE
2014-08-15 18:47:51,w2,234.542550,-13.807522,WISE
2014-08-15 18:48:02,w1,234.542550,-13.807522,WISE
2014-08-15 18:48:02,w2,234.542550,-13.807522,WISE
2014-08-15 21:57:27,w1,234.542949,-13.807837,WISE
2014-08-15 21:57:27,w2,234.542949,-13.807837,WISE
2014-08-16 01:06:52,w1,234.542928,-13.808054,WISE
2014-08-16 01:06:52,w2,234.542928,-13.808054,WISE
2014-08-16 02:41:40,w1,234.543188,-13.808225,WISE
2014-08-16 02:41:40,w2,234.543188,-13.808225,WISE
2014-08-16 04:16:17,w1,234.543448,-13.808397,WISE
2014-08-16 04:16:17,w2,234.543448,-13.808397,WISE
2014-08-16 05:50:54,w1,234.543707,-13.808568,WISE
2014-08-16 05:50:54,w2,234.543707,-13.808568,WISE
2014-08-16 05:51:05,w1,234.543708,-13.808569,WISE
2014-08-16 05:51:05,w2,234.543708,-13.808569,WISE
2014-08-16 07:25:42,w1,234.543967,-13.808740,WISE
2014-08-16 07:25:42,w2,234.543967,-13.808740,WISE
2014-08-16 07:25:53,w1,234.543968,-13.808740,WISE
2014-08-16 07:25:53,w2,234.543968,-13.808740,WISE
2014-08-16 09:00:30,w1,234.544227,-13.808912,WISE
2014-08-16 09:00:30,w2,234.544227,-13.808912,WISE
2014-08-16 10:35:07,w1,234.544487,-13.809083,WISE
2014-08-16 10:35:07,w2,234.544487,-13.809083,WISE
2014-08-16 10:35:18,w1,234.544487,-13.809083,WISE
2014-08-16 10:35:18,w2,234.544487,-13.809083,WISE
2014-08-16 12:09:55,w1,234.544747,-13.809255,WISE
2014-08-16 12:09:55,w2,234.544747,-13.809255,WISE
2014-08-16 15:19:20,w1,234.545267,-13.809598,WISE
2014-08-16 15:19:20,w2,234.545267,-13.809598,WISE
2014-08-16 18:28:46,w1,234.545786,-13.809941,WISE
2014-08-16 18:28:46,w2,234.545786,-13.809941,WISE
2014-08-16 18:28:57,w1,234.545787,-13.809941,WISE
2014-08-16 18:28:57,w2,234.545787,-13.809941,WISE
2014-08-16 21:38:11,w1,234.546306,-13.810284,WISE
2014-08-16 21:38:11,w2,234.546306,-13.810284,WISE
2014-08-27 21:55:17,Band-3,234.614598,-13.844545,ALMA
2014-09-09 09:31:08,Band-3,234.757735,-13.897215,ALMA
2014-09-10 18:08:46,Band-6,234.777548,-13.903774,ALMA
2014-09-28 09:07:51,Band-7,235.100248,-14.000128,ALMA
2014-09-28 18:32:24,Band-7,235.108755,-14.002479,ALMA
2014-09-28 18:32:24,Band-7,235.108755,-14.002479,ALMA
2014-09-30 19:08:57,Band-7,235.153543,-14.014739,ALMA
2014-10-05 19:33:45,Band-7,235.270669,-14.045908,ALMA
2014-10-05 19:33:45,Band-7,235.270669,-14.045908,ALMA
2014-10-06 06:48:53,Band-7,235.282030,-14.048870,ALMA
2014-10-13 18:53:01,Band-3,235.472678,-14.097187,ALMA
2014-10-18 18:58:13,Band-6,235.608458,-14.130134,ALMA
2014-10-20 20:07:37,Band-7,235.665882,-14.143729,ALMA
2014-10-20 20:07:37,Band-7,235.665882,-14.143729,ALMA
2014-10-28 08:46:28,Band-7,235.884778,-14.193862,ALMA
2014-11-03 06:51:20,Band-7,236.064046,-14.233097,ALMA
2014-11-04 06:14:52,Band-6,236.094159,-14.239494,ALMA
2014-11-04 19:55:32,Band-7,236.111767,-14.243235,ALMA
2014-11-07 04:49:49,Band-7,236.185464,-14.258718,ALMA
2014-11-07 18:42:54,Band-7,236.203543,-14.262475,ALMA
2014-11-16 05:10:46,Band-6,236.470488,-14.316135,ALMA
2014-11-16 05:10:46,Band-6,236.470488,-14.316135,ALMA
2014-11-16 05:55:32,Band-7,236.471480,-14.316327,ALMA
2014-11-16 05:55:32,Band-7,236.471480,-14.316327,ALMA
2014-11-21 01:42:29,Band-7,236.625869,-14.345788,ALMA
2014-11-21 01:42:29,Band-7,236.625869,-14.345788,ALMA
2014-11-22 06:17:07,Band-7,236.664042,-14.352928,ALMA
2014-11-22 06:17:07,Band-7,236.664042,-14.352928,ALMA
2014-11-24 19:16:31,Band-6,236.745457,-14.367801,ALMA
2014-11-26 15:55:15,Band-7,236.804982,-14.378510,ALMA
2014-11-27 17:43:18,Band-7,236.839316,-14.384594,ALMA
2014-11-27 17:43:18,Band-7,236.839316,-14.384594,ALMA
2014-11-28 15:53:35,Band-7,236.868762,-14.389752,ALMA
2014-11-28 17:38:59,Band-7,236.871095,-14.390160,ALMA
2014-11-29 18:43:51,Band-7,236.904364,-14.395945,ALMA
2014-12-01 05:33:35,Band-7,236.950500,-14.403913,ALMA
2014-12-01 06:46:50,Band-7,236.952108,-14.404184,ALMA
2014-12-01 06:46:50,Band-7,236.952108,-14.404184,ALMA
2014-12-01 15:22:39,Band-7,236.963429,-14.406091,ALMA
2014-12-02 06:03:12,Band-7,236.982754,-14.409347,ALMA
2014-12-02 16:42:29,Band-7,236.996785,-14.411711,ALMA
2014-12-02 16:42:29,Band-7,236.996785,-14.411711,ALMA
2014-12-04 17:31:24,Band-7,237.060872,-14.422390,ALMA
2014-12-04 17:31:24,Band-7,237.060872,-14.422390,ALMA
2014-12-06 01:51:23,Band-6,237.103060,-14.429277,ALMA
2014-12-08 02:59:36,Band-7,237.166821,-14.439509,ALMA
2014-12-09 15:57:54,Band-7,237.214500,-14.447022,ALMA
2014-12-09 15:57:54,Band-7,237.214500,-14.447022,ALMA
2014-12-11 18:20:00,Band-6,237.278848,-14.456911,ALMA
2014-12-11 18:20:00,Band-6,237.278848,-14.456911,ALMA
2014-12-20 05:11:07,Band-7,237.530804,-14.493130,ALMA
2014-12-23 04:19:31,Band-6,237.615991,-14.504412,ALMA
2014-12-23 04:50:53,Band-6,237.616601,-14.504488,ALMA
2015-03-27 19:05:44,i,238.561938,-14.382254,Skymapper
2015-03-27 19:07:46,z,238.561922,-14.382246,Skymapper
2015-03-31 19:17:14,i,238.513625,-14.359300,Skymapper
2015-03-31 19:19:14,z,238.513607,-14.359292,Skymapper
2015-05-20 06:31:56,VR,237.546374,-14.048543,CTIO-4m/DECam
2015-05-20 06:31:56,VR,237.546374,-14.048543,CTIO-4m/DECam
2015-05-20 06:31:56,VR,237.546374,-14.048543,CTIO-4m/DECam
2015-05-20 06:31:56,VR,237.546374,-14.048543,CTIO-4m/DECam
2015-05-20 06:31:56,VR,237.546374,-14.048543,CTIO-4m/DECam
2015-05-20 06:31:56,VR,237.546374,-14.048543,CTIO-4m/DECam
2015-05-20 06:36:35,VR,237.546300,-14.048524,CTIO-4m/DECam
2015-05-20 06:36:35,VR,237.546300,-14.048524,CTIO-4m/DECam
2015-05-20 06:36:35,VR,237.546300,-14.048524,CTIO-4m/DECam
2015-05-20 06:36:35,VR,237.546300,-14.048524,CTIO-4m/DECam
2015-05-20 06:36:35,VR,237.546300,-14.048524,CTIO-4m/DECam
2015-05-20 06:36:35,VR,237.546300,-14.048524,CTIO-4m/DECam
2015-05-20 06:41:16,VR,237.546225,-14.048505,CTIO-4m/DECam
2015-05-20 06:41:16,VR,237.546225,-14.048505,CTIO-4m/DECam
2015-05-20 06:41:16,VR,237.546225,-14.048505,CTIO-4m/DECam
2015-05-20 06:41:16,VR,237.546225,-14.048505,CTIO-4m/DECam
2015-05-20 06:41:16,VR,237.546225,-14.048505,CTIO-4m/DECam
2015-05-20 06:41:16,VR,237.546225,-14.048505,CTIO-4m/DECam
2015-05-20 06:45:53,VR,237.546150,-14.048486,CTIO-4m/DECam
2015-05-20 06:45:53,VR,237.546150,-14.048486,CTIO-4m/DECam
2015-05-20 06:45:53,VR,237.546150,-14.048486,CTIO-4m/DECam
2015-05-20 06:50:34,VR,237.546075,-14.048467,CTIO-4m/DECam
2015-05-20 06:50:34,VR,237.546075,-14.048467,CTIO-4m/DECam
2015-05-20 06:50:34,VR,237.546075,-14.048467,CTIO-4m/DECam
2015-05-21 07:31:20,VR,237.522261,-14.042423,CTIO-4m/DECam
2015-05-21 07:31:20,VR,237.522261,-14.042423,CTIO-4m/DECam
2015-05-21 07:31:20,VR,237.522261,-14.042423,CTIO-4m/DECam
2015-05-21 07:36:01,VR,237.522185,-14.042403,CTIO-4m/DECam
2015-05-21 07:36:01,VR,237.522185,-14.042403,CTIO-4m/DECam
2015-05-21 07:36:01,VR,237.522185,-14.042403,CTIO-4m/DECam
2015-05-21 07:40:41,VR,237.522110,-14.042384,CTIO-4m/DECam
2015-05-21 07:40:41,VR,237.522110,-14.042384,CTIO-4m/DECam
2015-05-21 07:40:41,VR,237.522110,-14.042384,CTIO-4m/DECam
2015-05-21 07:45:23,VR,237.522035,-14.042365,CTIO-4m/DECam
2015-05-21 07:45:23,VR,237.522035,-14.042365,CTIO-4m/DECam
2015-05-21 07:45:23,VR,237.522035,-14.042365,CTIO-4m/DECam
2015-05-21 07:45:23,VR,237.522035,-14.042365,CTIO-4m/DECam
2015-05-21 07:45:23,VR,237.522035,-14.042365,CTIO-4m/DECam
2015-05-21 07:45:23,VR,237.522035,-14.042365,CTIO-4m/DECam
2015-05-21 07:50:01,VR,237.521960,-14.042346,CTIO-4m/DECam
2015-05-21 07:50:01,VR,237.521960,-14.042346,CTIO-4m/DECam
2015-05-21 07:50:01,VR,237.521960,-14.042346,CTIO-4m/DECam
2015-05-22 08:32:54,VR,237.498105,-14.036279,CTIO-4m/DECam
2015-05-22 08:32:54,VR,237.498105,-14.036279,CTIO-4m/DECam
2015-05-22 08:32:54,VR,237.498105,-14.036279,CTIO-4m/DECam
2015-05-22 08:32:54,VR,237.498105,-14.036279,CTIO-4m/DECam
2015-05-22 08:32:54,VR,237.498105,-14.036279,CTIO-4m/DECam
2015-05-22 08:32:54,VR,237.498105,-14.036279,CTIO-4m/DECam
2015-05-22 08:37:36,VR,237.498029,-14.036260,CTIO-4m/DECam
2015-05-22 08:37:36,VR,237.498029,-14.036260,CTIO-4m/DECam
2015-05-22 08:37:36,VR,237.498029,-14.036260,CTIO-4m/DECam
2015-05-22 08:42:16,VR,237.497954,-14.036242,CTIO-4m/DECam
2015-05-22 08:42:16,VR,237.497954,-14.036242,CTIO-4m/DECam
2015-05-22 08:42:16,VR,237.497954,-14.036242,CTIO-4m/DECam
2015-05-22 08:46:59,VR,237.497878,-14.036223,CTIO-4m/DECam
2015-05-22 08:46:59,VR,237.497878,-14.036223,CTIO-4m/DECam
2015-05-22 08:46:59,VR,237.497878,-14.036223,CTIO-4m/DECam
2015-05-22 08:46:59,VR,237.497878,-14.036223,CTIO-4m/DECam
2015-05-22 08:46:59,VR,237.497878,-14.036223,CTIO-4m/DECam
2015-05-22 08:46:59,VR,237.497878,-14.036223,CTIO-4m/DECam
2015-05-22 08:51:39,VR,237.497804,-14.036204,CTIO-4m/DECam
2015-05-22 08:51:39,VR,237.497804,-14.036204,CTIO-4m/DECam
2015-05-22 08:51:39,VR,237.497804,-14.036204,CTIO-4m/DECam
2015-05-23 06:22:36,VR,237.477046,-14.030983,CTIO-4m/DECam
2015-05-23 06:41:24,VR,237.476744,-14.030909,CTIO-4m/DECam
2015-05-23 06:41:24,VR,237.476744,-14.030909,CTIO-4m/DECam
2015-05-23 06:41:24,VR,237.476744,-14.030909,CTIO-4m/DECam
2015-05-23 06:46:04,VR,237.476670,-14.030890,CTIO-4m/DECam
2015-05-23 06:46:04,VR,237.476670,-14.030890,CTIO-4m/DECam
2015-05-23 06:46:04,VR,237.476670,-14.030890,CTIO-4m/DECam
2015-05-23 06:46:04,VR,237.476670,-14.030890,CTIO-4m/DECam
2015-05-23 06:46:04,VR,237.476670,-14.030890,CTIO-4m/DECam
2015-05-23 06:46:04,VR,237.476670,-14.030890,CTIO-4m/DECam
2015-05-23 06:50:44,VR,237.476595,-14.030872,CTIO-4m/DECam
2015-05-23 06:50:44,VR,237.476595,-14.030872,CTIO-4m/DECam
2015-05-23 06:50:44,VR,237.476595,-14.030872,CTIO-4m/DECam
2015-05-23 06:55:25,VR,237.476520,-14.030853,CTIO-4m/DECam
2015-05-23 06:55:25,VR,237.476520,-14.030853,CTIO-4m/DECam
2015-05-23 06:55:25,VR,237.476520,-14.030853,CTIO-4m/DECam
2015-05-23 07:00:05,VR,237.476445,-14.030835,CTIO-4m/DECam
2015-05-23 07:00:05,VR,237.476445,-14.030835,CTIO-4m/DECam
2015-05-23 07:00:05,VR,237.476445,-14.030835,CTIO-4m/DECam
2015-05-24 06:21:14,VR,237.453960,-14.025267,CTIO-4m/DECam
2015-05-24 06:21:14,VR,237.453960,-14.025267,CTIO-4m/DECam
2015-05-24 06:21:14,VR,237.453960,-14.025267,CTIO-4m/DECam
2015-05-24 06:25:57,VR,237.453884,-14.025248,CTIO-4m/DECam
2015-05-24 06:25:57,VR,237.453884,-14.025248,CTIO-4m/DECam
2015-05-24 06:25:57,VR,237.453884,-14.025248,CTIO-4m/DECam
2015-05-24 06:30:37,VR,237.453809,-14.025229,CTIO-4m/DECam
2015-05-24 06:30:37,VR,237.453809,-14.025229,CTIO-4m/DECam
2015-05-24 06:30:37,VR,237.453809,-14.025229,CTIO-4m/DECam
2015-05-24 06:30:37,VR,237.453809,-14.025229,CTIO-4m/DECam
2015-05-24 06:30:37,VR,237.453809,-14.025229,CTIO-4m/DECam
2015-05-24 06:30:37,VR,237.453809,-14.025229,CTIO-4m/DECam
2015-05-24 06:35:15,VR,237.453735,-14.025211,CTIO-4m/DECam
2015-05-24 06:35:15,VR,237.453735,-14.025211,CTIO-4m/DECam
2015-05-24 06:35:15,VR,237.453735,-14.025211,CTIO-4m/DECam
2015-05-24 06:35:15,VR,237.453735,-14.025211,CTIO-4m/DECam
2015-05-24 06:35:15,VR,237.453735,-14.025211,CTIO-4m/DECam
2015-05-24 06:35:15,VR,237.453735,-14.025211,CTIO-4m/DECam
2015-05-24 06:39:54,VR,237.453660,-14.025192,CTIO-4m/DECam
2015-05-24 06:39:54,VR,237.453660,-14.025192,CTIO-4m/DECam
2015-05-24 06:39:54,VR,237.453660,-14.025192,CTIO-4m/DECam
2015-05-24 06:39:54,VR,237.453660,-14.025192,CTIO-4m/DECam
2015-05-24 06:39:54,VR,237.453660,-14.025192,CTIO-4m/DECam
2015-05-24 06:39:54,VR,237.453660,-14.025192,CTIO-4m/DECam
2015-08-07 00:37:00,Band-9,236.321730,-13.837500,ALMA
2015-08-07 00:37:00,Band-9,236.321730,-13.837500,ALMA
2015-08-09 08:34:06,i,236.318609,-13.841066,Skymapper
2015-08-09 08:36:06,z,236.318609,-13.841068,Skymapper
2015-08-09 08:38:07,i,236.318609,-13.841071,Skymapper
2015-08-09 08:40:07,z,236.318609,-13.841073,Skymapper
2015-08-26 23:42:32,Band-7,236.378105,-13.886996,ALMA
2016-06-27 02:49:38,VR,238.558070,-13.901992,CTIO-4m/DECam
2016-06-27 02:49:38,VR,238.558070,-13.901992,CTIO-4m/DECam
2016-06-27 02:49:38,VR,238.558070,-13.901992,CTIO-4m/DECam
2016-06-27 02:49:38,VR,238.558070,-13.901992,CTIO-4m/DECam
2016-06-27 02:52:36,VR,238.558033,-13.901987,CTIO-4m/DECam
2016-06-27 02:52:36,VR,238.558033,-13.901987,CTIO-4m/DECam
2016-06-27 02:52:36,VR,238.558033,-13.901987,CTIO-4m/DECam
2016-06-27 02:52:36,VR,238.558033,-13.901987,CTIO-4m/DECam
