"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Unreal","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s","Auto classification"
"214469","SN 2026uid","22:03:16.523","-02:38:43.47","SLSN-I","0.936","","","FLEET","Rubin","FLEET","Rubin","170587114058023168","ATLAS-CHL - ATLAS-04, Rubin - LSSTCam","Magellan-Clay - LDSS-3","1","1","","21.881","i-LSST","2026-06-26 09:43:03.000","Peter Blanchard","","","2026TNSTR2901....1B","2026TNSCR2910....1K","",""
