objID,detectID,obsTime,filterID,ra,dec,psfFlux,psfFluxErr,psfQf,infoFlag,infoFlag2,infoFlag3,zp,mag_AB,band,sep_as
90193132266371882,237150466630001965,56472.5049321,3,313.22661826,-14.84062045,1.2589400284923611e-05,2.4177300019800896e-06,0.647711992263794,35651585,0,3178496,24.62170028686523,21.149987394180666,i,0.7509565867148995
90193132266371882,98831165340004122,55089.3120102,3,313.22663142,-14.84042371,8.387090019823518e-06,2.1186699541431153e-06,0.6403549909591675,35651585,0,3178496,24.66699981689453,21.590971739033552,i,0.4265814402905635
