MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs,snr
57540.549485,-20.174,0.855,-31,26,c,0,1.2,313.22651,-14.84044,9125.47,350.92,5.26,3.89,26.8,-0.437,19.4,21.28,02a57540o0608c,-1.1923076923076923
57540.552172,24.735,43.0,0,20,c,0,0.86,313.22651,-14.84044,7887.08,10112.34,4.46,3.99,83.8,-0.423,19.41,21.34,02a57540o0613c,0.0
57540.563437,-20.858,1.533,-16,25,c,0,1.28,313.22651,-14.84044,9146.49,388.94,5.19,3.81,27.6,-0.444,19.42,21.26,02a57540o0634c,-0.64
57540.566134,-20.39,0.75,-25,19,c,0,0.91,313.22651,-14.84044,7908.03,10150.42,4.31,3.79,80.2,-0.43,19.45,21.32,02a57540o0639c,-1.3157894736842106
57540.577389,-19.756,0.581,-46,26,c,0,1.1,313.22651,-14.84044,9092.03,308.78,5.08,3.76,26.4,-0.449,19.39,21.19,02a57540o0660c,-1.7692307692307692
57540.580073,-20.294,0.621,-28,17,c,0,1.0,313.22651,-14.84044,7851.62,10070.41,4.3,3.79,83.0,-0.426,19.43,21.26,02a57540o0665c,-1.6470588235294117
57540.590596,19.939,0.73,38,28,c,0,1.05,313.22651,-14.84044,9074.31,425.09,5.01,3.75,26.8,-0.448,19.36,21.14,02a57540o0686c,1.3571428571428572
57540.59328,21.4,2.083,10,21,c,0,0.81,313.22651,-14.84044,7832.82,10186.58,4.26,3.81,82.1,-0.421,19.4,21.18,02a57540o0691c,0.47619047619047616
57540.603626,20.446,1.106,24,27,c,0,1.13,313.22651,-14.84044,9111.62,363.31,5.0,3.71,27.7,-0.447,19.32,21.04,02a57540o0712c,0.8888888888888888
57540.606077,21.904,2.733,6,17,c,0,1.32,313.22651,-14.84044,7871.98,10126.8,4.32,3.79,83.4,-0.419,19.31,21.03,02a57540o0717c,0.35294117647058826
57548.533666,-20.712,1.053,-19,20,c,0,0.85,313.22651,-14.84044,10102.25,10440.53,4.78,4.08,79.3,-0.392,19.47,21.46,02a57548o0592c,-0.95
57548.541709,21.637,2.4,8,19,c,0,1.05,313.22651,-14.84044,1547.6,632.31,5.12,3.82,-14.9,-0.457,19.44,21.4,02a57548o0607c,0.42105263157894735
57548.544405,-23.173,10.5,-2,20,c,0,1.07,313.22651,-14.84044,386.82,10430.89,4.52,4.24,-42.5,-0.405,19.47,21.47,02a57548o0612c,-0.1
57548.547564,19.923,0.65,39,25,c,0,1.02,313.22651,-14.84044,10122.94,10479.68,4.77,4.02,80.4,-0.388,19.52,21.51,02a57548o0618c,1.56
57548.555628,-20.918,1.156,-16,18,c,0,1.09,313.22651,-14.84044,1568.22,670.7,4.82,3.65,-18.8,-0.467,19.5,21.43,02a57548o0633c,-0.8888888888888888
57548.558304,20.628,1.087,20,22,c,0,1.05,313.22651,-14.84044,404.97,10469.59,4.31,4.01,-45.8,-0.413,19.56,21.49,02a57548o0638c,0.9090909090909091
57548.561478,-20.989,1.273,-15,19,c,0,0.86,313.22651,-14.84044,10063.05,10398.22,4.53,3.81,79.6,-0.412,19.57,21.53,02a57548o0644c,-0.7894736842105263
57548.569552,-20.816,1.114,-17,19,c,0,0.95,313.22651,-14.84044,1509.8,590.99,4.84,3.65,-18.5,-0.475,19.52,21.45,02a57548o0659c,-0.8947368421052632
57548.572244,21.608,2.5,8,21,c,0,0.92,313.22651,-14.84044,347.74,10390.42,4.38,4.11,-51.3,-0.411,19.54,21.53,02a57548o0664c,0.38095238095238093
57548.57542,16.939,0.336,609,204,c,0,0.33,313.22651,-14.84044,10045.2,10515.32,4.56,3.87,78.9,-0.41,19.59,21.57,02a57548o0670c,2.985294117647059
57548.583499,-21.087,1.577,-13,21,c,0,0.93,313.22651,-14.84044,1474.05,705.88,4.93,3.79,-19.4,-0.464,19.51,21.5,02a57548o0685c,-0.6190476190476191
57548.586185,-19.707,0.608,-48,29,c,0,1.47,313.22651,-14.84044,325.85,10507.51,4.44,4.17,-46.4,-0.397,19.55,21.55,02a57548o0690c,-1.6551724137931034
57548.589121,-21.312,1.773,-11,19,c,0,1.2,313.22651,-14.84044,10084.67,10456.15,4.8,4.09,79.2,-0.389,19.53,21.56,02a57548o0696c,-0.5789473684210527
57548.597156,21.965,4.625,6,28,c,0,0.91,313.22651,-14.84044,1530.25,643.92,5.04,3.89,-19.3,-0.458,19.08,21.05,02a57548o0711c,0.21428571428571427
57552.521923,20.146,0.757,32,24,o,0,1.05,313.22651,-14.84044,7368.64,9653.49,4.07,3.62,86.7,-0.461,19.08,20.72,02a57552o0507o,1.3333333333333333
57552.535841,-19.852,0.608,-42,25,o,0,0.87,313.22651,-14.84044,7406.49,9693.93,3.97,3.46,87.3,-0.48,19.1,20.72,02a57552o0533o,-1.68
57552.549774,20.725,1.341,19,25,o,0,0.96,313.22651,-14.84044,7329.93,9615.13,3.98,3.47,83.1,-0.465,19.17,20.82,02a57552o0559o,0.76
57552.5638,-20.106,0.763,-33,25,o,0,0.97,313.22651,-14.84044,7310.8,9734.89,4.01,3.56,82.2,-0.459,19.15,20.81,02a57552o0585o,-1.32
57552.576555,21.415,2.522,10,25,o,0,0.97,313.22651,-14.84044,7348.31,9676.79,4.0,3.52,84.1,-0.457,19.14,20.78,02a57552o0611o,0.4
57555.509764,-17.821,2.132,-270,576,o,0,1.07,313.22651,-14.84044,8484.1,10018.45,4.27,3.64,84.9,-0.461,15.8,16.32,02a57555o0514o,-0.46875
57555.515249,-16.747,0.379,-726,275,o,0,1.27,313.22651,-14.84044,9753.7,247.67,4.73,3.56,28.9,-0.547,16.72,17.38,02a57555o0524o,-2.64
57555.522251,-19.366,2.205,-65,144,o,0,1.13,313.22651,-14.84044,8506.82,10058.97,4.17,3.51,84.7,-0.472,17.0,17.74,02a57555o0537o,-0.4513888888888889
57555.527441,-18.976,1.611,-93,150,o,0,1.19,313.22651,-14.84044,9770.96,290.25,5.21,3.73,28.6,-0.48,17.28,18.25,02a57555o0547o,-0.62
57555.534516,18.948,0.54,96,52,o,0,1.54,313.22651,-14.84044,8448.48,9980.0,4.28,3.66,82.8,-0.454,18.11,19.32,02a57555o0561o,1.8461538461538463
57555.53949,22.751,36.0,3,104,o,0,1.08,313.22651,-14.84044,9713.88,212.04,5.03,3.7,29.4,-0.479,17.71,18.93,02a57555o0571o,0.028846153846153848
57555.546559,21.596,10.857,8,91,o,0,1.06,313.22651,-14.84044,8427.56,10100.41,4.31,3.66,84.1,-0.454,17.92,19.42,02a57555o0585o,0.08791208791208792
57555.551585,-20.857,5.0,-16,82,o,0,0.82,313.22651,-14.84044,9691.38,333.34,4.97,3.56,29.5,-0.482,18.09,19.61,02a57555o0595o,-0.1951219512195122
57555.558033,-20.426,2.364,-24,58,o,0,1.17,313.22651,-14.84044,8463.5,10042.59,4.23,3.62,84.2,-0.463,18.09,19.63,02a57555o0608o,-0.41379310344827586
57555.563361,20.778,6.2,18,110,o,0,0.8,313.22651,-14.84044,9726.41,274.08,4.95,3.7,29.6,-0.485,17.87,19.41,02a57555o0618o,0.16363636363636364
57559.434995,19.221,1.059,74,79,o,0,1.2,313.22651,-14.84044,2002.87,1204.74,5.16,3.75,-17.7,-0.512,17.82,18.46,02a57559o0392o,0.9367088607594937
57559.453526,21.598,9.214,8,77,o,0,0.94,313.22651,-14.84044,2021.67,1242.84,5.0,3.7,-17.8,-0.509,17.89,18.54,02a57559o0419o,0.1038961038961039
57559.469247,18.614,0.561,130,73,o,0,1.06,313.22651,-14.84044,1949.3,1163.29,5.01,3.66,-17.2,-0.52,17.95,18.59,02a57559o0446o,1.7808219178082192
57559.482606,-19.624,1.333,-51,68,o,0,1.03,313.22651,-14.84044,1934.68,1280.17,4.81,3.6,-17.3,-0.522,17.98,18.67,02a57559o0472o,-0.75
57559.495851,-18.894,0.624,-100,63,o,0,1.01,313.22651,-14.84044,1988.56,1223.65,4.78,3.53,-16.5,-0.53,18.06,18.76,02a57559o0499o,-1.5873015873015872
57567.493271,-21.776,6.083,-7,43,o,0,0.92,313.22651,-14.84044,9847.51,9171.05,4.34,3.27,85.4,-0.476,18.7,20.09,02a57567o0484o,-0.16279069767441862
57567.504893,-20.46,1.714,-24,41,o,0,0.79,313.22651,-14.84044,159.1,9168.31,4.21,3.57,-59.3,-0.456,18.65,19.98,02a57567o0504o,-0.5853658536585366
57567.50586,19.563,0.831,54,45,o,0,1.24,313.22651,-14.84044,9866.79,9209.22,4.24,3.2,84.6,-0.486,18.43,19.78,02a57567o0506o,1.2
57567.516857,19.432,1.273,61,78,o,0,0.97,313.22651,-14.84044,177.58,9205.24,4.09,3.57,-55.9,-0.464,17.81,19.04,02a57567o0526o,0.782051282051282
57567.517986,-18.858,1.077,-104,112,o,0,0.7,313.22651,-14.84044,764.14,1394.32,4.78,3.32,-23.1,-0.545,17.54,18.58,02a57567o0528o,-0.9285714285714286
57567.529348,-18.681,0.771,-122,94,o,0,1.0,313.22651,-14.84044,10448.55,1393.72,4.4,3.51,40.6,-0.524,17.83,18.93,02a57567o0548o,-1.297872340425532
57567.53047,-19.567,1.096,-54,59,o,0,1.03,313.22651,-14.84044,9784.84,9248.28,4.2,3.11,86.1,-0.494,18.26,19.47,02a57567o0550o,-0.9152542372881356
57567.541489,17.037,1.075,556,598,o,0,0.91,313.22651,-14.84044,94.88,9246.6,4.19,3.53,-59.8,-0.499,15.55,16.25,02a57567o0570o,0.9297658862876255
57567.542616,18.868,4.897,103,504,o,0,0.87,313.22651,-14.84044,745.82,1340.82,4.66,3.34,-26.2,-0.548,16.21,16.99,02a57567o0572o,0.20436507936507936
57567.553093,-23.067,51.0,-2,110,o,0,1.06,313.22651,-14.84044,130.3,9189.05,4.17,3.57,-58.3,-0.464,17.59,18.63,02a57567o0592o,-0.01818181818181818
57575.471281,-21.707,2.467,-8,19,c,0,0.98,313.22651,-14.84044,9670.32,865.36,4.75,3.83,35.2,-0.463,19.6,21.64,02a57575o0463c,-0.42105263157894735
57575.484522,-19.629,0.374,-51,19,c,0,1.06,313.22651,-14.84044,9684.12,904.42,4.85,3.9,34.2,-0.465,19.47,21.5,02a57575o0487c,-2.6842105263157894
57575.497593,-21.63,2.0,-8,16,c,0,1.15,313.22651,-14.84044,951.32,9688.65,4.29,4.0,-37.4,-0.408,19.54,21.55,02a57575o0511c,-0.5
57575.51081,21.739,2.176,7,16,c,0,1.21,313.22651,-14.84044,970.73,9570.17,4.19,3.88,-46.7,-0.426,19.58,21.57,02a57575o0535c,0.4375
57575.524041,-22.469,4.625,-4,17,c,0,1.05,313.22651,-14.84044,931.58,9632.11,4.45,4.04,-49.7,-0.403,19.52,21.58,02a57575o0559c,-0.23529411764705882
57576.471596,21.623,3.2,8,26,c,0,1.12,313.22651,-14.84044,10221.03,687.12,5.11,3.89,37.1,-0.436,19.49,21.43,02a57576o0324c,0.3076923076923077
57576.474352,-21.194,1.741,-12,21,c,0,1.0,313.22651,-14.84044,8961.45,10461.92,4.58,3.99,82.3,-0.4,19.54,21.51,02a57576o0329c,-0.5714285714285714
57576.482839,-20.816,1.121,-17,19,c,0,0.93,313.22651,-14.84044,372.4,675.42,5.12,3.66,-23.0,-0.476,19.52,21.47,02a57576o0344c,-0.8947368421052632
57576.485099,-20.406,0.957,-25,24,c,0,1.06,313.22651,-14.84044,10237.01,727.01,5.12,3.9,37.2,-0.439,19.52,21.48,02a57576o0348c,-1.0416666666666667
57576.487841,-20.366,1.474,-26,38,c,0,0.72,313.22651,-14.84044,8978.49,10502.64,4.58,3.93,81.4,-0.402,19.58,21.57,02a57576o0353c,-0.6842105263157895
57576.496059,-20.093,0.59,-33,20,c,0,0.94,313.22651,-14.84044,388.49,716.09,5.19,3.71,-23.4,-0.473,19.53,21.52,02a57576o0368c,-1.65
57576.498154,21.541,2.056,9,18,c,0,1.04,313.22651,-14.84044,378.24,9861.6,4.69,4.16,-46.8,-0.395,19.47,21.49,02a57576o0372c,0.5
57576.500895,21.388,1.952,10,20,c,0,0.94,313.22651,-14.84044,1661.57,87.26,5.03,3.66,-16.1,-0.457,19.59,21.57,02a57576o0377c,0.5
57576.510738,-21.442,1.909,-10,18,c,0,0.94,313.22651,-14.84044,397.95,9743.47,4.37,3.89,-45.8,-0.409,19.54,21.5,02a57576o0395c,-0.5555555555555556
57576.521697,-20.163,0.521,-31,16,c,0,0.82,313.22651,-14.84044,10249.89,9756.51,4.41,3.73,78.3,-0.414,19.55,21.49,02a57576o0415c,-1.9375
57576.523967,-20.3,0.578,-28,16,c,0,1.31,313.22651,-14.84044,358.32,9805.03,4.32,3.88,-51.4,-0.407,19.54,21.48,02a57576o0419c,-1.75
57576.526711,15.551,0.003,2187,6,c,0,3469.32,313.22651,-14.84044,1641.91,33.37,5.16,3.69,-17.6,-0.442,19.58,21.54,02a57576o0424c,364.5
57576.53494,-20.942,1.257,-15,19,c,0,0.92,313.22651,-14.84044,10210.97,9819.68,4.5,3.72,85.3,-0.403,19.55,21.51,02a57576o0439c,-0.7894736842105263
57577.465029,22.109,4.182,5,22,c,0,0.95,313.22651,-14.84044,10032.05,843.07,4.54,3.67,37.9,-0.461,19.61,21.6,02a57577o0438c,0.22727272727272727
57577.476014,-23.411,11.333,-2,18,c,0,1.1,313.22651,-14.84044,184.26,833.48,4.93,3.79,-23.7,-0.44,19.58,21.62,02a57577o0458c,-0.1111111111111111
57577.478282,20.868,1.394,16,23,c,0,0.86,313.22651,-14.84044,10046.3,883.53,4.63,3.85,37.8,-0.454,19.57,21.62,02a57577o0462c,0.6956521739130435
57577.489224,19.968,0.493,37,18,c,0,0.96,313.22651,-14.84044,200.02,874.43,4.87,3.71,-27.1,-0.451,19.57,21.57,02a57577o0482c,2.0555555555555554
57577.491318,-21.467,1.727,-9,16,c,0,1.29,313.22651,-14.84044,571.41,9704.74,4.18,3.91,-37.8,-0.41,19.57,21.57,02a57577o0486c,-0.5625
57577.502249,22.578,5.143,3,17,c,0,1.23,313.22651,-14.84044,10423.18,9716.58,4.48,4.19,48.6,-0.407,19.5,21.54,02a57577o0506c,0.17647058823529413
57577.504496,-20.573,0.75,-21,16,c,0,1.13,313.22651,-14.84044,591.09,9587.22,4.09,3.83,-38.7,-0.418,19.58,21.55,02a57577o0510c,-1.3125
57577.515468,-23.134,9.5,-2,19,c,0,1.22,313.22651,-14.84044,10440.31,9598.97,4.37,3.66,79.2,-0.419,19.37,21.33,02a57577o0530c,-0.10526315789473684
57577.517737,-21.863,7.5,-6,49,c,0,1.04,313.22651,-14.84044,551.54,9648.7,4.16,3.92,-53.7,-0.42,18.5,20.48,02a57577o0534c,-0.12244897959183673
57577.528712,-21.135,1.727,-13,22,c,0,1.13,313.22651,-14.84044,10402.35,9661.78,4.57,3.89,81.3,-0.417,19.26,21.3,02a57577o0554c,-0.5909090909090909
57601.418163,20.747,0.884,18,16,c,0,1.18,313.22651,-14.84044,7996.46,8527.23,4.37,3.66,89.0,-0.423,19.54,21.56,02a57601o0353c,1.125
57601.431188,-20.202,0.591,-30,18,c,0,1.02,313.22651,-14.84044,2535.87,1946.85,4.66,3.61,-16.3,-0.474,19.55,21.56,02a57601o0377c,-1.6666666666666667
57601.444355,19.966,0.434,38,16,c,0,1.24,313.22651,-14.84044,2589.62,2025.36,4.62,3.63,-16.4,-0.463,19.55,21.54,02a57601o0401c,2.375
57601.457561,22.823,6.5,3,18,c,0,0.98,313.22651,-14.84044,2606.34,1909.23,4.59,3.6,-15.7,-0.469,19.55,21.53,02a57601o0425c,0.16666666666666666
57601.470799,-20.182,0.58,-31,18,c,0,0.96,313.22651,-14.84044,2568.71,1969.0,4.56,3.58,-17.3,-0.471,19.55,21.5,02a57601o0449c,-1.7222222222222223
57602.416803,-21.169,1.52,-12,19,c,0,0.98,313.22651,-14.84044,9356.31,8868.67,4.96,3.77,85.8,-0.424,19.53,21.59,02a57602o0331c,-0.631578947368421
57602.430148,-21.353,1.85,-10,19,c,0,0.95,313.22651,-14.84044,1171.13,1588.7,5.16,3.7,-21.3,-0.482,19.54,21.56,02a57602o0355c,-0.5263157894736842
57602.44362,-22.388,4.5,-4,18,c,0,0.96,313.22651,-14.84044,1227.85,1668.43,5.04,3.67,-22.1,-0.481,19.54,21.55,02a57602o0379c,-0.2222222222222222
57602.457116,20.772,1.0,18,18,c,0,1.03,313.22651,-14.84044,1243.73,1552.69,5.06,3.67,-21.0,-0.479,19.54,21.54,02a57602o0403c,1.0
57602.470026,-20.344,0.673,-26,18,c,0,1.06,313.22651,-14.84044,1205.42,1612.03,5.04,3.67,-22.4,-0.485,19.53,21.52,02a57602o0425c,-1.4444444444444444
57603.414797,21.029,1.312,14,18,c,0,1.05,313.22651,-14.84044,8992.68,8257.98,4.61,3.57,87.6,-0.451,19.54,21.56,02a57603o0345c,0.7777777777777778
57603.42812,23.997,20.0,1,18,c,0,0.95,313.22651,-14.84044,1531.68,2198.14,4.7,3.6,-21.2,-0.468,19.53,21.5,02a57603o0369c,0.05555555555555555
57603.441534,-22.065,3.417,-5,18,c,0,0.84,313.22651,-14.84044,1608.05,2277.46,4.65,3.6,-22.5,-0.464,19.52,21.47,02a57603o0393c,-0.2777777777777778
57603.454933,-21.127,1.536,-13,20,c,0,0.8,313.22651,-14.84044,1624.7,2163.05,4.72,3.6,-22.5,-0.466,19.5,21.43,02a57603o0417c,-0.65
57603.468761,-21.019,1.29,-14,18,c,0,1.07,313.22651,-14.84044,1586.18,2222.08,4.67,3.63,-22.8,-0.468,19.49,21.41,02a57603o0441c,-0.7777777777777778
57608.400862,20.469,0.823,24,19,c,0,0.96,313.22651,-14.84044,10061.45,1853.7,4.85,3.85,45.3,-0.485,19.56,21.47,02a57608o0233c,1.263157894736842
57608.412038,24.035,19.25,1,17,c,0,1.04,313.22651,-14.84044,230.99,1842.76,4.85,3.67,-28.8,-0.45,19.52,21.44,02a57608o0248c,0.058823529411764705
57608.414279,-24.977,42.5,0,16,c,0,1.34,313.22651,-14.84044,457.42,8601.21,4.25,3.66,-52.6,-0.434,19.55,21.45,02a57608o0251c,0.0
57608.424733,-19.931,0.433,-39,17,c,0,1.14,313.22651,-14.84044,10287.77,8614.93,4.61,3.55,82.9,-0.438,19.53,21.41,02a57608o0265c,-2.2941176470588234
57608.426966,-20.8,1.032,-17,18,c,0,0.81,313.22651,-14.84044,530.05,8682.16,4.25,3.66,-52.6,-0.434,19.54,21.44,02a57608o0268c,-0.9444444444444444
57608.438167,-20.957,1.107,-15,17,c,0,1.18,313.22651,-14.84044,10361.65,8691.59,4.61,3.55,84.0,-0.441,19.52,21.4,02a57608o0283c,-0.8823529411764706
57608.450842,21.418,1.857,10,18,c,0,0.88,313.22651,-14.84044,10379.49,8576.97,4.63,3.54,83.7,-0.439,19.53,21.41,02a57608o0300c,0.5555555555555556
57608.453081,-23.498,11.125,-1,16,c,0,1.12,313.22651,-14.84044,497.88,8625.3,4.2,3.61,-55.3,-0.431,19.55,21.43,02a57608o0303c,-0.0625
57608.464262,-22.034,2.893,-6,16,c,0,1.0,313.22651,-14.84044,10326.62,8638.07,4.6,3.53,84.1,-0.443,19.55,21.45,02a57608o0318c,-0.375
57612.392405,-17.155,0.274,-499,137,o,0,6.72,313.22651,-14.84044,65.91,611.21,5.53,3.97,-16.3,-0.44,18.77,20.72,02a57612o0302o,-3.6423357664233578
57612.400656,15.777,0.441,1776,783,o,0,0.3,313.22651,-14.84044,1916.98,43.49,4.58,3.5,-16.3,-0.486,18.86,20.64,02a57612o0317o,2.268199233716475
57612.403536,-19.497,0.579,-58,33,o,0,1.04,313.22651,-14.84044,769.31,9835.56,4.12,3.82,-49.9,-0.443,18.88,20.71,02a57612o0322o,-1.7575757575757576
57612.405257,-19.717,1.284,-47,60,o,0,0.48,313.22651,-14.84044,45.53,570.17,4.84,3.61,-24.9,-0.486,18.93,20.72,02a57612o0325o,-0.7833333333333333
57612.413892,20.745,1.595,18,29,o,0,1.0,313.22651,-14.84044,8580.64,10388.69,4.31,3.96,89.0,-0.436,18.84,20.69,02a57612o0340o,0.6206896551724138
57612.416513,20.568,1.667,22,36,o,0,1.05,313.22651,-14.84044,9728.22,598.37,4.77,3.86,27.2,-0.502,18.89,20.76,02a57612o0345o,0.6111111111111112
57612.418329,-20.197,1.196,-30,36,o,0,1.06,313.22651,-14.84044,105.68,654.85,4.84,3.67,-25.2,-0.477,18.92,20.75,02a57612o0348o,-0.8333333333333334
57612.429945,20.461,1.208,24,29,o,0,1.1,313.22651,-14.84044,728.91,9799.04,4.19,3.91,-53.5,-0.443,18.93,20.83,02a57612o0368o,0.8275862068965517
57612.431665,-20.336,1.089,-27,29,o,0,1.15,313.22651,-14.84044,125.57,538.11,5.02,3.91,-27.1,-0.47,18.9,20.79,02a57612o0371o,-0.9310344827586207
57612.440268,20.149,0.912,32,29,o,0,0.94,313.22651,-14.84044,8673.78,10353.27,4.18,3.73,88.7,-0.459,18.93,20.77,02a57612o0386o,1.103448275862069
57612.443128,20.603,1.697,21,35,o,0,1.02,313.22651,-14.84044,9804.83,561.47,4.83,4.05,34.3,-0.506,18.96,20.84,02a57612o0391o,0.6
57612.444906,-17.982,0.256,-233,60,o,0,2.31,313.22651,-14.84044,82.68,596.51,5.29,4.22,-27.4,-0.438,18.85,20.82,02a57612o0394o,-3.8833333333333333
57612.453631,-22.011,4.818,-6,27,o,0,1.09,313.22651,-14.84044,8617.5,10414.74,4.44,3.97,-87.2,-0.437,18.86,20.84,02a57612o0409o,-0.2222222222222222
57612.456468,21.272,2.941,11,33,o,0,1.04,313.22651,-14.84044,9765.01,624.09,4.91,4.17,38.2,-0.506,18.94,20.93,02a57612o0414o,0.3333333333333333
57627.374815,-22.201,3.667,-5,18,c,0,0.95,313.22651,-14.84044,8734.43,9105.73,3.55,3.17,-39.1,-0.427,19.53,21.43,02a57627o0260c,-0.2777777777777778
57627.387489,-22.686,5.111,-3,16,c,0,1.01,313.22651,-14.84044,8716.63,9067.86,3.64,3.4,-73.1,-0.406,19.53,21.41,02a57627o0284c,-0.1875
57627.400124,-21.653,1.909,-8,15,c,0,1.25,313.22651,-14.84044,8775.16,9147.39,3.71,3.48,-82.4,-0.431,19.52,21.4,02a57627o0308c,-0.5333333333333333
57627.412748,20.442,0.69,24,17,c,0,1.16,313.22651,-14.84044,8794.47,9032.17,3.64,3.35,-71.6,-0.408,19.51,21.37,02a57627o0332c,1.411764705882353
57627.426177,22.286,4.214,4,19,c,0,0.84,313.22651,-14.84044,8752.15,9088.38,3.56,3.16,-67.0,-0.428,19.52,21.36,02a57627o0356c,0.21052631578947367
57631.361105,-21.306,2.188,-11,24,c,0,1.08,313.22651,-14.84044,3189.47,2545.27,5.28,4.04,0.3,-0.353,19.01,21.1,02a57631o0080c,-0.4583333333333333
57639.360924,-20.091,0.544,-33,18,c,0,0.93,313.22651,-14.84044,556.45,8682.16,3.84,3.62,33.3,-0.424,19.39,21.11,02a57639o0209c,-1.8333333333333333
57639.363943,20.777,0.936,18,17,c,0,1.1,313.22651,-14.84044,10310.64,8614.85,4.05,3.54,82.0,-0.41,19.41,21.17,02a57639o0215c,1.0588235294117647
57639.375513,22.897,7.0,2,18,c,0,0.97,313.22651,-14.84044,577.99,8565.75,3.75,3.54,38.6,-0.438,19.5,21.31,02a57639o0238c,0.1111111111111111
57639.378587,20.463,0.641,24,15,c,0,1.01,313.22651,-14.84044,10389.12,8693.55,4.03,3.44,85.7,-0.407,19.51,21.37,02a57639o0244c,1.6
57639.390254,-21.332,1.448,-11,15,c,0,1.03,313.22651,-14.84044,541.37,8624.72,3.82,3.59,37.6,-0.423,19.49,21.34,02a57639o0267c,-0.7333333333333333
57639.39329,-21.468,1.75,-9,16,c,0,0.92,313.22651,-14.84044,10408.83,8577.33,4.13,3.59,83.4,-0.418,19.49,21.37,02a57639o0273c,-0.5625
57639.406847,20.776,1.0,18,18,c,0,0.83,313.22651,-14.84044,10372.25,8635.7,4.02,3.41,87.5,-0.4,19.5,21.34,02a57639o0300c,1.0
57643.344687,-19.822,0.95,-43,41,o,0,1.18,313.22651,-14.84044,1722.2,9524.92,3.45,3.2,12.9,-0.483,18.46,19.32,02a57643o0238o,-1.048780487804878
57643.359752,-19.722,1.087,-47,51,o,0,1.1,313.22651,-14.84044,1705.14,9486.54,3.21,2.94,5.5,-0.497,18.16,18.9,02a57643o0266o,-0.9215686274509803
57643.374936,-20.086,1.48,-34,50,o,0,1.26,313.22651,-14.84044,1782.36,9566.78,3.26,2.97,5.3,-0.506,18.32,18.96,02a57643o0295o,-0.68
57643.390489,-20.78,2.509,-18,44,o,0,0.99,313.22651,-14.84044,1803.09,9448.31,3.22,2.87,4.6,-0.508,18.36,19.04,02a57643o0325o,-0.4090909090909091
57643.406582,23.226,85.5,2,159,o,0,1.7,313.22651,-14.84044,1747.25,9505.85,3.45,3.24,21.2,-0.508,16.97,17.61,02a57643o0356o,0.012578616352201259
57651.352725,-21.036,3.797,-14,53,o,0,0.91,313.22651,-14.84044,9394.61,1185.75,3.6,3.1,84.1,-0.519,18.22,19.07,02a57651o0258o,-0.2641509433962264
57651.368145,-19.663,1.067,-50,53,o,0,1.02,313.22651,-14.84044,9378.32,1147.04,3.66,3.21,83.0,-0.525,18.1,18.91,02a57651o0288o,-0.9433962264150944
57651.383648,19.543,1.306,55,72,o,0,1.05,313.22651,-14.84044,9435.47,1224.09,3.65,3.12,85.6,-0.512,17.88,18.54,02a57651o0318o,0.7638888888888888
57651.398497,21.274,9.152,11,103,o,0,1.13,313.22651,-14.84044,9456.18,1105.65,3.63,3.14,83.2,-0.518,17.49,18.07,02a57651o0347o,0.10679611650485436
57651.413298,-21.105,7.053,-13,93,o,0,1.18,313.22651,-14.84044,9418.55,1164.01,3.6,3.24,80.1,-0.55,17.47,17.96,02a57651o0376o,-0.13978494623655913
57659.326575,20.669,0.8,20,16,c,0,1.1,313.22651,-14.84044,2865.31,2015.56,4.05,3.79,84.6,-0.379,19.5,21.39,02a57659o0161c,1.25
57659.34087,22.211,3.75,5,18,c,0,0.81,313.22651,-14.84044,2849.06,1976.36,4.09,3.79,82.0,-0.375,19.47,21.35,02a57659o0189c,0.2777777777777778
57659.355657,-21.347,1.667,-10,18,c,0,0.9,313.22651,-14.84044,2907.2,2054.09,4.03,3.74,84.7,-0.378,19.45,21.3,02a57659o0218c,-0.5555555555555556
57659.370473,-20.421,0.694,-25,17,c,0,1.02,313.22651,-14.84044,2927.15,1936.71,4.05,3.77,85.7,-0.382,19.42,21.25,02a57659o0247c,-1.4705882352941178
57659.385313,22.798,5.714,3,16,c,0,1.23,313.22651,-14.84044,2890.31,1993.04,4.0,3.74,85.0,-0.381,19.4,21.2,02a57659o0276c,0.1875
57667.3178,21.122,1.5,13,19,c,0,0.91,313.22651,-14.84044,9176.32,1828.83,4.12,3.79,77.5,-0.43,19.33,21.18,02a57667o0209c,0.6842105263157895
57667.332118,-23.647,14.667,-1,18,c,0,0.97,313.22651,-14.84044,9159.43,1790.32,4.12,3.87,77.5,-0.423,19.39,21.29,02a57667o0237c,-0.05555555555555555
57667.346992,-21.524,2.091,-9,19,c,0,0.91,313.22651,-14.84044,9237.66,1867.84,4.03,3.74,79.1,-0.436,19.42,21.28,02a57667o0266c,-0.47368421052631576
57667.361935,22.699,6.286,3,19,c,0,1.14,313.22651,-14.84044,9259.35,1749.46,4.13,3.9,75.7,-0.42,19.36,21.24,02a57667o0295c,0.15789473684210525
57667.376978,21.635,2.15,8,17,c,0,1.27,313.22651,-14.84044,9202.43,1808.05,3.93,3.7,75.9,-0.446,19.4,21.23,02a57667o0324c,0.47058823529411764
57671.288626,19.305,4.379,69,302,o,0,1.78,313.22651,-14.84044,270.66,8610.8,3.23,3.09,12.1,-0.535,17.98,18.58,02a57671o0158o,0.22847682119205298
