objID,obsTime,filterID,psfFlux,psfFluxErr,infoFlag,infoFlag2,infoFlag3,zp,airMass,mag_AB,band
90193132266371882,56472.5049321,3,1.2589400284923611e-05,2.4177300019800896e-06,35651585,0,3178496,24.62170028686523,1.2504600286483765,21.149987394180666,i
90193132266371882,55089.3120102,3,8.387090019823518e-06,2.1186699541431153e-06,35651585,0,3178496,24.66699981689453,1.2308000326156616,21.590971739033552,i
