source_id,ra,dec,parallax,parallax_error,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,phot_variable_flag,sep_as
6886672058441366656,313.22537577526555,-14.836908415186285,0.30319435002317746,0.09142907,0.6310474404516211,-4.624645386868199,17.226807,17.637262,16.667757,NOT_AVAILABLE,13.312302759738861
