f:firstDiaSourceMjdTaiFink,f:is_cataloged,f:is_first,f:is_sso,f:main_label_classifier,f:main_label_crossmatch,r:dec,r:decErr,r:diaObjectId,r:firstDiaSourceMjdTai,r:g_fpFluxMean,r:g_fpFluxMeanErr,r:g_psfFluxErrMean,r:g_psfFluxMax,r:g_psfFluxMaxSlope,r:g_psfFluxMean,r:g_psfFluxMeanErr,r:g_psfFluxMin,r:g_psfFluxNdata,r:g_psfFluxSigma,r:g_scienceFluxMean,r:g_scienceFluxMeanErr,r:i_fpFluxMean,r:i_fpFluxMeanErr,r:i_psfFluxErrMean,r:i_psfFluxMax,r:i_psfFluxMaxSlope,r:i_psfFluxMean,r:i_psfFluxMeanErr,r:i_psfFluxMin,r:i_psfFluxNdata,r:i_psfFluxSigma,r:i_scienceFluxMean,r:i_scienceFluxMeanErr,r:lastDiaSourceMjdTai,r:nDiaSources,r:observation_reason,r:r_fpFluxMean,r:r_fpFluxMeanErr,r:r_psfFluxErrMean,r:r_psfFluxMax,r:r_psfFluxMaxSlope,r:r_psfFluxMean,r:r_psfFluxMeanErr,r:r_psfFluxMin,r:r_psfFluxNdata,r:r_psfFluxSigma,r:r_scienceFluxMean,r:r_scienceFluxMeanErr,r:ra,r:raErr,r:ra_dec_Cov,r:salt,r:target_name,r:u_fpFluxMean,r:u_fpFluxMeanErr,r:u_psfFluxErrMean,r:u_psfFluxMax,r:u_psfFluxMaxSlope,r:u_psfFluxMean,r:u_psfFluxMeanErr,r:u_psfFluxMin,r:u_psfFluxNdata,r:u_psfFluxSigma,r:u_scienceFluxMean,r:u_scienceFluxMeanErr,r:validityStartMjdTai,r:y_fpFluxMean,r:y_fpFluxMeanErr,r:y_psfFluxErrMean,r:y_psfFluxMax,r:y_psfFluxMaxSlope,r:y_psfFluxMean,r:y_psfFluxMeanErr,r:y_psfFluxMin,r:y_psfFluxNdata,r:y_psfFluxSigma,r:y_scienceFluxMean,r:y_scienceFluxMeanErr,r:z_fpFluxMean,r:z_fpFluxMeanErr,r:z_psfFluxErrMean,r:z_psfFluxMax,r:z_psfFluxMaxSlope,r:z_psfFluxMean,r:z_psfFluxMeanErr,r:z_psfFluxMin,r:z_psfFluxNdata,r:z_psfFluxSigma,r:z_scienceFluxMean,r:z_scienceFluxMeanErr
61218.2695440476,False,False,False,11,Fail,-14.8404351685,2.2124e-06,170591507978387512,,,,,,,,,,0,,,,,,247.30182,11549.319,540.0916,9455.75,141.61252,5706.047,3,3257.3306,11053.293,136.09647,,5,pairs_ri_33.0,,,,,,,,,0,,,,313.2265056752,2.1625e-06,-0.0,512,lowdust,,,,,,,,,0,,,,61235.2493554783,,,,,,,,,0,,,,,,331.05252,7781.5557,327.9043,5666.329,227.02834,4475.477,2,2337.7505,7696.095,209.84167
