###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57222.481571 -21.734  2.700    -7   20 o  0   1.06 313.22651 -14.84044  4121.22  9307.21 3.58 3.42 -57.3 -0.454 19.26 20.91 02a57222o0265o
57222.493355 -22.496  5.000    -4   18 o  0   1.29 313.22651 -14.84044  4122.41  9309.39 3.55 3.41 -66.4 -0.459 19.27 20.92 02a57222o0282o
57222.504992  20.579  0.897    21   19 o  0   1.35 313.22651 -14.84044  4123.65  9311.38 3.56 3.43 -58.3 -0.453 19.26 20.90 02a57222o0299o
57222.516576  21.990  3.000     6   17 o  0   1.40 313.22651 -14.84044  4125.66  9313.65 3.55 3.40 -63.3 -0.451 19.26 20.91 02a57222o0316o
57227.334297 -19.421  0.521   -62   32 o  0   0.84 313.22651 -14.84044  8450.58  1348.88 3.73 3.53  43.3 -0.500 18.88 20.31 02a57227o0019o
57227.337905  19.598  0.635    53   33 o  0   1.06 313.22651 -14.84044  4010.80  9806.65 4.26 3.89 -50.4 -0.421 18.80 20.37 02a57227o0024o
57227.342849  21.320  2.909    11   31 o  0   0.88 313.22651 -14.84044  8451.24  1351.32 4.02 3.75  30.8 -0.493 18.87 20.37 02a57227o0031o
57227.347850  19.216  0.381    75   28 o  0   1.09 313.22651 -14.84044  4012.03  9809.07 4.00 3.69 -55.3 -0.417 18.90 20.39 02a57227o0038o
57227.370054  19.946  0.667    38   25 o  0   0.99 313.22651 -14.84044  5461.59  8347.30 3.92 3.52 -73.0 -0.452 18.98 20.52 02a57227o0063o
57227.377238 -20.964  1.500   -15   22 o  0   1.45 313.22651 -14.84044  1048.74  1495.70 4.22 3.57 -36.6 -0.455 18.97 20.48 02a57227o0073o
57227.388529  19.935  0.511    38   20 o  0   1.27 313.22651 -14.84044  5468.34  8350.65 3.89 3.45 -73.9 -0.453 19.05 20.61 02a57227o0089o
57227.396294  20.702  1.182    19   22 o  0   1.64 313.22651 -14.84044  1054.85  1497.32 4.00 3.49 -39.7 -0.469 19.05 20.58 02a57227o0100o
57228.435757 -19.432  0.440   -61   27 o  0   0.80 313.22651 -14.84044  9250.87  9928.97 3.65 3.31 -77.5 -0.459 18.99 20.34 02a57228o0225o
57228.457146  20.384  1.065    26   27 o  0   0.89 313.22651 -14.84044   671.16   139.64 3.89 3.51 -51.4 -0.451 19.05 20.50 02a57228o0249o
57228.465747  23.157 13.667     2   27 o  0   0.77 313.22651 -14.84044   247.58 10201.67 3.46 3.14   6.4 -0.463 19.10 20.59 02a57228o0258o
57228.484172  20.220  0.864    30   26 o  0   0.85 313.22651 -14.84044 10108.92 10211.11 3.56 2.99 -71.7 -0.501 19.12 20.61 02a57228o0278o
57228.488526 -19.730  0.579   -47   27 o  0   1.12 313.22651 -14.84044    78.54  1875.82 3.90 3.55 -73.4 -0.430 19.16 20.68 02a57228o0283o
57228.507002  20.739  1.240    18   23 o  0   0.86 313.22651 -14.84044  9754.54  1897.86 3.67 3.28 -88.6 -0.469 19.16 20.68 02a57228o0303o
57228.515019 -20.023  0.786   -36   28 o  0   0.94 313.22651 -14.84044    85.04  1883.39 3.97 3.60 -74.4 -0.424 19.13 20.64 02a57228o0312o
57228.533454  19.916  0.630    39   25 o  0   0.77 313.22651 -14.84044  9752.54  1905.25 3.67 3.22 -88.5 -0.468 19.15 20.68 02a57228o0332o
57243.378017 -20.629  0.833   -20   17 c  0   1.21 313.22651 -14.84044  9318.77  9925.10 4.33 3.90 -86.5 -0.408 19.50 21.42 02a57243o0196c
57243.380742 -20.656  1.000   -20   20 c  0   0.81 313.22651 -14.84044   743.10   135.17 4.50 3.70 -23.4 -0.427 19.42 21.31 02a57243o0200c
57243.404284  20.248  0.618    29   18 c  0   1.04 313.22651 -14.84044   735.04   140.61 4.46 3.73 -25.4 -0.427 19.44 21.32 02a57243o0232c
57243.405646  20.455  0.690    24   16 c  0   1.58 313.22651 -14.84044  9304.94  9932.78 4.27 3.83 -82.8 -0.414 19.51 21.44 02a57243o0234c
57243.447758  20.333  0.514    27   14 c  0   1.31 313.22651 -14.84044  9479.20  2132.81 3.90 3.68  36.2 -0.451 19.50 21.37 02a57243o0293c
57244.380444  22.379  4.400     4   18 c  0   0.95 313.22651 -14.84044  9270.09  9926.50 4.22 3.78 -82.4 -0.421 19.56 21.50 02a57244o0163c
57244.383187  20.136  0.538    32   17 c  0   0.85 313.22651 -14.84044   693.87   136.81 4.38 3.57 -26.5 -0.438 19.51 21.39 02a57244o0167c
57244.407026 -20.000  0.455   -36   16 c  0   1.26 313.22651 -14.84044   686.28   142.96 4.37 3.58 -25.4 -0.443 19.50 21.36 02a57244o0200c
