ra,dec,type,flux_g,flux_r,flux_i,flux_z,flux_w1,flux_w2,ls_id,ebv,sep_as
313.2265161717997,-14.8403079415443,PSF,0.12794738,0.32543632,0,0,-0.5688536,-2.907323,10995375804519828,0.058838975,0.4758953278810547
