ls_id,ra,dec,type,dered_mag_g,dered_mag_r,dered_mag_i,dered_mag_z,dered_mag_w1,dered_mag_w2,snr_g,snr_r,snr_i,snr_z,ebv,fitbits,sep_as
10995375804519828,313.2265161717997,-14.8403079415443,PSF,24.543314,23.591448,inf,inf,,,3.8556333,7.398053,0,0,0.058838975,0,0.4758953278810547
10995375804519899,313.2295453166681,-14.84102859623529,PSF,24.928146,23.89421,inf,inf,20.79196,21.023094,3.094989,6.4324036,0,0,0.05878485,0,10.773069736296373
10995375804519895,313.2294564576605,-14.83919857790677,EXP,21.26764,20.646181,inf,inf,20.785349,22.23727,48.72361,62.47177,0,0,0.05882875,0,11.18509077108551
10995375804519814,313.2260485594226,-14.84394414666562,DEV,21.813326,19.925747,inf,inf,18.292755,18.740818,37.892117,153.46199,0,0,0.058751177,0,12.716716383153983
10995375804519796,313.2253757752655,-14.83690841518628,PSF,17.504642,17.010826,inf,inf,18.108469,18.79656,1001.4834,1394.6516,0,0,0.05893801,4224,13.312302759815834
10995375804519921,313.2302786776054,-14.8395617000367,PSF,24.411247,24.325047,inf,inf,22.402012,21.9844,4.9555407,4.36701,0,0,0.058810025,8192,13.490473755256794
10995375804519861,313.2279216103624,-14.83674544417535,REX,24.200205,22.711071,inf,inf,21.550165,21.33675,5.1542344,15.646254,0,0,0.058906045,0,14.178561380122764
10995375804519732,313.2227882997414,-14.83868182945868,REX,23.169577,22.434578,inf,inf,,,13.91323,21.521921,0,0,0.058937322,0,14.415143760213626
