source_id,ra,dec,pmra,pmdec,parallax,phot_g_mean_mag,ref_epoch,name,ra_2026p5,dec_2026p5,radius_arcsec,tier
5486916932205092352,107.40960930410569,-57.06023470133151,331.63616837133736,330.6095325593851,58.55570350622938,12.175583,2016.0,APMPM_J0710-5704,107.41138817238274,-57.05927042352821,6.18,roster_context
3378588057203660160,102.29535652379428,22.004570196924924,-1.1186719691766476,-8.320830785039233,2.1606513137356487,10.324543,2016.0,HD264291,102.295353004645,22.004545927835135,1.58,roster_context
5796338299045711232,220.31162234608053,-73.6439932367942,101.48074497027024,188.95326163348963,38.777778413870095,14.82542,2016.0,SCR_J1441-7338,220.31267341310837,-73.64344212311444,3.64,roster_context
1736555475066523008,314.2106590514957,6.363647699765633,0.109078683633216,-35.90545263270484,10.695684514738245,16.524548,2016.0,WDJ205650,314.2106593716143,6.363542975528788,1.86,roster_context
1593152388271709824,223.46948932856273,49.946629271092775,-8.888275500730384,12.21097932169816,1.7973539413549555,11.300484,2016.0,GaiaDR3_1593152388271709824,223.4694490424699,49.94666488644913,1.65,prereg_core
3155543945892767232,112.19681804364888,9.794664402470248,-4.663816891992581,-3.5004792758002177,0.9494993045031233,12.297998,2016.0,GaiaDR3_3155543945892767232,112.19680423963884,9.794654192739028,1.56,prereg_core
5858574810404752256,194.12096690829983,-65.61510489447426,-13.930029262045805,-2.197276049781454,0.7516048993913222,11.972817,2016.0,GaiaDR3_5858574810404752256,194.1208685000604,-65.61511130319607,1.64,prereg_core
4111149395881722496,260.4713443737192,-23.81577976203565,9.42777914890221,-7.853867542191089,3.377258134599974,9.951014,2016.0,HD157033,260.47137443081544,-23.815802669149313,1.62,prereg_core
3161546596480983040,112.33508562897585,9.868546425019325,-0.1790501809195985,-8.175710387717077,1.1661639943283515,18.619755,2016.0,ObjectB,112.33508509890297,9.86852257919736,1.58,prereg_core
5612039087715504640,112.28993475107768,-27.48980167292449,47.423585629734006,3.625513024558696,30.861327107678697,13.905598,2016.0,UCAC4_313-025977,112.29009067474094,-27.4897910985115,1.98,prereg_core
332248057157474176,32.31460723325681,38.073720711668514,-3.1950693531530394,-37.21747144446398,11.961992532933058,16.219797,2016.0,WDJ020915,32.31459539542677,38.073612160710134,1.87,prereg_core
2909342818326298112,90.17794302952862,-29.51165081095556,-18.797756472300055,-37.17592904013416,10.244256825025785,18.365479,2016.0,WDJ060042,90.1778800287354,-29.511759240748596,1.92,prereg_core
6092654861665006592,212.66221598737977,-47.74434454472733,-88.75437893300952,-14.586115028920506,17.73617801269114,14.350184,2016.0,WG26,212.6618310207073,-47.744387087562835,2.4,prereg_core
