107.4113882,-57.0592704,APMPM_J0710-5704,6.18
102.295353,22.0045459,HD264291,1.58
220.3126734,-73.6434421,SCR_J1441-7338,3.64
314.2106594,6.363543,WDJ205650,1.86
223.469449,49.9466649,GaiaDR3_1593152388271709824,1.65
112.1968042,9.7946542,GaiaDR3_3155543945892767232,1.56
194.1208685,-65.6151113,GaiaDR3_5858574810404752256,1.64
260.4713744,-23.8158027,HD157033,1.62
112.3350851,9.8685226,ObjectB,1.58
112.2900907,-27.4897911,UCAC4_313-025977,1.98
32.3145954,38.0736122,WDJ020915,1.87
90.17788,-29.5117592,WDJ060042,1.92
212.661831,-47.7443871,WG26,2.4
