ra,dec,id,otype,catalog,source_id,pulled_utc
78.9226780117085,1.0779427794815,1eRASS_J051541.4+010440,,rodriguez2025_erass1_cv,3233813338246568448,2026-06-01T01:35:02Z
79.1106327605222,-0.2035431787858,1eRASS_J051626.5-001212,,rodriguez2025_erass1_cv,3221553165121825536,2026-06-01T01:35:02Z
79.2597408015682,-26.7191036659801,1eRASS_J051702.3-264308,,rodriguez2025_erass1_cv,2956094666917364736,2026-06-01T01:35:02Z
79.8451760128779,15.9091146604165,1eRASS_J051922.8+155432,,rodriguez2025_erass1_cv,3393671398233326976,2026-06-01T01:35:02Z
80.9649918086381,1.0086661230239,1eRASS_J052351.5+010031,,rodriguez2025_erass1_cv,3222072856163838976,2026-06-01T01:35:02Z
81.4038025630684,-6.1739287140127,1eRASS_J052536.9-061026,,rodriguez2025_erass1_cv,3208946267877142144,2026-06-01T01:35:02Z
82.2476078714802,-3.5656269975854,1eRASS_J052859.4-033356,,rodriguez2025_erass1_cv,3210749947983249408,2026-06-01T01:35:02Z
82.3562751271561,-32.8178787487257,1eRASS_J052925.5-324904,,rodriguez2025_erass1_cv,2901783160488793728,2026-06-01T01:35:02Z
82.369035673721,-58.9130006012668,1eRASS_J052928.5-585446,,rodriguez2025_erass1_cv,4760105592664097280,2026-06-01T01:35:02Z
82.4950953077069,18.8028181484148,1eRASS_J052958.8+184810,,rodriguez2025_erass1_cv,3400871176465742592,2026-06-01T01:35:02Z
82.551317439441,-28.8397139370598,1eRASS_J053012.3-285022,,rodriguez2025_erass1_cv,2906691169939788416,2026-06-01T01:35:02Z
83.2591112115567,-48.4224990606771,1eRASS_J053302.1-482520,,rodriguez2025_erass1_cv,4797053645827235456,2026-06-01T01:35:02Z
83.459691655047,21.7326544660657,1eRASS_J053350.3+214357,,rodriguez2025_erass1_cv,3403759215556935936,2026-06-01T01:35:02Z
83.7103234893218,-58.0280110444124,1eRASS_J053450.4-580140,,rodriguez2025_erass1_cv,4766218190119756928,2026-06-01T01:35:02Z
83.8760977602038,-5.4080224796018,1eRASS_J053530.2-052428,,rodriguez2025_erass1_cv,3017360863568055040,2026-06-01T01:35:02Z
84.9721169414675,-40.6148936350791,1eRASS_J053953.3-403653,,rodriguez2025_erass1_cv,4807754470945588096,2026-06-01T01:35:02Z
85.8345224847373,-41.0319265827117,1eRASS_J054320.2-410154,,rodriguez2025_erass1_cv,4804695423438691200,2026-06-01T01:35:02Z
86.5608597078561,-68.5900244022194,1eRASS_J054614.6-683524,,rodriguez2025_erass1_cv,4659256736897181312,2026-06-01T01:35:02Z
86.9102200463042,-49.0869199504574,1eRASS_J054738.4-490512,,rodriguez2025_erass1_cv,4794501954217992064,2026-06-01T01:35:02Z
86.9504985996567,28.5873477216219,1eRASS_J054748.1+283514,,rodriguez2025_erass1_cv,3443331944709730176,2026-06-01T01:35:02Z
87.0309533792328,-56.1879670895773,1eRASS_J054807.4-561116,,rodriguez2025_erass1_cv,4767412637704708480,2026-06-01T01:35:02Z
87.3849214317275,-42.2672291496062,1eRASS_J054932.3-421602,,rodriguez2025_erass1_cv,4803636117001733248,2026-06-01T01:35:02Z
87.438606441739,-49.3654349644204,1eRASS_J054945.2-492155,,rodriguez2025_erass1_cv,4794480174438869632,2026-06-01T01:35:02Z
89.302286992051,-59.5900398978771,1eRASS_J055712.5-593524,,rodriguez2025_erass1_cv,4764871219656633600,2026-06-01T01:35:02Z
89.4322194152791,-69.8349933450426,1eRASS_J055743.7-695005,,rodriguez2025_erass1_cv,4657439274243382656,2026-06-01T01:35:02Z
89.9795332305379,11.933143401697,1eRASS_J055955.0+115559,,rodriguez2025_erass1_cv,3342232911392616576,2026-06-01T01:35:02Z
90.7611986649414,-80.2413377041062,1eRASS_J060302.6-801428,,rodriguez2025_erass1_cv,5210952737835905024,2026-06-01T01:35:02Z
91.658016924105,-41.2921015162574,1eRASS_J060637.9-411731,,rodriguez2025_erass1_cv,5572540506864698112,2026-06-01T01:35:02Z
92.9408940847225,-81.822536916357,1eRASS_J061145.8-814921,,rodriguez2025_erass1_cv,5207384891323130368,2026-06-01T01:35:02Z
93.7036038021751,9.5744766878306,1eRASS_J061448.8+093428,,rodriguez2025_erass1_cv,3329059422060781184,2026-06-01T01:35:02Z
93.8670781141581,-41.335859715651,1eRASS_J061528.0-412009,,rodriguez2025_erass1_cv,5572008721193797632,2026-06-01T01:35:02Z
93.9262442478707,-7.3958089460445,1eRASS_J061542.2-072344,,rodriguez2025_erass1_cv,3007596311253364352,2026-06-01T01:35:02Z
93.9939885874885,-51.9046769188216,1eRASS_J061558.5-515416,,rodriguez2025_erass1_cv,5549098884600251776,2026-06-01T01:35:02Z
94.1161232876534,-60.772519643492,1eRASS_J061627.8-604621,,rodriguez2025_erass1_cv,5481423321139257728,2026-06-01T01:35:02Z
94.1802507314667,15.4027519612518,1eRASS_J061643.2+152409,,rodriguez2025_erass1_cv,3345033985983457920,2026-06-01T01:35:02Z
95.9168684854182,-26.9639222465077,1eRASS_J062340.0-265750,,rodriguez2025_erass1_cv,2899766827964264192,2026-06-01T01:35:02Z
97.5342424954557,-18.3291917063199,1eRASS_J063008.2-181945,,rodriguez2025_erass1_cv,2940648525711004032,2026-06-01T01:35:02Z
98.0544838326929,25.6070626536303,1eRASS_J063213.0+253625,,rodriguez2025_erass1_cv,3384185396023552896,2026-06-01T01:35:02Z
98.3962390429072,-49.5662077502797,1eRASS_J063335.0-493358,,rodriguez2025_erass1_cv,5551110372404125824,2026-06-01T01:35:02Z
98.9003115811063,-62.6400845409529,1eRASS_J063536.0-623824,,rodriguez2025_erass1_cv,5477422099543150592,2026-06-01T01:35:02Z
99.2267790315108,0.0386410320979,1eRASS_J063654.4+000219,,rodriguez2025_erass1_cv,3119646304291839872,2026-06-01T01:35:02Z
100.7819043965674,-40.5027803428621,1eRASS_J064307.6-403010,,rodriguez2025_erass1_cv,5575754203257115264,2026-06-01T01:35:02Z
101.1755737792245,34.7863256413941,1eRASS_J064442.1+344710,,rodriguez2025_erass1_cv,938892254772887040,2026-06-01T01:35:02Z
101.2576905909497,-37.1309017823071,1eRASS_J064501.8-370751,,rodriguez2025_erass1_cv,5577567504089935488,2026-06-01T01:35:02Z
101.3206595373972,-15.5850435806171,1eRASS_J064516.9-153506,,rodriguez2025_erass1_cv,2947467795606031744,2026-06-01T01:35:02Z
101.541782955298,-41.0711633051931,1eRASS_J064610.0-410416,,rodriguez2025_erass1_cv,5575511490362529920,2026-06-01T01:35:02Z
101.9666483434514,-31.8818489901617,1eRASS_J064751.9-315254,,rodriguez2025_erass1_cv,5584048064283106560,2026-06-01T01:35:02Z
102.085530173325,-63.6469595555389,1eRASS_J064820.5-633849,,rodriguez2025_erass1_cv,5286236921761306880,2026-06-01T01:35:02Z
102.4631716620225,-7.6278571241062,1eRASS_J064951.1-073740,,rodriguez2025_erass1_cv,3099139244207211520,2026-06-01T01:35:02Z
102.5810697231028,30.044601689063,1eRASS_J065019.4+300240,,rodriguez2025_erass1_cv,888664540685320448,2026-06-01T01:35:02Z
103.0879539736859,11.804266144984,1eRASS_J065221.1+114815,,rodriguez2025_erass1_cv,3351454382271155328,2026-06-01T01:35:02Z
103.2980005280226,-67.6121334032077,1eRASS_J065311.5-673643,,rodriguez2025_erass1_cv,5280856461610957056,2026-06-01T01:35:02Z
104.1632966906935,-67.0387097131524,1eRASS_J065639.1-670219,,rodriguez2025_erass1_cv,5281660651288601472,2026-06-01T01:35:02Z
104.3400610677279,-67.0959077451354,1eRASS_J065721.6-670545,,rodriguez2025_erass1_cv,5281647899528664320,2026-06-01T01:35:02Z
104.7198489464042,-46.4328123797707,1eRASS_J065852.7-462558,,rodriguez2025_erass1_cv,5557692908000138496,2026-06-01T01:35:02Z
104.9275945537359,-64.0688302763339,1eRASS_J065942.6-640407,,rodriguez2025_erass1_cv,5285459700182428160,2026-06-01T01:35:02Z
105.2023584682169,-41.0317342494064,1eRASS_J070048.5-410154,,rodriguez2025_erass1_cv,5563014780501292160,2026-06-01T01:35:02Z
106.2045219775458,-64.6160336591391,1eRASS_J070449.0-643657,,rodriguez2025_erass1_cv,5285545706905925760,2026-06-01T01:35:02Z
106.6922519455072,-61.6659573366178,1eRASS_J070646.1-613957,,rodriguez2025_erass1_cv,5287103543082731264,2026-06-01T01:35:02Z
106.9671391066748,-47.4384296078238,1eRASS_J070752.1-472618,,rodriguez2025_erass1_cv,5509633937648970624,2026-06-01T01:35:02Z
107.8903294216489,0.8688674937438,1eRASS_J071133.6+005207,,rodriguez2025_erass1_cv,3114391428987853312,2026-06-01T01:35:02Z
108.6444043115855,8.800404012385,1eRASS_J071434.6+084801,,rodriguez2025_erass1_cv,3155934482978049152,2026-06-01T01:35:02Z
108.752244321225,8.3859828625347,1eRASS_J071500.5+082309,,rodriguez2025_erass1_cv,3155137435827580160,2026-06-01T01:35:02Z
109.238442488618,-37.4739303249061,1eRASS_J071657.2-372826,,rodriguez2025_erass1_cv,5589261737965864832,2026-06-01T01:35:02Z
109.2419350934866,-9.5806549895288,1eRASS_J071658.0-093450,,rodriguez2025_erass1_cv,3048008414464238336,2026-06-01T01:35:02Z
109.8001524498647,-67.573143064952,1eRASS_J071912.0-673423,,rodriguez2025_erass1_cv,5269056086212803200,2026-06-01T01:35:02Z
109.8118735850455,-57.2540511156121,1eRASS_J071914.8-571514,,rodriguez2025_erass1_cv,5486712216883799936,2026-06-01T01:35:02Z
110.9432921055578,-58.1096269228881,1eRASS_J072346.3-580634,,rodriguez2025_erass1_cv,5486229084603291648,2026-06-01T01:35:02Z
111.7623637598703,-63.3316444556189,1eRASS_J072702.9-631953,,rodriguez2025_erass1_cv,5288693711775341312,2026-06-01T01:35:02Z
111.9552674633093,9.4559374699494,1eRASS_J072749.2+092721,,rodriguez2025_erass1_cv,3155504608289095296,2026-06-01T01:35:02Z
112.7839513068617,5.9790320358907,1eRASS_J073108.1+055844,,rodriguez2025_erass1_cv,3141492569543716096,2026-06-01T01:35:02Z
112.8376396547692,-10.3638031988429,1eRASS_J073121.0-102149,,rodriguez2025_erass1_cv,3035322730338241792,2026-06-01T01:35:02Z
112.8696661026385,9.9414159667756,1eRASS_J073128.7+095629,,rodriguez2025_erass1_cv,3161562367602419328,2026-06-01T01:35:02Z
113.4759613264911,-15.760978014541,1eRASS_J073354.2-154539,,rodriguez2025_erass1_cv,3028303619908585216,2026-06-01T01:35:02Z
114.5816550682692,-82.8436346331564,1eRASS_J073819.5-825037,,rodriguez2025_erass1_cv,5194659693498442112,2026-06-01T01:35:02Z
114.9232823539543,-78.8568343123412,1eRASS_J073941.5-785124,,rodriguez2025_erass1_cv,5209823127077026560,2026-06-01T01:35:02Z
115.2859638399653,-30.0539753672981,1eRASS_J074108.6-300314,,rodriguez2025_erass1_cv,5598537016208512896,2026-06-01T01:35:02Z
115.3016347873075,-9.7644507740122,1eRASS_J074112.3-094552,,rodriguez2025_erass1_cv,3040486032642934016,2026-06-01T01:35:02Z
115.4171883157107,-61.5802044960103,1eRASS_J074140.1-613448,,rodriguez2025_erass1_cv,5289312801244990592,2026-06-01T01:35:02Z
115.5345320359203,-10.8263400059718,1eRASS_J074208.2-104934,,rodriguez2025_erass1_cv,3040161784089380480,2026-06-01T01:35:02Z
116.0344083078675,15.6516358588068,1eRASS_J074408.2+153905,,rodriguez2025_erass1_cv,3165642238639102592,2026-06-01T01:35:02Z
116.5710011626091,-16.1903175514592,1eRASS_J074617.0-161125,,rodriguez2025_erass1_cv,5718979169177809920,2026-06-01T01:35:02Z
116.7300246099025,-9.5752121363736,1eRASS_J074655.2-093430,,rodriguez2025_erass1_cv,3040914949554883328,2026-06-01T01:35:02Z
117.2723320184573,-23.5659385029922,1eRASS_J074905.3-233357,,rodriguez2025_erass1_cv,5710870820677041664,2026-06-01T01:35:02Z
117.8219539251969,14.7400703339256,1eRASS_J075117.2+144424,,rodriguez2025_erass1_cv,3164551664840579200,2026-06-01T01:35:02Z
118.1386303133321,29.7280220601554,1eRASS_J075233.2+294340,,rodriguez2025_erass1_cv,875941782403757056,2026-06-01T01:35:02Z
118.1779975336799,-54.8551497012539,1eRASS_J075242.7-545118,,rodriguez2025_erass1_cv,5488313999169660928,2026-06-01T01:35:02Z
118.5487017637618,-14.6550038181428,1eRASS_J075411.6-143918,,rodriguez2025_erass1_cv,5725555554378081024,2026-06-01T01:35:02Z
118.5654639230986,-24.3261102957363,1eRASS_J075415.7-241933,,rodriguez2025_erass1_cv,5698588863483876096,2026-06-01T01:35:02Z
119.0864168430934,-0.214398789246,1eRASS_J075620.7-001251,,rodriguez2025_erass1_cv,3084160906536024192,2026-06-01T01:35:02Z
119.2348952875485,-23.2661002495242,1eRASS_J075656.3-231557,,rodriguez2025_erass1_cv,5710755475028251776,2026-06-01T01:35:02Z
119.5336638085027,-57.3792663904512,1eRASS_J075808.0-572245,,rodriguez2025_erass1_cv,5294908873052262016,2026-06-01T01:35:02Z
119.5353556820454,-16.3879865836253,1eRASS_J075808.4-162316,,rodriguez2025_erass1_cv,5718339631362116992,2026-06-01T01:35:02Z
120.0994966298904,-47.7666518816882,1eRASS_J080023.8-474559,,rodriguez2025_erass1_cv,5517871689225235200,2026-06-01T01:35:02Z
120.6429733812099,-0.1612783026803,1eRASS_J080234.3-000940,,rodriguez2025_erass1_cv,3084019099597471744,2026-06-01T01:35:02Z
122.0789084670987,0.982107624348,1eRASS_J080818.9+005855,,rodriguez2025_erass1_cv,3084580919978268672,2026-06-01T01:35:02Z
122.2089803573308,15.8773363119723,1eRASS_J080850.1+155238,,rodriguez2025_erass1_cv,656405555564868608,2026-06-01T01:35:02Z
122.6327263692762,-26.0442853394057,1eRASS_J081031.8-260239,,rodriguez2025_erass1_cv,5694598392188402816,2026-06-01T01:35:02Z
122.9418205629126,-35.3513082590646,1eRASS_J081146.0-352104,,rodriguez2025_erass1_cv,5544760551021856000,2026-06-01T01:35:02Z
123.1043652751026,-71.2437798908762,1eRASS_J081225.0-711437,,rodriguez2025_erass1_cv,5269367797756084096,2026-06-01T01:35:02Z
123.5801130830755,-0.8411072512131,1eRASS_J081419.2-005027,,rodriguez2025_erass1_cv,3071338844311737088,2026-06-01T01:35:02Z
123.8927685675636,-6.0990465115671,1eRASS_J081534.2-060556,,rodriguez2025_erass1_cv,3064365638490076032,2026-06-01T01:35:02Z
124.3552622658405,-22.3644421127306,1eRASS_J081725.2-222151,,rodriguez2025_erass1_cv,5700170029915310336,2026-06-01T01:35:02Z
124.535794654167,-42.5708888860615,1eRASS_J081808.5-423415,,rodriguez2025_erass1_cv,5527134731095076352,2026-06-01T01:35:02Z
125.0393309443693,-44.3150250858934,1eRASS_J082009.4-441854,,rodriguez2025_erass1_cv,5520189111838812544,2026-06-01T01:35:02Z
126.5972651118531,-70.5285152259974,1eRASS_J082623.3-703142,,rodriguez2025_erass1_cv,5221762453262444544,2026-06-01T01:35:02Z
126.6607263797607,30.764934076771,1eRASS_J082638.5+304553,,rodriguez2025_erass1_cv,708813261906584704,2026-06-01T01:35:02Z
127.2995225430936,-22.7727352360439,1eRASS_J082911.8-224621,,rodriguez2025_erass1_cv,5696770477398380032,2026-06-01T01:35:02Z
127.5362431514132,-31.9610801592289,1eRASS_J083008.6-315739,,rodriguez2025_erass1_cv,5640156211369365248,2026-06-01T01:35:02Z
127.8750689005797,-29.9482046205714,1eRASS_J083130.0-295653,,rodriguez2025_erass1_cv,5643903003404654208,2026-06-01T01:35:02Z
128.803715276297,-8.5631690078263,1eRASS_J083512.8-083347,,rodriguez2025_erass1_cv,5753659140297301248,2026-06-01T01:35:02Z
128.8912105588269,-18.5324722240042,1eRASS_J083533.8-183156,,rodriguez2025_erass1_cv,5708606204673825408,2026-06-01T01:35:02Z
129.0804843259114,21.35164131906,1eRASS_J083619.3+212105,,rodriguez2025_erass1_cv,664787098343076992,2026-06-01T01:35:02Z
129.2373171789967,-54.7732894038475,1eRASS_J083656.9-544623,,rodriguez2025_erass1_cv,5317750776142794880,2026-06-01T01:35:02Z
129.8263999937261,-70.5454973445394,1eRASS_J083918.3-703243,,rodriguez2025_erass1_cv,5221627660009584896,2026-06-01T01:35:02Z
131.5895311301869,-27.9618093578799,1eRASS_J084621.4-275742,,rodriguez2025_erass1_cv,5642962779220845568,2026-06-01T01:35:02Z
131.9161762266988,-47.7219726311155,1eRASS_J084739.8-474319,,rodriguez2025_erass1_cv,5329462159841324800,2026-06-01T01:35:02Z
132.8170169603459,-42.8911508007862,1eRASS_J085116.0-425328,,rodriguez2025_erass1_cv,5523938966183587072,2026-06-01T01:35:02Z
132.9671166735722,-23.7008201579356,1eRASS_J085152.1-234202,,rodriguez2025_erass1_cv,5653860386854921216,2026-06-01T01:35:02Z
133.0349465549261,-31.9183521723002,1eRASS_J085208.3-315506,,rodriguez2025_erass1_cv,5640902230009539328,2026-06-01T01:35:02Z
133.5588165143758,39.0925933554905,1eRASS_J085414.1+390533,,rodriguez2025_erass1_cv,719893044876142848,2026-06-01T01:35:02Z
133.6338442809358,-49.6889495491471,1eRASS_J085432.1-494120,,rodriguez2025_erass1_cv,5325316897918032128,2026-06-01T01:35:02Z
133.7814391220018,-21.3022717984713,1eRASS_J085507.5-211808,,rodriguez2025_erass1_cv,5655877711517333888,2026-06-01T01:35:02Z
134.1667300160139,-4.0762482472119,1eRASS_J085640.0-040434,,rodriguez2025_erass1_cv,5761140728513144192,2026-06-01T01:35:02Z
134.7272791288834,-27.6751564776216,1eRASS_J085854.5-274030,,rodriguez2025_erass1_cv,5648063761555460736,2026-06-01T01:35:02Z
134.7877214018313,5.6144444468644,1eRASS_J085909.0+053652,,rodriguez2025_erass1_cv,583340808875713280,2026-06-01T01:35:02Z
135.225400712095,-35.2975131450434,1eRASS_J090054.0-351751,,rodriguez2025_erass1_cv,5627260280004729472,2026-06-01T01:35:02Z
135.2641002493309,17.8984273158597,1eRASS_J090103.3+175354,,rodriguez2025_erass1_cv,612044801164706432,2026-06-01T01:35:02Z
135.4758894382342,-51.8768065690709,1eRASS_J090154.2-515236,,rodriguez2025_erass1_cv,5323740434455153536,2026-06-01T01:35:02Z
135.9597492360252,33.010102022843,1eRASS_J090350.3+330036,,rodriguez2025_erass1_cv,712480889099565696,2026-06-01T01:35:02Z
136.0206230371325,-47.5338843677371,1eRASS_J090404.9-473201,,rodriguez2025_erass1_cv,5327131019077285120,2026-06-01T01:35:02Z
138.9647272581412,9.0143369045777,1eRASS_J091551.5+090051,,rodriguez2025_erass1_cv,590619751945633024,2026-06-01T01:35:02Z
139.0183618991576,-26.8980973219438,1eRASS_J091604.4-265353,,rodriguez2025_erass1_cv,5637827617537477504,2026-06-01T01:35:02Z
139.7652772228059,-9.0142653548138,1eRASS_J091903.6-090051,,rodriguez2025_erass1_cv,5743120557567119232,2026-06-01T01:35:02Z
139.8175641643931,-63.1252232189558,1eRASS_J091916.2-630730,,rodriguez2025_erass1_cv,5298504894555743488,2026-06-01T01:35:02Z
139.9029932644098,-5.9216388154902,1eRASS_J091936.7-055517,,rodriguez2025_erass1_cv,5746417687996443136,2026-06-01T01:35:02Z
140.2367296150568,-42.2471560348674,1eRASS_J092056.8-421449,,rodriguez2025_erass1_cv,5427552650151768320,2026-06-01T01:35:02Z
140.6224394809316,33.1288679604294,1eRASS_J092229.3+330743,,rodriguez2025_erass1_cv,702007319289982336,2026-06-01T01:35:02Z
141.0369038538085,-36.2611854846478,1eRASS_J092408.8-361540,,rodriguez2025_erass1_cv,5431265322966878592,2026-06-01T01:35:02Z
141.1862653218447,8.0309205897374,1eRASS_J092444.7+080151,,rodriguez2025_erass1_cv,587316166180416640,2026-06-01T01:35:02Z
141.2637371469339,-52.9314198111873,1eRASS_J092503.2-525553,,rodriguez2025_erass1_cv,5312311320322060160,2026-06-01T01:35:02Z
141.5544780215084,-31.1440216131207,1eRASS_J092613.0-310838,,rodriguez2025_erass1_cv,5631444059185050240,2026-06-01T01:35:02Z
144.6549848902817,7.2482770788305,1eRASS_J093837.1+071453,,rodriguez2025_erass1_cv,3854288674880283264,2026-06-01T01:35:02Z
144.6710167067297,-46.5485233946136,1eRASS_J093841.0-463254,,rodriguez2025_erass1_cv,5410749565563991168,2026-06-01T01:35:02Z
145.2110770579511,-39.5412299211969,1eRASS_J094050.6-393228,,rodriguez2025_erass1_cv,5432509763967948544,2026-06-01T01:35:02Z
145.449795785636,-45.6471890616135,1eRASS_J094147.9-453849,,rodriguez2025_erass1_cv,5412288370753993856,2026-06-01T01:35:02Z
145.8323196453189,31.2077061817464,1eRASS_J094319.7+311227,,rodriguez2025_erass1_cv,792955416446330112,2026-06-01T01:35:02Z
145.8366771407853,-39.9892224791613,1eRASS_J094320.8-395921,,rodriguez2025_erass1_cv,5431690421650045568,2026-06-01T01:35:02Z
145.863730239483,-27.3438748167027,1eRASS_J094327.2-272037,,rodriguez2025_erass1_cv,5657831101300107520,2026-06-01T01:35:02Z
146.4922949632906,29.3812283227591,1eRASS_J094558.1+292252,,rodriguez2025_erass1_cv,648437669676020352,2026-06-01T01:35:02Z
146.7537434469986,-73.0372246763752,1eRASS_J094700.8-730214,,rodriguez2025_erass1_cv,5218089534670766208,2026-06-01T01:35:02Z
147.7051575871626,-41.3889873469219,1eRASS_J095049.2-412320,,rodriguez2025_erass1_cv,5419393208727641472,2026-06-01T01:35:02Z
147.7372493944421,-29.779999573933,1eRASS_J095056.9-294647,,rodriguez2025_erass1_cv,5464418617901459072,2026-06-01T01:35:02Z
147.9519428029618,34.1230607924132,1eRASS_J095148.4+340723,,rodriguez2025_erass1_cv,795244943252669568,2026-06-01T01:35:02Z
148.6757618963098,-12.7435488034155,1eRASS_J095442.1-124436,,rodriguez2025_erass1_cv,5687982905587854976,2026-06-01T01:35:02Z
148.9946036554294,-68.161001386796,1eRASS_J095558.7-680939,,rodriguez2025_erass1_cv,5244036909578582528,2026-06-01T01:35:02Z
149.7277779219147,-65.2581882637979,1eRASS_J095854.6-651529,,rodriguez2025_erass1_cv,5246438960228967552,2026-06-01T01:35:02Z
149.8572307898061,-29.3016798684005,1eRASS_J095925.7-291806,,rodriguez2025_erass1_cv,5463945518664829312,2026-06-01T01:35:02Z
150.38229542768,-33.0430341098652,1eRASS_J100131.7-330234,,rodriguez2025_erass1_cv,5459625026380443648,2026-06-01T01:35:02Z
150.5486305504922,-19.4278771048726,1eRASS_J100211.6-192540,,rodriguez2025_erass1_cv,5670829935783719936,2026-06-01T01:35:02Z
151.3140389303269,19.1839295590048,1eRASS_J100515.3+191102,,rodriguez2025_erass1_cv,626719772406892288,2026-06-01T01:35:02Z
151.7858786865423,-55.3762539435646,1eRASS_J100708.6-552234,,rodriguez2025_erass1_cv,5355977703063662336,2026-06-01T01:35:02Z
152.0691487622693,-3.2580333506431,1eRASS_J100816.5-031528,,rodriguez2025_erass1_cv,3828497430627244032,2026-06-01T01:35:02Z
152.4069309486429,8.1463165943119,1eRASS_J100937.6+080846,,rodriguez2025_erass1_cv,3874949971539651840,2026-06-01T01:35:02Z
152.8568146903482,-40.4106403830258,1eRASS_J101125.6-402438,,rodriguez2025_erass1_cv,5420263399161745664,2026-06-01T01:35:02Z
153.0157897214245,10.3389560306764,1eRASS_J101203.7+102020,,rodriguez2025_erass1_cv,3876995067462118144,2026-06-01T01:35:02Z
153.0723599777703,-18.4026337670973,1eRASS_J101217.3-182409,,rodriguez2025_erass1_cv,5669459978655775744,2026-06-01T01:35:02Z
153.6029077612666,8.7193445020847,1eRASS_J101424.6+084309,,rodriguez2025_erass1_cv,3876508842804539904,2026-06-01T01:35:02Z
153.9924980408749,-47.9696377271197,1eRASS_J101558.1-475810,,rodriguez2025_erass1_cv,5407327747940309248,2026-06-01T01:35:02Z
154.9477118375102,33.9649998865715,1eRASS_J101947.4+335753,,rodriguez2025_erass1_cv,752316642050644992,2026-06-01T01:35:02Z
154.9767048683071,-17.9741475148592,1eRASS_J101954.4-175826,,rodriguez2025_erass1_cv,5669714485532508288,2026-06-01T01:35:02Z
155.4233862694585,-49.8227459971993,1eRASS_J102141.6-494921,,rodriguez2025_erass1_cv,5358939516812800384,2026-06-01T01:35:02Z
155.5220529009066,-35.6330989773307,1eRASS_J102205.2-353759,,rodriguez2025_erass1_cv,5445756851859162752,2026-06-01T01:35:02Z
155.5695111626283,-31.9870242486434,1eRASS_J102216.6-315913,,rodriguez2025_erass1_cv,5448748068945621120,2026-06-01T01:35:02Z
155.5807554957123,-50.311093876847,1eRASS_J102219.3-501839,,rodriguez2025_erass1_cv,5358787711189316992,2026-06-01T01:35:02Z
156.1750804296079,-48.4453417052182,1eRASS_J102442.0-482643,,rodriguez2025_erass1_cv,5365035381081290496,2026-06-01T01:35:02Z
157.178219765048,-8.3234155960506,1eRASS_J102842.7-081924,,rodriguez2025_erass1_cv,3774360153840332800,2026-06-01T01:35:02Z
157.7511689377292,20.4768174127522,1eRASS_J103100.2+202836,,rodriguez2025_erass1_cv,720694618916104576,2026-06-01T01:35:02Z
159.3074089417196,-75.985458691737,1eRASS_J103713.7-755907,,rodriguez2025_erass1_cv,5204532453221376896,2026-06-01T01:35:02Z
159.9468034672561,-5.1159409490839,1eRASS_J103947.2-050657,,rodriguez2025_erass1_cv,3776795812613678976,2026-06-01T01:35:02Z
160.2145436926145,-37.059714553505,1eRASS_J104051.4-370334,,rodriguez2025_erass1_cv,5443026828910282112,2026-06-01T01:35:02Z
161.4840548560736,-40.2712464215753,1eRASS_J104556.1-401616,,rodriguez2025_erass1_cv,5392686895920755456,2026-06-01T01:35:02Z
161.5537976459364,-51.3043703684418,1eRASS_J104612.9-511815,,rodriguez2025_erass1_cv,5360633963010856448,2026-06-01T01:35:02Z
161.6027841067091,21.1529063468242,1eRASS_J104624.6+210910,,rodriguez2025_erass1_cv,3989088349473393408,2026-06-01T01:35:02Z
161.848845720801,-41.9967651100885,1eRASS_J104723.7-415948,,rodriguez2025_erass1_cv,5391507429181636352,2026-06-01T01:35:02Z
163.6270195321816,30.1028249066639,1eRASS_J105430.4+300610,,rodriguez2025_erass1_cv,733329416268149376,2026-06-01T01:35:02Z
163.9581966739748,9.9379091921819,1eRASS_J105549.9+095616,,rodriguez2025_erass1_cv,3867869700772424960,2026-06-01T01:35:02Z
164.4582972835404,-21.9496624811257,1eRASS_J105749.9-215658,,rodriguez2025_erass1_cv,3549823111895468672,2026-06-01T01:35:02Z
164.4846107805209,9.3881320610964,1eRASS_J105756.3+092317,,rodriguez2025_erass1_cv,3867599701948235648,2026-06-01T01:35:02Z
164.6813260674673,-43.5439104940023,1eRASS_J105843.5-433238,,rodriguez2025_erass1_cv,5388214147040550144,2026-06-01T01:35:02Z
165.0614700569786,13.2647087578311,1eRASS_J110014.7+131552,,rodriguez2025_erass1_cv,3968038512892514048,2026-06-01T01:35:02Z
165.0681349889712,-42.6774088322027,1eRASS_J110016.3-424038,,rodriguez2025_erass1_cv,5389717630410364160,2026-06-01T01:35:02Z
165.5830258903849,-73.3761408124103,1eRASS_J110219.9-732234,,rodriguez2025_erass1_cv,5226361435529215488,2026-06-01T01:35:02Z
165.9022525617351,-21.6289882272076,1eRASS_J110336.5-213744,,rodriguez2025_erass1_cv,3551116004427251328,2026-06-01T01:35:02Z
166.9725841315197,-48.4379960238324,1eRASS_J110753.4-482616,,rodriguez2025_erass1_cv,5362275125853837696,2026-06-01T01:35:02Z
167.745016483326,-42.3907218479911,1eRASS_J111058.8-422326,,rodriguez2025_erass1_cv,5389229241085312000,2026-06-01T01:35:02Z
168.1393090194862,-36.4254416416009,1eRASS_J111233.4-362531,,rodriguez2025_erass1_cv,5397516668246899328,2026-06-01T01:35:02Z
168.2350839480067,-6.6167203288531,1eRASS_J111256.4-063700,,rodriguez2025_erass1_cv,3784802357503565568,2026-06-01T01:35:02Z
