ra,dec,mjd,mag_auto,filter,fwhm,class_star,objectid,measid,exposure
256.630286843326,-26.922964535269983,58682.12499820115,20.815367,i,2.103204,0.706439,142957_94640,c4d.875093.6.26903,c4d_190718_025959_ooi_i_v1
256.63024934063566,-26.921780752335092,58682.12499820115,21.244314,i,0.932904,0.6786,142957_94727,c4d.875093.6.26906,c4d_190718_025959_ooi_i_v1
256.6298963016628,-26.928816471836946,58682.12499820115,20.084885,i,1.234065,0.971507,142957_94244,c4d.875093.6.26918,c4d_190718_025959_ooi_i_v1
256.62974359317576,-26.92931472990518,58682.12499820115,20.54639,i,1.066132,0.889109,142957_94203,c4d.875093.6.26919,c4d_190718_025959_ooi_i_v1
256.629760774322,-26.92800690154434,58682.12499820115,20.736277,i,1.259059,0.835095,142957_94299,c4d.875093.6.26939,c4d_190718_025959_ooi_i_v1
256.62930750876734,-26.927951163355978,58682.12499820115,20.75881,i,1.171754,0.916611,142957_94303,c4d.875093.6.26940,c4d_190718_025959_ooi_i_v1
256.6293809487932,-26.92068515532853,58682.12499820115,19.950815,i,1.007983,0.963082,142957_94802,c4d.875093.6.26941,c4d_190718_025959_ooi_i_v1
256.6291348163709,-26.920007520841008,58682.12499820115,17.856634,i,0.978081,0.981922,142957_94846,c4d.875093.6.26942,c4d_190718_025959_ooi_i_v1
256.62945355552415,-26.925176892486974,58682.12499820115,19.65868,i,1.513273,0.618361,142957_94504,c4d.875093.6.26974,c4d_190718_025959_ooi_i_v1
256.62884431377677,-26.930983001292972,58682.12499820115,16.982712,i,2.247528,0.35273,142957_94074,c4d.875093.6.26978,c4d_190718_025959_ooi_i_v1
256.62842127920084,-26.923418655870375,58682.12499820115,18.130629,i,1.766697,0.939026,142957_94612,c4d.875093.6.26991,c4d_190718_025959_ooi_i_v1
256.6289755603372,-26.922105487570086,58682.12499820115,19.894848,i,0.983024,0.965172,142957_94706,c4d.875093.6.27004,c4d_190718_025959_ooi_i_v1
256.62804413566397,-26.926693153417997,58682.12499820115,19.209425,i,1.00958,0.970907,142957_94392,c4d.875093.6.27036,c4d_190718_025959_ooi_i_v1
256.62848300258077,-26.929536790376563,58682.12499820115,20.104668,i,1.041659,0.924944,142957_94184,c4d.875093.6.27041,c4d_190718_025959_ooi_i_v1
256.6279679632381,-26.928760105428736,58682.12499820115,20.20828,i,1.017211,0.96923,142957_94248,c4d.875093.6.27070,c4d_190718_025959_ooi_i_v1
256.62742734070446,-26.919207507294864,58682.12499820115,18.239235,i,0.987954,0.981435,142957_94907,c4d.875093.6.27077,c4d_190718_025959_ooi_i_v1
256.627547241931,-26.925682995988478,58682.12499820115,18.470297,i,1.028207,0.949217,142957_94467,c4d.875093.6.27090,c4d_190718_025959_ooi_i_v1
256.6275049780617,-26.929775074048962,58682.12499820115,20.367376,i,3.622976,0.164192,142957_94165,c4d.875093.6.27093,c4d_190718_025959_ooi_i_v1
256.62750383374953,-26.920366472843508,58682.12499820115,20.060099,i,1.965931,0.932582,142957_94819,c4d.875093.6.27100,c4d_190718_025959_ooi_i_v1
256.62700131968245,-26.9207294198173,58682.12499820115,21.03457,i,1.015562,0.88828,142957_94795,c4d.875093.6.27101,c4d_190718_025959_ooi_i_v1
256.6264878805077,-26.920474290694063,58682.12499820115,19.283072,i,1.00086,0.970779,142957_94815,c4d.875093.6.27102,c4d_190718_025959_ooi_i_v1
256.6272659547248,-26.930948579803207,58682.12499820115,21.852789,i,0.752321,0.502287,142957_94075,c4d.875093.6.27134,c4d_190718_025959_ooi_i_v1
256.62685124972614,-26.92390387660828,58682.12499820115,20.321262,i,1.828881,0.577136,142957_94582,c4d.875093.6.27175,c4d_190718_025959_ooi_i_v1
256.62596965603933,-26.923502695435513,58682.12499820115,18.95619,i,1.126195,0.967943,142957_94608,c4d.875093.6.27176,c4d_190718_025959_ooi_i_v1
256.62569339878297,-26.922666654961795,58682.12499820115,20.379896,i,1.046525,0.949743,142957_94666,c4d.875093.6.27177,c4d_190718_025959_ooi_i_v1
256.62566482207194,-26.92424821877144,58682.12499820115,20.262585,i,2.189666,0.706532,142957_94557,c4d.875093.6.27178,c4d_190718_025959_ooi_i_v1
256.626899733304,-26.929256075592704,58682.12499820115,20.923313,i,1.058832,0.775654,142957_94208,c4d.875093.6.27181,c4d_190718_025959_ooi_i_v1
256.62595555289903,-26.927580121392424,58682.12499820115,20.36352,i,2.848582,0.076921,142957_94334,c4d.875093.6.27197,c4d_190718_025959_ooi_i_v1
256.6264750465212,-26.926634945891326,58682.12499820115,19.588324,i,1.026873,0.977262,142957_94398,c4d.875093.6.27201,c4d_190718_025959_ooi_i_v1
256.62627480516386,-26.919060261110527,58682.12499820115,20.26535,i,1.634036,0.861598,142957_94912,c4d.875093.6.27223,c4d_190718_025959_ooi_i_v1
256.62625538670534,-26.93082212092936,58682.12499820115,20.77561,i,0.894761,0.94693,142957_94088,c4d.875093.6.27226,c4d_190718_025959_ooi_i_v1
256.62587277316294,-26.921528055527624,58682.12499820115,20.14009,i,1.451389,0.887916,142957_94745,c4d.875093.6.27255,c4d_190718_025959_ooi_i_v1
256.6250613496175,-26.927850677333883,58682.12499820115,19.849333,i,1.81059,0.169121,142957_94307,c4d.875093.6.27283,c4d_190718_025959_ooi_i_v1
256.630747841428,-26.92516892683793,58604.24285982875,20.588417,g,1.713545,0.87649,142957_94503,c4d.853003.6.16839,c4d_190501_054943_ooi_g_v1
256.6310680760113,-26.926819526143728,58604.24285982875,19.042015,g,2.405162,0.446057,142957_94389,c4d.853003.6.16840,c4d_190501_054943_ooi_g_v1
256.6314656816484,-26.925859964583196,58604.24285982875,19.882698,g,1.61175,0.915104,142957_94456,c4d.853003.6.16841,c4d_190501_054943_ooi_g_v1
256.63201230636247,-26.930370230024536,58604.24285982875,21.02531,g,1.712505,0.735031,142957_94124,c4d.853003.6.16915,c4d_190501_054943_ooi_g_v1
256.631527112632,-26.9198136811207,58604.24285982875,21.446865,g,1.624725,0.550932,142957_94862,c4d.853003.6.16917,c4d_190501_054943_ooi_g_v1
256.63094656187013,-26.92044427128928,58604.24285982875,20.766396,g,2.319236,0.927459,142957_94816,c4d.853003.6.16918,c4d_190501_054943_ooi_g_v1
256.63219894404585,-26.92100340625622,58604.24285982875,18.402954,g,1.623539,0.98183,142957_94781,c4d.853003.6.16919,c4d_190501_054943_ooi_g_v1
256.6318743076996,-26.921741353992683,58604.24285982875,20.03033,g,1.774566,0.972506,142957_94729,c4d.853003.6.16920,c4d_190501_054943_ooi_g_v1
256.63081511554844,-26.929582980671768,58604.24285982875,21.39325,g,1.528657,0.791603,142957_94180,c4d.853003.6.16982,c4d_190501_054943_ooi_g_v1
256.630200053808,-26.92379498797119,58604.24285982875,21.556885,g,1.568837,0.848146,142957_94590,c4d.853003.6.17005,c4d_190501_054943_ooi_g_v1
256.6298963210348,-26.92881602266725,58604.24285982875,21.025425,g,3.821612,0.240365,142957_94244,c4d.853003.6.17027,c4d_190501_054943_ooi_g_v1
256.62973881141284,-26.929268626390854,58604.24285982875,21.636543,g,1.802654,0.519121,142957_94203,c4d.853003.6.17028,c4d_190501_054943_ooi_g_v1
256.6291657395882,-26.92006611122038,58604.24285982875,18.35957,g,1.827093,0.969346,142957_94846,c4d.853003.6.17030,c4d_190501_054943_ooi_g_v1
256.6295175478889,-26.92798502453129,58604.24285982875,21.563755,g,3.494063,0.096895,142957_96561,c4d.853003.6.17064,c4d_190501_054943_ooi_g_v1
256.629452904224,-26.92518442577333,58604.24285982875,20.73125,g,1.800131,0.873694,142957_94504,c4d.853003.6.17065,c4d_190501_054943_ooi_g_v1
256.62883818310263,-26.93097591304067,58604.24285982875,18.339966,g,2.257187,0.651139,142957_94074,c4d.853003.6.17072,c4d_190501_054943_ooi_g_v1
256.62896869767656,-26.922111062055315,58604.24285982875,22.47025,g,1.392684,0.47106,142957_94706,c4d.853003.6.17102,c4d_190501_054943_ooi_g_v1
256.62842235228766,-26.92342250249831,58604.24285982875,19.154549,g,2.000554,0.960276,142957_94612,c4d.853003.6.17104,c4d_190501_054943_ooi_g_v1
256.62845126725847,-26.929553099938776,58604.24285982875,21.246178,g,1.5607,0.503619,142957_94184,c4d.853003.6.17115,c4d_190501_054943_ooi_g_v1
256.62803397754465,-26.926678626022913,58604.24285982875,20.463516,g,1.831593,0.935892,142957_94392,c4d.853003.6.17132,c4d_190501_054943_ooi_g_v1
256.62755514722636,-26.92568441573897,58604.24285982875,19.772089,g,1.591748,0.980609,142957_94467,c4d.853003.6.17133,c4d_190501_054943_ooi_g_v1
256.62797867173487,-26.928761658301198,58604.24285982875,21.552116,g,1.555152,0.737336,142957_94248,c4d.853003.6.17143,c4d_190501_054943_ooi_g_v1
256.6262497945504,-26.91902864641263,58604.24285982875,21.40614,g,2.686861,0.595999,142957_94912,c4d.853003.6.17147,c4d_190501_054943_ooi_g_v1
256.62740823650097,-26.919212925187296,58604.24285982875,19.004429,g,1.578881,0.982186,142957_94907,c4d.853003.6.17149,c4d_190501_054943_ooi_g_v1
256.62555962149924,-26.921057725260468,58604.24285982875,19.800274,g,3.320265,0.559291,142957_94779,c4d.853003.6.17150,c4d_190501_054943_ooi_g_v1
256.62748226303853,-26.920372099070754,58604.24285982875,21.035845,g,1.802977,0.91119,142957_94819,c4d.853003.6.17151,c4d_190501_054943_ooi_g_v1
256.62656172853514,-26.92051264032288,58604.24285982875,20.328583,g,2.931657,0.625267,142957_94815,c4d.853003.6.17152,c4d_190501_054943_ooi_g_v1
256.6257055164548,-26.92268904918854,58604.24285982875,21.859959,g,1.64477,0.654841,142957_94666,c4d.853003.6.17206,c4d_190501_054943_ooi_g_v1
256.6268218672967,-26.923890976673764,58604.24285982875,21.800163,g,1.821325,0.621752,142957_94582,c4d.853003.6.17207,c4d_190501_054943_ooi_g_v1
256.625973301894,-26.923512771109724,58604.24285982875,20.227951,g,1.903896,0.844391,142957_94608,c4d.853003.6.17208,c4d_190501_054943_ooi_g_v1
256.6251347229811,-26.928224197948815,58604.24285982875,20.608889,g,4.432402,0.183641,142957_96958,c4d.853003.6.17224,c4d_190501_054943_ooi_g_v1
256.6255811591568,-26.926614327012487,58604.24285982875,18.121386,g,1.56913,0.87396,142957_94400,c4d.853003.6.17225,c4d_190501_054943_ooi_g_v1
256.62492111701175,-26.92523947154393,58604.24285982875,19.49403,g,2.976124,0.729402,142957_94499,c4d.853003.6.17229,c4d_190501_054943_ooi_g_v1
256.6262504549828,-26.930823738226067,58604.24285982875,22.720108,g,1.331448,0.49034,142957_94088,c4d.853003.6.17248,c4d_190501_054943_ooi_g_v1
256.6314731883813,-26.92585319077956,58257.29000960477,19.896059,g,1.754765,0.928176,142957_94456,c4d.747972.11.9374,c4d_180519_065736_ooi_g_v1
256.63107798452893,-26.926815607125967,58257.29000960477,19.05476,g,2.56286,0.48858,142957_94389,c4d.747972.11.9375,c4d_180519_065736_ooi_g_v1
256.6307612928343,-26.925178538649522,58257.29000960477,20.545948,g,1.849269,0.949119,142957_94503,c4d.747972.11.9376,c4d_180519_065736_ooi_g_v1
256.6309482913219,-26.920448473724694,58257.29000960477,20.749594,g,1.738922,0.91731,142957_94816,c4d.747972.11.9426,c4d_180519_065736_ooi_g_v1
256.63219968801144,-26.921014947058772,58257.29000960477,18.41837,g,1.569553,0.982842,142957_94781,c4d.747972.11.9427,c4d_180519_065736_ooi_g_v1
256.63186806170637,-26.92175114126314,58257.29000960477,20.002367,g,1.754632,0.964417,142957_94729,c4d.747972.11.9428,c4d_180519_065736_ooi_g_v1
256.6320162301127,-26.930392226442077,58257.29000960477,21.42179,g,1.611905,0.55719,142957_94124,c4d.747972.11.9457,c4d_180519_065736_ooi_g_v1
256.6315526252171,-26.919819762211123,58257.29000960477,21.612528,g,1.670518,0.471524,142957_94862,c4d.747972.11.9472,c4d_180519_065736_ooi_g_v1
256.63082580860356,-26.929588492269772,58257.29000960477,21.425802,g,1.481861,0.724425,142957_94180,c4d.747972.11.9488,c4d_180519_065736_ooi_g_v1
256.63021315704873,-26.923798436143315,58257.29000960477,21.534586,g,1.528974,0.621575,142957_94590,c4d.747972.11.9524,c4d_180519_065736_ooi_g_v1
256.62990909009596,-26.92883171507979,58257.29000960477,21.22001,g,1.739172,0.724944,142957_94244,c4d.747972.11.9531,c4d_180519_065736_ooi_g_v1
256.6297026735926,-26.929290588046403,58257.29000960477,21.575792,g,1.860107,0.51154,142957_94203,c4d.747972.11.9532,c4d_180519_065736_ooi_g_v1
256.6291731199489,-26.920066099024634,58257.29000960477,18.374311,g,1.7596,0.966388,142957_94846,c4d.747972.11.9549,c4d_180519_065736_ooi_g_v1
256.6295109843596,-26.927972184461996,58257.29000960477,21.57871,g,3.215412,0.183919,142957_96561,c4d.747972.11.9550,c4d_180519_065736_ooi_g_v1
256.6294547728601,-26.925196192274363,58257.29000960477,20.809362,g,1.84265,0.877242,142957_94504,c4d.747972.11.9553,c4d_180519_065736_ooi_g_v1
256.6288537102391,-26.930972863952704,58257.29000960477,18.33936,g,2.254074,0.619172,142957_94074,c4d.747972.11.9565,c4d_180519_065736_ooi_g_v1
256.62843597406624,-26.923429595950562,58257.29000960477,19.15845,g,1.952458,0.95758,142957_94612,c4d.747972.11.9637,c4d_180519_065736_ooi_g_v1
256.6284687005989,-26.929536809058618,58257.29000960477,21.890013,g,1.412731,0.49615,142957_94184,c4d.747972.11.9643,c4d_180519_065736_ooi_g_v1
256.62804065574994,-26.926678112594953,58257.29000960477,20.536661,g,1.584676,0.953289,142957_94392,c4d.747972.11.9661,c4d_180519_065736_ooi_g_v1
256.6275648354291,-26.925681558788146,58257.29000960477,19.77384,g,1.560234,0.979202,142957_94467,c4d.747972.11.9662,c4d_180519_065736_ooi_g_v1
256.62798832236166,-26.92875591377344,58257.29000960477,21.583212,g,1.418828,0.568967,142957_94248,c4d.747972.11.9675,c4d_180519_065736_ooi_g_v1
256.62742435465503,-26.919209545454102,58257.29000960477,19.014236,g,1.540316,0.981752,142957_94907,c4d.747972.11.9680,c4d_180519_065736_ooi_g_v1
256.6255754149103,-26.92105949809396,58257.29000960477,19.844217,g,3.360753,0.684693,142957_94779,c4d.747972.11.9687,c4d_180519_065736_ooi_g_v1
256.6275001820983,-26.920365922928745,58257.29000960477,21.02656,g,1.697006,0.848912,142957_94819,c4d.747972.11.9688,c4d_180519_065736_ooi_g_v1
256.62657908240703,-26.920524817887543,58257.29000960477,20.319338,g,2.889856,0.474986,142957_94815,c4d.747972.11.9689,c4d_180519_065736_ooi_g_v1
256.6257004573048,-26.922672608541696,58257.29000960477,21.995275,g,1.5565,0.527209,142957_94666,c4d.747972.11.9725,c4d_180519_065736_ooi_g_v1
256.62678459949154,-26.923876659615537,58257.29000960477,21.958178,g,1.418558,0.479304,142957_94582,c4d.747972.11.9726,c4d_180519_065736_ooi_g_v1
256.6259835159538,-26.923506989873708,58257.29000960477,20.276438,g,1.76705,0.961509,142957_94608,c4d.747972.11.9727,c4d_180519_065736_ooi_g_v1
256.62513854894337,-26.928212279627925,58257.29000960477,20.512554,g,4.626457,0.154559,142957_96958,c4d.747972.11.9736,c4d_180519_065736_ooi_g_v1
256.6255942481207,-26.926617778022614,58257.29000960477,18.13658,g,1.515408,0.938015,142957_94400,c4d.747972.11.9738,c4d_180519_065736_ooi_g_v1
256.62627127701376,-26.919049049832612,58257.29000960477,21.545408,g,1.575356,0.652821,142957_94912,c4d.747972.11.9764,c4d_180519_065736_ooi_g_v1
256.63005813713346,-26.92696085787439,56361.31448227679,21.861914,r,1.404921,0.649831,142957_97025,c4d.185276.45.340,tu2088912
256.6307516791035,-26.925166169512217,56361.31448227679,19.5518,r,4.02652,0.924259,142957_94503,c4d.185276.45.344,tu2088912
256.6314828605851,-26.925843820058354,56361.31448227679,19.14921,r,0.946633,0.982625,142957_94456,c4d.185276.45.349,tu2088912
256.63155671894407,-26.92718111189838,56361.31448227679,20.300016,r,1.835487,0.940139,142957_94363,c4d.185276.45.350,tu2088912
256.6310154158799,-26.926795152667193,56361.31448227679,18.161901,r,0.936041,0.952688,142957_94389,c4d.185276.45.351,tu2088912
256.62803618568046,-26.92220862693793,56361.31448227679,22.104305,r,1.169682,0.703925,142957_94697,c4d.185276.45.967,tu2088912
256.6274436432464,-26.919200252414676,56361.31448227679,18.517414,r,0.952528,0.983381,142957_94907,c4d.185276.45.968,tu2088912
256.62626449265065,-26.91903691340932,56361.31448227679,20.694935,r,0.988271,0.969125,142957_94912,c4d.185276.45.969,tu2088912
256.62789107795413,-26.927607428834,56361.31448227679,22.895166,r,0.98571,0.511455,142957_97257,c4d.185276.45.972,tu2088912
256.62754859318227,-26.925674645465907,56361.31448227679,18.868252,r,1.050986,0.983326,142957_94467,c4d.185276.45.973,tu2088912
256.6275261712375,-26.92035458340633,56361.31448227679,20.280712,r,0.943795,0.978926,142957_94819,c4d.185276.45.980,tu2088912
256.62703913523063,-26.920747871162906,56361.31448227679,20.922253,r,1.000841,0.963962,142957_94795,c4d.185276.45.981,tu2088912
256.62649488755284,-26.920473708871892,56361.31448227679,19.650461,r,0.937707,0.982246,142957_94815,c4d.185276.45.982,tu2088912
256.62592080420194,-26.921535012926682,56361.31448227679,20.479877,r,1.361802,0.975188,142957_94745,c4d.185276.45.983,tu2088912
256.62549905795254,-26.920942718793995,56361.31448227679,19.381645,r,0.964991,0.981709,142957_94784,c4d.185276.45.984,tu2088912
256.6272901891231,-26.930942872390645,56361.31448227679,21.833094,r,0.95517,0.932705,142957_94075,c4d.185276.45.992,tu2088912
256.6273851893418,-26.928009723946563,56361.31448227679,22.699156,r,1.204083,0.528107,142957_97030,c4d.185276.45.993,tu2088912
256.6303128586558,-26.922978264380326,56361.31448227679,21.235115,r,1.801952,0.227252,142957_94640,c4d.185276.45.689,tu2088912
256.6300626641513,-26.922426936016024,56361.31448227679,22.36603,r,1.140934,0.609189,142957_94681,c4d.185276.45.690,tu2088912
256.63023110122396,-26.923781031706614,56361.31448227679,20.4203,r,0.928654,0.973885,142957_94590,c4d.185276.45.691,tu2088912
256.6297989769808,-26.92418964473916,56361.31448227679,21.913916,r,1.100628,0.751762,142957_94568,c4d.185276.45.692,tu2088912
256.6302655655731,-26.92177328871605,56361.31448227679,21.4239,r,0.96168,0.948702,142957_94727,c4d.185276.45.695,tu2088912
256.62914375816996,-26.929772209778037,56361.31448227679,21.88588,r,1.268514,0.572369,142957_94166,c4d.185276.45.706,tu2088912
256.62726141815614,-26.92975732622847,56361.31448227679,21.296661,r,1.540205,0.863012,142957_94168,c4d.185276.45.710,tu2088912
256.6298112194358,-26.928010179420372,56361.31448227679,21.183968,r,1.045419,0.969105,142957_94299,c4d.185276.45.713,tu2088912
256.62933192412765,-26.927927878181773,56361.31448227679,21.002605,r,1.014132,0.969703,142957_94303,c4d.185276.45.714,tu2088912
256.6294112258163,-26.920674026646633,56361.31448227679,20.240839,r,0.960796,0.979437,142957_94802,c4d.185276.45.763,tu2088912
256.6291492286575,-26.919994561601534,56361.31448227679,18.08802,r,0.939337,0.983699,142957_94846,c4d.185276.45.764,tu2088912
256.62946228751247,-26.925179004384905,56361.31448227679,19.947414,r,1.447743,0.955071,142957_94504,c4d.185276.45.804,tu2088912
256.6293946031199,-26.921478423281624,56361.31448227679,21.759697,r,2.743625,0.65192,142957_94749,c4d.185276.45.814,tu2088912
256.6292430062511,-26.923035001901223,56361.31448227679,21.431332,r,1.53672,0.817455,142957_94638,c4d.185276.45.816,tu2088912
256.62843695232084,-26.923419128853862,56361.31448227679,18.50612,r,1.715729,0.981089,142957_94612,c4d.185276.45.817,tu2088912
256.6292101780807,-26.926284098775717,56361.31448227679,22.710283,r,0.889553,0.609359,142957_94426,c4d.185276.45.818,tu2088912
256.6289725418178,-26.92210582515262,56361.31448227679,20.539059,r,0.938469,0.975262,142957_94706,c4d.185276.45.820,tu2088912
256.62808272843984,-26.92671848617415,56361.31448227679,19.514957,r,1.206394,0.919235,142957_94392,c4d.185276.45.848,tu2088912
256.62686866816836,-26.923899768327573,56361.31448227679,20.761627,r,1.346738,0.977953,142957_94582,c4d.185276.45.849,tu2088912
256.6259944314412,-26.92349853730397,56361.31448227679,19.370882,r,1.076095,0.982264,142957_94608,c4d.185276.45.850,tu2088912
256.62570948328647,-26.922658754562278,56361.31448227679,20.75653,r,0.951788,0.964194,142957_94666,c4d.185276.45.851,tu2088912
256.6259869290498,-26.927577469808195,56361.31448227679,20.780287,r,2.607369,0.011613,142957_94334,c4d.185276.45.852,tu2088912
256.62567025214616,-26.924217169925736,56361.31448227679,21.334995,r,1.460533,0.967464,142957_94557,c4d.185276.45.854,tu2088912
256.6256206728625,-26.92466624561376,56361.31448227679,21.859983,r,1.061557,0.870373,142957_94537,c4d.185276.45.855,tu2088912
256.62496533154575,-26.925238308887085,56361.31448227679,18.994175,r,0.966024,0.982551,142957_94499,c4d.185276.45.860,tu2088912
256.625096956975,-26.927832960842785,56361.31448227679,20.44517,r,1.629417,0.142195,142957_94307,c4d.185276.45.863,tu2088912
256.62652150996956,-26.926636305416498,56361.31448227679,20.099295,r,0.961375,0.981917,142957_94398,c4d.185276.45.864,tu2088912
256.62560126919686,-26.926620273401234,56361.31448227679,17.340292,r,0.93519,0.983778,142957_94400,c4d.185276.45.869,tu2088912
256.6248313845746,-26.926339686465216,56361.31448227679,21.216503,r,0.959924,0.951584,142957_94424,c4d.185276.45.870,tu2088912
256.62851530783496,-26.925165694692158,56361.31448227679,21.606527,r,2.108526,0.172405,142957_94500,c4d.185276.45.888,tu2088912
256.62626237884086,-26.930803224277167,56361.31448227679,21.08215,r,0.923814,0.968412,142957_94088,c4d.185276.45.1080,tu2088912
256.6315586581714,-26.919792807261782,56361.31448227679,20.08761,r,1.048087,0.969014,142957_94862,c4d.185276.45.29482,tu2088912
256.6309502106338,-26.920447757480105,56361.31448227679,19.97218,r,0.97199,0.978802,142957_94816,c4d.185276.45.29483,tu2088912
256.6321995350992,-26.920990854380168,56361.31448227679,17.732239,r,0.998735,0.992236,142957_94781,c4d.185276.45.29519,tu2088912
256.6318795857055,-26.921761256761904,56361.31448227679,19.303257,r,0.972231,0.983266,142957_94729,c4d.185276.45.29545,tu2088912
256.6320114684397,-26.930362452285625,56361.31448227679,20.283653,r,0.947587,0.977244,142957_94124,c4d.185276.45.29712,tu2088912
256.63175518017744,-26.930890036396605,56361.31448227679,22.262808,r,1.028481,0.890372,142957_94082,c4d.185276.45.29713,tu2088912
256.631041124452,-26.926809484884224,58602.410705928225,17.591675,i,1.279431,0.923462,142957_94389,c4d.851928.6.24922,c4d_190429_095124_ooi_i_v1
256.63073863364434,-26.925179262540308,58602.410705928225,19.249376,i,1.396693,0.960085,142957_94503,c4d.851928.6.24923,c4d_190429_095124_ooi_i_v1
256.6314652300182,-26.925857146360734,58602.410705928225,18.710901,i,1.075837,0.98052,142957_94456,c4d.851928.6.24926,c4d_190429_095124_ooi_i_v1
256.63152971158274,-26.919804562339582,58602.410705928225,19.496979,i,1.306831,0.977354,142957_94862,c4d.851928.6.24980,c4d_190429_095124_ooi_i_v1
256.6309452463003,-26.920470543292442,58602.410705928225,19.634813,i,1.163076,0.97644,142957_94816,c4d.851928.6.24981,c4d_190429_095124_ooi_i_v1
256.6321906229927,-26.921000553594993,58602.410705928225,17.331295,i,1.092854,0.982988,142957_94781,c4d.851928.6.24982,c4d_190429_095124_ooi_i_v1
256.6318636095315,-26.9217684879221,58602.410705928225,18.939003,i,1.138859,0.982036,142957_94729,c4d.851928.6.24983,c4d_190429_095124_ooi_i_v1
256.6320017293326,-26.930375944236307,58602.410705928225,19.834433,i,1.108523,0.962151,142957_94124,c4d.851928.6.25031,c4d_190429_095124_ooi_i_v1
256.63080930258536,-26.92959466315288,58602.410705928225,20.14772,i,1.061749,0.95783,142957_94180,c4d.851928.6.25100,c4d_190429_095124_ooi_i_v1
256.63020172305244,-26.923794684281518,58602.410705928225,19.95597,i,1.366724,0.958999,142957_94590,c4d.851928.6.25158,c4d_190429_095124_ooi_i_v1
256.6303241170152,-26.922954872786587,58602.410705928225,21.07623,i,1.894995,0.662614,142957_94640,c4d.851928.6.25160,c4d_190429_095124_ooi_i_v1
256.63025628012787,-26.92177214535806,58602.410705928225,21.276518,i,0.987888,0.549374,142957_94727,c4d.851928.6.25161,c4d_190429_095124_ooi_i_v1
256.6298915061376,-26.928794720981834,58602.410705928225,20.109623,i,1.236558,0.964407,142957_94244,c4d.851928.6.25175,c4d_190429_095124_ooi_i_v1
256.6297220872762,-26.929300551958516,58602.410705928225,20.452578,i,1.258412,0.8895,142957_94203,c4d.851928.6.25176,c4d_190429_095124_ooi_i_v1
256.62975347584637,-26.928029312379994,58602.410705928225,20.72257,i,1.462102,0.896479,142957_94299,c4d.851928.6.25195,c4d_190429_095124_ooi_i_v1
256.629322363862,-26.927951302256755,58602.410705928225,20.796736,i,1.362729,0.846809,142957_94303,c4d.851928.6.25196,c4d_190429_095124_ooi_i_v1
256.62938945035023,-26.92067791699872,58602.410705928225,19.815073,i,1.096987,0.966395,142957_94802,c4d.851928.6.25206,c4d_190429_095124_ooi_i_v1
256.62914590585524,-26.92000469226234,58602.410705928225,17.89759,i,1.054548,0.982723,142957_94846,c4d.851928.6.25207,c4d_190429_095124_ooi_i_v1
256.62945563358153,-26.925182733291635,58602.410705928225,19.73788,i,1.539331,0.824177,142957_94504,c4d.851928.6.25219,c4d_190429_095124_ooi_i_v1
256.62884909815244,-26.930975531259556,58602.410705928225,16.972752,i,2.259908,0.618092,142957_94074,c4d.851928.6.25228,c4d_190429_095124_ooi_i_v1
256.6284187382848,-26.92342558966487,58602.410705928225,18.14666,i,1.800956,0.968078,142957_94612,c4d.851928.6.25241,c4d_190429_095124_ooi_i_v1
256.62897557487366,-26.922103645191427,58602.410705928225,19.680851,i,1.073336,0.959516,142957_94706,c4d.851928.6.25244,c4d_190429_095124_ooi_i_v1
256.62808344612273,-26.926720795002108,58602.410705928225,19.124205,i,1.37636,0.901352,142957_94392,c4d.851928.6.25285,c4d_190429_095124_ooi_i_v1
256.6284715765947,-26.929563611314506,58602.410705928225,19.946827,i,1.221684,0.92459,142957_94184,c4d.851928.6.25287,c4d_190429_095124_ooi_i_v1
256.6279700002692,-26.928758647131918,58602.410705928225,20.235788,i,1.043913,0.954448,142957_94248,c4d.851928.6.25317,c4d_190429_095124_ooi_i_v1
256.62743895808967,-26.919203072388044,58602.410705928225,18.2468,i,1.111236,0.981954,142957_94907,c4d.851928.6.25326,c4d_190429_095124_ooi_i_v1
256.62751393006124,-26.92975950538551,58602.410705928225,20.319782,i,3.627391,0.081408,142957_94165,c4d.851928.6.25339,c4d_190429_095124_ooi_i_v1
256.6269156708763,-26.929281706233063,58602.410705928225,20.8138,i,1.463739,0.762768,142957_94208,c4d.851928.6.25340,c4d_190429_095124_ooi_i_v1
256.6275456844886,-26.92568338960609,58602.410705928225,18.473766,i,1.168702,0.969569,142957_94467,c4d.851928.6.25341,c4d_190429_095124_ooi_i_v1
256.6274898249792,-26.920354992284963,58602.410705928225,19.989489,i,2.549466,0.965041,142957_94819,c4d.851928.6.25354,c4d_190429_095124_ooi_i_v1
256.6269799385407,-26.920772934326642,58602.410705928225,20.989237,i,1.109194,0.796662,142957_94795,c4d.851928.6.25355,c4d_190429_095124_ooi_i_v1
256.62647144022867,-26.920485055624777,58602.410705928225,19.237698,i,1.500433,0.980445,142957_94815,c4d.851928.6.25356,c4d_190429_095124_ooi_i_v1
256.6258618526645,-26.92152310715855,58602.410705928225,20.180452,i,1.543357,0.951811,142957_94745,c4d.851928.6.25357,c4d_190429_095124_ooi_i_v1
256.6254711106238,-26.92096598262829,58602.410705928225,19.021809,i,1.540843,0.947347,142957_94784,c4d.851928.6.25358,c4d_190429_095124_ooi_i_v1
