###MJD          m      dm   uJy   duJy F err chi/N     RA       Dec        x        y     maj  min   phi  apfit mag5sig Sky   Obs
57313.654112  19.415  5.736    62  357 c  0   1.52 118.37916  -0.70269  6601.07 10050.52 4.42 3.81 -77.8 -0.441 17.48 17.50 02a57313o0570c
57322.564199  18.871  0.641   103   66 o  0   1.65 118.37916  -0.70269  9101.39  1839.26 5.94 4.83  21.6 -0.413 17.91 18.92 02a57322o0658o
57322.595456  16.203  1.279  1199 1534 o  0   0.87 118.37916  -0.70269  9102.91  1846.15 5.31 4.36  22.4 -0.483 14.69 14.80 02a57322o0704o
57342.628206 -20.736  1.100   -18   20 c  0   1.21 118.37916  -0.70269  4158.25   609.06 4.75 3.80 -12.4 -0.455 19.40 21.19 02a57342o0569c
57342.650451  19.858  0.578    41   24 c  0   0.93 118.37916  -0.70269  4160.17   610.51 4.78 3.78 -11.5 -0.449 19.11 20.62 02a57342o0601c
57352.551606 -19.183  0.714   -77   55 o  0   0.87 118.37916  -0.70269  9125.88  1883.74 4.37 3.99  27.8 -0.450 18.18 19.07 02a57352o0058o
57352.558490 -19.434  0.931   -61   57 o  0   0.93 118.37916  -0.70269  9126.44  1884.96 4.49 4.11  27.7 -0.439 18.14 19.07 02a57352o0068o
57352.565357 -20.042  1.184   -35   41 o  0   1.47 118.37916  -0.70269  9121.79  1887.69 4.12 3.80  33.1 -0.474 18.21 19.05 02a57352o0078o
57352.591034  19.552  1.418    55   78 o  0   0.96 118.37916  -0.70269  1636.01  8813.16 4.44 4.08 -68.9 -0.417 18.18 19.15 02a57352o0116o
57356.540089  20.123  1.182    32   38 o  0   0.87 118.37916  -0.70269  9131.98  1881.38 3.65 3.42  50.0 -0.494 18.58 19.56 02a57356o0487o
57356.551055 -22.467  8.400    -4   31 o  0   1.26 118.37916  -0.70269  9128.03  1884.59 3.62 3.48  41.3 -0.496 18.57 19.57 02a57356o0502o
57356.553724 -19.636  0.729   -51   37 o  0   0.84 118.37916  -0.70269  9126.29  1885.49 3.60 3.42  52.3 -0.493 18.59 19.57 02a57356o0506o
57356.576425  21.628  4.818     8   39 o  0   1.01 118.37916  -0.70269  1644.60  8810.45 3.67 3.55 -86.1 -0.440 18.60 19.61 02a57356o0539o
57357.510105  19.908  0.870    40   34 o  0   0.77 118.37916  -0.70269  9134.56  2167.00 3.59 3.39  59.0 -0.501 18.77 19.95 02a57357o0521o
57357.528608  20.382  1.242    26   32 o  0   1.05 118.37916  -0.70269  8835.38  2170.98 3.74 3.53  42.3 -0.474 18.72 19.94 02a57357o0549o
57357.552226 -19.871  0.825   -41   34 o  0   0.78 118.37916  -0.70269  8252.60  1593.03 3.48 3.37  44.7 -0.515 18.76 19.87 02a57357o0584o
57357.572194  20.206  0.929    30   28 o  0   1.18 118.37916  -0.70269  9706.45  2477.12 3.60 3.31  70.5 -0.493 18.76 19.92 02a57357o0614o
57358.500417  20.380  1.349    26   34 o  0   0.99 118.37916  -0.70269  8843.96  2164.19 3.79 3.62  34.0 -0.476 18.89 20.29 02a57358o0527o
57358.514839  20.067  1.190    34   41 o  0   0.84 118.37916  -0.70269  8549.07  1581.80 3.97 3.68  18.7 -0.480 18.89 20.32 02a57358o0549o
57358.536236  24.150 32.500     1   26 o  0   0.92 118.37916  -0.70269  9418.95  2756.45 3.81 3.51  64.0 -0.475 18.96 20.37 02a57358o0583o
57358.557583  21.312  3.043    11   33 o  0   0.92 118.37916  -0.70269  9724.89  1005.59 4.04 3.71  28.5 -0.512 18.92 20.35 02a57358o0616o
57359.509921  20.645  1.107    20   22 o  0   1.06 118.37916  -0.70269  8840.25  2167.78 3.55 3.45  52.5 -0.478 19.11 20.64 02a57359o0407o
57359.524620  19.622  0.463    51   24 o  0   1.03 118.37916  -0.70269  8548.63  1587.14 3.76 3.46  24.8 -0.500 19.13 20.65 02a57359o0429o
57359.546585  20.515  0.969    23   22 o  0   1.08 118.37916  -0.70269  9416.29  2763.06 3.60 3.36  59.4 -0.485 19.14 20.64 02a57359o0463o
57359.568384  20.560  1.333    22   29 o  0   0.76 118.37916  -0.70269  9723.38  1011.13 3.78 3.41  28.9 -0.500 19.13 20.63 02a57359o0497o
57366.505483  19.932  0.658    39   25 o  0   0.80 118.37916  -0.70269  8868.79  2182.23 4.59 4.02  12.9 -0.425 19.20 21.15 02a57366o0474o
57366.518628  21.897  3.667     6   23 o  0   1.23 118.37916  -0.70269  8574.10  1597.76 4.66 4.06  11.6 -0.436 19.23 21.17 02a57366o0493o
57388.469913  19.734  0.865    46   40 o  0   0.80 118.37916  -0.70269  8829.81  2186.44 3.91 3.52  34.2 -0.516 19.15 20.77 02a57388o0442o
57388.498670 -22.476  6.556    -4   24 o  0   0.94 118.37916  -0.70269  2214.97  9101.70 3.96 3.48 -74.6 -0.470 19.11 20.65 02a57388o0485o
57388.511172 -19.958  0.802   -38   30 o  0   0.80 118.37916  -0.70269  1345.77  7932.24 4.14 3.43 -67.5 -0.482 19.07 20.58 02a57388o0505o
57388.525158 -21.393  2.591   -10   26 o  0   1.16 118.37916  -0.70269  1032.61  9693.47 4.15 3.55 -69.2 -0.469 19.07 20.58 02a57388o0527o
57390.465298  23.506 20.000     1   29 c  0   0.94 118.37916  -0.70269  8829.20  2189.88 3.86 3.69  35.9 -0.441 19.65 21.70 02a57390o0421c
57390.493403 -21.591  1.870    -8   16 c  0   1.20 118.37916  -0.70269  2215.35  9102.09 3.91 3.69 -73.5 -0.421 19.52 21.40 02a57390o0461c
57390.504681 -19.549  0.348   -55   19 c  0   0.86 118.37916  -0.70269  1346.20  7932.84 4.11 3.67 -65.8 -0.427 19.45 21.29 02a57390o0479c
57390.517514 -20.823  1.220   -17   21 c  0   0.93 118.37916  -0.70269  1034.53  9692.38 4.19 3.86 -64.2 -0.415 19.41 21.21 02a57390o0499c
57391.461578  22.606  7.889     3   26 c  0   1.02 118.37916  -0.70269  8829.62  2188.62 3.95 3.68  25.9 -0.437 19.68 21.78 02a57391o0406c
57391.472368 -20.829  0.851   -17   14 c  0   1.19 118.37916  -0.70269  2221.32  9105.01 3.88 3.71 -73.3 -0.425 19.70 21.75 02a57391o0422c
57391.493764 -20.536  0.845   -22   19 c  0   0.75 118.37916  -0.70269  1350.02  7931.05 4.09 3.65 -63.8 -0.436 19.69 21.72 02a57391o0454c
57391.511093 -22.049  3.214    -6   18 c  0   0.88 118.37916  -0.70269  1036.79  9690.41 4.05 3.77 -65.2 -0.425 19.66 21.67 02a57391o0481c
57392.468770 -20.930  0.950   -15   15 c  0   1.13 118.37916  -0.70269  2096.75  9024.10 4.04 3.79 -67.9 -0.421 19.62 21.63 02a57392o0328c
57398.450977 -23.457 12.500    -2   19 c  0   0.77 118.37916  -0.70269  1795.80  8437.95 3.96 3.70 -72.5 -0.424 19.67 21.73 02a57398o0412c
57398.466892 -20.657  0.778   -20   15 c  0   0.94 118.37916  -0.70269  2115.07  9031.63 3.88 3.74 -80.7 -0.419 19.67 21.73 02a57398o0435c
57398.481068  21.320  1.393    11   15 c  0   1.10 118.37916  -0.70269  1273.30  7867.32 4.00 3.68 -64.6 -0.431 19.67 21.71 02a57398o0457c
57398.501598  21.027  1.250    14   18 c  0   1.11 118.37916  -0.70269  1001.33  9632.97 3.96 3.80 -58.3 -0.420 19.65 21.65 02a57398o0488c
57399.450721 -21.588  1.913    -8   16 c  0   0.88 118.37916  -0.70269  1798.27  8436.86 3.87 3.69 -72.0 -0.424 19.63 21.61 02a57399o0422c
57399.467626  22.065  2.667     5   14 c  0   1.26 118.37916  -0.70269  2119.65  9028.65 3.83 3.74 -87.7 -0.418 19.61 21.57 02a57399o0446c
57399.481776 -21.005  1.026   -14   15 c  0   1.25 118.37916  -0.70269  1280.07  7860.79 3.92 3.60 -68.6 -0.435 19.61 21.55 02a57399o0468c
57399.500689  21.254  1.667    11   19 c  0   0.68 118.37916  -0.70269  1003.18  9631.46 3.86 3.76 -69.4 -0.427 19.59 21.50 02a57399o0497c
57408.382205 -21.880  7.571    -6   49 o  0   1.00 118.37916  -0.70269  9419.12  1601.94 4.01 3.52  27.4 -0.542 18.40 19.27 02a57408o0324o
57408.402054  19.847  1.000    42   42 o  0   1.00 118.37916  -0.70269  9702.02  2192.12 3.89 3.48  43.4 -0.523 18.46 19.33 02a57408o0356o
57408.425560  18.863  0.443   104   46 o  0   1.11 118.37916  -0.70269  8833.01  1025.77 4.02 3.38  18.4 -0.544 18.49 19.35 02a57408o0391o
57408.456291  20.010  1.505    36   54 o  0   1.14 118.37916  -0.70269  2216.26  7930.50 3.75 3.43 -73.6 -0.463 18.45 19.27 02a57408o0435o
57421.478945 -22.708  5.750    -3   17 c  0   0.68 118.37916  -0.70269  1363.45  9141.40 3.85 3.82  86.0 -0.422 19.65 21.74 02a57421o0471c
57421.502619  21.206  1.483    12   18 c  0   0.92 118.37916  -0.70269  1078.28  8555.07 4.09 3.91 -68.9 -0.414 19.57 21.68 02a57421o0510c
57421.526318 -21.482  1.917    -9   18 c  0   0.75 118.37916  -0.70269  2256.54  7972.76 3.90 3.71 -70.3 -0.409 19.48 21.47 02a57421o0549c
57421.550011 -20.843  1.333   -17   22 c  0   0.81 118.37916  -0.70269  2207.31  7931.92 4.00 3.79 -68.6 -0.406 19.18 20.95 02a57421o0588c
57422.475533 -20.061  0.488   -34   17 c  0   1.14 118.37916  -0.70269  1146.65  9200.21 4.16 3.82 -62.9 -0.418 19.56 21.59 02a57422o0465c
57422.499225  24.093 22.500     1   19 c  0   0.94 118.37916  -0.70269   862.84  8613.73 4.19 3.74 -65.7 -0.427 19.52 21.55 02a57422o0504c
