#Table1
sdss_id,gaia_dr3_source_id,classification,p_hotdq,p_da,teff,logg,snr,g_mag,bp_mag,rp_mag,plx,telescope,n_boss_visits
94887700,5177434332020997120,DA/DC,0.04804111,0.2140962,-9999,-9999,8.613117,19.93703,19.78958,19.84744,1.508419,apo25m,3
111910302,6654039930861530368,DA:,0.099036,0.3414056,104524.7,9.489997,6.055432,19.22729,19.13972,19.45021,5.716943,lco25m,1
79720705,3789844954051531904,DA:,0.04955438,0.3704244,55472.9,7.258121,7.268105,18.97398,18.88857,19.25441,2.848031,lco25m,3
79068566,3668901977825959040,DA:,0.2009104,0.4939772,119998.9,9.49,29.40846,19.37144,19.35032,19.59411,3.933274,apo25m,7
82182126,4056072732496968832,DA,0.07995895,0.5226344,119999.7,9.489782,44.40626,15.85214,15.76356,15.90423,22.41756,lco25m,2
56690567,720773715033571712,DA:,0.08384315,0.4417563,41378.79,9.488799,6.154685,19.58921,19.56215,19.91952,4.524615,apo25m,1
70284101,2533306985471073920,DC,0.02596003,0.06400054,-9999,-9999,70.99578,16.68631,16.50901,17.00898,9.983025,apo25m,7
92827222,4806168665940960128,DA/DA_MS,0.1028592,0.2494691,-9999,-9999,5.72544,19.95395,19.82376,20.0861,4.508563,lco25m,2
89905789,4519466580903738880,DA:,0.219306,0.4240997,117937.5,9.489719,16.1734,18.19486,18.16116,18.36019,8.82665,apo25m,2
