#Table1
sdss_id,gaia_dr3_source_id,classification,p_da,teff,logg,snr,g_mag,bp_mag,rp_mag,plx,telescope,n_boss_visits
69777990,2431292445515710848,DA,0.982,35072.74,7.807207,18.57461,16.63561,16.49625,16.93853,3.838791,apo25m,1
67186607,2082697605396564480,DA,0.986225,27792.02,7.944713,22.60595,17.92907,17.8247,18.2331,2.860371,apo25m,2
89033104,4434509791312585344,DA,0.964605,30210.49,8.123364,17.19017,18.41539,18.34435,18.63027,2.237271,apo25m,1
74859908,3115462039775735168,DA,0.99,29228.79,7.764546,32.09365,17.8606,17.76214,18.09968,2.572202,apo25m,2
92804498,4803145872254201856,DA,0.992,38109.06,7.762233,32.57844,17.55364,17.41518,17.86884,2.144981,lco25m,1
56511127,691072714808535168,DA,0.9683529,32238.45,7.811324,29.53724,17.60575,17.48243,17.88642,2.288436,apo25m,1
69719100,2419140746085234688,DA,0.9860272,34884.21,6.991853,29.01814,15.29455,15.14059,15.59224,2.875717,lco25m,1
62632472,1677752562420209280,DA,0.9624883,27308.61,7.811494,19.57047,16.28183,16.16689,16.53039,6.05578,apo25m,1
92571847,4770014872488831872,DA,0.9449977,26686.23,7.844164,22.39742,18.27815,18.14278,18.44607,2.276294,lco25m,3
79316704,3711018251036343552,DA,0.9076413,36186.36,7.977818,16.27833,17.96882,17.8465,18.28307,2.148464,apo25m,1
86507218,4227064825124198144,DA,0.9943479,25450.22,7.847685,25.37689,17.32177,17.22322,17.56114,3.825809,apo25m,1
64833001,1938102721012055808,DA,0.9648244,29163.54,8.092684,19.08285,18.05657,18.06578,18.06889,3.590616,apo25m,2
92530384,4764405812703925120,DA,0.984174,26059.64,7.781028,19.74463,17.5321,17.41437,17.8305,3.158821,lco25m,1
89901615,4519096968890828800,DA,0.980051,29773.77,8.153542,30.30426,16.91071,16.81821,17.11878,4.933236,apo25m,3
75238568,3145950848676224256,DA,0.9923611,25628.53,7.803425,21.28142,17.975,17.87903,18.23235,2.81985,apo25m,2
98434685,5490015871367837440,DA,0.9920255,31024.03,6.988818,27.13335,15.88951,15.78058,16.12367,2.34092,lco25m,1
91791099,4676927125706374400,DA,0.9432166,31081.57,7.710777,25.59622,17.57309,17.43979,17.88906,2.721756,lco25m,1
99113507,5550221722194191232,DA,0.9705884,25228.63,7.919951,22.47824,18.38814,18.319,18.55787,2.34649,lco25m,4
93137482,4855315839269899136,DA,0.9960272,25318.77,7.911098,32.70619,17.88318,17.77108,18.13833,3.190421,lco25m,2
70974281,2671909948095101568,DA,0.994174,35266.73,7.87938,29.99942,16.89523,16.76305,17.18206,3.343132,apo25m,1
77059988,3375341959579355904,DA,0.9465144,26783.05,8.377542,17.88115,18.08206,17.98423,18.33813,4.122827,apo25m,2
61186084,1418867155181755008,DA,0.9742398,25350.53,7.976058,16.33648,16.79133,16.7091,16.99754,5.488026,apo25m,1
69499277,2359382697136585728,DA,0.9704114,29557.79,7.554519,17.90223,16.92959,16.81379,17.21002,3.836659,lco25m,1
63476237,1801841722452489472,DA,0.974582,26603.27,7.748593,14.04181,17.59721,17.50694,17.77048,3.56824,apo25m,1
74895737,3118395227562097024,DA,0.978051,25103.76,8.10218,22.74677,18.64907,18.60421,18.89737,2.506905,apo25m,1
75778281,3207788997529839104,DA,0.9310495,33955.31,7.633049,25.1846,17.87006,17.7373,18.14274,2.317567,apo25m,2
58105039,946227062481696384,DA,0.9642268,26118.04,7.983072,23.54171,17.95839,17.87094,18.27976,3.080753,apo25m,1
63240955,1769941011771984768,DA,0.9660255,33413.59,7.825811,29.28155,16.49902,16.36066,16.76002,4.087433,apo25m,1
81016784,4036538946321095808,DA,0.9860255,29210.63,7.985743,25.87739,16.93253,16.81934,17.18396,5.226042,lco25m,2
80087829,3860058014253891456,DA,0.9645019,25926.2,7.865963,23.58242,17.94238,17.88849,18.09258,3.777292,apo25m,2
90245135,4555044268912664704,DA,0.9741558,29378.72,7.962021,16.71225,18.31077,18.27199,18.94213,2.368019,apo25m,2
109508484,6316989383006996608,DA,0.9387836,27840.71,7.707099,14.13416,19.20881,19.19625,19.34512,2.304192,lco25m,3
76056276,3243974505018438912,DA,0.9663892,28202.78,8.080879,16.63052,18.86947,18.8169,19.05592,2.011004,apo25m,2
63152361,1758546253081710464,DA,0.962225,26885.83,8.065541,20.10739,18.28364,18.22384,18.45141,2.709261,apo25m,2
112093738,6669153581471296384,DA,0.974,31339.11,7.699369,22.66804,17.83623,17.73118,18.1733,2.224662,lco25m,2
68851399,2235127545215533824,DA,0.9622943,25243.11,8.206341,24.18263,16.79483,16.69928,17.034,6.872558,apo25m,1
76099127,3251978198050225664,DA,0.945897,26251.83,7.26754,33.4134,16.67637,16.58047,16.87743,3.321889,apo25m,2
94027796,5008499666108748544,DA,0.9647344,26464.51,8.219982,15.7139,17.33637,17.21812,17.54828,3.924621,lco25m,1
65992827,2019262587699967232,DA,0.9392769,26332.67,7.676453,19.54228,18.20049,18.16519,18.22174,2.494868,apo25m,2
58655205,1019714575686433280,DA,0.9626232,35828.68,7.600004,25.48238,16.56507,16.42376,16.875,3.539142,apo25m,1
64423516,1875811882603486464,DA,0.9962752,25222.78,7.591499,18.35806,18.30861,18.09935,18.30427,2.315992,apo25m,2
60844008,1365187962425546496,DA,0.9483518,36352.16,7.838482,26.08265,17.9575,17.8128,18.22237,2.178444,apo25m,4
87979488,4311300369438083200,DA,0.9506388,32606.43,8.13149,23.25024,18.08919,18.05,18.28306,2.853661,apo25m,2
73627589,3030352967837852416,DA,0.9764969,26240.74,7.980629,30.28428,17.77317,17.70814,17.8628,3.839793,apo25m,2
76022739,3239328415555629952,DA,0.9282418,31616.83,8.521782,24.96404,18.7251,18.61443,18.93451,2.406836,apo25m,2
88172024,4317816453298428288,DA,0.9882013,28653.93,7.96811,21.8912,17.19897,17.1066,17.4147,4.03736,apo25m,1
89223443,4457321560914723840,DA,0.994,26976.07,7.91629,16.55256,18.00914,17.90909,18.24446,2.958806,apo25m,1
110210087,6423517697368040960,DA,0.9741144,27257.36,8.043291,15.95968,18.02594,17.94484,18.25064,2.82681,lco25m,2
85889431,4173962158715307520,DA,0.9685492,29307.12,8.102983,15.833,17.68079,17.6482,17.6926,5.124786,apo25m,1
74221490,3065349155935482624,DA,0.9702268,34146.45,7.624102,28.06057,16.8515,16.71633,17.15532,3.536603,lco25m,2
61303628,1436935837782440448,DA,0.9282045,25231.7,8.933884,18.09221,17.64084,17.56212,17.85879,4.293519,apo25m,1
62602896,1672374090838623872,DA,0.9400563,27511.96,7.958337,20.25003,17.12313,17.00061,17.37547,3.998658,apo25m,1
57336689,845560695579914496,DA,0.992,28024.08,7.818205,29.32253,16.43796,16.33222,16.74498,5.029978,apo25m,1
58709514,1029081452683108480,DA,0.996,26267.69,7.87908,21.47879,16.06612,15.97184,16.26543,7.1954,apo25m,1
80114946,3865709985057129984,DA,0.9580801,27737.72,8.489674,16.56574,19.09292,19.13173,19.30351,2.0496,apo25m,1
93068799,4843556940368098688,DA,0.9763334,28732.12,7.689229,20.46983,18.33851,18.21828,18.67705,2.375285,lco25m,1
59712497,1199164627209299584,DA,0.9111419,27137.41,7.878081,18.83217,17.78295,17.62049,17.88895,3.032286,apo25m,1
117441277,412817451747146496,DA,0.9900255,30423.53,8.005948,30.85624,17.38659,17.32054,17.54277,4.335276,apo25m,3
110694187,6476330230146485376,DA,0.998,27028.46,7.964009,20.59314,18.29248,18.19513,18.53529,2.411426,lco25m,2
56221205,653661969113616256,DA,0.9103553,34513.45,8.695928,22.64366,18.09584,17.95937,18.41457,3.334824,apo25m,2
63485965,1802763525525586560,DA,0.994,26398.22,8.054983,20.95767,17.44332,17.34394,17.48265,4.063412,apo25m,1
54393335,422541012885207296,DA,0.9282344,26676.33,8.088656,17.77094,18.66375,18.64133,18.76864,2.68989,apo25m,3
63765851,1822972961544491776,DA,0.9960272,26839.86,8.175971,21.41531,17.96532,17.85682,18.17216,3.276314,apo25m,3
63316238,1780985674792626176,DA,0.998,27949.4,8.011284,20.42033,17.72132,17.61814,17.85652,3.248834,apo25m,2
79472826,3738724672746234240,DA,0.9145836,36642.36,7.871451,17.80653,17.57826,17.45104,17.85272,2.449976,apo25m,1
74587436,3098036670260637696,DA,0.9900515,25806.34,8.051185,23.1567,17.62447,17.49814,17.9292,3.350651,apo25m,2
112089951,6668765380851494656,DA,0.994174,25676.26,7.446995,28.88672,17.5732,17.51353,17.74695,2.445977,lco25m,2
100637700,5682758679168003200,DA,0.992,27339.58,7.849152,23.58871,17.9399,17.84469,18.18961,2.59834,lco25m,1
90216239,4552184194348910080,DA,0.9620585,37414.79,7.703092,24.55655,17.81679,17.70364,18.05943,2.086728,apo25m,2
107069488,6049693712547462656,DA,0.9760536,28434.96,7.621174,17.21766,17.93455,17.93862,17.95502,3.223501,lco25m,2
103445498,5874730450145848832,DA,0.9883479,27001.14,7.812938,28.06706,17.6629,17.58512,17.7339,3.517063,lco25m,4
77580236,3431082663623879168,DA,0.996,25778.04,8.11927,33.77332,17.59798,17.5165,17.77281,4.394745,apo25m,2
86078050,4190592306455700224,DA,0.9960504,25073.56,8.015311,18.21135,17.39807,17.36303,17.45591,5.145095,apo25m,1
62200373,1600863091518819840,DA,0.9782689,31840.08,7.86317,31.9849,19.50697,19.44712,19.70582,2.029446,apo25m,8
79917628,3828205437275201536,DA,0.9151753,26087.77,7.967764,20.71548,18.56911,18.44493,18.73852,2.177178,lco25m,3
76105415,3253127527002573056,DA,0.9528517,34442.88,7.729778,22.46033,18.44196,18.46934,18.47946,2.419101,apo25m,2
114475788,6875274628286281856,DA,0.9249262,34348.97,7.760523,15.97158,18.31873,18.22958,18.60207,2.23546,lco25m,2
71789920,2820111127539150720,DA,0.9900255,25347.96,8.390932,25.90978,17.28483,17.18707,17.50887,5.423666,apo25m,2
116653281,306739868426816896,DA,0.986,27246.33,7.956426,30.85275,17.15209,17.05943,17.35271,4.027363,apo25m,2
74931465,3121743515345759360,DA,0.9166709,29701.82,8.09652,22.3437,19.32352,19.29035,19.54106,3.27935,apo25m,1
76027051,3239825502188312320,DA,0.9603735,25203.46,7.716774,15.10629,18.03144,17.9326,18.23015,3.13185,apo25m,1
110371316,6440145233759178624,DA,0.972338,27061.12,7.7,18.98161,18.19586,18.10828,18.42672,2.588383,lco25m,2
94781954,5153873275306739968,DA,0.9112688,37597.31,8.082058,19.33423,17.2142,17.08103,17.48654,3.551247,lco25m,1
93709531,4950681327470140672,DA,0.9920273,27165.23,8.05025,30.97232,17.90926,17.7959,18.18081,2.744761,lco25m,1
71725814,2808247220982638208,DA,0.994174,26604.52,7.976998,27.71154,18.04172,17.95178,18.26903,2.800581,apo25m,1
110771661,6485382101356108032,DA,0.9700511,28054.57,7.562543,24.43578,18.05249,17.91356,18.23234,2.123326,lco25m,2
76156393,3264884158161325824,DA,0.9500552,26670.63,7.671959,14.42741,19.01982,18.98482,19.23506,2.421989,apo25m,2
100483856,5658346252561712000,DA,0.982051,25449.65,7.953077,15.59906,18.56917,18.52553,18.78087,2.322605,lco25m,1
80239385,3891718417216600448,DA,0.9940255,25903.1,7.875288,23.93294,16.97853,16.86618,17.22364,4.559566,apo25m,1
62776130,1705321266003365120,DA,0.9760528,25066.67,8.305796,30.97053,18.32929,18.2305,18.51338,2.419479,apo25m,6
62831135,1715418669692503040,DA,0.9420469,33783.67,7.620961,16.35338,16.83842,16.69789,17.13967,3.384837,apo25m,1
92183731,4713424172943642240,DA,0.9340765,29344.86,7.358178,31.03481,17.79399,17.67933,18.10739,2.267245,lco25m,2
90218192,4552379877353165824,DA,0.960261,35784.5,7.593234,21.64093,17.90725,17.79096,18.14798,2.051318,apo25m,2
114509587,6879461190607879680,DA,0.9407253,30127.61,8.614374,15.02417,18.19679,18.1322,18.40467,4.640859,apo25m,2
80432737,3928813603074958848,DA,0.9840273,25798.14,7.779394,19.69796,18.19532,18.09135,18.44275,2.797809,apo25m,2
57774168,898560244120077696,DA,0.9780545,25492.62,8.190216,19.47504,18.68029,18.6009,18.83878,2.766505,apo25m,3
92927437,4820573062835426304,DA,0.996,28108.31,7.90989,30.10194,17.41325,17.2918,17.68415,3.460506,lco25m,1
62941317,1735059928798967296,DA,0.9485625,26097.53,8.076219,14.49541,18.11609,18.01665,18.36205,2.835861,apo25m,1
74197830,3063108213799720192,DA,0.992,29604.61,7.794773,33.18679,17.69022,17.57951,17.97481,2.995807,lco25m,2
54449557,426867904683227008,DA,0.954,32722.09,7.661854,32.51249,15.99504,15.86419,16.26475,5.672549,apo25m,2
101395861,5735838599431350528,DA,0.9940273,26187.81,7.923371,30.87456,17.45507,17.36257,17.72442,3.604961,lco25m,1
72189450,2885640714885662464,DA,0.9680656,30659.15,7.521208,26.53668,17.46831,17.33078,17.7528,2.328179,lco25m,1
93923947,4988885027208521600,DA,0.9980255,27405.36,8.335716,34.69755,17.75308,17.64104,18.0133,4.149582,lco25m,1
61543468,1477956353171862784,DA,0.988,27176.78,8.013204,28.67944,18.65714,18.53028,18.87627,2.251403,apo25m,2
66926105,2066419232665374848,DA,0.946999,30573.47,8.050273,17.70299,18.40966,18.31303,18.64409,2.076945,apo25m,2
79952654,3834895969825628800,DA,0.9135792,27657.09,7.391864,28.51881,16.70289,16.6443,16.79247,2.968279,apo25m,1
54762773,456724726315107968,DA,0.9301462,26130.89,8.213303,14.95525,19.05008,19.04013,19.19101,2.07826,apo25m,7
102507689,5831877435451512320,DA,0.9589606,26000.11,7.838459,19.16327,17.88913,17.83566,17.97035,3.667741,lco25m,1
86432001,4219479878520245632,DA,0.9722983,26010.24,7.867173,23.14342,18.06071,17.97588,18.33288,2.900037,apo25m,2
92735338,4794170245303703936,DA,0.9940273,25265.74,7.76098,23.54766,18.05498,17.94722,18.27,3.147697,lco25m,2
114563397,6887273182064168576,DA,0.9845244,28450.63,7.627113,15.57084,17.86834,17.77287,18.10299,2.679171,lco25m,2
71863811,2833019870789171456,DA,0.9126139,29181.4,8.418359,16.57983,18.52525,18.47491,18.7309,2.289002,apo25m,2
110018994,6400650260691854336,DA,0.9384753,30962.82,7.995535,14.02673,18.51725,18.36177,18.78354,2.080935,lco25m,2
70838402,2645529601832840576,DA,0.998,26155.83,7.905942,26.50709,18.11359,18.04793,18.29337,2.929937,apo25m,4
116606493,299322043294489600,DA,0.9780545,31778.07,7.806943,22.27088,17.2442,17.14828,17.51753,3.517599,apo25m,1
78029768,3474466918550938752,DA,0.9643443,28641.87,8.059521,17.40517,18.56309,18.46508,18.79146,2.20627,lco25m,1
69202808,2294545291016560256,DA,0.982051,25904.59,7.990628,28.27773,15.10643,14.98984,15.34135,11.86879,apo25m,1
110236557,6426888701236987392,DA,0.9512819,33531.18,6.957848,23.81935,16.81585,16.78215,16.83807,2.110978,lco25m,1
59124039,1102199388247780736,DA,0.9821321,30368.78,7.931196,23.96957,16.66329,16.53356,16.93806,4.530678,apo25m,1
110909308,6504626024448298240,DA,0.992,27766.37,7.881093,18.45928,18.07944,17.98143,18.34198,2.389365,lco25m,3
71999206,2856602299261140480,DA,0.9241054,35437.13,8.281805,22.32132,18.42164,18.30559,18.86731,3.073727,apo25m,2
92412919,4752057713008341376,DA,0.9940255,25502.51,7.808719,28.14631,17.70116,17.60144,17.91323,3.51324,lco25m,1
63724290,1820901726465536512,DA,0.9433884,29529.97,8.272268,16.57551,18.70198,18.53377,18.82615,2.544327,apo25m,2
79780460,3800956446762888064,DA,0.9921013,27840.4,7.918855,25.85301,16.66035,16.54131,16.92574,4.993331,apo25m,1
69945421,2465756706207578624,DA,0.996,25680.85,7.926636,20.71141,17.23445,17.12309,17.45284,4.137324,apo25m,1
69049378,2262764349795958784,DA,0.9802191,31042.2,7.799997,14.56984,18.32913,18.28429,18.47822,2.107633,apo25m,1
76484723,3327369300890823040,DA,0.9662078,27139.7,8.089428,15.26252,18.14368,18.07064,18.39494,2.7757,apo25m,1
90167454,4547638538397741568,DA,0.9741744,29049.56,7.833744,15.46487,18.32531,18.27403,18.54053,2.563731,apo25m,2
112471669,6705655615171344896,DA,0.9227617,25105.37,7.66443,14.07049,17.73834,17.67359,17.99164,3.507547,lco25m,2
89245441,4460043303167672576,DA,0.9601066,35763.51,7.766367,23.12816,17.34783,17.20446,17.62394,2.931701,apo25m,1
67848787,2144601415707019264,DA,0.9803862,38146.52,7.748641,28.51472,17.51697,17.38313,17.82719,2.527852,apo25m,2
94764223,5150148026832934912,DA,0.9682374,38620.19,7.441725,26.80305,17.58394,17.44714,17.88801,2.137669,lco25m,2
59357710,1141110623717704704,DA,0.9860255,27333.51,7.871018,18.55789,16.48076,16.36628,16.72738,5.772554,apo25m,1
65222330,1972452842963789696,DA,0.9703199,29924.1,8.311935,27.20173,18.08726,17.98687,18.39912,3.612952,apo25m,5
70559730,2587497068880829568,DA,0.9583201,26725.94,8.572965,28.703,18.61923,18.59367,18.92387,3.504867,apo25m,4
88502304,4359896588655741056,DA,0.972,30754.28,7.610571,33.22013,17.26993,17.34502,17.13788,4.652762,apo25m,1
75292095,3150751346505322112,DA,0.9389598,28276.09,7.87423,18.37803,17.73385,17.62669,17.99553,3.073532,apo25m,2
75716018,3198601096113484544,DA,0.982,32510,7.773183,28.67957,17.56419,17.4369,17.84922,2.491558,apo25m,4
115901492,205543017233952768,DA,0.9002551,36370.11,8.291739,24.18521,18.01602,17.8842,18.26477,3.595728,apo25m,2
67624242,2122464127767907584,DA,0.9940016,25676.93,7.967186,23.89813,17.81683,17.72307,18.06047,3.272511,apo25m,2
105188967,5951515978541104256,DA,0.996174,27979.87,7.841713,34.00663,16.02849,15.90416,16.29226,6.274137,lco25m,1
71752529,2813214951954030592,DA,0.9880255,27206.56,7.83755,17.96356,18.17593,18.1339,18.4204,2.491789,apo25m,2
65171868,1970377132500038784,DA,0.9922132,25876.65,8.061054,19.74914,17.99506,17.89875,18.20452,3.072716,apo25m,2
93019811,4835137601877160064,DA,0.986,31595.77,7.859271,23.00066,18.13478,18.00923,18.44151,2.17758,lco25m,1
89563412,4491037535225542016,DA,0.994,28351.69,8.003246,24.38066,17.27082,17.20443,17.43842,4.568666,apo25m,1
116965883,353093075336398720,DA,0.9920017,26688.9,7.847354,30.39059,17.51486,17.44167,17.69858,3.711055,apo25m,2
63320943,1781689083060675968,DA,0.994,32381.8,7.283471,33.7525,17.03363,16.93172,17.26299,2.187746,apo25m,2
75779906,3208023532808425088,DA,0.9600934,30199.58,8.13695,33.67093,17.37271,17.25832,17.64956,3.676583,apo25m,2
71499660,2765618811574180224,DA,0.92245,30052.32,7.887672,15.2672,18.11905,18.03383,18.36463,2.373392,apo25m,2
116649743,306142764894385408,DA,0.996174,25714.49,7.832112,21.7758,17.97163,17.89293,18.12096,3.187981,apo25m,2
79008092,3658581270197354240,DA,0.9563603,26148.19,7.978644,14.41381,18.8663,18.8432,19.06709,2.363245,apo25m,1
64747958,1925568395832670080,DA,0.9841051,25980.51,7.966187,21.36738,17.85493,17.77218,18.05719,3.546815,apo25m,2
75766829,3205983766938587904,DA,0.9420884,26174.76,8.36507,15.59146,18.67613,18.59489,18.86557,3.415388,apo25m,2
86475487,4224295292772090368,DA,0.9761871,32051.1,7.756884,15.5028,18.04785,17.93642,18.28934,2.229609,apo25m,1
56350683,669735587863365760,DA,0.9883866,25982.91,7.730139,20.61799,18.1551,18.05053,18.36692,2.70244,apo25m,1
80070120,3856607952924917504,DA,0.9902753,26029.63,8.032089,15.58302,17.95646,17.86654,18.18941,2.8179,apo25m,2
89670836,4502979507113679872,DA,0.9900321,28904.55,7.920414,22.72737,17.79955,17.71617,18.02966,3.439382,apo25m,2
75239058,3145994687405241088,DA,0.9821871,30135.4,7.9951,18.04349,18.38027,18.26759,18.72488,2.251168,apo25m,2
98328567,5478403516749674752,DA,0.9408257,29215.06,8.314902,19.37704,17.52642,17.40338,17.81168,5.065114,lco25m,1
114984975,51361731483812096,DA,0.9403447,37525.96,7.749814,24.02839,17.6739,17.62848,17.75828,2.85662,apo25m,2
62053101,1573273565935015296,DA,0.996,28858.43,7.861605,25.94285,16.4119,16.27973,16.68791,4.893695,apo25m,1
85909338,4176685893835943680,DA,0.97,33335.5,8.149239,22.45927,17.42715,17.39753,17.49035,4.104758,apo25m,1
70100796,2496989154333014016,DA,0.996174,26252.05,7.947466,34.9935,18.10112,18.02458,18.33522,2.801662,apo25m,5
70864159,2651037399173883520,DA,0.9803735,36551.75,8.271436,30.37631,17.66806,17.55303,17.92718,3.331458,apo25m,2
71826367,2826348794442764288,DA,0.9820766,27225.6,8.170571,26.8083,17.24031,17.13895,17.46689,4.301232,apo25m,2
89437521,4478890135063385600,DA,0.9404412,27211.59,7.932644,18.33093,18.39529,18.3191,18.46584,3.086328,apo25m,3
69179919,2290497091065790464,DA,0.9466425,30792.91,7.931335,20.74796,17.72313,17.67385,17.86776,2.89964,apo25m,3
80301375,3903393826249505024,DA,0.998,25373.81,7.974994,29.75447,16.72237,16.62155,16.95421,5.471406,apo25m,1
93723825,4953279026770027904,DA,0.984,27104.97,7.911476,24.8868,18.69494,18.57506,18.95646,2.126892,lco25m,2
57769805,898088244393739520,DA,0.9620801,29219.82,7.908611,21.57561,18.30575,18.1638,18.61516,2.620692,apo25m,3
78832824,3629675526115661824,DA,0.996,31549.47,7.664241,34.21397,17.47709,17.35591,17.77484,2.698677,lco25m,2
55821193,586312032891775616,DA,0.988,32536.41,7.886274,31.85979,17.30434,17.18866,17.60793,3.226786,apo25m,2
110609872,6467843516504494848,DA,0.9684137,31519.06,7.484565,21.00272,17.28489,17.17907,17.53662,2.771069,lco25m,2
93817285,4970281363483524864,DA,0.9880255,26016.18,7.79793,18.28167,17.22652,17.12302,17.45036,4.013564,lco25m,1
56995455,781593995293031680,DA,0.986,26430.85,7.92748,24.39002,16.57781,16.38841,16.69928,5.044559,apo25m,1
67775890,2136383532662227072,DA,0.9824343,26827.99,7.884625,16.80099,17.78602,17.66066,17.9998,3.021609,apo25m,1
62583487,1668623557893273728,DA,0.998174,25174.35,7.886619,30.48435,15.71769,15.60852,15.94829,8.894709,apo25m,1
76252383,3288705833492635392,DA,0.9822371,25978.48,7.80458,18.8174,18.3948,18.42776,18.55763,3.031705,apo25m,2
74545648,3094332694759661312,DA,0.9881144,27165.24,7.741848,29.34748,18.13952,18.02539,18.15625,2.291606,apo25m,2
112550886,6709239301526052352,DA,0.9584132,28771.17,8.130098,19.43485,16.37743,16.24939,16.66256,7.127109,lco25m,1
74643032,3101986567005803264,DA,0.9660425,27203.25,7.912993,23.82499,18.46953,18.37977,18.75059,2.5414,apo25m,4
70831308,2644027119193726080,DA,0.9563182,28123.79,8.535873,18.11412,18.84646,18.76295,19.01332,2.943949,apo25m,2
56609248,707384790143349888,DA,0.992,26385.07,7.86328,28.33429,18.64276,18.54,18.9013,2.262062,apo25m,1
58989887,1081508331758396160,DA,0.9664114,26016.78,7.966366,20.28126,17.00868,16.90952,17.22739,4.806974,apo25m,1
74669261,3104116729047160448,DA,0.9806361,34552.31,7.800001,30.51206,17.75057,17.63655,18.01548,2.754903,apo25m,3
79099765,3674265975367797504,DA,0.9900255,36386.39,7.797901,30.22699,17.37895,17.24289,17.65577,2.655339,apo25m,2
61157843,1414745013075639040,DA,0.9104385,35024.82,8.039213,22.65759,17.89028,17.7838,18.11429,2.390565,apo25m,2
76136722,3260723782255411456,DA,0.98208,29159.44,7.923373,22.03177,18.49875,18.37894,18.70145,2.224303,apo25m,2
79122355,3677819322069518720,DA,0.9843201,32323.93,7.705882,20.22558,17.76911,17.64086,18.06209,2.508449,lco25m,2
56374597,672105825695056768,DA,0.9549102,25566.39,8.376171,17.44109,18.77901,18.68091,18.89382,2.876484,apo25m,2
79317826,3711184449090735360,DA,0.992,36625.13,7.728234,25.09682,17.66681,17.53059,17.96748,2.373869,apo25m,1
101619378,5764363843770291840,DA,0.9782754,26330.43,8.289508,27.42974,19.07074,19.00124,19.27761,2.45507,apo25m,2
90426641,4576198185434818176,DA,0.968225,28919.48,7.893813,18.52423,18.20068,18.12186,18.39457,2.483502,apo25m,2
69537600,2368422198841374976,DA,0.9960029,25360.17,7.814499,20.79529,16.89919,16.78952,17.13618,4.655236,lco25m,1
62005336,1564189229068309376,DA,0.9542949,34120.38,8.12037,14.36909,15.71225,15.60505,15.94333,7.255888,apo25m,1
110514411,6455606188310688512,DA,0.996,29632.1,7.649681,33.10012,17.58804,17.47095,17.86317,2.900488,lco25m,3
111751879,6641330194915428480,DA,0.9261338,32831.55,7.886139,18.79114,17.64352,17.5295,17.91348,2.839827,lco25m,2
76529078,3330776313762802432,DA,0.940174,35019.2,7.864456,30.56146,18.04973,17.91419,18.31371,2.168913,apo25m,1
68429925,2187179075779531648,DA,0.9473394,25527.94,7.936126,17.90699,17.83226,17.73522,18.05225,3.447155,apo25m,4
111806250,6646349572872659584,DA,0.9882041,29031.37,7.29121,21.81388,16.96864,16.85258,17.24661,2.521231,lco25m,1
58778911,1041200884023261440,DA,0.98,34013.95,7.783103,29.43744,16.51105,16.36474,16.82667,4.202548,apo25m,1
72429783,2910285645253284224,DA,0.9186953,34322.66,8.512515,15.01763,17.57826,17.44218,17.90228,4.245809,lco25m,1
