#Table1
sdss_id,gaia_dr3_source_id,classification,p_da,teff,logg,snr,g_mag,bp_mag,rp_mag,plx,telescope,n_boss_visits
92218710,4719362016769961984,DA,0.9502499,27822.25,7.895861,24.67707,18.42467,18.35365,18.69342,2.381579,lco25m,2
68772061,2222294182933705472,DA,0.9308656,31482.08,7.986804,34.07343,16.55156,16.4247,16.82041,4.905464,apo25m,2
76145532,3262578069961162112,DA,0.9437722,26809.46,7.698068,19.75697,18.27312,18.20133,18.48191,2.264671,apo25m,2
94846753,5168636761529720320,DA,0.9800338,39560.87,7.770502,30.88143,17.58553,17.4672,17.85075,2.59062,apo25m,2
90219906,4552571467255257728,DA,0.952587,29475.36,8.085209,16.29394,18.34719,18.2514,18.59344,2.752819,apo25m,2
76187168,3272743231055071104,DA,0.9740593,27551.2,7.906392,27.76558,17.6039,17.55169,17.67744,4.198043,apo25m,1
111102572,6534644169355676288,DA,0.9302174,36381.97,7.834849,25.58856,17.97183,17.81868,18.2857,2.060904,lco25m,1
65570336,1994621780510269568,DA,0.9141293,30769.08,8.099483,25.9307,17.89823,17.81391,18.13434,3.130293,apo25m,3
90247308,4555259944984859520,DA,0.986361,29464.59,8.113107,18.55982,18.21413,18.10989,18.46489,2.733696,apo25m,2
89462802,4480559021926035584,DA,1,28958.78,7.801671,32.33894,17.06548,16.98125,17.25942,4.193129,apo25m,1
96968715,5345130200532957184,DA,0.9384293,30783.02,8.154699,18.63948,17.90056,17.79169,18.18553,2.054499,lco25m,2
57518285,872136162206017792,DA,0.9720255,33368.83,7.730927,31.05514,17.4661,17.33498,17.74188,2.644497,apo25m,1
94124674,5026815914919905920,DA,0.9881285,31458.12,7.689245,24.13032,17.38529,17.26909,17.63645,2.099987,lco25m,2
56396101,674214830732770304,DA,0.9860488,28940.17,7.794759,19.29943,18.28921,18.16228,18.50812,2.05424,apo25m,1
56326329,667208497826404224,DA,0.9573283,37056.39,7.996708,27.70227,17.69989,17.55023,18.00069,2.752867,apo25m,1
56218698,653402308273341568,DA,0.9802488,27230.34,7.852921,17.02367,18.25175,18.15946,18.48693,2.952501,apo25m,2
56187924,649608890078555392,DA,0.9509734,25462.62,7.991414,14.78362,18.79749,18.72358,19.05577,2.179676,apo25m,2
79363514,3719114745425607680,DA,0.9880029,27278.89,8.428586,28.06961,17.05337,16.93266,17.28545,5.761556,apo25m,1
57712412,891952939446247936,DA,0.9520255,25888.23,7.92456,25.00599,19.1318,19.02824,19.33618,2.467251,apo25m,6
58052868,940712225688703360,DA,0.9467112,29519.09,7.803872,17.95879,18.52526,18.3796,18.66158,2.013001,apo25m,1
94687684,5134761186235143424,DA,0.9980075,25060.46,7.38566,18.51778,17.63738,17.54483,17.86896,2.297912,lco25m,1
76153619,3264207962805794432,DA,0.988,29796.7,7.869252,23.39132,18.2587,18.16304,18.45747,2.206923,apo25m,2
94612856,5118624311204821504,DA,0.99,32891.11,7.819004,31.74291,15.83629,15.69134,16.13903,5.587861,lco25m,1
57801365,902078234652214144,DA,0.9700273,25221.98,7.827184,30.17703,19.47488,19.35813,19.61569,2.404503,apo25m,5
56598424,705775418654489088,DA,0.9760545,25311.29,7.74153,17.35364,18.61774,18.55632,18.83503,2.424985,apo25m,1
78844293,3631627979592871808,DA,0.9680545,33996.27,7.802413,18.79854,18.83603,18.73349,19.19419,2.106392,lco25m,2
92528794,4764189621230467584,DA,0.9900528,30125.61,7.717463,26.30361,17.95898,17.84693,18.25104,2.020397,lco25m,4
79989052,3841211319802000256,DA,0.9387097,27829.86,8.639287,32.58762,18.65132,18.62887,18.79226,3.096809,apo25m,4
98174750,5456382562291212288,DA,0.9642038,33029.65,7.694143,18.5157,18.0772,17.97043,18.30161,2.019101,lco25m,1
71250999,2716039358376761088,DA,0.9782211,37062.85,7.787691,34.09345,15.44905,15.29648,15.74745,6.340617,apo25m,1
63780613,1823788700411520000,DA,0.9542141,26121.08,7.950454,20.28046,18.62407,18.55488,18.96767,2.26997,apo25m,5
62638728,1678931341964221824,DA,0.9582078,33941.22,8.002241,20.13481,16.40101,16.26138,16.70801,4.022804,apo25m,1
115175725,96704457140110080,DA,1,25416.26,7.903441,24.19253,17.60932,17.54555,17.751,3.847079,apo25m,2
59736192,1202487694946070144,DA,0.996,25157.59,7.882075,27.66878,16.84411,16.77194,16.98794,4.678611,apo25m,1
89883417,4517453546918594304,DA,0.9784007,25527.33,7.935538,17.94158,18.28394,18.24982,18.50181,2.971777,apo25m,2
64425871,1876165998363257088,DA,0.9960272,32535.66,7.807831,33.1992,18.05181,17.94947,18.37388,2.157666,apo25m,4
111738874,6640034356037446272,DA,0.9546264,28415.35,7.940207,15.00097,18.51062,18.14026,18.12654,2.087535,lco25m,1
58718256,1030480031472438400,DA,0.9900255,26012.55,8.034323,22.21479,16.86635,16.75024,17.11492,4.875649,apo25m,1
57007096,783880704600816000,DA,0.988,27868.96,8.384315,32.12476,15.38605,15.26453,15.64553,11.77315,apo25m,1
75598173,3179061125220411008,DA,0.9242268,32313.34,7.778495,33.33226,17.70885,17.57687,17.99486,2.22873,apo25m,3
74645227,3102188254368162688,DA,0.9606251,33418.96,7.878818,32.59554,17.65666,17.51396,17.95307,2.456063,apo25m,4
64039678,1840008485469598336,DA,0.9400255,27869.67,7.91362,28.04926,17.58631,17.5469,17.70199,3.554007,apo25m,2
79661009,3777808909499353728,DA,0.972254,30497.63,7.923319,27.68964,18.34933,18.23462,18.65137,2.064872,lco25m,3
65185299,1971014922273269760,DA,0.9509642,33407.7,7.846062,34.27224,17.065,16.93476,17.33264,3.154353,apo25m,2
76900778,3362662799506566400,DA,0.9880783,28307.28,8.228897,24.84819,17.99487,17.87359,18.27511,2.988384,apo25m,1
76154013,3264305235225133312,DA,0.9621558,34659.2,8.580483,33.76797,17.83883,17.74693,18.12014,4.144294,apo25m,2
68121501,2166925865438450816,DA,0.9800545,32080.84,7.908989,19.24503,18.27106,18.20107,18.49768,2.12015,apo25m,3
109989798,6396544856072709888,DA,0.988174,27255.5,7.522197,22.37829,17.32801,17.21975,17.59995,2.494465,lco25m,2
98247432,5466486150734523648,DA,0.9290425,26358.99,8.299911,16.89924,18.40798,18.34597,18.65881,3.147474,lco25m,1
68963190,2250247788602155904,DA,0.9380783,28027.89,7.890127,28.1756,16.97826,16.8553,17.21809,4.209175,apo25m,1
62567487,1665722565182573440,DA,0.988174,29059.34,7.41603,19.5036,16.44561,16.33002,16.68589,2.778803,apo25m,1
109606921,6334553054764048768,DA,0.982,27069.46,7.859633,34.15134,17.74682,17.67443,17.96031,3.254015,lco25m,3
80034503,3849555925862471808,DA,0.9197321,39069.42,7.667415,19.18094,17.34224,17.1985,17.67367,2.449946,apo25m,1
65807592,2007549219763014912,DA,0.9548028,33678.82,7.563954,33.85648,16.73898,16.6051,16.97128,3.485533,apo25m,2
94341241,5067224680931478528,DA,0.962457,27754.16,7.737809,15.01235,17.84378,17.71388,18.11746,2.52596,lco25m,1
71521642,2770078911772705792,DA,0.9624841,33743.77,7.634097,20.98128,17.95874,17.85261,18.20319,2.181919,apo25m,2
63853159,1826372106079687040,DA,0.9210963,36190.65,8.036255,22.10347,17.26241,17.12633,17.59418,2.783868,apo25m,2
86665637,4242126760035146880,DA,0.988,25678.02,7.990993,22.60843,18.20216,18.17685,18.35466,3.318192,apo25m,2
68881020,2238430920522624128,DA,0.9801871,25210.46,7.778751,22.65306,17.24484,17.15576,17.4744,2.655796,apo25m,1
64426031,1876191214115565440,DA,0.988,36788.05,7.715035,31.60094,17.97818,17.8932,18.23289,2.600762,apo25m,4
89973374,4526771633068534400,DA,0.996,29967.36,7.779291,33.63496,16.92174,16.81481,17.10239,3.991702,apo25m,2
68487387,2193312426519367040,DA,0.9077885,28077.69,8.058222,14.95051,18.24807,18.19905,18.34389,2.600944,apo25m,2
64036721,1839549336291494400,DA,0.980051,32152.09,6.5,26.90459,17.66395,17.65567,17.70745,2.839412,apo25m,2
86502563,4226664912128606080,DA,0.9686408,25300.43,7.76464,14.47113,18.34363,18.23715,18.56757,2.402774,apo25m,1
111188990,6549455587414840832,DA,0.9601325,31879.17,8.471683,21.88134,18.15985,18.05449,18.43499,2.545883,lco25m,1
60967012,1383380894135920000,DA,0.9882416,27189.17,7.570517,16.44148,18.28138,18.19475,18.66264,2.226711,apo25m,1
67624980,2122550091536546432,DA,0.9583479,25367.78,8.276273,14.47588,18.87088,18.7735,19.12508,2.282583,apo25m,4
93788446,4964989414017982336,DA,0.9800691,33855.59,8.044957,24.63282,18.01484,17.88349,18.32549,2.262899,lco25m,1
78917758,3643596885216373248,DA,0.9542688,31278.59,7.55258,20.61233,18.78324,18.65883,19.03484,2.055503,lco25m,2
67681014,2128274904985484800,DA,0.9840504,27179.06,7.900002,20.08455,18.19318,18.10188,18.4451,2.354086,apo25m,2
87102677,4261124916530391936,DA,0.998,28368.23,8.082606,26.88966,16.79437,16.71842,16.8884,6.439299,apo25m,1
75597475,3178956469753958016,DA,0.9681523,26201.99,8.023172,18.99188,18.36066,18.25197,18.5944,2.420098,apo25m,2
74332879,3075802002527042048,DA,0.9620765,25865.24,8.575208,34.32048,19.47589,19.47271,19.75432,2.529015,apo25m,6
69080723,2268243083095678464,DA,0.9860066,26147.2,8.34277,30.26417,16.40835,16.30859,16.64892,7.936804,apo25m,2
55511077,532282894797253888,DA,0.9200765,29002.57,7.000019,30.8697,15.86289,15.7626,16.08497,4.233821,apo25m,2
56244390,656150193988917120,DA,0.9680255,26686.9,7.877907,29.76795,18.10032,18.05566,18.47507,2.60092,apo25m,2
70070190,2491046298280035584,DA,0.9921995,26132.41,7.826997,20.02585,16.2074,16.0931,16.44701,5.575795,apo25m,1
76097307,3251686243353528448,DA,0.9724326,28616.55,8.454418,25.59819,17.8332,17.71144,18.06659,4.189888,apo25m,2
64822848,1936502935890715392,DA,0.9824739,29183.15,8.092252,14.70607,18.75214,18.72036,18.86654,2.109092,apo25m,2
90056320,4535236837512461440,DA,0.95008,33906.25,7.979889,22.66872,17.9242,17.81428,18.14769,2.366694,apo25m,2
87809608,4304346370704017152,DA,0.9561437,26717.74,7.846459,17.77194,17.90296,17.86753,18.07578,3.284597,apo25m,1
114730101,6907886383682436224,DA,0.9720339,39279.98,8.103949,29.79778,17.01376,16.86935,17.30929,2.830007,apo25m,1
75263224,3148272536195007360,DA,0.9622241,25694.87,8.434812,18.89604,18.6132,18.47262,18.73195,2.892892,apo25m,2
110693736,6476271612433341312,DA,0.9822558,29119.43,8.300673,16.78539,18.50519,18.39226,18.82045,2.497791,lco25m,2
55749998,574033305515095168,DA,0.9450654,30532.16,9.49,25.30918,18.25692,17.67144,17.65993,7.686731,apo25m,5
76140800,3261525150138768256,DA,0.9740273,27731.56,8.38035,30.45468,17.73448,17.64276,18.02103,3.292071,apo25m,2
63608104,1812506057530130560,DA,0.9365962,28579.71,8.486257,18.1237,18.21412,18.11914,18.4251,4.221793,apo25m,2
57902342,919044665437103744,DA,0.998,25493.29,8.17384,26.04405,16.73557,16.62298,16.94768,5.84407,apo25m,1
110140114,6415527103989412224,DA,0.998,25268.56,7.614254,24.58271,16.17347,16.06116,16.41612,5.091199,lco25m,1
68866405,2236801856608215168,DA,0.9468571,27156.53,7.815493,21.08081,17.41786,17.30615,17.68467,3.797163,apo25m,1
75987308,3235271664326464896,DA,0.9880511,28499.99,7.849017,24.49732,18.74022,18.63846,18.97817,2.176266,apo25m,3
63403675,1792700279698464128,DA,0.9145606,26175.75,8.130727,17.13877,19.39717,19.19925,19.31138,2.548439,apo25m,4
65905901,2014213664667458176,DA,0.954817,26081.08,7.678102,22.71044,17.77221,17.69669,17.97895,3.276728,apo25m,2
70982690,2673088379747305728,DA,0.9209906,30959.66,7.783686,16.70696,18.11395,17.98601,18.41018,2.739533,apo25m,1
74345695,3077224186458448384,DA,0.9700528,31247.81,8.033536,16.69095,18.30154,18.21741,18.67505,2.333145,apo25m,2
88611105,4376837825158803072,DA,0.9740255,25072.27,7.891259,17.25481,17.98395,17.94409,18.10357,3.374386,apo25m,1
74248301,3067671461931550848,DA,0.990174,26449.41,7.545247,21.43108,18.40547,18.3109,18.65772,2.296621,lco25m,2
63316860,1781069336459567232,DA,0.9764268,27272.47,7.892229,15.74621,18.67157,18.62429,18.86861,2.455863,apo25m,2
55111306,494644717692834944,DA,0.9642383,38441.73,7.547595,26.7489,16.64055,16.60589,16.69772,4.299333,apo25m,2
57506367,871015107022591872,DA,0.9841068,25009.42,7.79726,26.68262,18.23004,18.15147,18.50343,2.597025,apo25m,2
102043466,5803772887429842560,DA,0.9723508,29950.12,7.7139,16.62598,17.8856,17.77817,18.16161,2.46391,lco25m,1
88753936,4393067372700595968,DA,0.972285,25409.62,7.799157,14.55099,18.02612,17.95402,18.19815,3.253682,apo25m,1
59247145,1122557636309502464,DA,0.9883906,27943.51,7.190205,19.80908,16.85853,16.64514,16.22711,13.18743,apo25m,1
78005482,3470419543233760000,DA,0.99,30934.05,7.897469,24.46517,18.13689,18.04005,18.46214,2.197553,lco25m,1
62269786,1613668386188969344,DA,0.9800991,31813.78,7.862242,21.50801,16.44421,16.30268,16.73102,4.066268,apo25m,1
80612399,3963450865049685760,DA,0.992,25874.93,7.832452,23.95754,18.3228,18.22013,18.52673,2.760385,apo25m,1
80050886,3852811476713249536,DA,0.9641899,38675.85,7.603613,31.49926,17.31816,17.23782,17.50068,3.997644,apo25m,2
71687147,2801998662040515968,DA,1,26154.51,7.803092,30.06474,17.74707,17.66546,17.94284,3.339683,apo25m,1
91863280,4685723798548338688,DA,0.9503127,29984.89,8.170905,19.99933,18.09644,18.0173,18.39248,2.746245,lco25m,6
110932193,6507717851145638144,DA,0.9623735,28320.78,8.052633,17.01045,18.32101,18.2237,18.61718,2.348814,lco25m,3
79375583,3721262538311310208,DA,0.9880451,26548,7.386651,22.11791,17.26134,17.16131,17.47106,2.705564,apo25m,1
100058055,5617778121789446528,DA,0.9624633,26323.37,7.8,15.92687,18.46577,18.386,18.73384,2.213451,apo25m,4
76096566,3251538423462293888,DA,0.9880528,30368.89,7.931003,33.48784,17.01753,16.90008,17.26171,3.884598,apo25m,2
92956855,4824912040659796736,DA,0.9782268,27952.84,7.992641,17.16071,18.4566,18.32257,18.71995,2.198977,lco25m,1
69459524,2351904403159789184,DA,0.9600362,37551.46,7.957694,30.64854,17.37059,17.22614,17.68183,2.662612,lco25m,3
74501011,3089847164059837824,DA,0.962254,25699.81,7.754944,14.82355,18.26374,18.18259,18.50886,2.746888,apo25m,1
111323356,6571225784501815808,DA,0.996,25268.29,7.957399,19.4344,18.2254,18.12502,18.46484,2.732844,lco25m,1
67457735,2105853938751893632,DA,0.9566475,27096.65,8.067637,17.83614,18.26408,18.14019,18.52011,2.686623,apo25m,2
69495734,2358739727648116608,DA,0.9442976,35507.44,7.6647,17.68982,17.00379,16.85733,17.29609,2.896498,lco25m,1
114646903,6899202337765502848,DA,0.9483486,35138.85,7.834421,17.81159,17.94186,17.81552,18.19872,2.387176,apo25m,1
86598062,4236199052332433536,DA,0.9920255,28994,7.064262,25.75472,16.9178,16.85414,17.04962,2.304029,apo25m,1
63587898,1810614004175051392,DA,0.9170377,30333,8.114673,14.29112,18.8665,18.79727,19.07658,2.095949,apo25m,2
73634533,3030746077607248128,DA,0.9423783,29425.6,7.745011,16.845,18.22263,18.13498,18.49114,2.446216,apo25m,2
64272262,1864394072827856128,DA,0.9250238,33321.82,8.114535,14.66796,18.44293,18.31468,18.75698,2.773693,apo25m,1
58904464,1064858564617826304,DA,0.9184839,32733.9,7.260542,16.95304,16.99981,16.92732,17.15857,2.5201,apo25m,1
89267376,4462626296499680640,DA,0.992,27395.33,7.719396,19.5778,17.72864,17.61633,17.94717,2.694115,apo25m,1
63701041,1819748166990676736,DA,0.9920255,25232.12,7.342553,23.80432,17.98287,17.88752,18.1436,2.772615,apo25m,3
56411474,676000124082346368,DA,0.9940293,25082.47,7.893209,30.11596,18.06129,17.96849,18.32372,3.099575,apo25m,1
56248051,656607354605460608,DA,0.994174,27014.95,7.9549,29.62858,17.33628,17.22115,17.58404,3.444246,apo25m,1
71860703,2832442352306576512,DA,0.9625756,27605.55,8.000291,14.74369,18.96209,19.0677,18.96644,2.465393,apo25m,4
70334851,2542432249083805056,DA,0.9525244,25085.24,8.003391,15.62228,19.14596,19.08208,19.38352,2.026945,apo25m,2
67323885,2093768278736360192,DA,0.9410934,30440.85,8.506923,20.59179,18.59439,18.55512,18.67834,3.484025,apo25m,3
90288984,4560331472426991616,DA,0.994,25350.17,8.126312,20.01589,18.37008,18.29401,18.57595,2.734739,apo25m,2
63371800,1788192251958425600,DA,0.954051,34048.36,8.041761,31.13374,17.01537,16.89687,17.25809,3.465562,apo25m,2
104494255,5926414029340395264,DA,0.9800255,26799.72,8.065836,34.16805,16.74085,16.64272,16.93368,6.619464,lco25m,1
59736245,1202494021435478144,DA,0.9700691,34882.38,7.78545,20.03876,17.75064,17.60983,18.02137,2.285305,apo25m,1
62837787,1716713271618770560,DA,0.9721805,30609.43,7.868794,18.47823,16.91748,16.78058,17.18953,3.653466,apo25m,1
