night,band,n,flux,err,snr
58461.5,c,3,0.4776119402985078,7.256494774883425,0.06581854671096081
58462.5,o,4,-8.203137533334278,17.842337542663184,-0.4597568852018176
58463.5,o,4,-22.355657702975112,12.985565366461882,-1.7215775418383847
58468.5,o,4,-12.726883259813354,9.505939840082576,-1.3388348205349887
58472.5,o,4,-14.509603905620446,14.007208658006297,-1.0358669068106576
58473.5,o,3,-31.9664660361135,23.39984787304211,-1.3660971733470368
58475.5,o,3,-34.48549438731896,42.3270866219272,-0.8147382005132863
58484.5,c,4,-13.270598982498836,9.708008665913873,-1.36697436510267
58486.5,o,3,-14.664181326029071,17.22272097939739,-0.8514439352278329
58488.5,c,4,2.1870955005049306,16.790586748625742,0.1302572407533011
