objID,detectID,filterID,obsTime,ra,dec,psfFlux,psfFluxErr,infoFlag,infoFlag2,infoFlag3,sep_as,mag
90153323918736444,214621746430000475,2,56247.2177083,332.39190329,-14.8699626,2.761229916359298e-05,1.6482999853906222e-06,1109409793,0,7342144,2.249604917482765,20.29724357480992
90153323908276315,281141660030000935,3,56912.4168751,332.39086226,-14.87005239,9.930359738064e-06,1.7484600220996072e-06,35667969,0,7374912,1.4886834397492963,21.407587546076186
