mjd,jd,survey,band,diff_flux_nJy,diff_flux_err_nJy,science_flux_nJy,science_flux_err_nJy,template_flux_nJy,diff_mag_AB,science_mag_AB,sep_from_mean_as,note
56247.2177083,2456247.7177083,PS1_DR2,r,,,,,,,20.29724357480992,2.249604917482765,OFFSET 2.25as from transient - likely unrelated field junk; objID=9.015332391873645e+16
56912.4168751,2456912.9168751,PS1_DR2,i,,,,,,,21.407587546076183,1.4886834397492965,OFFSET 1.49as from transient - likely unrelated field junk; objID=9.015332390827632e+16
57227.438148935216,2457227.9381489353,ATLAS_FP_nightlystack,ATLAS_o,-1306.0,7513.0,,,,,,0.0,n=8 exposures; SNR=-0.17
57228.53737820152,2457229.0373782017,ATLAS_FP_nightlystack,ATLAS_o,-10971.0,9515.0,,,,,,0.0,n=5 exposures; SNR=-1.15
57243.43287264375,2457243.9328726437,ATLAS_FP_nightlystack,ATLAS_c,-202.0,7303.0,,,,,,0.0,n=6 exposures; SNR=-0.03
57244.43084059235,2457244.9308405924,ATLAS_FP_nightlystack,ATLAS_c,-12374.0,7921.0,,,,,,0.0,n=5 exposures; SNR=-1.56
57245.42184869389,2457245.921848694,ATLAS_FP_nightlystack,ATLAS_c,8521.0,8729.0,,,,21.574,,0.0,n=5 exposures; SNR=0.98
57288.34733108132,2457288.8473310815,ATLAS_FP_nightlystack,ATLAS_o,-18091.0,20409.0,,,,,,0.0,n=4 exposures; SNR=-0.89
57297.37376946969,2457297.8737694696,ATLAS_FP_nightlystack,ATLAS_o,-18063.0,16882.0,,,,,,0.0,n=3 exposures; SNR=-1.07
57298.34548674069,2457298.8454867406,ATLAS_FP_nightlystack,ATLAS_o,18152.0,11214.0,,,,20.753,,0.0,n=6 exposures; SNR=1.62
57304.334337399094,2457304.834337399,ATLAS_FP_nightlystack,ATLAS_c,5000.0,8690.0,,,,22.153,,0.0,n=7 exposures; SNR=0.58
57308.325616948874,2457308.825616949,ATLAS_FP_nightlystack,ATLAS_c,-3986.0,8981.0,,,,,,0.0,n=6 exposures; SNR=-0.44
57311.31780587992,2457311.8178058797,ATLAS_FP_nightlystack,ATLAS_c,-13880.0,9989.0,,,,,,0.0,n=6 exposures; SNR=-1.39
57321.27368910748,2457321.7736891075,ATLAS_FP_nightlystack,ATLAS_o,-9461.0,37457.0,,,,,,0.0,n=2 exposures; SNR=-0.25
57329.28394163824,2457329.783941638,ATLAS_FP_nightlystack,ATLAS_o,-10314.0,17187.0,,,,,,0.0,n=6 exposures; SNR=-0.6
57332.31366976426,2457332.8136697644,ATLAS_FP_nightlystack,ATLAS_c,-12515.0,15092.0,,,,,,0.0,n=2 exposures; SNR=-0.83
57333.2866846936,2457333.786684694,ATLAS_FP_nightlystack,ATLAS_c,-7594.0,8125.999999999999,,,,,,0.0,n=6 exposures; SNR=-0.93
57353.276732309314,2457353.7767323093,ATLAS_FP_nightlystack,ATLAS_o,5750.0,25380.0,,,,22.001,,0.0,n=8 exposures; SNR=0.23
57354.257557976656,2457354.7575579765,ATLAS_FP_nightlystack,ATLAS_o,25224.0,19638.0,,,,20.395,,0.0,n=7 exposures; SNR=1.28
57356.26925694727,2457356.769256947,ATLAS_FP_nightlystack,ATLAS_o,16781.0,10800.0,,,,20.838,,0.0,n=8 exposures; SNR=1.55
57357.252814997075,2457357.752814997,ATLAS_FP_nightlystack,ATLAS_o,-1798.0,11254.0,,,,,,0.0,n=7 exposures; SNR=-0.16
57358.24844327947,2457358.7484432794,ATLAS_FP_nightlystack,ATLAS_o,-14033.0,13473.0,,,,,,0.0,n=5 exposures; SNR=-1.04
57359.2727227131,2457359.772722713,ATLAS_FP_nightlystack,ATLAS_o,-402.0,21178.0,,,,,,0.0,n=2 exposures; SNR=-0.02
57368.20914102941,2457368.7091410295,ATLAS_FP_nightlystack,ATLAS_o,52618.0,28297.0,,,,19.597,,0.0,n=2 exposures; SNR=1.86
57370.213488975874,2457370.713488976,ATLAS_FP_nightlystack,ATLAS_c,7196.0,16564.0,,,,21.757,,0.0,n=3 exposures; SNR=0.43
57372.22514387226,2457372.725143872,ATLAS_FP_nightlystack,ATLAS_c,-15405.0,25671.0,,,,,,0.0,n=2 exposures; SNR=-0.6
57530.60705286209,2457531.107052862,ATLAS_FP_nightlystack,ATLAS_o,-29537.0,37005.0,,,,,,0.0,n=3 exposures; SNR=-0.8
57538.609337939975,2457539.10933794,ATLAS_FP_nightlystack,ATLAS_c,-17329.0,19701.0,,,,,,0.0,n=4 exposures; SNR=-0.88
57539.60380386973,2457540.10380387,ATLAS_FP_nightlystack,ATLAS_c,8840.0,17009.0,,,,21.534,,0.0,n=2 exposures; SNR=0.52
57540.60357569127,2457541.103575691,ATLAS_FP_nightlystack,ATLAS_c,17232.0,13068.0,,,,20.809,,0.0,n=4 exposures; SNR=1.32
57548.58384976697,2457549.0838497668,ATLAS_FP_nightlystack,ATLAS_c,-8055.999999999999,10802.0,,,,,,0.0,n=4 exposures; SNR=-0.75
57552.59010129568,2457553.0901012956,ATLAS_FP_nightlystack,ATLAS_o,-3857.0,10876.0,,,,,,0.0,n=6 exposures; SNR=-0.35
57555.586537412346,2457556.0865374124,ATLAS_FP_nightlystack,ATLAS_o,-17841.0,11046.0,,,,,,0.0,n=9 exposures; SNR=-1.62
57559.5204365421,2457560.020436542,ATLAS_FP_nightlystack,ATLAS_o,-40183.0,35406.0,,,,,,0.0,n=4 exposures; SNR=-1.13
57567.56807062057,2457568.0680706208,ATLAS_FP_nightlystack,ATLAS_o,-11887.0,26796.0,,,,,,0.0,n=4 exposures; SNR=-0.44
57575.54255918685,2457576.042559187,ATLAS_FP_nightlystack,ATLAS_c,-4922.0,7381.0,,,,,,0.0,n=5 exposures; SNR=-0.67
57576.542186065,2457577.042186065,ATLAS_FP_nightlystack,ATLAS_c,-390.0,7578.0,,,,,,0.0,n=6 exposures; SNR=-0.05
57577.537390413374,2457578.037390413,ATLAS_FP_nightlystack,ATLAS_c,1985.0,8974.0,,,,23.156,,0.0,n=5 exposures; SNR=0.22
57601.47565435552,2457601.9756543557,ATLAS_FP_nightlystack,ATLAS_c,10878.0,9033.0,,,,21.309,,0.0,n=3 exposures; SNR=1.2
57601.96594391103,2457602.465943911,ATLAS_FP_nightlystack,ATLAS_c,-11907.0,8478.0,,,,,,0.0,n=4 exposures; SNR=-1.4
57603.16833319696,2457603.668333197,ATLAS_FP_nightlystack,ATLAS_c,-12440.0,6991.0,,,,,,0.0,n=6 exposures; SNR=-1.78
57604.06755364202,2457604.567553642,ATLAS_FP_nightlystack,ATLAS_c,13004.0,11248.0,,,,21.115,,0.0,n=2 exposures; SNR=1.16
57608.47597685345,2457608.9759768536,ATLAS_FP_nightlystack,ATLAS_c,-8779.0,8841.0,,,,,,0.0,n=3 exposures; SNR=-0.99
57612.4639342583,2457612.963934258,ATLAS_FP_nightlystack,ATLAS_o,2309.0,8247.0,,,,22.991,,0.0,n=10 exposures; SNR=0.28
57616.4650267942,2457616.965026794,ATLAS_FP_nightlystack,ATLAS_o,-30698.0,25227.0,,,,,,0.0,n=5 exposures; SNR=-1.22
57627.43099690641,2457627.9309969065,ATLAS_FP_nightlystack,ATLAS_c,-12704.0,7972.0,,,,,,0.0,n=5 exposures; SNR=-1.59
57639.399296,2457639.899296,ATLAS_FP_nightlystack,ATLAS_c,-22000.0,11314.0,,,,,,0.0,n=2 exposures; SNR=-1.94
57643.41261797576,2457643.912617976,ATLAS_FP_nightlystack,ATLAS_o,-48101.0,26920.0,,,,,,0.0,n=2 exposures; SNR=-1.79
57651.41969760087,2457651.919697601,ATLAS_FP_nightlystack,ATLAS_o,-82711.0,51201.0,,,,,,0.0,n=3 exposures; SNR=-1.62
57659.40817379076,2457659.9081737907,ATLAS_FP_nightlystack,ATLAS_c,-2362.0,7221.0,,,,,,0.0,n=5 exposures; SNR=-0.33
57667.38161934586,2457667.881619346,ATLAS_FP_nightlystack,ATLAS_c,7730.0,8195.0,,,,21.68,,0.0,n=5 exposures; SNR=0.94
57671.37354157327,2457671.873541573,ATLAS_FP_nightlystack,ATLAS_o,-12840.0,18563.0,,,,,,0.0,n=5 exposures; SNR=-0.69
57675.329660267795,2457675.8296602676,ATLAS_FP_nightlystack,ATLAS_o,35184.0,54052.0,,,,20.034,,0.0,n=3 exposures; SNR=0.65
57676.38472109552,2457676.8847210957,ATLAS_FP_nightlystack,ATLAS_o,63114.0,29637.0,,,,19.4,,0.0,n=4 exposures; SNR=2.13
57679.31010896706,2457679.810108967,ATLAS_FP_nightlystack,ATLAS_o,-7890.0,15446.0,,,,,,0.0,n=5 exposures; SNR=-0.51
57687.30914023633,2457687.809140236,ATLAS_FP_nightlystack,ATLAS_c,14512.0,7190.0,,,,20.996,,0.0,n=5 exposures; SNR=2.02
57691.30164590318,2457691.8016459034,ATLAS_FP_nightlystack,ATLAS_c,9752.0,9047.0,,,,21.427,,0.0,n=5 exposures; SNR=1.08
57695.29576415215,2457695.795764152,ATLAS_FP_nightlystack,ATLAS_c,-1131.0,8134.0,,,,,,0.0,n=5 exposures; SNR=-0.14
57703.27260090132,2457703.7726009013,ATLAS_FP_nightlystack,ATLAS_o,-21577.0,15094.0,,,,,,0.0,n=9 exposures; SNR=-1.43
57707.265312514726,2457707.7653125147,ATLAS_FP_nightlystack,ATLAS_o,-11581.0,22579.0,,,,,,0.0,n=5 exposures; SNR=-0.51
57711.24920590286,2457711.7492059027,ATLAS_FP_nightlystack,ATLAS_o,-19377.0,11026.0,,,,,,0.0,n=5 exposures; SNR=-1.76
57715.24883349216,2457715.748833492,ATLAS_FP_nightlystack,ATLAS_c,3334.0,7145.0,,,,22.593,,0.0,n=9 exposures; SNR=0.47
57743.22289631703,2457743.722896317,ATLAS_FP_nightlystack,ATLAS_o,-23171.0,23403.0,,,,,,0.0,n=3 exposures; SNR=-0.99
57911.55077588005,2457912.05077588,ATLAS_FP_nightlystack,ATLAS_o,2237.0,7914.0,,,,23.026,,0.0,n=9 exposures; SNR=0.28
57922.603493434726,2457923.103493435,ATLAS_FP_nightlystack,ATLAS_o,-3717.0,9515.0,,,,,,0.0,n=4 exposures; SNR=-0.39
57927.60005860628,2457928.1000586064,ATLAS_FP_nightlystack,ATLAS_o,-7273.0,7606.0,,,,,,0.0,n=4 exposures; SNR=-0.96
57930.58555732128,2457931.085557321,ATLAS_FP_nightlystack,ATLAS_o,-15403.0,9740.0,,,,,,0.0,n=4 exposures; SNR=-1.58
57940.51696278286,2457941.016962783,ATLAS_FP_nightlystack,ATLAS_o,-16521.0,7310.0,,,,,,0.0,n=4 exposures; SNR=-2.26
57942.06194702159,2457942.5619470216,ATLAS_FP_nightlystack,ATLAS_o,29003.0,13857.0,,,,20.244,,0.0,n=5 exposures; SNR=2.09
57947.5531472739,2457948.053147274,ATLAS_FP_nightlystack,ATLAS_o,-8834.0,16993.0,,,,,,0.0,n=4 exposures; SNR=-0.52
57948.54824621076,2457949.048246211,ATLAS_FP_nightlystack,ATLAS_o,11439.0,11867.0,,,,21.254,,0.0,n=4 exposures; SNR=0.96
57949.55789695442,2457950.0578969545,ATLAS_FP_nightlystack,ATLAS_o,-12015.0,8193.0,,,,,,0.0,n=4 exposures; SNR=-1.47
57950.53788136328,2457951.037881363,ATLAS_FP_nightlystack,ATLAS_o,-961.0,6703.0,,,,,,0.0,n=4 exposures; SNR=-0.14
57953.55209878864,2457954.052098789,ATLAS_FP_nightlystack,ATLAS_o,4931.0,8650.0,,,,22.168,,0.0,n=2 exposures; SNR=0.57
57955.54478180781,2457956.044781808,ATLAS_FP_nightlystack,ATLAS_o,-10333.0,9856.0,,,,,,0.0,n=4 exposures; SNR=-1.05
57960.52559198449,2457961.0255919844,ATLAS_FP_nightlystack,ATLAS_o,4043.0,5577.0,,,,22.383,,0.0,n=4 exposures; SNR=0.73
57961.55653872842,2457962.0565387285,ATLAS_FP_nightlystack,ATLAS_o,-5035.0,5125.0,,,,,,0.0,n=4 exposures; SNR=-0.98
57966.48045240001,2457966.9804524,ATLAS_FP_nightlystack,ATLAS_o,6776.0,9111.0,,,,21.823,,0.0,n=2 exposures; SNR=0.74
57966.502154852045,2457967.0021548523,ATLAS_FP_nightlystack,ATLAS_o,-5205.0,9526.0,,,,,,0.0,n=2 exposures; SNR=-0.55
57968.47084888956,2457968.9708488896,ATLAS_FP_nightlystack,ATLAS_o,-318.0,7154.0,,,,,,0.0,n=4 exposures; SNR=-0.04
57969.60347371655,2457970.1034737164,ATLAS_FP_nightlystack,ATLAS_o,-5102.0,6599.0,,,,,,0.0,n=8 exposures; SNR=-0.77
57971.419050044155,2457971.9190500444,ATLAS_FP_nightlystack,ATLAS_o,-42305.0,15851.0,,,,,,0.0,n=4 exposures; SNR=-2.67
57977.1618075556,2457977.6618075557,ATLAS_FP_nightlystack,ATLAS_o,-6790.0,9856.0,,,,,,0.0,n=5 exposures; SNR=-0.69
57978.027831,2457978.527831,ATLAS_FP_nightlystack,ATLAS_o,-4882.0,8731.0,,,,,,0.0,n=3 exposures; SNR=-0.56
57978.51298556197,2457979.012985562,ATLAS_FP_nightlystack,ATLAS_o,-11347.0,7636.0,,,,,,0.0,n=3 exposures; SNR=-1.49
57980.491263693104,2457980.991263693,ATLAS_FP_nightlystack,ATLAS_o,748.0,8397.0,,,,24.215,,0.0,n=2 exposures; SNR=0.09
57980.5096915,2457981.0096915,ATLAS_FP_nightlystack,ATLAS_o,-9000.0,9192.0,,,,,,0.0,n=2 exposures; SNR=-0.98
57981.46924776945,2457981.9692477696,ATLAS_FP_nightlystack,ATLAS_c,-2185.0,4901.0,,,,,,0.0,n=4 exposures; SNR=-0.45
57983.47998253521,2457983.9799825354,ATLAS_FP_nightlystack,ATLAS_o,-1224.0,6562.0,,,,,,0.0,n=4 exposures; SNR=-0.19
57986.47571353948,2457986.9757135394,ATLAS_FP_nightlystack,ATLAS_c,12000.0,26902.0,,,,21.202,,0.0,n=2 exposures; SNR=0.45
57987.463747835995,2457987.963747836,ATLAS_FP_nightlystack,ATLAS_o,374.0,7342.0,,,,24.968,,0.0,n=4 exposures; SNR=0.05
57988.48419278648,2457988.9841927863,ATLAS_FP_nightlystack,ATLAS_o,-2937.0,7956.0,,,,,,0.0,n=4 exposures; SNR=-0.37
57991.467498238155,2457991.967498238,ATLAS_FP_nightlystack,ATLAS_o,-2338.0,6712.0,,,,,,0.0,n=4 exposures; SNR=-0.35
57993.452424836585,2457993.952424837,ATLAS_FP_nightlystack,ATLAS_o,-1549.0,4825.0,,,,,,0.0,n=4 exposures; SNR=-0.32
57997.41371235337,2457997.9137123534,ATLAS_FP_nightlystack,ATLAS_o,-13398.0,6680.0,,,,,,0.0,n=4 exposures; SNR=-2.01
57999.38326401555,2457999.8832640154,ATLAS_FP_nightlystack,ATLAS_o,-57453.0,42977.0,,,,,,0.0,n=2 exposures; SNR=-1.34
58007.418139994625,2458007.9181399946,ATLAS_FP_nightlystack,ATLAS_o,-506.0,8811.0,,,,,,0.0,n=4 exposures; SNR=-0.06
58011.42998215343,2458011.9299821532,ATLAS_FP_nightlystack,ATLAS_o,-2617.0,4043.999999999999,,,,,,0.0,n=8 exposures; SNR=-0.65
58013.40735836208,2458013.907358362,ATLAS_FP_nightlystack,ATLAS_c,-572.0,4228.0,,,,,,0.0,n=4 exposures; SNR=-0.14
58015.40084439787,2458015.900844398,ATLAS_FP_nightlystack,ATLAS_o,-8071.999999999999,7949.0,,,,,,0.0,n=4 exposures; SNR=-1.02
58017.405735985674,2458017.905735986,ATLAS_FP_nightlystack,ATLAS_c,2892.0,4058.0,,,,22.747,,0.0,n=4 exposures; SNR=0.71
58019.38869561077,2458019.8886956107,ATLAS_FP_nightlystack,ATLAS_o,4913.0,9843.0,,,,22.172,,0.0,n=4 exposures; SNR=0.5
58021.40680662008,2458021.9068066203,ATLAS_FP_nightlystack,ATLAS_c,3254.0,4320.0,,,,22.619,,0.0,n=4 exposures; SNR=0.75
58023.35794205621,2458023.8579420564,ATLAS_FP_nightlystack,ATLAS_o,12111.0,7690.0,,,,21.192,,0.0,n=4 exposures; SNR=1.57
58027.35562763115,2458027.8556276313,ATLAS_FP_nightlystack,ATLAS_o,11276.0,16568.0,,,,21.27,,0.0,n=4 exposures; SNR=0.68
58033.37184258135,2458033.8718425813,ATLAS_FP_nightlystack,ATLAS_o,-7575.0,10368.0,,,,,,0.0,n=4 exposures; SNR=-0.73
58037.353116735285,2458037.8531167354,ATLAS_FP_nightlystack,ATLAS_o,2226.0,5232.0,,,,23.031,,0.0,n=4 exposures; SNR=0.43
58039.3424058761,2458039.842405876,ATLAS_FP_nightlystack,ATLAS_o,-12876.0,10536.0,,,,,,0.0,n=2 exposures; SNR=-1.22
58043.34862783437,2458043.8486278346,ATLAS_FP_nightlystack,ATLAS_o,8186.0,10514.0,,,,21.617,,0.0,n=4 exposures; SNR=0.78
58047.333927682674,2458047.8339276826,ATLAS_FP_nightlystack,ATLAS_o,590.0,8048.999999999999,,,,24.473,,0.0,n=4 exposures; SNR=0.07
58049.3318137542,2458049.831813754,ATLAS_FP_nightlystack,ATLAS_c,-4772.0,5445.0,,,,,,0.0,n=4 exposures; SNR=-0.88
58053.29509128786,2458053.7950912877,ATLAS_FP_nightlystack,ATLAS_o,-6303.0,6363.0,,,,,,0.0,n=4 exposures; SNR=-0.99
58059.309061908185,2458059.809061908,ATLAS_FP_nightlystack,ATLAS_o,20010.0,22235.0,,,,20.647,,0.0,n=4 exposures; SNR=0.9
58063.32780109755,2458063.8278010977,ATLAS_FP_nightlystack,ATLAS_o,-26895.0,11646.0,,,,,,0.0,n=4 exposures; SNR=-2.31
58067.29116124308,2458067.791161243,ATLAS_FP_nightlystack,ATLAS_o,8743.0,8117.000000000001,,,,21.546,,0.0,n=4 exposures; SNR=1.08
58071.27385611331,2458071.773856113,ATLAS_FP_nightlystack,ATLAS_o,2050.0,8018.000000000001,,,,23.121,,0.0,n=4 exposures; SNR=0.26
58073.279139308725,2458073.7791393087,ATLAS_FP_nightlystack,ATLAS_c,427.0,5577.0,,,,24.824,,0.0,n=4 exposures; SNR=0.08
58075.27622001284,2458075.776220013,ATLAS_FP_nightlystack,ATLAS_o,4128.0,8239.0,,,,22.361,,0.0,n=4 exposures; SNR=0.5
58079.25319045133,2458079.7531904513,ATLAS_FP_nightlystack,ATLAS_o,10730.0,7450.0,,,,21.324,,0.0,n=4 exposures; SNR=1.44
58091.21281454043,2458091.7128145406,ATLAS_FP_nightlystack,ATLAS_o,-4897.0,12518.0,,,,,,0.0,n=4 exposures; SNR=-0.39
58095.2245578678,2458095.7245578677,ATLAS_FP_nightlystack,ATLAS_o,5388.0,9118.0,,,,22.071,,0.0,n=4 exposures; SNR=0.59
58097.22267226725,2458097.7226722674,ATLAS_FP_nightlystack,ATLAS_o,-10129.0,5938.0,,,,,,0.0,n=4 exposures; SNR=-1.71
58099.21929237886,2458099.719292379,ATLAS_FP_nightlystack,ATLAS_o,-3130.0,8281.0,,,,,,0.0,n=4 exposures; SNR=-0.38
58103.218538107954,2458103.718538108,ATLAS_FP_nightlystack,ATLAS_o,10121.0,8916.0,,,,21.387,,0.0,n=4 exposures; SNR=1.14
58113.21157766953,2458113.7115776697,ATLAS_FP_nightlystack,ATLAS_o,-3421.0,9901.0,,,,,,0.0,n=4 exposures; SNR=-0.35
58119.20669027156,2458119.7066902714,ATLAS_FP_nightlystack,ATLAS_o,7219.0,24709.0,,,,21.754,,0.0,n=4 exposures; SNR=0.29
58268.44291670015,2458268.9429167,ZTF_ZFPS_nightly,ZTF_r,1577.5,11603.0,,,,23.405,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.14
58269.59119625985,2458270.09119626,ATLAS_FP_nightlystack,ATLAS_o,16972.0,17035.0,,,,20.826,,0.0,n=3 exposures; SNR=1.0
58271.43862270005,2458271.9386227,ZTF_ZFPS_nightly,ZTF_r,10697.9,11791.8,,,,21.327,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.91
58271.480798599776,2458271.9807986,ZTF_ZFPS_nightly,ZTF_g,-19392.2,12732.8,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.52
58276.47775459988,2458276.9777546,ZTF_ZFPS_nightly,ZTF_r,2314.5,4995.4,,,,22.989,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.46
58279.47218749998,2458279.9721875,ZTF_ZFPS_nightly,ZTF_g,-381.8,4352.5,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.09
58282.4193519,2458282.9193519,ZTF_ZFPS_nightly,ZTF_g,-516.2,3358.9,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.15
58285.43925930001,2458285.9392593,ZTF_ZFPS_nightly,ZTF_g,9.1,2637.6,,,,29.007,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.00
58288.41822919995,2458288.9182292,ZTF_ZFPS_nightly,ZTF_g,-6450.7,4577.3,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.41
58288.45975690009,2458288.9597569,ZTF_ZFPS_nightly,ZTF_r,-1198.3,3810.7,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.31
58291.43894679984,2458291.9389468,ZTF_ZFPS_nightly,ZTF_g,-1848.7,2316.0,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.80
58293.595719827084,2458294.095719827,ATLAS_FP_nightlystack,ATLAS_o,-3766.0,5600.0,,,,,,0.0,n=4 exposures; SNR=-0.67
58294.37706020009,2458294.8770602,ZTF_ZFPS_nightly,ZTF_g,-3113.3,8334.7,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.37
58294.59726220347,2458295.0972622037,ATLAS_FP_nightlystack,ATLAS_o,-3977.0,5811.0,,,,,,0.0,n=4 exposures; SNR=-0.68
58295.59555657025,2458296.09555657,ATLAS_FP_nightlystack,ATLAS_o,15158.0,9729.0,,,,20.948,,0.0,n=4 exposures; SNR=1.56
58296.56275202665,2458297.0627520266,ATLAS_FP_nightlystack,ATLAS_o,-3457.0,20925.0,,,,,,0.0,n=3 exposures; SNR=-0.17
58297.4811689998,2458297.981169,ZTF_ZFPS_nightly,ZTF_g,-19335.1,12165.3,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.59
58303.35567130009,2458303.8556713,ZTF_ZFPS_nightly,ZTF_r,-1444.7,8805.9,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.16
58306.44013890019,2458306.9401389,ZTF_ZFPS_nightly,ZTF_g,-292.6,4439.4,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.07
58306.60819986157,2458307.108199862,ATLAS_FP_nightlystack,ATLAS_o,-2008.0,8233.0,,,,,,0.0,n=3 exposures; SNR=-0.24
58310.610448800006,2458311.1104488,ATLAS_FP_nightlystack,ATLAS_c,-13600.0,11628.0,,,,,,0.0,n=2 exposures; SNR=-1.17
58312.60401467739,2458313.1040146775,ATLAS_FP_nightlystack,ATLAS_o,-11488.0,6387.0,,,,,,0.0,n=4 exposures; SNR=-1.8
58316.5860324878,2458317.086032488,ATLAS_FP_nightlystack,ATLAS_o,8999.0,7287.0,,,,21.515,,0.0,n=4 exposures; SNR=1.23
58320.37651620014,2458320.8765162,ZTF_ZFPS_nightly,ZTF_r,4627.3,3111.6,,,,22.237,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.49
58320.440752299975,2458320.9407523,ZTF_ZFPS_nightly,ZTF_g,1865.8,3698.2,,,,23.223,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.50
58321.36946759978,2458321.8694676,ZTF_ZFPS_nightly,ZTF_i,11998.2,6924.6,,,,21.202,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.73
58322.55797061035,2458323.0579706104,ATLAS_FP_nightlystack,ATLAS_o,-3550.0,4698.0,,,,,,0.0,n=4 exposures; SNR=-0.76
58323.41950230021,2458323.9195023,ZTF_ZFPS_nightly,ZTF_g,-4950.9,3947.5,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.25
58324.81459511642,2458325.3145951163,ATLAS_FP_nightlystack,ATLAS_o,-7488.0,9952.0,,,,,,0.0,n=6 exposures; SNR=-0.75
58326.399143499795,2458326.8991435,ZTF_ZFPS_nightly,ZTF_r,-28363.7,25006.4,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.13
58326.43915509991,2458326.9391551,ZTF_ZFPS_nightly,ZTF_g,5639.5,15203.8,,,,22.022,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.37
58330.56894845592,2458331.068948456,ATLAS_FP_nightlystack,ATLAS_o,89450.0,40328.0,,,,19.021,,0.0,n=2 exposures; SNR=2.22
58331.4417940001,2458331.941794,ZTF_ZFPS_nightly,ZTF_g,-3840.0,9015.4,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.43
58333.56905950347,2458334.0690595033,ATLAS_FP_nightlystack,ATLAS_c,-5910.0,7146.0,,,,,,0.0,n=4 exposures; SNR=-0.83
58334.33326390013,2458334.8332639,ZTF_ZFPS_nightly,ZTF_g,-3403.2,4443.2,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.77
58334.37613430014,2458334.8761343,ZTF_ZFPS_nightly,ZTF_r,-6279.7,4591.5,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.37
58336.55362014009,2458337.05362014,ATLAS_FP_nightlystack,ATLAS_o,-5182.0,6299.0,,,,,,0.0,n=4 exposures; SNR=-0.82
58338.34681709996,2458338.8468171,ZTF_ZFPS_nightly,ZTF_r,162.8,3582.6,,,,25.871,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.05
58338.38148149988,2458338.8814815,ZTF_ZFPS_nightly,ZTF_g,5545.9,2761.7,,,,22.04,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=2.01
58338.55613979853,2458339.0561397984,ATLAS_FP_nightlystack,ATLAS_c,-3513.0,4358.0,,,,,,0.0,n=4 exposures; SNR=-0.81
58340.540221206866,2458341.040221207,ATLAS_FP_nightlystack,ATLAS_o,-5788.0,8543.0,,,,,,0.0,n=4 exposures; SNR=-0.68
58342.35181709984,2458342.8518171,ZTF_ZFPS_nightly,ZTF_r,37.3,4899.9,,,,27.47,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.01
58342.356307900045,2458342.8563079,ZTF_ZFPS_nightly,ZTF_i,13840.3,8694.7,,,,21.047,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.59
58342.40013890015,2458342.9001389,ZTF_ZFPS_nightly,ZTF_g,-243.4,3521.4,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.07
58342.54442204337,2458343.0444220435,ATLAS_FP_nightlystack,ATLAS_c,-2516.0,3953.0,,,,,,0.0,n=4 exposures; SNR=-0.64
58344.53132688445,2458345.0313268844,ATLAS_FP_nightlystack,ATLAS_o,913.0,12899.0,,,,23.999,,0.0,n=4 exposures; SNR=0.07
58345.35585650009,2458345.8558565,ZTF_ZFPS_nightly,ZTF_r,-3205.9,3670.7,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.87
58347.3568519,2458347.8568519,ZTF_ZFPS_nightly,ZTF_i,-8656.5,5921.4,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.46
58348.35586810019,2458348.8558681,ZTF_ZFPS_nightly,ZTF_g,2771.0,2665.4,,,,22.793,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.04
