mjd,jd,survey,band,diff_flux_nJy,diff_flux_err_nJy,science_flux_nJy,science_flux_err_nJy,template_flux_nJy,diff_mag_AB,science_mag_AB,sep_from_mean_as,note
58770.41695562042,2458770.9169556205,ATLAS_FP_nightlystack,ATLAS_o,9732.0,14013.0,,,,21.429,,0.0,n=4 exposures; SNR=0.69
58771.25231479993,2458771.7523148,ZTF_ZFPS_nightly,ZTF_r,-16422.3,13082.0,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.26
58771.418359602285,2458771.9183596023,ATLAS_FP_nightlystack,ATLAS_o,-14076.0,11565.0,,,,,,0.0,n=3 exposures; SNR=-1.22
58772.24057330066,2458772.7405733005,ATLAS_FP_nightlystack,ATLAS_o,-7742.0,7876.0,,,,,,0.0,n=4 exposures; SNR=-0.98
58774.190196800046,2458774.6901968,ZTF_ZFPS_nightly,ZTF_r,1960.6,7951.4,,,,23.169,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.25
58774.35295442293,2458774.852954423,ATLAS_FP_nightlystack,ATLAS_o,-6482.0,7039.0,,,,,,0.0,n=4 exposures; SNR=-0.92
58775.30992819934,2458775.8099281993,ATLAS_FP_nightlystack,ATLAS_o,-23026.0,7526.0,,,,,,0.0,n=4 exposures; SNR=-3.06
58777.1825116002,2458777.6825116,ZTF_ZFPS_nightly,ZTF_g,6864.2,5365.1,,,,21.809,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.28
58777.20758099994,2458777.707581,ZTF_ZFPS_nightly,ZTF_r,1172.2,6362.5,,,,23.728,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.18
58778.298135941994,2458778.798135942,ATLAS_FP_nightlystack,ATLAS_c,-6594.0,4730.0,,,,,,0.0,n=4 exposures; SNR=-1.39
58779.325782486754,2458779.8257824867,ATLAS_FP_nightlystack,ATLAS_o,-5862.0,4292.0,,,,,,0.0,n=4 exposures; SNR=-1.37
58780.298118538456,2458780.798118538,ATLAS_FP_nightlystack,ATLAS_o,-2527.0,4193.0,,,,,,0.0,n=4 exposures; SNR=-0.6
58782.20083978133,2458782.700839781,ATLAS_FP_nightlystack,ATLAS_c,-10765.0,10461.0,,,,,,0.0,n=4 exposures; SNR=-1.03
58783.36364682513,2458783.8636468253,ATLAS_FP_nightlystack,ATLAS_o,-865.0,4537.0,,,,,,0.0,n=4 exposures; SNR=-0.19
58784.2572635112,2458784.7572635114,ATLAS_FP_nightlystack,ATLAS_o,-1627.0,4704.0,,,,,,0.0,n=4 exposures; SNR=-0.35
58785.2292940002,2458785.729294,ZTF_ZFPS_nightly,ZTF_g,-1255.5,5152.0,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.24
58785.231678199954,2458785.7316782,ZTF_ZFPS_nightly,ZTF_r,-7621.5,6286.8,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.21
58788.30773286441,2458788.8077328643,ATLAS_FP_nightlystack,ATLAS_o,-989.0,5577.0,,,,,,0.0,n=4 exposures; SNR=-0.18
58789.2254745001,2458789.7254745,ZTF_ZFPS_nightly,ZTF_r,-208.4,7015.4,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.03
58790.20760471027,2458790.7076047105,ATLAS_FP_nightlystack,ATLAS_o,-2103.0,9970.0,,,,,,0.0,n=4 exposures; SNR=-0.21
58791.29165092053,2458791.7916509206,ATLAS_FP_nightlystack,ATLAS_o,9840.0,10071.0,,,,21.418,,0.0,n=4 exposures; SNR=0.98
58795.146909699775,2458795.6469097,ZTF_ZFPS_nightly,ZTF_g,-727.4,11742.8,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.06
58795.33076996798,2458795.830769968,ATLAS_FP_nightlystack,ATLAS_o,-32378.999999999996,11700.0,,,,,,0.0,n=4 exposures; SNR=-2.77
58796.295855886805,2458796.795855887,ATLAS_FP_nightlystack,ATLAS_o,-9522.0,8594.0,,,,,,0.0,n=4 exposures; SNR=-1.11
58797.309006212105,2458797.8090062123,ATLAS_FP_nightlystack,ATLAS_o,-15586.0,13687.0,,,,,,0.0,n=4 exposures; SNR=-1.14
58798.18986110017,2458798.6898611,ZTF_ZFPS_nightly,ZTF_r,-12718.0,11755.5,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.08
58798.32199682521,2458798.8219968253,ATLAS_FP_nightlystack,ATLAS_o,-25946.0,13971.0,,,,,,0.0,n=4 exposures; SNR=-1.86
58799.28432254085,2458799.7843225407,ATLAS_FP_nightlystack,ATLAS_o,-16671.0,7801.0,,,,,,0.0,n=4 exposures; SNR=-2.14
58800.313587564335,2458800.8135875645,ATLAS_FP_nightlystack,ATLAS_o,-30754.0,9655.0,,,,,,0.0,n=4 exposures; SNR=-3.19
58801.31570707337,2458801.8157070735,ATLAS_FP_nightlystack,ATLAS_o,-11607.0,13842.0,,,,,,0.0,n=4 exposures; SNR=-0.84
58802.303175402376,2458802.8031754023,ATLAS_FP_nightlystack,ATLAS_o,1458.0,9426.0,,,,23.491,,0.0,n=4 exposures; SNR=0.15
58804.1907060002,2458804.690706,ZTF_ZFPS_nightly,ZTF_g,392.4,8772.1,,,,24.916,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.04
58811.29167220434,2458811.791672204,ATLAS_FP_nightlystack,ATLAS_o,-9397.0,5329.0,,,,,,0.0,n=4 exposures; SNR=-1.76
58812.1384721999,2458812.6384722,ZTF_ZFPS_nightly,ZTF_g,4743.6,6411.9,,,,22.21,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.74
58814.258205520906,2458814.758205521,ATLAS_FP_nightlystack,ATLAS_c,3706.0,5072.0,,,,22.478,,0.0,n=4 exposures; SNR=0.73
58815.25046393419,2458815.750463934,ATLAS_FP_nightlystack,ATLAS_o,-6567.0,6565.0,,,,,,0.0,n=4 exposures; SNR=-1.0
58816.25357124281,2458816.753571243,ATLAS_FP_nightlystack,ATLAS_o,-700.0,6235.0,,,,,,0.0,n=4 exposures; SNR=-0.11
58821.24902984288,2458821.7490298427,ATLAS_FP_nightlystack,ATLAS_o,18889.0,14406.0,,,,20.709,,0.0,n=4 exposures; SNR=1.31
58825.22256576671,2458825.722565767,ATLAS_FP_nightlystack,ATLAS_o,8478.0,11552.0,,,,21.579,,0.0,n=4 exposures; SNR=0.73
58826.255115708336,2458826.7551157083,ATLAS_FP_nightlystack,ATLAS_o,4431.0,7357.0,,,,22.284,,0.0,n=7 exposures; SNR=0.6
58827.24000870474,2458827.740008705,ATLAS_FP_nightlystack,ATLAS_o,-12651.0,8298.0,,,,,,0.0,n=4 exposures; SNR=-1.52
58830.10726850014,2458830.6072685,ZTF_ZFPS_nightly,ZTF_g,14001.6,13859.6,,,,21.035,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.01
58830.211975759186,2458830.7119757594,ATLAS_FP_nightlystack,ATLAS_o,-11311.0,7973.0,,,,,,0.0,n=7 exposures; SNR=-1.42
58832.239631831006,2458832.739631831,ATLAS_FP_nightlystack,ATLAS_o,-13998.0,10366.0,,,,,,0.0,n=4 exposures; SNR=-1.35
58836.20794166172,2458836.7079416616,ATLAS_FP_nightlystack,ATLAS_o,10460.0,7800.0,,,,21.351,,0.0,n=4 exposures; SNR=1.34
58837.08640050003,2458837.5864005,ZTF_ZFPS_nightly,ZTF_r,-7610.9,7697.4,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.99
58837.12156250002,2458837.6215625,ZTF_ZFPS_nightly,ZTF_g,-8092.8,8162.9,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.99
58850.216001604706,2458850.7160016047,ATLAS_FP_nightlystack,ATLAS_o,-3814.0,12023.0,,,,,,0.0,n=4 exposures; SNR=-0.32
58852.09173531827,2458852.5917353183,ZTF_ZFPS_nightly,ZTF_r,10204.5,7787.5,,,,21.378,,0.0,ZFPS req479165 nightly IVW stack; n=3; SNR=1.31
58854.088353350446,2458854.5883533503,ZTF_ZFPS_nightly,ZTF_r,-207.2,6290.7,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=4; SNR=-0.03
58964.624103082984,2458965.124103083,ATLAS_FP_nightlystack,ATLAS_o,7245.0,48000.0,,,,21.75,,0.0,n=2 exposures; SNR=0.15
58966.611920630145,2458967.11192063,ATLAS_FP_nightlystack,ATLAS_c,-1052.0,5718.0,,,,,,0.0,n=8 exposures; SNR=-0.18
58972.60011941176,2458973.100119412,ATLAS_FP_nightlystack,ATLAS_o,12165.0,6443.0,,,,21.187,,0.0,n=4 exposures; SNR=1.89
58974.60387172273,2458975.1038717227,ATLAS_FP_nightlystack,ATLAS_o,-2582.0,11903.0,,,,,,0.0,n=4 exposures; SNR=-0.22
58985.597889728255,2458986.0978897284,ATLAS_FP_nightlystack,ATLAS_o,-11135.0,6426.0,,,,,,0.0,n=4 exposures; SNR=-1.73
58988.60377940664,2458989.1037794068,ATLAS_FP_nightlystack,ATLAS_o,14802.0,5889.0,,,,20.974,,0.0,n=4 exposures; SNR=2.51
58990.60075253696,2458991.100752537,ATLAS_FP_nightlystack,ATLAS_c,-3842.0,5773.0,,,,,,0.0,n=4 exposures; SNR=-0.67
58992.59723210426,2458993.0972321043,ATLAS_FP_nightlystack,ATLAS_o,-2371.0,6532.0,,,,,,0.0,n=4 exposures; SNR=-0.36
59000.59813737563,2459001.098137375,ATLAS_FP_nightlystack,ATLAS_o,3751.0,5012.0,,,,22.465,,0.0,n=4 exposures; SNR=0.75
59001.59859859234,2459002.0985985924,ATLAS_FP_nightlystack,ATLAS_c,-6619.0,4998.0,,,,,,0.0,n=4 exposures; SNR=-1.32
59004.53618623799,2459005.036186238,ATLAS_FP_nightlystack,ATLAS_o,20762.0,11219.0,,,,20.607,,0.0,n=4 exposures; SNR=1.85
59005.56651638946,2459006.0665163896,ATLAS_FP_nightlystack,ATLAS_o,5863.0,12030.0,,,,21.98,,0.0,n=4 exposures; SNR=0.49
59007.54768012647,2459008.0476801265,ATLAS_FP_nightlystack,ATLAS_o,10079.0,11495.0,,,,21.391,,0.0,n=4 exposures; SNR=0.88
59015.60213460974,2459016.1021346096,ATLAS_FP_nightlystack,ATLAS_o,5941.0,5807.0,,,,21.965,,0.0,n=4 exposures; SNR=1.02
59016.5762643009,2459017.076264301,ATLAS_FP_nightlystack,ATLAS_o,7537.0,8477.0,,,,21.707,,0.0,n=3 exposures; SNR=0.89
59020.5447048057,2459021.0447048056,ATLAS_FP_nightlystack,ATLAS_o,-3998.0,4718.0,,,,,,0.0,n=4 exposures; SNR=-0.85
59021.57276227475,2459022.072762274,ATLAS_FP_nightlystack,ATLAS_c,3980.0,4925.0,,,,22.4,,0.0,n=4 exposures; SNR=0.81
59024.37777779997,2459024.8777778,ZTF_ZFPS_nightly,ZTF_g,-12750.4,13572.8,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.94
59024.58269563301,2459025.082695633,ATLAS_FP_nightlystack,ATLAS_o,3809.0,4852.0,,,,22.448,,0.0,n=4 exposures; SNR=0.78
59026.55176705753,2459027.0517670577,ATLAS_FP_nightlystack,ATLAS_c,-5434.0,4789.0,,,,,,0.0,n=3 exposures; SNR=-1.13
59027.37393519981,2459027.8739352,ZTF_ZFPS_nightly,ZTF_g,2209.5,6288.6,,,,23.039,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.35
59027.509709336286,2459028.0097093363,ATLAS_FP_nightlystack,ATLAS_o,473.0,4789.0,,,,24.713,,0.0,n=3 exposures; SNR=0.1
59030.482171307915,2459030.982171308,ATLAS_FP_nightlystack,ATLAS_o,333.0,6422.0,,,,25.094,,0.0,n=4 exposures; SNR=0.05
59030.514448,2459031.014448,ATLAS_FP_nightlystack,ATLAS_c,1250.0,4000.0,,,,23.658,,0.0,n=4 exposures; SNR=0.31
59031.50390195008,2459032.00390195,ATLAS_FP_nightlystack,ATLAS_o,3651.0,7684.0,,,,22.494,,0.0,n=3 exposures; SNR=0.48
59032.886366247934,2459033.386366248,ATLAS_FP_nightlystack,ATLAS_o,2093.0,5412.0,,,,23.098,,0.0,n=12 exposures; SNR=0.39
59035.35482640006,2459035.8548264,ZTF_ZFPS_nightly,ZTF_r,7226.3,16162.8,,,,21.753,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.45
59035.44003470009,2459035.9400347,ZTF_ZFPS_nightly,ZTF_g,-8962.8,11902.5,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.75
59035.50710256449,2459036.0071025644,ATLAS_FP_nightlystack,ATLAS_o,5935.0,14059.0,,,,21.966,,0.0,n=4 exposures; SNR=0.42
59040.377453700174,2459040.8774537,ZTF_ZFPS_nightly,ZTF_r,-4317.9,5075.7,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.85
59041.51608705895,2459042.016087059,ATLAS_FP_nightlystack,ATLAS_o,6077.0,7865.0,,,,21.941,,0.0,n=4 exposures; SNR=0.77
59042.598339053184,2459043.0983390533,ATLAS_FP_nightlystack,ATLAS_o,5208.0,7066.0,,,,22.108,,0.0,n=4 exposures; SNR=0.74
59043.35611109994,2459043.8561111,ZTF_ZFPS_nightly,ZTF_g,5244.9,4123.1,,,,22.101,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.27
59043.39613430015,2459043.8961343,ZTF_ZFPS_nightly,ZTF_r,546.8,3254.9,,,,24.555,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.17
59043.5243061006,2459044.024306101,ATLAS_FP_nightlystack,ATLAS_o,-9769.0,6779.0,,,,,,0.0,n=4 exposures; SNR=-1.44
59046.397060200106,2459046.8970602,ZTF_ZFPS_nightly,ZTF_r,-2900.6,2598.3,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-1.12
59046.46032410022,2459046.9603241,ZTF_ZFPS_nightly,ZTF_g,-2761.1,2900.6,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.95
59047.58103670713,2459048.081036707,ATLAS_FP_nightlystack,ATLAS_o,1479.0,7066.0,,,,23.475,,0.0,n=4 exposures; SNR=0.21
59049.39454266433,2459049.8945426643,ZTF_ZFPS_nightly,ZTF_r,2258.5,2030.1,,,,23.016,,0.0,ZFPS req479165 nightly IVW stack; n=2; SNR=1.11
59049.43972219992,2459049.9397222,ZTF_ZFPS_nightly,ZTF_g,3926.2,2850.5,,,,22.415,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.38
59049.98689496325,2459050.4868949633,ATLAS_FP_nightlystack,ATLAS_c,-262.0,3171.0,,,,,,0.0,n=8 exposures; SNR=-0.08
59051.44689035411,2459051.946890354,ATLAS_FP_nightlystack,ATLAS_o,-1499.0,3832.0,,,,,,0.0,n=4 exposures; SNR=-0.39
59052.397002299775,2459052.8970023,ZTF_ZFPS_nightly,ZTF_r,-846.1,2555.9,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.33
59052.456435199834,2459052.9564352,ZTF_ZFPS_nightly,ZTF_g,-306.4,2483.5,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.12
59055.37084490014,2459055.8708449,ZTF_ZFPS_nightly,ZTF_r,6689.6,2894.1,,,,21.837,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=2.31
59055.37733800011,2459055.877338,ZTF_ZFPS_nightly,ZTF_g,3372.0,2792.5,,,,22.58,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.21
59055.44502555755,2459055.9450255577,ATLAS_FP_nightlystack,ATLAS_o,2207.0,5969.0,,,,23.04,,0.0,n=4 exposures; SNR=0.37
59059.45345489413,2459059.953454894,ATLAS_FP_nightlystack,ATLAS_o,-519.0,3938.0,,,,,,0.0,n=8 exposures; SNR=-0.13
59060.42822587366,2459060.9282258735,ATLAS_FP_nightlystack,ATLAS_o,10604.0,4575.0,,,,21.336,,0.0,n=8 exposures; SNR=2.32
59061.40127152415,2459061.9012715244,ZTF_ZFPS_nightly,ZTF_r,-5439.9,2829.0,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=2; SNR=-1.92
59061.44610963114,2459061.946109631,ATLAS_FP_nightlystack,ATLAS_o,5860.0,8193.0,,,,21.98,,0.0,n=4 exposures; SNR=0.72
59062.43692023819,2459062.936920238,ATLAS_FP_nightlystack,ATLAS_o,8982.0,9445.0,,,,21.517,,0.0,n=4 exposures; SNR=0.95
59063.39460524869,2459063.8946052487,ATLAS_FP_nightlystack,ATLAS_o,-30035.0,26983.0,,,,,,0.0,n=3 exposures; SNR=-1.11
59068.52395494181,2459069.023954942,ATLAS_FP_nightlystack,ATLAS_o,4119.0,7935.0,,,,22.363,,0.0,n=4 exposures; SNR=0.52
59069.33453699993,2459069.834537,ZTF_ZFPS_nightly,ZTF_g,9296.8,5393.4,,,,21.479,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.72
59069.401157400105,2459069.9011574,ZTF_ZFPS_nightly,ZTF_r,-4322.2,4828.1,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.90
59070.10231346305,2459070.602313463,ATLAS_FP_nightlystack,ATLAS_o,-2033.0,5080.0,,,,,,0.0,n=7 exposures; SNR=-0.4
59072.96002181303,2459073.460021813,ATLAS_FP_nightlystack,ATLAS_o,1038.0,5254.0,,,,23.86,,0.0,n=5 exposures; SNR=0.2
59073.509371,2459074.009371,ATLAS_FP_nightlystack,ATLAS_o,-2000.0,8485.0,,,,,,0.0,n=2 exposures; SNR=-0.24
59075.49292646486,2459075.992926465,ATLAS_FP_nightlystack,ATLAS_o,16000.0,6470.0,,,,20.89,,0.0,n=2 exposures; SNR=2.47
59076.24993403601,2459076.749934036,ATLAS_FP_nightlystack,ATLAS_o,-2132.0,3907.0,,,,,,0.0,n=6 exposures; SNR=-0.55
59076.35553239984,2459076.8555324,ZTF_ZFPS_nightly,ZTF_r,-422.4,4323.6,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.10
59077.424093745925,2459077.924093746,ATLAS_FP_nightlystack,ATLAS_c,-55.0,4109.0,,,,,,0.0,n=4 exposures; SNR=-0.01
59080.47552220626,2459080.975522206,ATLAS_FP_nightlystack,ATLAS_o,-30.0,6298.0,,,,,,0.0,n=3 exposures; SNR=-0.0
59082.466531969694,2459082.9665319696,ATLAS_FP_nightlystack,ATLAS_c,4273.0,4924.0,,,,22.323,,0.0,n=3 exposures; SNR=0.87
59084.41601268407,2459084.916012684,ATLAS_FP_nightlystack,ATLAS_o,-9081.0,5232.0,,,,,,0.0,n=4 exposures; SNR=-1.74
59088.40697768832,2459088.9069776884,ATLAS_FP_nightlystack,ATLAS_o,-5093.0,8048.999999999999,,,,,,0.0,n=4 exposures; SNR=-0.63
59090.39101641002,2459090.89101641,ATLAS_FP_nightlystack,ATLAS_o,-7701.0,9624.0,,,,,,0.0,n=4 exposures; SNR=-0.8
59096.44091177789,2459096.940911778,ATLAS_FP_nightlystack,ATLAS_o,-3883.0,11336.0,,,,,,0.0,n=4 exposures; SNR=-0.34
59098.47096541999,2459098.97096542,ATLAS_FP_nightlystack,ATLAS_o,1163.0,8521.0,,,,23.736,,0.0,n=4 exposures; SNR=0.14
59099.31275459984,2459099.8127546,ZTF_ZFPS_nightly,ZTF_r,-1582.7,6613.4,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.24
59099.35702549992,2459099.8570255,ZTF_ZFPS_nightly,ZTF_g,378.8,7939.5,,,,24.954,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.05
59099.42594239771,2459099.9259423977,ATLAS_FP_nightlystack,ATLAS_o,439.0,7002.0,,,,24.794,,0.0,n=4 exposures; SNR=0.06
59100.39201520892,2459100.892015209,ATLAS_FP_nightlystack,ATLAS_o,-866.0,6114.0,,,,,,0.0,n=4 exposures; SNR=-0.14
59101.42292050779,2459101.922920508,ATLAS_FP_nightlystack,ATLAS_o,8044.000000000001,5409.0,,,,21.636,,0.0,n=4 exposures; SNR=1.49
59102.41754930641,2459102.9175493065,ATLAS_FP_nightlystack,ATLAS_o,-2900.0,5361.0,,,,,,0.0,n=4 exposures; SNR=-0.54
59103.411913862976,2459103.911913863,ATLAS_FP_nightlystack,ATLAS_o,2583.0,4860.0,,,,22.87,,0.0,n=4 exposures; SNR=0.53
59104.40236769057,2459104.9023676906,ATLAS_FP_nightlystack,ATLAS_o,-4906.0,4139.0,,,,,,0.0,n=4 exposures; SNR=-1.19
59105.41962823966,2459105.9196282397,ATLAS_FP_nightlystack,ATLAS_c,2749.0,4566.0,,,,22.802,,0.0,n=4 exposures; SNR=0.6
59106.40514158632,2459106.9051415864,ATLAS_FP_nightlystack,ATLAS_c,-4264.0,4109.0,,,,,,0.0,n=4 exposures; SNR=-1.04
59107.38899846904,2459107.888998469,ATLAS_FP_nightlystack,ATLAS_o,6596.0,4566.0,,,,21.852,,0.0,n=4 exposures; SNR=1.44
59108.4019898943,2459108.9019898945,ATLAS_FP_nightlystack,ATLAS_o,-3303.0,4812.0,,,,,,0.0,n=4 exposures; SNR=-0.69
59109.41442179661,2459109.914421797,ATLAS_FP_nightlystack,ATLAS_c,-4591.0,3548.0,,,,,,0.0,n=4 exposures; SNR=-1.29
59110.42891683416,2459110.9289168343,ATLAS_FP_nightlystack,ATLAS_c,-6838.0,4058.0,,,,,,0.0,n=4 exposures; SNR=-1.69
59111.2531134002,2459111.7531134,ZTF_ZFPS_nightly,ZTF_r,4476.6,3433.3,,,,22.273,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.30
59111.31660880009,2459111.8166088,ZTF_ZFPS_nightly,ZTF_g,5152.9,4298.2,,,,22.12,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.20
59111.380009453685,2459111.8800094537,ATLAS_FP_nightlystack,ATLAS_o,3527.0,4058.0,,,,22.531,,0.0,n=4 exposures; SNR=0.87
59113.41937509355,2459113.9193750937,ATLAS_FP_nightlystack,ATLAS_c,-2071.0,15221.0,,,,,,0.0,n=4 exposures; SNR=-0.14
59114.23006939982,2459114.7300694,ZTF_ZFPS_nightly,ZTF_g,-2435.3,3161.3,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.77
59114.292673599906,2459114.7926736,ZTF_ZFPS_nightly,ZTF_r,5746.8,3686.4,,,,22.001,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.56
59115.319230597386,2459115.8192305975,ATLAS_FP_nightlystack,ATLAS_o,-4267.0,4949.0,,,,,,0.0,n=4 exposures; SNR=-0.86
59117.38672840003,2459117.8867284,ATLAS_FP_nightlystack,ATLAS_o,-13156.0,8092.000000000001,,,,,,0.0,n=4 exposures; SNR=-1.63
59118.31900399568,2459118.8190039955,ATLAS_FP_nightlystack,ATLAS_o,4309.0,10224.0,,,,22.314,,0.0,n=4 exposures; SNR=0.42
59123.41936719668,2459123.9193671965,ATLAS_FP_nightlystack,ATLAS_o,1165.0,14846.0,,,,23.734,,0.0,n=4 exposures; SNR=0.08
59124.16556710005,2459124.6655671,ZTF_ZFPS_nightly,ZTF_g,4120.5,12306.1,,,,22.363,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.33
59125.449682901235,2459125.949682901,ATLAS_FP_nightlystack,ATLAS_o,-1249.0,12123.0,,,,,,0.0,n=4 exposures; SNR=-0.1
59126.37055399592,2459126.870553996,ATLAS_FP_nightlystack,ATLAS_o,-6715.0,8739.0,,,,,,0.0,n=4 exposures; SNR=-0.77
59127.33497214223,2459127.8349721422,ATLAS_FP_nightlystack,ATLAS_o,-566.0,5247.0,,,,,,0.0,n=8 exposures; SNR=-0.11
59128.26351850014,2459128.7635185,ZTF_ZFPS_nightly,ZTF_r,2988.0,7044.4,,,,22.712,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.42
59128.423671399374,2459128.9236713992,ATLAS_FP_nightlystack,ATLAS_o,-1706.0,8553.0,,,,,,0.0,n=4 exposures; SNR=-0.2
59129.35985855717,2459129.859858557,ATLAS_FP_nightlystack,ATLAS_o,2281.0,6973.0,,,,23.005,,0.0,n=4 exposures; SNR=0.33
59130.23218750022,2459130.7321875,ZTF_ZFPS_nightly,ZTF_g,-2793.2,3905.7,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.72
59130.26965280016,2459130.7696528,ZTF_ZFPS_nightly,ZTF_r,-2949.9,4965.2,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.59
59130.36280777631,2459130.8628077763,ATLAS_FP_nightlystack,ATLAS_o,-6563.0,5552.0,,,,,,0.0,n=4 exposures; SNR=-1.18
59132.32610597226,2459132.8261059723,ATLAS_FP_nightlystack,ATLAS_o,-31303.0,24386.0,,,,,,0.0,n=4 exposures; SNR=-1.28
59133.36514967956,2459133.8651496796,ATLAS_FP_nightlystack,ATLAS_c,-6895.0,4730.0,,,,,,0.0,n=4 exposures; SNR=-1.46
59134.192835600115,2459134.6928356,ZTF_ZFPS_nightly,ZTF_r,5810.9,4221.9,,,,21.989,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.38
59134.21130790003,2459134.7113079,ZTF_ZFPS_nightly,ZTF_g,1421.7,4137.1,,,,23.518,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.34
59136.189942100085,2459136.6899421,ZTF_ZFPS_nightly,ZTF_r,1265.2,3527.0,,,,23.645,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.36
59136.2118286998,2459136.7118287,ZTF_ZFPS_nightly,ZTF_g,80.7,3115.6,,,,26.633,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.03
59136.3491899198,2459136.84918992,ATLAS_FP_nightlystack,ATLAS_o,-4556.0,5160.0,,,,,,0.0,n=4 exposures; SNR=-0.88
59137.31094167979,2459137.81094168,ATLAS_FP_nightlystack,ATLAS_c,-4751.0,4611.0,,,,,,0.0,n=4 exposures; SNR=-1.03
59138.210486100055,2459138.7104861,ZTF_ZFPS_nightly,ZTF_g,-887.2,4909.9,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.18
59138.34685998829,2459138.8468599883,ATLAS_FP_nightlystack,ATLAS_c,600.0,4259.0,,,,24.455,,0.0,n=4 exposures; SNR=0.14
59140.15119209978,2459140.6511921,ZTF_ZFPS_nightly,ZTF_g,-775.0,3212.9,,,,,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=-0.24
59140.313947104245,2459140.8139471044,ATLAS_FP_nightlystack,ATLAS_o,2613.0,6939.0,,,,22.857,,0.0,n=4 exposures; SNR=0.38
59142.31154362092,2459142.811543621,ATLAS_FP_nightlystack,ATLAS_c,-8597.0,4458.0,,,,,,0.0,n=4 exposures; SNR=-1.93
59143.19133100007,2459143.691331,ZTF_ZFPS_nightly,ZTF_g,1830.8,2978.5,,,,23.243,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.61
59143.228044,2459143.728044,ZTF_ZFPS_nightly,ZTF_r,1877.6,3420.8,,,,23.216,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.55
59144.302558776035,2459144.802558776,ATLAS_FP_nightlystack,ATLAS_o,2221.0,6680.0,,,,23.034,,0.0,n=4 exposures; SNR=0.33
59145.148958299775,2459145.6489583,ZTF_ZFPS_nightly,ZTF_r,6159.3,3903.4,,,,21.926,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=1.58
59145.18952549994,2459145.6895255,ZTF_ZFPS_nightly,ZTF_g,1439.9,4392.4,,,,23.504,,0.0,ZFPS req479165 nightly IVW stack; n=1; SNR=0.33
