source_id,ra,dec,gaia_g,bp_rp,NUVmag,angDist,excess_sigma
5097036946581138688,59.941304573961986,-17.708375341759776,17.109251022338867,1.032939,16.049800872802734,2.408348,9.405774482098693
4416902933658832000,234.72054035218252,1.0878528740437658,18.296789169311523,1.0618649,21.12579917907715,2.382408,4.004430299088623
4440613554018885376,253.61293605494023,5.499766034047111,18.20414352416992,0.8571167,21.245899200439453,1.624545,3.380382301241682
3057667314873438464,114.53774823711838,-4.06424882190121,16.421960830688477,0.9116154,19.55419921875,1.149898,3.2378314979243688
3667938663905524864,213.5187462280366,3.4407441414235658,18.11895179748535,1.2355042,21.513700485229492,2.084388,3.048075230077388
3251040001097677568,56.36857755526153,-2.19677616916797,18.15652847290039,0.87091064,21.416099548339844,1.692742,3.037225475903228
4356687522233455616,244.52689322384072,-4.585510424022444,17.807186126708984,1.005291,21.384899139404297,1.180364,2.964429259087584
3195668629882699136,61.09456726900686,-8.344055937681611,18.29056167602539,1.1342831,21.897499084472656,2.472343,2.9238345214459507
6225554756251615744,223.4505888509648,-26.795770760821988,17.415143966674805,0.9504547,20.75629997253418,0.382863,2.9086926640586492
4395492483035648512,258.8135331786334,9.287018501319418,18.058734893798828,0.8578758,21.402000427246097,0.631476,2.905369213132845
